,group,variable,month,17.21 SR DENTRO,17.21 SR DENTRO,17.21 SR FUERA,17.21 SR FUERA,TOTALES,TOTALES,TOTALES
PORONGO,otras vacunaciones,sr,2021-10-01,10,14,0,0,10,14,24
PORTACHUELO,otras vacunaciones,sr,2021-10-01,1,2,28,50,29,52,81
PORVENIR,otras vacunaciones,sr,2021-10-01,0,0,14,19,14,19,33
POTOSI,otras vacunaciones,sr,2021-10-01,7,14,13,10,20,24,44
PUCARANI,otras vacunaciones,sr,2021-10-01,4,7,3,0,7,7,14
PUERTO ACOSTA,otras vacunaciones,sr,2021-10-01,8,12,114,111,122,123,245
PUERTO CARABUCO,otras vacunaciones,sr,2021-10-01,0,0,30,18,30,18,48
PUERTO PEREZ,otras vacunaciones,sr,2021-10-01,0,0,1,0,1,0,1
PUERTO SILES,otras vacunaciones,sr,2021-10-01,1,0,0,0,1,0,1
PUNA,otras vacunaciones,sr,2021-10-01,1,8,1,0,2,8,10
PUNATA,otras vacunaciones,sr,2021-10-01,0,1,1,0,1,1,2
QUILLACOLLO,otras vacunaciones,sr,2021-10-01,4,0,3,1,7,1,8
QUIME,otras vacunaciones,sr,2021-10-01,0,0,1,0,1,0,1
QUIRUSILLAS,otras vacunaciones,sr,2021-10-01,7,13,0,0,7,13,20
REYES,otras vacunaciones,sr,2021-10-01,0,0,12,12,12,12,24
RIBERALTA,otras vacunaciones,sr,2021-10-01,11,14,4,0,15,14,29
ROBORE,otras vacunaciones,sr,2021-10-01,3,6,43,27,46,33,79
RURRENABAQUE,otras vacunaciones,sr,2021-10-01,1,3,21,42,22,45,67
SABAYA,otras vacunaciones,sr,2021-10-01,0,0,6,0,6,0,6
SACABA,otras vacunaciones,sr,2021-10-01,2,6,40,0,42,6,48
SALINAS DE GARCI MENDOZA,otras vacunaciones,sr,2021-10-01,0,3,0,0,0,3,3
SAMAIPATA,otras vacunaciones,sr,2021-10-01,1,2,1,0,2,2,4
SAN ANDRES,otras vacunaciones,sr,2021-10-01,0,0,4,3,4,3,7
SAN ANTONIO DE LOMERIO,otras vacunaciones,sr,2021-10-01,2,4,0,0,2,4,6
SAN BENITO,otras vacunaciones,sr,2021-10-01,0,2,0,0,0,2,2
SAN BORJA,otras vacunaciones,sr,2021-10-01,9,10,107,92,116,102,218
SAN BUENA VENTURA,otras vacunaciones,sr,2021-10-01,0,0,15,0,15,0,15
SAN CARLOS,otras vacunaciones,sr,2021-10-01,17,0,28,26,45,26,71
SAN IGNACIO,otras vacunaciones,sr,2021-10-01,1,1,28,44,29,45,74
SAN IGNACIO DE VELASCO,otras vacunaciones,sr,2021-10-01,38,55,4,0,42,55,97
SAN JAVIER(STC),otras vacunaciones,sr,2021-10-01,58,42,0,0,58,42,100
SAN JOSE DE CHIQUITOS,otras vacunaciones,sr,2021-10-01,5,9,96,93,101,102,203
SAN JUAN DE YAPACANI,otras vacunaciones,sr,2021-10-01,0,0,0,1,0,1,1
SAN JULIAN,otras vacunaciones,sr,2021-10-01,22,18,128,127,150,145,295
SAN LORENZO(PND),otras vacunaciones,sr,2021-10-01,7,4,0,0,7,4,11
SAN LORENZO(TJA),otras vacunaciones,sr,2021-10-01,9,4,0,0,9,4,13
SAN LUCAS,otras vacunaciones,sr,2021-10-01,6,5,4,1,10,6,16
SAN MATIAS,otras vacunaciones,sr,2021-10-01,20,22,29,40,49,62,111
SAN MIGUEL DE VELASCO,otras vacunaciones,sr,2021-10-01,1,1,78,71,79,72,151
SAN RAMON SCZ,otras vacunaciones,sr,2021-10-01,48,56,0,0,48,56,104
SANTA ANA,otras vacunaciones,sr,2021-10-01,0,1,7,0,7,1,8
SANTA CRUZ DE LA SIERRA,otras vacunaciones,sr,2021-10-01,690,768,1937,1987,2627,2755,5382
SANTA ROSA,otras vacunaciones,sr,2021-10-01,6,5,0,2,6,7,13
SANTA ROSA DEL SARA,otras vacunaciones,sr,2021-10-01,11,17,40,54,51,71,122
SANTIAGO DE HUARI,otras vacunaciones,sr,2021-10-01,0,0,1,0,1,0,1
SENA,otras vacunaciones,sr,2021-10-01,0,0,9,10,9,10,19
SICA SICA (VILLA AROMA),otras vacunaciones,sr,2021-10-01,4,10,2,0,6,10,16
SIPE SIPE,otras vacunaciones,sr,2021-10-01,0,2,0,0,0,2,2
SUCRE,otras vacunaciones,sr,2021-10-01,27,18,81,93,108,111,219
TARIJA,otras vacunaciones,sr,2021-10-01,10,11,6,11,16,22,38
TIQUIPAYA,otras vacunaciones,sr,2021-10-01,1,6,7,4,8,10,18
TRINIDAD,otras vacunaciones,sr,2021-10-01,6,12,124,125,130,137,267
UNCIA,otras vacunaciones,sr,2021-10-01,2,0,0,0,2,0,2
URUBICHA,otras vacunaciones,sr,2021-10-01,3,3,26,27,29,30,59
UYUNI,otras vacunaciones,sr,2021-10-01,0,1,1,0,1,1,2
VACAS,otras vacunaciones,sr,2021-10-01,0,0,1,0,1,0,1
VALLEGRANDE,otras vacunaciones,sr,2021-10-01,13,12,9,6,22,18,40
VIACHA,otras vacunaciones,sr,2021-10-01,0,1,0,0,0,1,1
VILLA MONTES,otras vacunaciones,sr,2021-10-01,5,5,0,0,5,5,10
VILLA SERRANO,otras vacunaciones,sr,2021-10-01,9,5,0,0,9,5,14
VILLA TUNARI,otras vacunaciones,sr,2021-10-01,5,5,4,0,9,5,14
VILLAZON,otras vacunaciones,sr,2021-10-01,23,49,15,3,38,52,90
WALDO BALLIVIAN,otras vacunaciones,sr,2021-10-01,0,8,0,0,0,8,8
WARNES,otras vacunaciones,sr,2021-10-01,49,38,58,41,107,79,186
YACUIBA,otras vacunaciones,sr,2021-10-01,5,3,6,3,11,6,17
YAPACANI,otras vacunaciones,sr,2021-10-01,14,18,23,30,37,48,85
YOCALLA,otras vacunaciones,sr,2021-10-01,0,1,0,0,0,1,1
YUNCHARA,otras vacunaciones,sr,2021-10-01,0,0,1,0,1,0,1
ACACIO,otras vacunaciones,sr,2021-11-01,0,1,1,0,1,1,2
ACHOCALLA,otras vacunaciones,sr,2021-11-01,0,1,0,0,0,1,1
AIQUILE,otras vacunaciones,sr,2021-11-01,1,0,0,0,1,0,1
ANTEQUERA,otras vacunaciones,sr,2021-11-01,0,0,10,0,10,0,10
ASCENCION DE GUARAYOS,otras vacunaciones,sr,2021-11-01,9,9,1,2,10,11,21
BELLA FLOR,otras vacunaciones,sr,2021-11-01,0,1,0,2,0,3,3
BUENA VISTA,otras vacunaciones,sr,2021-11-01,0,0,2,3,2,3,5
CABEZAS,otras vacunaciones,sr,2021-11-01,0,0,7,8,7,8,15
CARANAVI,otras vacunaciones,sr,2021-11-01,22,19,61,65,83,84,167
CARMEN RIVERO TORREZ,otras vacunaciones,sr,2021-11-01,1,2,3,5,4,7,11
CHALLAPATA,otras vacunaciones,sr,2021-11-01,6,13,0,0,6,13,19
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,sr,2021-11-01,0,0,2,0,2,0,2
COBIJA,otras vacunaciones,sr,2021-11-01,13,10,22,19,35,29,64
COCAPATA,otras vacunaciones,sr,2021-11-01,0,0,0,1,0,1,1
COCHABAMBA,otras vacunaciones,sr,2021-11-01,41,48,29,16,70,64,134
COIPASA,otras vacunaciones,sr,2021-11-01,2,3,0,0,2,3,5
"COLCHA ""K""",otras vacunaciones,sr,2021-11-01,1,0,0,0,1,0,1
COLPA BELGICA,otras vacunaciones,sr,2021-11-01,6,10,0,0,6,10,16
COLQUENCHA,otras vacunaciones,sr,2021-11-01,0,1,0,0,0,1,1
COMARAPA,otras vacunaciones,sr,2021-11-01,0,0,0,1,0,1,1
CONCEPCION,otras vacunaciones,sr,2021-11-01,3,1,2,0,5,1,6
COROICO,otras vacunaciones,sr,2021-11-01,0,1,0,0,0,1,1
CORQUE,otras vacunaciones,sr,2021-11-01,0,1,0,0,0,1,1
COTOCA,otras vacunaciones,sr,2021-11-01,4,9,0,0,4,9,13
CUATRO CAÑADAS,otras vacunaciones,sr,2021-11-01,3,2,0,2,3,4,7
CULPINA,otras vacunaciones,sr,2021-11-01,1,9,0,0,1,9,10
DESAGUADERO,otras vacunaciones,sr,2021-11-01,3,6,1,0,4,6,10
EL ALTO,otras vacunaciones,sr,2021-11-01,118,139,500,439,618,578,1196
EL CHORO,otras vacunaciones,sr,2021-11-01,20,41,21,0,41,41,82
EL PUENTE(STC),otras vacunaciones,sr,2021-11-01,0,1,1,0,1,1,2
EL TORNO,otras vacunaciones,sr,2021-11-01,4,1,0,0,4,1,5
ESCOMA,otras vacunaciones,sr,2021-11-01,3,2,0,0,3,2,5
EUCALIPTUS,otras vacunaciones,sr,2021-11-01,0,3,0,0,0,3,3
EUREKA (SANTOS MERCADO),otras vacunaciones,sr,2021-11-01,0,0,3,1,3,1,4
EXALTACION,otras vacunaciones,sr,2021-11-01,0,0,4,0,4,0,4
FERNANDEZ ALONSO,otras vacunaciones,sr,2021-11-01,1,1,0,0,1,1,2
GENERAL SAAVEDRA,otras vacunaciones,sr,2021-11-01,27,9,0,0,27,9,36
GUTIERREZ,otras vacunaciones,sr,2021-11-01,2,0,0,0,2,0,2
HUANUNI,otras vacunaciones,sr,2021-11-01,1,6,73,76,74,82,156
HUARACAJE,otras vacunaciones,sr,2021-11-01,1,1,0,0,1,1,2
INCAHUASI,otras vacunaciones,sr,2021-11-01,0,0,1,1,1,1,2
INGAVI (HUMAITA),otras vacunaciones,sr,2021-11-01,0,0,6,7,6,7,13
LA GUARDIA,otras vacunaciones,sr,2021-11-01,3,10,6,8,9,18,27
LA PAZ,otras vacunaciones,sr,2021-11-01,49,164,8,17,57,181,238
LAGUNILLAS,otras vacunaciones,sr,2021-11-01,0,0,0,1,0,1,1
LAS CARRERAS,otras vacunaciones,sr,2021-11-01,1,1,0,0,1,1,2
LLALLAGUA,otras vacunaciones,sr,2021-11-01,0,0,9,11,9,11,20
MAIRANA,otras vacunaciones,sr,2021-11-01,1,1,3,2,4,3,7
MAPIRI,otras vacunaciones,sr,2021-11-01,0,1,1,0,1,1,2
MIZQUE,otras vacunaciones,sr,2021-11-01,0,1,0,0,0,1,1
MONTERO,otras vacunaciones,sr,2021-11-01,21,13,64,28,85,41,126
MOROCHATA,otras vacunaciones,sr,2021-11-01,0,0,4,1,4,1,5
ORURO,otras vacunaciones,sr,2021-11-01,43,72,113,107,156,179,335
PAILON,otras vacunaciones,sr,2021-11-01,8,8,32,24,40,32,72
PALOS BLANCOS,otras vacunaciones,sr,2021-11-01,0,0,1,1,1,1,2
PAMPA GRANDE,otras vacunaciones,sr,2021-11-01,3,0,0,1,3,1,4
POOPO,otras vacunaciones,sr,2021-11-01,0,0,4,19,4,19,23
PORCO,otras vacunaciones,sr,2021-11-01,1,0,0,58,1,58,59
POROMA,otras vacunaciones,sr,2021-11-01,0,0,1,3,1,3,4
PORONGO,otras vacunaciones,sr,2021-11-01,7,5,0,0,7,5,12
PORTACHUELO,otras vacunaciones,sr,2021-11-01,2,1,4,6,6,7,13
PORVENIR,otras vacunaciones,sr,2021-11-01,0,0,0,2,0,2,2
POSTRER VALLE,otras vacunaciones,sr,2021-11-01,2,1,0,0,2,1,3
POTOSI,otras vacunaciones,sr,2021-11-01,0,1,20,21,20,22,42
PUERTO ACOSTA,otras vacunaciones,sr,2021-11-01,0,0,19,8,19,8,27
PUERTO CARABUCO,otras vacunaciones,sr,2021-11-01,0,1,0,0,0,1,1
PUERTO PEREZ,otras vacunaciones,sr,2021-11-01,0,0,2,1,2,1,3
PUERTO QUIJARRO,otras vacunaciones,sr,2021-11-01,3,2,52,40,55,42,97
PUERTO RICO,otras vacunaciones,sr,2021-11-01,0,0,15,22,15,22,37
PUERTO SUAREZ,otras vacunaciones,sr,2021-11-01,0,2,1,5,1,7,8
PUNATA,otras vacunaciones,sr,2021-11-01,0,1,0,0,0,1,1
QUILLACOLLO,otras vacunaciones,sr,2021-11-01,2,2,9,4,11,6,17
RIBERALTA,otras vacunaciones,sr,2021-11-01,1,2,0,0,1,2,3
ROBORE,otras vacunaciones,sr,2021-11-01,3,3,0,0,3,3,6
RURRENABAQUE,otras vacunaciones,sr,2021-11-01,0,2,0,0,0,2,2
SACABA,otras vacunaciones,sr,2021-11-01,0,2,5,1,5,3,8
SAIPINA,otras vacunaciones,sr,2021-11-01,0,0,0,1,0,1,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,sr,2021-11-01,1,0,2,3,3,3,6
SAN ANDRES,otras vacunaciones,sr,2021-11-01,2,3,0,0,2,3,5
SAN ANTONIO DE LOMERIO,otras vacunaciones,sr,2021-11-01,0,1,0,0,0,1,1
SAN BENITO,otras vacunaciones,sr,2021-11-01,0,3,0,0,0,3,3
SAN BORJA,otras vacunaciones,sr,2021-11-01,7,6,13,23,20,29,49
SAN BUENA VENTURA,otras vacunaciones,sr,2021-11-01,0,0,2,0,2,0,2
SAN CARLOS,otras vacunaciones,sr,2021-11-01,1,2,9,7,10,9,19
SAN IGNACIO,otras vacunaciones,sr,2021-11-01,2,2,0,0,2,2,4
SAN IGNACIO DE VELASCO,otras vacunaciones,sr,2021-11-01,3,6,2,0,5,6,11
SAN JAVIER(STC),otras vacunaciones,sr,2021-11-01,10,7,0,0,10,7,17
SAN JOSE DE CHIQUITOS,otras vacunaciones,sr,2021-11-01,9,9,0,0,9,9,18
SAN JUAN DE YAPACANI,otras vacunaciones,sr,2021-11-01,1,0,0,0,1,0,1
SAN JULIAN,otras vacunaciones,sr,2021-11-01,6,6,0,0,6,6,12
SAN LORENZO(PND),otras vacunaciones,sr,2021-11-01,0,4,0,0,0,4,4
SAN LORENZO(TJA),otras vacunaciones,sr,2021-11-01,1,4,0,0,1,4,5
SAN LUCAS,otras vacunaciones,sr,2021-11-01,11,11,0,0,11,11,22
SAN MATIAS,otras vacunaciones,sr,2021-11-01,1,1,0,0,1,1,2
SAN MIGUEL DE VELASCO,otras vacunaciones,sr,2021-11-01,6,8,10,9,16,17,33
SAN RAFAEL,otras vacunaciones,sr,2021-11-01,11,8,0,0,11,8,19
SAN RAMON SCZ,otras vacunaciones,sr,2021-11-01,8,11,0,0,8,11,19
SANTA CRUZ DE LA SIERRA,otras vacunaciones,sr,2021-11-01,222,260,137,114,359,374,733
SANTA ROSA DEL SARA,otras vacunaciones,sr,2021-11-01,5,6,0,0,5,6,11
SENA,otras vacunaciones,sr,2021-11-01,0,0,35,29,35,29,64
SUCRE,otras vacunaciones,sr,2021-11-01,2,11,15,13,17,24,41
TACOPAYA,otras vacunaciones,sr,2021-11-01,0,2,1,0,1,2,3
TAHUA,otras vacunaciones,sr,2021-11-01,0,0,1,0,1,0,1
TARIJA,otras vacunaciones,sr,2021-11-01,1,5,4,5,5,10,15
TIQUIPAYA,otras vacunaciones,sr,2021-11-01,3,3,4,3,7,6,13
TOLEDO,otras vacunaciones,sr,2021-11-01,2,1,0,0,2,1,3
TRINIDAD,otras vacunaciones,sr,2021-11-01,9,4,7,7,16,11,27
TUPIZA,otras vacunaciones,sr,2021-11-01,5,29,0,0,5,29,34
URUBICHA,otras vacunaciones,sr,2021-11-01,2,0,0,0,2,0,2
UYUNI,otras vacunaciones,sr,2021-11-01,0,0,1,0,1,0,1
VALLEGRANDE,otras vacunaciones,sr,2021-11-01,6,6,0,3,6,9,15
VILLA MONTES,otras vacunaciones,sr,2021-11-01,2,1,0,0,2,1,3
VILLA TUNARI,otras vacunaciones,sr,2021-11-01,1,2,0,0,1,2,3
VILLAZON,otras vacunaciones,sr,2021-11-01,1,11,0,0,1,11,12
WALDO BALLIVIAN,otras vacunaciones,sr,2021-11-01,1,0,0,0,1,0,1
WARNES,otras vacunaciones,sr,2021-11-01,10,10,1,0,11,10,21
YACUIBA,otras vacunaciones,sr,2021-11-01,2,1,12,11,14,12,26
YAPACANI,otras vacunaciones,sr,2021-11-01,1,0,24,24,25,24,49
ACHOCALLA,otras vacunaciones,sr,2021-12-01,0,1,2,0,2,1,3
ANTEQUERA,otras vacunaciones,sr,2021-12-01,1,0,0,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,sr,2021-12-01,7,4,0,0,7,4,11
BELEN DE ANDAMARCA,otras vacunaciones,sr,2021-12-01,1,0,0,0,1,0,1
BELLA FLOR,otras vacunaciones,sr,2021-12-01,1,1,0,0,1,1,2
BERMEJO,otras vacunaciones,sr,2021-12-01,0,1,1,0,1,1,2
BOLPEBRA,otras vacunaciones,sr,2021-12-01,1,3,0,0,1,3,4
BUENA VISTA,otras vacunaciones,sr,2021-12-01,0,3,1,3,1,6,7
CABEZAS,otras vacunaciones,sr,2021-12-01,3,0,0,0,3,0,3
"CAIZA ""D""",otras vacunaciones,sr,2021-12-01,3,5,0,0,3,5,8
CAMARGO,otras vacunaciones,sr,2021-12-01,1,0,0,0,1,0,1
CAQUIAVIRI,otras vacunaciones,sr,2021-12-01,2,2,0,0,2,2,4
CARACOLLO,otras vacunaciones,sr,2021-12-01,0,0,86,85,86,85,171
CARANAVI,otras vacunaciones,sr,2021-12-01,13,9,16,2,29,11,40
CARMEN RIVERO TORREZ,otras vacunaciones,sr,2021-12-01,1,1,0,0,1,1,2
CHALLAPATA,otras vacunaciones,sr,2021-12-01,0,1,74,88,74,89,163
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,sr,2021-12-01,1,2,0,0,1,2,3
COBIJA,otras vacunaciones,sr,2021-12-01,11,15,14,4,25,19,44
COCAPATA,otras vacunaciones,sr,2021-12-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,sr,2021-12-01,69,88,10,1,79,89,168
COLPA BELGICA,otras vacunaciones,sr,2021-12-01,4,5,0,0,4,5,9
COMARAPA,otras vacunaciones,sr,2021-12-01,0,1,0,0,0,1,1
CONCEPCION,otras vacunaciones,sr,2021-12-01,5,1,0,3,5,4,9
CORQUE,otras vacunaciones,sr,2021-12-01,2,0,0,0,2,0,2
COTOCA,otras vacunaciones,sr,2021-12-01,14,18,0,0,14,18,32
CUATRO CAÑADAS,otras vacunaciones,sr,2021-12-01,6,6,62,65,68,71,139
CURAHUARA DE CARANGAS,otras vacunaciones,sr,2021-12-01,1,0,0,0,1,0,1
EL ALTO,otras vacunaciones,sr,2021-12-01,74,96,200,225,274,321,595
EL TORNO,otras vacunaciones,sr,2021-12-01,0,2,0,0,0,2,2
EL VILLAR,otras vacunaciones,sr,2021-12-01,0,1,0,0,0,1,1
ESCOMA,otras vacunaciones,sr,2021-12-01,0,1,0,0,0,1,1
EUCALIPTUS,otras vacunaciones,sr,2021-12-01,1,0,0,0,1,0,1
EXALTACION,otras vacunaciones,sr,2021-12-01,0,0,1,0,1,0,1
GENERAL SAAVEDRA,otras vacunaciones,sr,2021-12-01,1,1,0,0,1,1,2
GUAYARAMERIN,otras vacunaciones,sr,2021-12-01,1,0,0,0,1,0,1
HUANUNI,otras vacunaciones,sr,2021-12-01,2,3,37,46,39,49,88
INGAVI (HUMAITA),otras vacunaciones,sr,2021-12-01,0,0,2,4,2,4,6
IXIAMAS,otras vacunaciones,sr,2021-12-01,0,0,1,0,1,0,1
LA GUARDIA,otras vacunaciones,sr,2021-12-01,2,3,2,5,4,8,12
LA PAZ,otras vacunaciones,sr,2021-12-01,55,97,118,27,173,124,297
LAGUNILLAS,otras vacunaciones,sr,2021-12-01,2,1,0,0,2,1,3
LAJA,otras vacunaciones,sr,2021-12-01,0,0,1,0,1,0,1
LLALLAGUA,otras vacunaciones,sr,2021-12-01,18,22,19,23,37,45,82
MAIRANA,otras vacunaciones,sr,2021-12-01,2,1,1,0,3,1,4
MIZQUE,otras vacunaciones,sr,2021-12-01,1,0,0,0,1,0,1
MOCOMOCO,otras vacunaciones,sr,2021-12-01,0,0,8,5,8,5,13
MONTERO,otras vacunaciones,sr,2021-12-01,17,10,3,4,20,14,34
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,sr,2021-12-01,1,1,0,0,1,1,2
ORURO,otras vacunaciones,sr,2021-12-01,56,68,130,138,186,206,392
PAILON,otras vacunaciones,sr,2021-12-01,4,9,15,17,19,26,45
PAMPA GRANDE,otras vacunaciones,sr,2021-12-01,0,1,0,0,0,1,1
POOPO,otras vacunaciones,sr,2021-12-01,0,0,0,2,0,2,2
PORCO,otras vacunaciones,sr,2021-12-01,0,0,0,4,0,4,4
PORONGO,otras vacunaciones,sr,2021-12-01,1,1,0,0,1,1,2
PORVENIR,otras vacunaciones,sr,2021-12-01,0,0,1,0,1,0,1
POSTRER VALLE,otras vacunaciones,sr,2021-12-01,1,1,0,0,1,1,2
POTOSI,otras vacunaciones,sr,2021-12-01,221,253,174,246,395,499,894
PUERTO PEREZ,otras vacunaciones,sr,2021-12-01,0,0,1,0,1,0,1
PUERTO QUIJARRO,otras vacunaciones,sr,2021-12-01,1,0,0,0,1,0,1
PUERTO RICO,otras vacunaciones,sr,2021-12-01,0,0,15,7,15,7,22
PUNATA,otras vacunaciones,sr,2021-12-01,0,0,1,0,1,0,1
QUIABAYA,otras vacunaciones,sr,2021-12-01,0,2,5,0,5,2,7
QUILLACOLLO,otras vacunaciones,sr,2021-12-01,0,2,1,2,1,4,5
RIBERALTA,otras vacunaciones,sr,2021-12-01,0,1,4,0,4,1,5
ROBORE,otras vacunaciones,sr,2021-12-01,1,1,9,8,10,9,19
RURRENABAQUE,otras vacunaciones,sr,2021-12-01,0,4,16,12,16,16,32
SABAYA,otras vacunaciones,sr,2021-12-01,0,0,194,0,194,0,194
SACABA,otras vacunaciones,sr,2021-12-01,0,0,2,0,2,0,2
SAIPINA,otras vacunaciones,sr,2021-12-01,7,4,2,1,9,5,14
SALINAS DE GARCI MENDOZA,otras vacunaciones,sr,2021-12-01,1,0,0,0,1,0,1
SAN ANDRES,otras vacunaciones,sr,2021-12-01,0,0,2,1,2,1,3
SAN BENITO,otras vacunaciones,sr,2021-12-01,0,1,0,0,0,1,1
SAN BORJA,otras vacunaciones,sr,2021-12-01,2,9,29,25,31,34,65
SAN IGNACIO DE VELASCO,otras vacunaciones,sr,2021-12-01,26,53,0,8,26,61,87
SAN JOSE DE CHIQUITOS,otras vacunaciones,sr,2021-12-01,2,0,9,8,11,8,19
SAN JUAN DE YAPACANI,otras vacunaciones,sr,2021-12-01,0,2,0,0,0,2,2
SAN LUCAS,otras vacunaciones,sr,2021-12-01,18,18,1,0,19,18,37
SAN MATIAS,otras vacunaciones,sr,2021-12-01,16,11,28,23,44,34,78
SAN MIGUEL DE VELASCO,otras vacunaciones,sr,2021-12-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,sr,2021-12-01,1,1,1,0,2,1,3
SAN RAFAEL,otras vacunaciones,sr,2021-12-01,0,0,5,2,5,2,7
SANTA CRUZ DE LA SIERRA,otras vacunaciones,sr,2021-12-01,260,294,109,94,369,388,757
SANTA ROSA DEL SARA,otras vacunaciones,sr,2021-12-01,1,3,0,0,1,3,4
SANTIAGO DE HUARI,otras vacunaciones,sr,2021-12-01,0,0,3,0,3,0,3
SICA SICA (VILLA AROMA),otras vacunaciones,sr,2021-12-01,1,4,0,0,1,4,5
SORACACHI,otras vacunaciones,sr,2021-12-01,1,1,0,0,1,1,2
SUCRE,otras vacunaciones,sr,2021-12-01,6,9,6,11,12,20,32
TACACOMA,otras vacunaciones,sr,2021-12-01,2,2,0,0,2,2,4
TACOPAYA,otras vacunaciones,sr,2021-12-01,0,1,0,0,0,1,1
TAHUA,otras vacunaciones,sr,2021-12-01,2,2,0,0,2,2,4
TARIJA,otras vacunaciones,sr,2021-12-01,4,8,1,0,5,8,13
TIQUIPAYA,otras vacunaciones,sr,2021-12-01,0,1,3,0,3,1,4
TRINIDAD,otras vacunaciones,sr,2021-12-01,3,0,26,28,29,28,57
TUPIZA,otras vacunaciones,sr,2021-12-01,6,10,71,40,77,50,127
TURCO,otras vacunaciones,sr,2021-12-01,1,1,38,0,39,1,40
UYUNI,otras vacunaciones,sr,2021-12-01,0,8,0,0,0,8,8
VALLEGRANDE,otras vacunaciones,sr,2021-12-01,0,2,3,0,3,2,5
VIACHA,otras vacunaciones,sr,2021-12-01,0,0,0,1,0,1,1
VILLA TUNARI,otras vacunaciones,sr,2021-12-01,2,8,0,0,2,8,10
VILLAZON,otras vacunaciones,sr,2021-12-01,8,16,3,0,11,16,27
VINTO,otras vacunaciones,sr,2021-12-01,2,2,0,0,2,2,4
WALDO BALLIVIAN,otras vacunaciones,sr,2021-12-01,0,1,0,0,0,1,1
WARNES,otras vacunaciones,sr,2021-12-01,1,3,0,0,1,3,4
YACUIBA,otras vacunaciones,sr,2021-12-01,1,1,7,6,8,7,15
YAPACANI,otras vacunaciones,sr,2021-12-01,7,5,4,3,11,8,19
