,group,variable,month,17.23 COVID 1RA DOSIS DENTRO,17.23 COVID 1RA DOSIS DENTRO,17.23 COVID 1RA DOSIS FUERA,17.23 COVID 1RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
PADCAYA,otras vacunaciones,covid 1ra dosis,2021-10-01,14,16,0,0,14,16,30
PADILLA,otras vacunaciones,covid 1ra dosis,2021-10-01,49,51,0,0,49,51,100
PAILON,otras vacunaciones,covid 1ra dosis,2021-10-01,188,212,0,0,188,212,400
PALOS BLANCOS,otras vacunaciones,covid 1ra dosis,2021-10-01,57,70,62,51,119,121,240
PAMPA AULLAGAS,otras vacunaciones,covid 1ra dosis,2021-10-01,26,27,9,8,35,35,70
PAMPA GRANDE,otras vacunaciones,covid 1ra dosis,2021-10-01,52,49,34,45,86,94,180
PAPEL PAMPA,otras vacunaciones,covid 1ra dosis,2021-10-01,6,16,6,9,12,25,37
PASORAPA,otras vacunaciones,covid 1ra dosis,2021-10-01,31,37,0,0,31,37,68
PATACAMAYA,otras vacunaciones,covid 1ra dosis,2021-10-01,14,18,0,0,14,18,32
PAZÑA,otras vacunaciones,covid 1ra dosis,2021-10-01,20,25,9,12,29,37,66
PELECHUCO,otras vacunaciones,covid 1ra dosis,2021-10-01,6,7,12,16,18,23,41
POCOATA,otras vacunaciones,covid 1ra dosis,2021-10-01,18,26,33,34,51,60,111
POCONA,otras vacunaciones,covid 1ra dosis,2021-10-01,339,335,25,26,364,361,725
POJO (CBBA),otras vacunaciones,covid 1ra dosis,2021-10-01,127,134,19,28,146,162,308
POOPO,otras vacunaciones,covid 1ra dosis,2021-10-01,24,45,0,0,24,45,69
PORCO,otras vacunaciones,covid 1ra dosis,2021-10-01,25,30,11,3,36,33,69
POROMA,otras vacunaciones,covid 1ra dosis,2021-10-01,144,176,135,156,279,332,611
PORONGO,otras vacunaciones,covid 1ra dosis,2021-10-01,36,42,0,0,36,42,78
PORTACHUELO,otras vacunaciones,covid 1ra dosis,2021-10-01,73,95,0,0,73,95,168
PORVENIR,otras vacunaciones,covid 1ra dosis,2021-10-01,15,19,27,17,42,36,78
POSTRER VALLE,otras vacunaciones,covid 1ra dosis,2021-10-01,12,9,5,4,17,13,30
POTOSI,otras vacunaciones,covid 1ra dosis,2021-10-01,971,1188,833,564,1804,1752,3556
PRESTO,otras vacunaciones,covid 1ra dosis,2021-10-01,28,21,30,35,58,56,114
PUCARA,otras vacunaciones,covid 1ra dosis,2021-10-01,24,10,0,0,24,10,34
PUCARANI,otras vacunaciones,covid 1ra dosis,2021-10-01,31,41,38,14,69,55,124
PUERTO ACOSTA,otras vacunaciones,covid 1ra dosis,2021-10-01,39,57,10,20,49,77,126
PUERTO CARABUCO,otras vacunaciones,covid 1ra dosis,2021-10-01,0,0,10,13,10,13,23
PUERTO GONZALO MORENO,otras vacunaciones,covid 1ra dosis,2021-10-01,4,7,7,13,11,20,31
PUERTO PEREZ,otras vacunaciones,covid 1ra dosis,2021-10-01,0,0,1,1,1,1,2
PUERTO RICO,otras vacunaciones,covid 1ra dosis,2021-10-01,12,6,188,164,200,170,370
PUERTO SILES,otras vacunaciones,covid 1ra dosis,2021-10-01,34,28,0,0,34,28,62
PUERTO VILLARROEL,otras vacunaciones,covid 1ra dosis,2021-10-01,1162,1467,10,11,1172,1478,2650
PUNA,otras vacunaciones,covid 1ra dosis,2021-10-01,19,33,22,11,41,44,85
PUNATA,otras vacunaciones,covid 1ra dosis,2021-10-01,430,621,142,209,572,830,1402
QUIABAYA,otras vacunaciones,covid 1ra dosis,2021-10-01,0,0,3,4,3,4,7
QUILLACOLLO,otras vacunaciones,covid 1ra dosis,2021-10-01,2889,3974,116,150,3005,4124,7129
QUIME,otras vacunaciones,covid 1ra dosis,2021-10-01,14,24,3,2,17,26,43
QUIRUSILLAS,otras vacunaciones,covid 1ra dosis,2021-10-01,2,3,0,1,2,4,6
RAQAYPAMPA(ETA),otras vacunaciones,covid 1ra dosis,2021-10-01,46,59,37,41,83,100,183
RAVELO,otras vacunaciones,covid 1ra dosis,2021-10-01,10,15,35,45,45,60,105
REYES,otras vacunaciones,covid 1ra dosis,2021-10-01,45,64,31,39,76,103,179
RIBERALTA,otras vacunaciones,covid 1ra dosis,2021-10-01,534,594,10,14,544,608,1152
ROBORE,otras vacunaciones,covid 1ra dosis,2021-10-01,122,159,29,12,151,171,322
RURRENABAQUE,otras vacunaciones,covid 1ra dosis,2021-10-01,68,53,30,1,98,54,152
SABAYA,otras vacunaciones,covid 1ra dosis,2021-10-01,26,18,0,0,26,18,44
SACABA,otras vacunaciones,covid 1ra dosis,2021-10-01,1786,2305,238,314,2024,2619,4643
SACABAMBA,otras vacunaciones,covid 1ra dosis,2021-10-01,40,50,96,110,136,160,296
SACACA,otras vacunaciones,covid 1ra dosis,2021-10-01,41,79,44,51,85,130,215
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid 1ra dosis,2021-10-01,54,81,50,75,104,156,260
SAMAIPATA,otras vacunaciones,covid 1ra dosis,2021-10-01,6,12,29,21,35,33,68
SAN AGUSTIN,otras vacunaciones,covid 1ra dosis,2021-10-01,0,1,0,0,0,1,1
SAN ANDRES,otras vacunaciones,covid 1ra dosis,2021-10-01,89,63,15,25,104,88,192
SAN ANDRES DE MACHACA,otras vacunaciones,covid 1ra dosis,2021-10-01,11,25,9,15,20,40,60
SAN ANTONIO DE ESMORUCO,otras vacunaciones,covid 1ra dosis,2021-10-01,1,5,1,2,2,7,9
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid 1ra dosis,2021-10-01,20,25,4,0,24,25,49
SAN BENITO,otras vacunaciones,covid 1ra dosis,2021-10-01,174,190,12,28,186,218,404
SAN BORJA,otras vacunaciones,covid 1ra dosis,2021-10-01,53,75,63,49,116,124,240
SAN BUENA VENTURA,otras vacunaciones,covid 1ra dosis,2021-10-01,1,1,15,20,16,21,37
SAN CARLOS,otras vacunaciones,covid 1ra dosis,2021-10-01,54,63,0,0,54,63,117
SAN IGNACIO,otras vacunaciones,covid 1ra dosis,2021-10-01,101,138,67,39,168,177,345
SAN IGNACIO DE VELASCO,otras vacunaciones,covid 1ra dosis,2021-10-01,438,493,47,46,485,539,1024
SAN JAVIER(BNI),otras vacunaciones,covid 1ra dosis,2021-10-01,5,11,1,6,6,17,23
SAN JAVIER(STC),otras vacunaciones,covid 1ra dosis,2021-10-01,205,168,0,0,205,168,373
SAN JOAQUIN,otras vacunaciones,covid 1ra dosis,2021-10-01,187,235,0,0,187,235,422
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid 1ra dosis,2021-10-01,146,158,1,1,147,159,306
SAN JUAN DE YAPACANI,otras vacunaciones,covid 1ra dosis,2021-10-01,59,65,0,0,59,65,124
SAN JULIAN,otras vacunaciones,covid 1ra dosis,2021-10-01,154,185,0,2,154,187,341
SAN LORENZO(PND),otras vacunaciones,covid 1ra dosis,2021-10-01,29,31,64,74,93,105,198
SAN LORENZO(TJA),otras vacunaciones,covid 1ra dosis,2021-10-01,105,122,0,0,105,122,227
SAN LUCAS,otras vacunaciones,covid 1ra dosis,2021-10-01,107,169,29,27,136,196,332
SAN MATIAS,otras vacunaciones,covid 1ra dosis,2021-10-01,10,22,0,0,10,22,32
SAN MIGUEL DE VELASCO,otras vacunaciones,covid 1ra dosis,2021-10-01,102,85,47,63,149,148,297
SAN PABLO DE LIPEZ,otras vacunaciones,covid 1ra dosis,2021-10-01,7,10,1,2,8,12,20
SAN PEDRO,otras vacunaciones,covid 1ra dosis,2021-10-01,47,46,45,37,92,83,175
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid 1ra dosis,2021-10-01,95,67,50,47,145,114,259
SAN PEDRO DE MACHA,otras vacunaciones,covid 1ra dosis,2021-10-01,11,14,3,3,14,17,31
SAN PEDRO DE QUEMES,otras vacunaciones,covid 1ra dosis,2021-10-01,1,1,0,0,1,1,2
SAN PEDRO DE TIQUINA,otras vacunaciones,covid 1ra dosis,2021-10-01,35,34,12,10,47,44,91
SAN PEDRO(PND),otras vacunaciones,covid 1ra dosis,2021-10-01,0,0,1,4,1,4,5
SAN RAFAEL,otras vacunaciones,covid 1ra dosis,2021-10-01,65,65,0,0,65,65,130
SAN RAMON BENI,otras vacunaciones,covid 1ra dosis,2021-10-01,57,65,0,0,57,65,122
SAN RAMON SCZ,otras vacunaciones,covid 1ra dosis,2021-10-01,112,85,0,0,112,85,197
SANTA ANA,otras vacunaciones,covid 1ra dosis,2021-10-01,68,77,4,7,72,84,156
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid 1ra dosis,2021-10-01,6738,7198,4288,4555,11026,11753,22779
SANTA ROSA,otras vacunaciones,covid 1ra dosis,2021-10-01,29,30,31,40,60,70,130
SANTA ROSA DEL SARA,otras vacunaciones,covid 1ra dosis,2021-10-01,96,87,39,35,135,122,257
SANTIAGO DE CALLAPA,otras vacunaciones,covid 1ra dosis,2021-10-01,17,28,0,0,17,28,45
SANTIAGO DE HUARI,otras vacunaciones,covid 1ra dosis,2021-10-01,18,14,34,34,52,48,100
SANTIAGO DE HUATA,otras vacunaciones,covid 1ra dosis,2021-10-01,2,8,8,11,10,19,29
SANTIAGO DE MACHACA,otras vacunaciones,covid 1ra dosis,2021-10-01,7,17,1,5,8,22,30
SANTIVAÑES,otras vacunaciones,covid 1ra dosis,2021-10-01,181,178,0,0,181,178,359
SANTUARIO DE QUILLACAS,otras vacunaciones,covid 1ra dosis,2021-10-01,13,17,0,0,13,17,30
SAPAHAQUI,otras vacunaciones,covid 1ra dosis,2021-10-01,14,12,8,4,22,16,38
SENA,otras vacunaciones,covid 1ra dosis,2021-10-01,8,10,113,130,121,140,261
SHINAOTA,otras vacunaciones,covid 1ra dosis,2021-10-01,624,819,9,5,633,824,1457
SICA SICA (VILLA AROMA),otras vacunaciones,covid 1ra dosis,2021-10-01,1,2,0,0,1,2,3
SICAYA,otras vacunaciones,covid 1ra dosis,2021-10-01,58,57,17,22,75,79,154
SIPE SIPE,otras vacunaciones,covid 1ra dosis,2021-10-01,367,550,648,921,1015,1471,2486
SOPACHUY,otras vacunaciones,covid 1ra dosis,2021-10-01,49,69,31,33,80,102,182
SORACACHI,otras vacunaciones,covid 1ra dosis,2021-10-01,78,81,0,0,78,81,159
SORATA,otras vacunaciones,covid 1ra dosis,2021-10-01,11,13,12,20,23,33,56
SUCRE,otras vacunaciones,covid 1ra dosis,2021-10-01,3451,3869,62,87,3513,3956,7469
TACACHI,otras vacunaciones,covid 1ra dosis,2021-10-01,18,20,0,0,18,20,38
TACACOMA,otras vacunaciones,covid 1ra dosis,2021-10-01,7,12,2,4,9,16,25
TACOBAMBA,otras vacunaciones,covid 1ra dosis,2021-10-01,3,3,28,24,31,27,58
TACOPAYA,otras vacunaciones,covid 1ra dosis,2021-10-01,61,63,111,121,172,184,356
TAHUA,otras vacunaciones,covid 1ra dosis,2021-10-01,0,1,1,0,1,1,2
TAPACARI,otras vacunaciones,covid 1ra dosis,2021-10-01,225,262,0,0,225,262,487
TARABUCO,otras vacunaciones,covid 1ra dosis,2021-10-01,24,19,11,5,35,24,59
TARACO,otras vacunaciones,covid 1ra dosis,2021-10-01,19,15,1,2,20,17,37
TARATA,otras vacunaciones,covid 1ra dosis,2021-10-01,272,316,0,0,272,316,588
TARIJA,otras vacunaciones,covid 1ra dosis,2021-10-01,1441,1605,438,521,1879,2126,4005
TARVITA,otras vacunaciones,covid 1ra dosis,2021-10-01,26,20,14,17,40,37,77
TEOPONTE,otras vacunaciones,covid 1ra dosis,2021-10-01,62,14,3,4,65,18,83
TIAHUANACU,otras vacunaciones,covid 1ra dosis,2021-10-01,19,23,2,0,21,23,44
TINGUIPAYA,otras vacunaciones,covid 1ra dosis,2021-10-01,0,5,15,18,15,23,38
TIPUANI,otras vacunaciones,covid 1ra dosis,2021-10-01,0,2,7,6,7,8,15
TIQUIPAYA,otras vacunaciones,covid 1ra dosis,2021-10-01,1024,1214,214,289,1238,1503,2741
TIRAQUE (CBBA),otras vacunaciones,covid 1ra dosis,2021-10-01,120,154,74,97,194,251,445
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid 1ra dosis,2021-10-01,2,3,0,0,2,3,5
TOCO,otras vacunaciones,covid 1ra dosis,2021-10-01,139,182,20,34,159,216,375
TODOS SANTOS,otras vacunaciones,covid 1ra dosis,2021-10-01,2,3,0,0,2,3,5
TOLATA,otras vacunaciones,covid 1ra dosis,2021-10-01,87,100,86,101,173,201,374
TOLEDO,otras vacunaciones,covid 1ra dosis,2021-10-01,59,59,0,0,59,59,118
TOMAVE,otras vacunaciones,covid 1ra dosis,2021-10-01,30,16,10,13,40,29,69
TOMINA,otras vacunaciones,covid 1ra dosis,2021-10-01,38,36,4,4,42,40,82
TORO TORO,otras vacunaciones,covid 1ra dosis,2021-10-01,39,30,22,43,61,73,134
TOTORA(CBBA),otras vacunaciones,covid 1ra dosis,2021-10-01,137,152,0,1,137,153,290
TOTORA(ORR),otras vacunaciones,covid 1ra dosis,2021-10-01,24,25,21,17,45,42,87
TRIGAL,otras vacunaciones,covid 1ra dosis,2021-10-01,11,8,13,4,24,12,36
TRINIDAD,otras vacunaciones,covid 1ra dosis,2021-10-01,1404,1720,596,613,2000,2333,4333
TUPIZA,otras vacunaciones,covid 1ra dosis,2021-10-01,272,245,22,6,294,251,545
TURCO,otras vacunaciones,covid 1ra dosis,2021-10-01,23,37,0,0,23,37,60
UMALA,otras vacunaciones,covid 1ra dosis,2021-10-01,31,30,2,3,33,33,66
UNCIA,otras vacunaciones,covid 1ra dosis,2021-10-01,26,37,45,58,71,95,166
URIONDO (A. CONCEPCION),otras vacunaciones,covid 1ra dosis,2021-10-01,28,21,0,0,28,21,49
URUBICHA,otras vacunaciones,covid 1ra dosis,2021-10-01,51,54,149,218,200,272,472
UYUNI,otras vacunaciones,covid 1ra dosis,2021-10-01,91,73,0,2,91,75,166
VACAS,otras vacunaciones,covid 1ra dosis,2021-10-01,134,143,6,11,140,154,294
VALLEGRANDE,otras vacunaciones,covid 1ra dosis,2021-10-01,192,233,52,54,244,287,531
VIACHA,otras vacunaciones,covid 1ra dosis,2021-10-01,86,102,1,0,87,102,189
VILA VILA,otras vacunaciones,covid 1ra dosis,2021-10-01,31,30,49,43,80,73,153
VILLA CHARCAS,otras vacunaciones,covid 1ra dosis,2021-10-01,9,15,9,13,18,28,46
VILLA MONTES,otras vacunaciones,covid 1ra dosis,2021-10-01,151,141,10,15,161,156,317
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid 1ra dosis,2021-10-01,0,0,40,46,40,46,86
VILLA RIVERO,otras vacunaciones,covid 1ra dosis,2021-10-01,101,161,21,25,122,186,308
VILLA SERRANO,otras vacunaciones,covid 1ra dosis,2021-10-01,39,44,43,47,82,91,173
VILLA TUNARI,otras vacunaciones,covid 1ra dosis,2021-10-01,2378,2957,781,842,3159,3799,6958
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid 1ra dosis,2021-10-01,48,47,15,9,63,56,119
VILLAZON,otras vacunaciones,covid 1ra dosis,2021-10-01,298,308,11,15,309,323,632
VINTO,otras vacunaciones,covid 1ra dosis,2021-10-01,663,1258,572,1045,1235,2303,3538
VITICHI,otras vacunaciones,covid 1ra dosis,2021-10-01,9,16,4,7,13,23,36
WALDO BALLIVIAN,otras vacunaciones,covid 1ra dosis,2021-10-01,1,1,0,0,1,1,2
WARNES,otras vacunaciones,covid 1ra dosis,2021-10-01,375,386,16,20,391,406,797
YACO,otras vacunaciones,covid 1ra dosis,2021-10-01,17,17,6,19,23,36,59
YACUIBA,otras vacunaciones,covid 1ra dosis,2021-10-01,317,380,163,194,480,574,1054
YAMPARAEZ,otras vacunaciones,covid 1ra dosis,2021-10-01,42,53,6,16,48,69,117
YANACACHI,otras vacunaciones,covid 1ra dosis,2021-10-01,9,6,3,8,12,14,26
YAPACANI,otras vacunaciones,covid 1ra dosis,2021-10-01,253,301,9,9,262,310,572
YOCALLA,otras vacunaciones,covid 1ra dosis,2021-10-01,33,29,8,5,41,34,75
YOTALA,otras vacunaciones,covid 1ra dosis,2021-10-01,94,83,6,14,100,97,197
YUNCHARA,otras vacunaciones,covid 1ra dosis,2021-10-01,8,7,14,13,22,20,42
YUNGUYO DE LITORAL,otras vacunaciones,covid 1ra dosis,2021-10-01,2,2,0,0,2,2,4
ZUDAÑEZ,otras vacunaciones,covid 1ra dosis,2021-10-01,17,30,28,28,45,58,103
ACACIO,otras vacunaciones,covid 1ra dosis,2021-11-01,17,18,8,7,25,25,50
ACHACACHI,otras vacunaciones,covid 1ra dosis,2021-11-01,43,17,87,91,130,108,238
AIQUILE,otras vacunaciones,covid 1ra dosis,2021-11-01,713,771,0,0,713,771,1484
ALALAY,otras vacunaciones,covid 1ra dosis,2021-11-01,11,8,0,0,11,8,19
ALCALA,otras vacunaciones,covid 1ra dosis,2021-11-01,41,41,79,70,120,111,231
ALTO BENI,otras vacunaciones,covid 1ra dosis,2021-11-01,25,20,28,14,53,34,87
ANCORAIMES,otras vacunaciones,covid 1ra dosis,2021-11-01,65,46,101,70,166,116,282
ANDAMARCA,otras vacunaciones,covid 1ra dosis,2021-11-01,19,25,0,0,19,25,44
ANTEQUERA,otras vacunaciones,covid 1ra dosis,2021-11-01,99,71,0,0,99,71,170
ANZALDO,otras vacunaciones,covid 1ra dosis,2021-11-01,117,140,31,53,148,193,341
APOLO,otras vacunaciones,covid 1ra dosis,2021-11-01,65,72,195,254,260,326,586
ARAMPAMPA,otras vacunaciones,covid 1ra dosis,2021-11-01,1,1,11,7,12,8,20
ARANI,otras vacunaciones,covid 1ra dosis,2021-11-01,206,260,0,0,206,260,466
ARBIETO,otras vacunaciones,covid 1ra dosis,2021-11-01,183,184,107,115,290,299,589
ARQUE,otras vacunaciones,covid 1ra dosis,2021-11-01,44,42,61,58,105,100,205
ASCENCION DE GUARAYOS,otras vacunaciones,covid 1ra dosis,2021-11-01,573,657,28,8,601,665,1266
ATOCHA,otras vacunaciones,covid 1ra dosis,2021-11-01,110,121,9,11,119,132,251
AUCAPATA,otras vacunaciones,covid 1ra dosis,2021-11-01,36,45,84,103,120,148,268
AYATA,otras vacunaciones,covid 1ra dosis,2021-11-01,17,15,131,126,148,141,289
AYO AYO,otras vacunaciones,covid 1ra dosis,2021-11-01,8,28,13,10,21,38,59
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid 1ra dosis,2021-11-01,185,186,401,428,586,614,1200
AZURDUY,otras vacunaciones,covid 1ra dosis,2021-11-01,16,15,18,35,34,50,84
BATALLAS,otras vacunaciones,covid 1ra dosis,2021-11-01,41,53,20,23,61,76,137
BAURES,otras vacunaciones,covid 1ra dosis,2021-11-01,23,11,46,36,69,47,116
BELEN DE ANDAMARCA,otras vacunaciones,covid 1ra dosis,2021-11-01,17,31,0,0,17,31,48
BELEN DE URMIRI,otras vacunaciones,covid 1ra dosis,2021-11-01,7,7,28,22,35,29,64
BELLA FLOR,otras vacunaciones,covid 1ra dosis,2021-11-01,14,3,23,27,37,30,67
BERMEJO,otras vacunaciones,covid 1ra dosis,2021-11-01,5,4,0,0,5,4,9
BETANZOS,otras vacunaciones,covid 1ra dosis,2021-11-01,172,136,421,394,593,530,1123
BOLIVAR,otras vacunaciones,covid 1ra dosis,2021-11-01,34,36,5,15,39,51,90
BOLPEBRA,otras vacunaciones,covid 1ra dosis,2021-11-01,6,2,30,32,36,34,70
BOYUIBE,otras vacunaciones,covid 1ra dosis,2021-11-01,113,131,8,12,121,143,264
BUENA VISTA,otras vacunaciones,covid 1ra dosis,2021-11-01,250,464,0,0,250,464,714
CABEZAS,otras vacunaciones,covid 1ra dosis,2021-11-01,511,496,26,33,537,529,1066
CAIROMA,otras vacunaciones,covid 1ra dosis,2021-11-01,37,50,128,144,165,194,359
"CAIZA ""D""",otras vacunaciones,covid 1ra dosis,2021-11-01,15,16,13,8,28,24,52
CAJUATA,otras vacunaciones,covid 1ra dosis,2021-11-01,76,112,34,37,110,149,259
CALACOTO,otras vacunaciones,covid 1ra dosis,2021-11-01,7,3,72,76,79,79,158
CALAMARCA,otras vacunaciones,covid 1ra dosis,2021-11-01,33,50,9,17,42,67,109
CAMARGO,otras vacunaciones,covid 1ra dosis,2021-11-01,6,5,396,468,402,473,875
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,covid 1ra dosis,2021-11-01,8,4,71,101,79,105,184
CAMIRI,otras vacunaciones,covid 1ra dosis,2021-11-01,600,587,0,0,600,587,1187
CAPINOTA,otras vacunaciones,covid 1ra dosis,2021-11-01,545,635,106,105,651,740,1391
CAQUIAVIRI,otras vacunaciones,covid 1ra dosis,2021-11-01,23,17,53,45,76,62,138
CARACOLLO,otras vacunaciones,covid 1ra dosis,2021-11-01,413,543,1,1,414,544,958
CARANAVI,otras vacunaciones,covid 1ra dosis,2021-11-01,127,188,190,206,317,394,711
CARAPARI,otras vacunaciones,covid 1ra dosis,2021-11-01,58,47,462,6,520,53,573
CARIPUYO,otras vacunaciones,covid 1ra dosis,2021-11-01,15,11,160,159,175,170,345
CARMEN RIVERO TORREZ,otras vacunaciones,covid 1ra dosis,2021-11-01,128,162,0,0,128,162,290
CATACORA,otras vacunaciones,covid 1ra dosis,2021-11-01,0,0,4,4,4,4,8
CHACARILLA,otras vacunaciones,covid 1ra dosis,2021-11-01,1,0,1,1,2,1,3
CHALLAPATA,otras vacunaciones,covid 1ra dosis,2021-11-01,275,413,58,50,333,463,796
CHAQUI,otras vacunaciones,covid 1ra dosis,2021-11-01,15,15,178,222,193,237,430
CHARAGUA,otras vacunaciones,covid 1ra dosis,2021-11-01,640,678,85,85,725,763,1488
CHARAÑA,otras vacunaciones,covid 1ra dosis,2021-11-01,3,7,4,5,7,12,19
CHAYANTA,otras vacunaciones,covid 1ra dosis,2021-11-01,24,53,23,20,47,73,120
CHIMORE,otras vacunaciones,covid 1ra dosis,2021-11-01,623,619,16,23,639,642,1281
CHIPAYA,otras vacunaciones,covid 1ra dosis,2021-11-01,20,32,0,0,20,32,52
CHOQUE COTA,otras vacunaciones,covid 1ra dosis,2021-11-01,23,27,0,0,23,27,50
CHUA COCANI,otras vacunaciones,covid 1ra dosis,2021-11-01,20,21,89,0,109,21,130
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid 1ra dosis,2021-11-01,34,32,99,105,133,137,270
CHUMA,otras vacunaciones,covid 1ra dosis,2021-11-01,160,166,136,172,296,338,634
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid 1ra dosis,2021-11-01,4,10,39,48,43,58,101
CKOCHAS,otras vacunaciones,covid 1ra dosis,2021-11-01,66,57,213,198,279,255,534
CLIZA,otras vacunaciones,covid 1ra dosis,2021-11-01,255,322,369,455,624,777,1401
COBIJA,otras vacunaciones,covid 1ra dosis,2021-11-01,708,785,423,538,1131,1323,2454
COCAPATA,otras vacunaciones,covid 1ra dosis,2021-11-01,76,82,12,24,88,106,194
COCHABAMBA,otras vacunaciones,covid 1ra dosis,2021-11-01,20819,23039,1651,1906,22470,24945,47415
COIPASA,otras vacunaciones,covid 1ra dosis,2021-11-01,11,13,0,0,11,13,24
COLCAPIRHUA,otras vacunaciones,covid 1ra dosis,2021-11-01,168,232,1436,1487,1604,1719,3323
"COLCHA ""K""",otras vacunaciones,covid 1ra dosis,2021-11-01,238,227,26,31,264,258,522
COLLANA,otras vacunaciones,covid 1ra dosis,2021-11-01,13,12,46,58,59,70,129
COLOMI,otras vacunaciones,covid 1ra dosis,2021-11-01,194,193,144,114,338,307,645
COLPA BELGICA,otras vacunaciones,covid 1ra dosis,2021-11-01,180,160,0,0,180,160,340
COLQUECHACA,otras vacunaciones,covid 1ra dosis,2021-11-01,32,21,104,136,136,157,293
COLQUENCHA,otras vacunaciones,covid 1ra dosis,2021-11-01,43,56,156,186,199,242,441
COLQUIRI,otras vacunaciones,covid 1ra dosis,2021-11-01,72,78,83,71,155,149,304
COMANCHE,otras vacunaciones,covid 1ra dosis,2021-11-01,6,2,30,26,36,28,64
COMARAPA,otras vacunaciones,covid 1ra dosis,2021-11-01,69,70,8,9,77,79,156
COMBAYA,otras vacunaciones,covid 1ra dosis,2021-11-01,1,1,3,4,4,5,9
CONCEPCION,otras vacunaciones,covid 1ra dosis,2021-11-01,967,845,0,0,967,845,1812
COPACABANA,otras vacunaciones,covid 1ra dosis,2021-11-01,47,60,21,19,68,79,147
CORIPATA,otras vacunaciones,covid 1ra dosis,2021-11-01,17,16,73,75,90,91,181
CORO CORO,otras vacunaciones,covid 1ra dosis,2021-11-01,38,62,74,81,112,143,255
COROICO,otras vacunaciones,covid 1ra dosis,2021-11-01,11,21,131,153,142,174,316
CORQUE,otras vacunaciones,covid 1ra dosis,2021-11-01,103,97,0,0,103,97,200
COTAGAITA,otras vacunaciones,covid 1ra dosis,2021-11-01,89,89,127,138,216,227,443
COTOCA,otras vacunaciones,covid 1ra dosis,2021-11-01,1639,1822,190,184,1829,2006,3835
CRUZ DE MACHACAMARCA,otras vacunaciones,covid 1ra dosis,2021-11-01,3,5,0,0,3,5,8
CUATRO CAÑADAS,otras vacunaciones,covid 1ra dosis,2021-11-01,179,235,278,353,457,588,1045
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid 1ra dosis,2021-11-01,33,43,0,0,33,43,76
CUEVO,otras vacunaciones,covid 1ra dosis,2021-11-01,34,26,86,100,120,126,246
CULPINA,otras vacunaciones,covid 1ra dosis,2021-11-01,284,294,97,126,381,420,801
CURAHUARA DE CARANGAS,otras vacunaciones,covid 1ra dosis,2021-11-01,38,26,0,0,38,26,64
CURVA,otras vacunaciones,covid 1ra dosis,2021-11-01,9,7,95,73,104,80,184
DESAGUADERO,otras vacunaciones,covid 1ra dosis,2021-11-01,8,11,18,17,26,28,54
EL ALTO,otras vacunaciones,covid 1ra dosis,2021-11-01,10984,12899,8947,10507,19931,23406,43337
EL CHORO,otras vacunaciones,covid 1ra dosis,2021-11-01,86,72,0,0,86,72,158
EL PUENTE(STC),otras vacunaciones,covid 1ra dosis,2021-11-01,151,139,93,117,244,256,500
EL PUENTE(TJA),otras vacunaciones,covid 1ra dosis,2021-11-01,203,238,135,161,338,399,737
EL TORNO,otras vacunaciones,covid 1ra dosis,2021-11-01,1782,1794,0,0,1782,1794,3576
EL VILLAR,otras vacunaciones,covid 1ra dosis,2021-11-01,0,0,90,138,90,138,228
ENTRE RIOS TRJ,otras vacunaciones,covid 1ra dosis,2021-11-01,62,67,8,6,70,73,143
ENTRE RIOS CBBA,otras vacunaciones,covid 1ra dosis,2021-11-01,604,769,0,0,604,769,1373
ESCARA,otras vacunaciones,covid 1ra dosis,2021-11-01,35,19,0,0,35,19,54
ESCOMA,otras vacunaciones,covid 1ra dosis,2021-11-01,24,24,3,4,27,28,55
ESMERALDA,otras vacunaciones,covid 1ra dosis,2021-11-01,26,30,0,0,26,30,56
EUCALIPTUS,otras vacunaciones,covid 1ra dosis,2021-11-01,52,52,0,0,52,52,104
EUREKA (SANTOS MERCADO),otras vacunaciones,covid 1ra dosis,2021-11-01,0,0,38,9,38,9,47
FERNANDEZ ALONSO,otras vacunaciones,covid 1ra dosis,2021-11-01,194,169,79,72,273,241,514
FILADELFIA,otras vacunaciones,covid 1ra dosis,2021-11-01,25,28,97,91,122,119,241
GENERAL SAAVEDRA,otras vacunaciones,covid 1ra dosis,2021-11-01,342,322,0,0,342,322,664
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid 1ra dosis,2021-11-01,22,29,94,85,116,114,230
GUANAY,otras vacunaciones,covid 1ra dosis,2021-11-01,11,22,7,8,18,30,48
GUAQUI,otras vacunaciones,covid 1ra dosis,2021-11-01,18,18,12,7,30,25,55
