,group,variable,month,17.24 COVID 2DA DOSIS DENTRO,17.24 COVID 2DA DOSIS DENTRO,17.24 COVID 2DA DOSIS FUERA,17.24 COVID 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
MORO MORO,otras vacunaciones,covid 2da dosis,2021-10-01,48,55,5,8,53,63,116
MOROCHATA,otras vacunaciones,covid 2da dosis,2021-10-01,5,5,24,38,29,43,72
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid 2da dosis,2021-10-01,17,15,34,30,51,45,96
NAZACARA DE PACAJES,otras vacunaciones,covid 2da dosis,2021-10-01,4,5,0,0,4,5,9
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid 2da dosis,2021-10-01,13,8,20,12,33,20,53
OCURI,otras vacunaciones,covid 2da dosis,2021-10-01,22,46,24,50,46,96,142
OKINAWA,otras vacunaciones,covid 2da dosis,2021-10-01,13,1,0,0,13,1,14
OMEREQUE,otras vacunaciones,covid 2da dosis,2021-10-01,2,3,4,1,6,4,10
ORURO,otras vacunaciones,covid 2da dosis,2021-10-01,4937,5698,76,78,5013,5776,10789
PADCAYA,otras vacunaciones,covid 2da dosis,2021-10-01,99,90,10,12,109,102,211
PADILLA,otras vacunaciones,covid 2da dosis,2021-10-01,28,32,0,0,28,32,60
PAILON,otras vacunaciones,covid 2da dosis,2021-10-01,328,334,0,0,328,334,662
PALOS BLANCOS,otras vacunaciones,covid 2da dosis,2021-10-01,17,27,31,24,48,51,99
PAMPA AULLAGAS,otras vacunaciones,covid 2da dosis,2021-10-01,25,16,1,0,26,16,42
PAMPA GRANDE,otras vacunaciones,covid 2da dosis,2021-10-01,24,45,1,2,25,47,72
PAPEL PAMPA,otras vacunaciones,covid 2da dosis,2021-10-01,12,7,2,2,14,9,23
PASORAPA,otras vacunaciones,covid 2da dosis,2021-10-01,4,1,0,0,4,1,5
PATACAMAYA,otras vacunaciones,covid 2da dosis,2021-10-01,9,5,0,7,9,12,21
PAZÑA,otras vacunaciones,covid 2da dosis,2021-10-01,15,32,2,8,17,40,57
PELECHUCO,otras vacunaciones,covid 2da dosis,2021-10-01,10,7,4,4,14,11,25
POCOATA,otras vacunaciones,covid 2da dosis,2021-10-01,36,38,56,88,92,126,218
POCONA,otras vacunaciones,covid 2da dosis,2021-10-01,101,123,2,1,103,124,227
POJO (CBBA),otras vacunaciones,covid 2da dosis,2021-10-01,33,41,0,0,33,41,74
POOPO,otras vacunaciones,covid 2da dosis,2021-10-01,24,48,0,0,24,48,72
PORCO,otras vacunaciones,covid 2da dosis,2021-10-01,45,101,29,6,74,107,181
POROMA,otras vacunaciones,covid 2da dosis,2021-10-01,103,109,67,89,170,198,368
PORONGO,otras vacunaciones,covid 2da dosis,2021-10-01,274,260,0,0,274,260,534
PORTACHUELO,otras vacunaciones,covid 2da dosis,2021-10-01,65,77,0,0,65,77,142
PORVENIR,otras vacunaciones,covid 2da dosis,2021-10-01,14,35,19,14,33,49,82
POSTRER VALLE,otras vacunaciones,covid 2da dosis,2021-10-01,64,43,4,3,68,46,114
POTOSI,otras vacunaciones,covid 2da dosis,2021-10-01,2136,2922,37,63,2173,2985,5158
PRESTO,otras vacunaciones,covid 2da dosis,2021-10-01,34,36,18,25,52,61,113
PUCARA,otras vacunaciones,covid 2da dosis,2021-10-01,43,49,0,0,43,49,92
PUCARANI,otras vacunaciones,covid 2da dosis,2021-10-01,68,86,12,5,80,91,171
PUERTO ACOSTA,otras vacunaciones,covid 2da dosis,2021-10-01,22,36,4,5,26,41,67
PUERTO CARABUCO,otras vacunaciones,covid 2da dosis,2021-10-01,1,0,3,4,4,4,8
PUERTO GONZALO MORENO,otras vacunaciones,covid 2da dosis,2021-10-01,19,12,19,25,38,37,75
PUERTO PEREZ,otras vacunaciones,covid 2da dosis,2021-10-01,4,3,6,12,10,15,25
PUERTO RICO,otras vacunaciones,covid 2da dosis,2021-10-01,30,36,211,145,241,181,422
PUERTO SILES,otras vacunaciones,covid 2da dosis,2021-10-01,35,24,0,0,35,24,59
PUERTO SUAREZ,otras vacunaciones,covid 2da dosis,2021-10-01,7,9,0,0,7,9,16
PUERTO VILLARROEL,otras vacunaciones,covid 2da dosis,2021-10-01,325,424,0,0,325,424,749
PUNA,otras vacunaciones,covid 2da dosis,2021-10-01,56,86,38,54,94,140,234
PUNATA,otras vacunaciones,covid 2da dosis,2021-10-01,177,236,19,34,196,270,466
QUIABAYA,otras vacunaciones,covid 2da dosis,2021-10-01,0,0,1,0,1,0,1
QUILLACOLLO,otras vacunaciones,covid 2da dosis,2021-10-01,4156,5220,32,47,4188,5267,9455
QUIME,otras vacunaciones,covid 2da dosis,2021-10-01,7,18,3,0,10,18,28
QUIRUSILLAS,otras vacunaciones,covid 2da dosis,2021-10-01,6,5,0,0,6,5,11
RAQAYPAMPA(ETA),otras vacunaciones,covid 2da dosis,2021-10-01,10,15,2,5,12,20,32
RAVELO,otras vacunaciones,covid 2da dosis,2021-10-01,35,44,127,132,162,176,338
REYES,otras vacunaciones,covid 2da dosis,2021-10-01,157,167,18,19,175,186,361
RIBERALTA,otras vacunaciones,covid 2da dosis,2021-10-01,1453,1629,31,38,1484,1667,3151
ROBORE,otras vacunaciones,covid 2da dosis,2021-10-01,135,125,0,0,135,125,260
RURRENABAQUE,otras vacunaciones,covid 2da dosis,2021-10-01,87,105,7,9,94,114,208
SABAYA,otras vacunaciones,covid 2da dosis,2021-10-01,35,27,0,0,35,27,62
SACABA,otras vacunaciones,covid 2da dosis,2021-10-01,2498,3204,108,31,2606,3235,5841
SACABAMBA,otras vacunaciones,covid 2da dosis,2021-10-01,16,18,9,9,25,27,52
SACACA,otras vacunaciones,covid 2da dosis,2021-10-01,212,205,81,108,293,313,606
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid 2da dosis,2021-10-01,48,74,35,38,83,112,195
SAMAIPATA,otras vacunaciones,covid 2da dosis,2021-10-01,2,0,11,8,13,8,21
SAN AGUSTIN,otras vacunaciones,covid 2da dosis,2021-10-01,10,14,0,1,10,15,25
SAN ANDRES,otras vacunaciones,covid 2da dosis,2021-10-01,80,72,73,56,153,128,281
SAN ANDRES DE MACHACA,otras vacunaciones,covid 2da dosis,2021-10-01,9,9,14,28,23,37,60
SAN ANTONIO DE ESMORUCO,otras vacunaciones,covid 2da dosis,2021-10-01,6,10,1,0,7,10,17
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid 2da dosis,2021-10-01,37,30,10,9,47,39,86
SAN BENITO,otras vacunaciones,covid 2da dosis,2021-10-01,27,47,1,0,28,47,75
SAN BORJA,otras vacunaciones,covid 2da dosis,2021-10-01,327,413,19,26,346,439,785
SAN BUENA VENTURA,otras vacunaciones,covid 2da dosis,2021-10-01,1,2,7,1,8,3,11
SAN CARLOS,otras vacunaciones,covid 2da dosis,2021-10-01,44,56,0,0,44,56,100
SAN IGNACIO,otras vacunaciones,covid 2da dosis,2021-10-01,101,118,68,53,169,171,340
SAN IGNACIO DE VELASCO,otras vacunaciones,covid 2da dosis,2021-10-01,509,648,46,56,555,704,1259
SAN JAVIER(BNI),otras vacunaciones,covid 2da dosis,2021-10-01,2,0,7,3,9,3,12
SAN JAVIER(STC),otras vacunaciones,covid 2da dosis,2021-10-01,149,169,0,0,149,169,318
SAN JOAQUIN,otras vacunaciones,covid 2da dosis,2021-10-01,90,123,0,0,90,123,213
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid 2da dosis,2021-10-01,48,20,0,0,48,20,68
SAN JUAN DE YAPACANI,otras vacunaciones,covid 2da dosis,2021-10-01,35,26,0,0,35,26,61
SAN JULIAN,otras vacunaciones,covid 2da dosis,2021-10-01,190,211,0,0,190,211,401
SAN LORENZO(PND),otras vacunaciones,covid 2da dosis,2021-10-01,40,33,123,94,163,127,290
SAN LORENZO(TJA),otras vacunaciones,covid 2da dosis,2021-10-01,171,201,1,0,172,201,373
SAN LUCAS,otras vacunaciones,covid 2da dosis,2021-10-01,254,331,42,42,296,373,669
SAN MIGUEL DE VELASCO,otras vacunaciones,covid 2da dosis,2021-10-01,62,99,28,47,90,146,236
SAN PABLO DE LIPEZ,otras vacunaciones,covid 2da dosis,2021-10-01,24,14,0,5,24,19,43
SAN PEDRO,otras vacunaciones,covid 2da dosis,2021-10-01,405,261,6,6,411,267,678
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid 2da dosis,2021-10-01,79,91,50,70,129,161,290
SAN PEDRO DE MACHA,otras vacunaciones,covid 2da dosis,2021-10-01,8,15,7,16,15,31,46
SAN PEDRO DE QUEMES,otras vacunaciones,covid 2da dosis,2021-10-01,5,5,5,3,10,8,18
SAN PEDRO DE TIQUINA,otras vacunaciones,covid 2da dosis,2021-10-01,13,18,4,8,17,26,43
SAN PEDRO(PND),otras vacunaciones,covid 2da dosis,2021-10-01,0,0,5,2,5,2,7
SAN RAFAEL,otras vacunaciones,covid 2da dosis,2021-10-01,216,187,0,0,216,187,403
SAN RAMON BENI,otras vacunaciones,covid 2da dosis,2021-10-01,24,37,0,0,24,37,61
SAN RAMON SCZ,otras vacunaciones,covid 2da dosis,2021-10-01,101,103,0,0,101,103,204
SANTA ANA,otras vacunaciones,covid 2da dosis,2021-10-01,68,88,2,1,70,89,159
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid 2da dosis,2021-10-01,27856,32686,19203,23786,47059,56472,103531
SANTA ROSA,otras vacunaciones,covid 2da dosis,2021-10-01,36,46,12,8,48,54,102
SANTA ROSA DEL SARA,otras vacunaciones,covid 2da dosis,2021-10-01,35,56,7,0,42,56,98
SANTIAGO DE CALLAPA,otras vacunaciones,covid 2da dosis,2021-10-01,19,20,0,1,19,21,40
SANTIAGO DE HUARI,otras vacunaciones,covid 2da dosis,2021-10-01,14,18,5,10,19,28,47
SANTIAGO DE HUATA,otras vacunaciones,covid 2da dosis,2021-10-01,4,3,2,2,6,5,11
SANTIAGO DE MACHACA,otras vacunaciones,covid 2da dosis,2021-10-01,2,5,3,4,5,9,14
SANTIVAÑES,otras vacunaciones,covid 2da dosis,2021-10-01,47,56,0,0,47,56,103
SANTUARIO DE QUILLACAS,otras vacunaciones,covid 2da dosis,2021-10-01,14,16,0,0,14,16,30
SAPAHAQUI,otras vacunaciones,covid 2da dosis,2021-10-01,4,5,1,5,5,10,15
SENA,otras vacunaciones,covid 2da dosis,2021-10-01,4,5,67,68,71,73,144
SHINAOTA,otras vacunaciones,covid 2da dosis,2021-10-01,55,40,5,1,60,41,101
SICA SICA (VILLA AROMA),otras vacunaciones,covid 2da dosis,2021-10-01,5,7,4,2,9,9,18
SICAYA,otras vacunaciones,covid 2da dosis,2021-10-01,30,52,17,29,47,81,128
SIPE SIPE,otras vacunaciones,covid 2da dosis,2021-10-01,261,437,185,320,446,757,1203
SOPACHUY,otras vacunaciones,covid 2da dosis,2021-10-01,40,63,11,24,51,87,138
SORACACHI,otras vacunaciones,covid 2da dosis,2021-10-01,35,48,0,0,35,48,83
SORATA,otras vacunaciones,covid 2da dosis,2021-10-01,12,18,21,13,33,31,64
SUCRE,otras vacunaciones,covid 2da dosis,2021-10-01,8042,8985,35,39,8077,9024,17101
TACACHI,otras vacunaciones,covid 2da dosis,2021-10-01,9,5,0,0,9,5,14
TACACOMA,otras vacunaciones,covid 2da dosis,2021-10-01,2,7,1,2,3,9,12
TACOBAMBA,otras vacunaciones,covid 2da dosis,2021-10-01,22,19,60,84,82,103,185
TACOPAYA,otras vacunaciones,covid 2da dosis,2021-10-01,6,8,10,18,16,26,42
TAHUA,otras vacunaciones,covid 2da dosis,2021-10-01,3,5,0,0,3,5,8
TAPACARI,otras vacunaciones,covid 2da dosis,2021-10-01,222,278,0,0,222,278,500
TARABUCO,otras vacunaciones,covid 2da dosis,2021-10-01,39,34,7,13,46,47,93
TARACO,otras vacunaciones,covid 2da dosis,2021-10-01,15,20,5,7,20,27,47
TARATA,otras vacunaciones,covid 2da dosis,2021-10-01,45,55,0,0,45,55,100
TARIJA,otras vacunaciones,covid 2da dosis,2021-10-01,2842,3331,1013,1124,3855,4455,8310
TARVITA,otras vacunaciones,covid 2da dosis,2021-10-01,24,37,14,25,38,62,100
TEOPONTE,otras vacunaciones,covid 2da dosis,2021-10-01,28,17,4,2,32,19,51
TIAHUANACU,otras vacunaciones,covid 2da dosis,2021-10-01,16,9,2,0,18,9,27
TINGUIPAYA,otras vacunaciones,covid 2da dosis,2021-10-01,22,27,51,95,73,122,195
TIPUANI,otras vacunaciones,covid 2da dosis,2021-10-01,8,6,3,5,11,11,22
TIQUIPAYA,otras vacunaciones,covid 2da dosis,2021-10-01,1132,1291,53,80,1185,1371,2556
TIRAQUE (CBBA),otras vacunaciones,covid 2da dosis,2021-10-01,37,59,6,6,43,65,108
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid 2da dosis,2021-10-01,3,4,2,0,5,4,9
TOCO,otras vacunaciones,covid 2da dosis,2021-10-01,19,15,0,0,19,15,34
TOLATA,otras vacunaciones,covid 2da dosis,2021-10-01,30,25,4,0,34,25,59
TOLEDO,otras vacunaciones,covid 2da dosis,2021-10-01,15,15,0,0,15,15,30
TOMAVE,otras vacunaciones,covid 2da dosis,2021-10-01,35,56,34,54,69,110,179
TOMINA,otras vacunaciones,covid 2da dosis,2021-10-01,72,87,8,13,80,100,180
TORO TORO,otras vacunaciones,covid 2da dosis,2021-10-01,42,76,68,97,110,173,283
TOTORA(CBBA),otras vacunaciones,covid 2da dosis,2021-10-01,34,48,2,3,36,51,87
TOTORA(ORR),otras vacunaciones,covid 2da dosis,2021-10-01,11,26,2,0,13,26,39
TRIGAL,otras vacunaciones,covid 2da dosis,2021-10-01,22,19,8,7,30,26,56
TRINIDAD,otras vacunaciones,covid 2da dosis,2021-10-01,2447,2960,673,683,3120,3643,6763
TUPIZA,otras vacunaciones,covid 2da dosis,2021-10-01,313,438,57,40,370,478,848
TURCO,otras vacunaciones,covid 2da dosis,2021-10-01,25,27,0,0,25,27,52
UMALA,otras vacunaciones,covid 2da dosis,2021-10-01,30,26,7,10,37,36,73
UNCIA,otras vacunaciones,covid 2da dosis,2021-10-01,52,70,58,47,110,117,227
URIONDO (A. CONCEPCION),otras vacunaciones,covid 2da dosis,2021-10-01,46,60,0,0,46,60,106
URUBICHA,otras vacunaciones,covid 2da dosis,2021-10-01,11,28,22,60,33,88,121
UYUNI,otras vacunaciones,covid 2da dosis,2021-10-01,190,187,6,20,196,207,403
VACAS,otras vacunaciones,covid 2da dosis,2021-10-01,24,29,4,6,28,35,63
VALLEGRANDE,otras vacunaciones,covid 2da dosis,2021-10-01,404,527,64,59,468,586,1054
VIACHA,otras vacunaciones,covid 2da dosis,2021-10-01,60,92,0,0,60,92,152
VILA VILA,otras vacunaciones,covid 2da dosis,2021-10-01,5,6,1,3,6,9,15
VILLA CHARCAS,otras vacunaciones,covid 2da dosis,2021-10-01,42,49,37,45,79,94,173
VILLA MONTES,otras vacunaciones,covid 2da dosis,2021-10-01,175,186,23,29,198,215,413
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid 2da dosis,2021-10-01,0,0,33,31,33,31,64
VILLA RIVERO,otras vacunaciones,covid 2da dosis,2021-10-01,35,63,0,0,35,63,98
VILLA SERRANO,otras vacunaciones,covid 2da dosis,2021-10-01,71,53,33,26,104,79,183
VILLA TUNARI,otras vacunaciones,covid 2da dosis,2021-10-01,300,300,57,64,357,364,721
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid 2da dosis,2021-10-01,54,43,16,14,70,57,127
VILLAZON,otras vacunaciones,covid 2da dosis,2021-10-01,499,668,23,21,522,689,1211
VINTO,otras vacunaciones,covid 2da dosis,2021-10-01,546,843,444,606,990,1449,2439
VITICHI,otras vacunaciones,covid 2da dosis,2021-10-01,39,69,37,64,76,133,209
WALDO BALLIVIAN,otras vacunaciones,covid 2da dosis,2021-10-01,4,6,0,0,4,6,10
WARNES,otras vacunaciones,covid 2da dosis,2021-10-01,805,976,0,0,805,976,1781
YACO,otras vacunaciones,covid 2da dosis,2021-10-01,8,9,5,9,13,18,31
YACUIBA,otras vacunaciones,covid 2da dosis,2021-10-01,762,857,60,62,822,919,1741
YAMPARAEZ,otras vacunaciones,covid 2da dosis,2021-10-01,47,36,20,19,67,55,122
YANACACHI,otras vacunaciones,covid 2da dosis,2021-10-01,10,13,6,4,16,17,33
YAPACANI,otras vacunaciones,covid 2da dosis,2021-10-01,226,200,6,8,232,208,440
YOCALLA,otras vacunaciones,covid 2da dosis,2021-10-01,117,173,15,14,132,187,319
YOTALA,otras vacunaciones,covid 2da dosis,2021-10-01,30,17,3,1,33,18,51
YUNCHARA,otras vacunaciones,covid 2da dosis,2021-10-01,18,21,18,18,36,39,75
ZUDAÑEZ,otras vacunaciones,covid 2da dosis,2021-10-01,22,70,51,55,73,125,198
ACACIO,otras vacunaciones,covid 2da dosis,2021-11-01,28,33,8,7,36,40,76
ACHACACHI,otras vacunaciones,covid 2da dosis,2021-11-01,1,5,33,37,34,42,76
AIQUILE,otras vacunaciones,covid 2da dosis,2021-11-01,299,338,0,0,299,338,637
ALALAY,otras vacunaciones,covid 2da dosis,2021-11-01,23,30,0,0,23,30,53
ALCALA,otras vacunaciones,covid 2da dosis,2021-11-01,18,14,21,23,39,37,76
ALTO BENI,otras vacunaciones,covid 2da dosis,2021-11-01,26,23,12,17,38,40,78
ANCORAIMES,otras vacunaciones,covid 2da dosis,2021-11-01,21,22,11,10,32,32,64
ANDAMARCA,otras vacunaciones,covid 2da dosis,2021-11-01,24,31,0,0,24,31,55
ANTEQUERA,otras vacunaciones,covid 2da dosis,2021-11-01,21,19,0,0,21,19,40
ANZALDO,otras vacunaciones,covid 2da dosis,2021-11-01,96,147,12,21,108,168,276
APOLO,otras vacunaciones,covid 2da dosis,2021-11-01,26,27,16,15,42,42,84
ARAMPAMPA,otras vacunaciones,covid 2da dosis,2021-11-01,1,1,21,19,22,20,42
ARANI,otras vacunaciones,covid 2da dosis,2021-11-01,83,154,0,0,83,154,237
ARBIETO,otras vacunaciones,covid 2da dosis,2021-11-01,315,534,96,135,411,669,1080
ARQUE,otras vacunaciones,covid 2da dosis,2021-11-01,28,30,85,123,113,153,266
ASCENCION DE GUARAYOS,otras vacunaciones,covid 2da dosis,2021-11-01,78,97,0,0,78,97,175
ATOCHA,otras vacunaciones,covid 2da dosis,2021-11-01,16,29,4,6,20,35,55
AUCAPATA,otras vacunaciones,covid 2da dosis,2021-11-01,11,14,25,12,36,26,62
AYATA,otras vacunaciones,covid 2da dosis,2021-11-01,10,10,7,5,17,15,32
AYO AYO,otras vacunaciones,covid 2da dosis,2021-11-01,9,18,10,9,19,27,46
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid 2da dosis,2021-11-01,169,191,131,177,300,368,668
AZURDUY,otras vacunaciones,covid 2da dosis,2021-11-01,29,43,34,58,63,101,164
BATALLAS,otras vacunaciones,covid 2da dosis,2021-11-01,46,58,7,11,53,69,122
BAURES,otras vacunaciones,covid 2da dosis,2021-11-01,5,5,50,74,55,79,134
BELEN DE ANDAMARCA,otras vacunaciones,covid 2da dosis,2021-11-01,8,18,0,0,8,18,26
BELEN DE URMIRI,otras vacunaciones,covid 2da dosis,2021-11-01,4,5,1,0,5,5,10
BELLA FLOR,otras vacunaciones,covid 2da dosis,2021-11-01,15,8,15,11,30,19,49
BERMEJO,otras vacunaciones,covid 2da dosis,2021-11-01,6,3,0,0,6,3,9
BETANZOS,otras vacunaciones,covid 2da dosis,2021-11-01,40,63,26,46,66,109,175
BOLIVAR,otras vacunaciones,covid 2da dosis,2021-11-01,17,13,12,12,29,25,54
BOLPEBRA,otras vacunaciones,covid 2da dosis,2021-11-01,5,4,6,11,11,15,26
BOYUIBE,otras vacunaciones,covid 2da dosis,2021-11-01,67,54,1,0,68,54,122
BUENA VISTA,otras vacunaciones,covid 2da dosis,2021-11-01,133,70,6,1,139,71,210
CABEZAS,otras vacunaciones,covid 2da dosis,2021-11-01,160,154,20,21,180,175,355
CAIROMA,otras vacunaciones,covid 2da dosis,2021-11-01,23,29,39,53,62,82,144
"CAIZA ""D""",otras vacunaciones,covid 2da dosis,2021-11-01,20,16,9,23,29,39,68
CAJUATA,otras vacunaciones,covid 2da dosis,2021-11-01,28,54,14,26,42,80,122
CALACOTO,otras vacunaciones,covid 2da dosis,2021-11-01,0,8,1,5,1,13,14
CALAMARCA,otras vacunaciones,covid 2da dosis,2021-11-01,13,14,4,1,17,15,32
CAMARGO,otras vacunaciones,covid 2da dosis,2021-11-01,1,1,16,38,17,39,56
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,covid 2da dosis,2021-11-01,5,7,3,3,8,10,18
CAMIRI,otras vacunaciones,covid 2da dosis,2021-11-01,185,240,0,0,185,240,425
CAPINOTA,otras vacunaciones,covid 2da dosis,2021-11-01,330,371,68,91,398,462,860
CAQUIAVIRI,otras vacunaciones,covid 2da dosis,2021-11-01,3,2,1,1,4,3,7
CARACOLLO,otras vacunaciones,covid 2da dosis,2021-11-01,95,113,1,1,96,114,210
CARANAVI,otras vacunaciones,covid 2da dosis,2021-11-01,101,103,56,75,157,178,335
CARAPARI,otras vacunaciones,covid 2da dosis,2021-11-01,34,31,189,5,223,36,259
CARIPUYO,otras vacunaciones,covid 2da dosis,2021-11-01,12,6,10,17,22,23,45
CARMEN RIVERO TORREZ,otras vacunaciones,covid 2da dosis,2021-11-01,13,12,0,0,13,12,25
CATACORA,otras vacunaciones,covid 2da dosis,2021-11-01,0,3,4,7,4,10,14
CHACARILLA,otras vacunaciones,covid 2da dosis,2021-11-01,1,1,0,0,1,1,2
CHALLAPATA,otras vacunaciones,covid 2da dosis,2021-11-01,43,66,19,21,62,87,149
CHAQUI,otras vacunaciones,covid 2da dosis,2021-11-01,10,17,42,58,52,75,127
CHARAGUA,otras vacunaciones,covid 2da dosis,2021-11-01,148,173,0,0,148,173,321
CHARAÑA,otras vacunaciones,covid 2da dosis,2021-11-01,2,7,4,5,6,12,18
CHAYANTA,otras vacunaciones,covid 2da dosis,2021-11-01,10,8,2,3,12,11,23
CHIMORE,otras vacunaciones,covid 2da dosis,2021-11-01,200,255,43,32,243,287,530
CHIPAYA,otras vacunaciones,covid 2da dosis,2021-11-01,3,10,0,0,3,10,13
CHOQUE COTA,otras vacunaciones,covid 2da dosis,2021-11-01,6,10,0,0,6,10,16
CHUA COCANI,otras vacunaciones,covid 2da dosis,2021-11-01,2,5,77,0,79,5,84
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid 2da dosis,2021-11-01,5,9,37,40,42,49,91
CHUMA,otras vacunaciones,covid 2da dosis,2021-11-01,46,59,6,10,52,69,121
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid 2da dosis,2021-11-01,1,3,8,12,9,15,24
CKOCHAS,otras vacunaciones,covid 2da dosis,2021-11-01,41,45,7,7,48,52,100
CLIZA,otras vacunaciones,covid 2da dosis,2021-11-01,169,219,126,208,295,427,722
COBIJA,otras vacunaciones,covid 2da dosis,2021-11-01,419,514,228,168,647,682,1329
COCAPATA,otras vacunaciones,covid 2da dosis,2021-11-01,14,15,0,0,14,15,29
COCHABAMBA,otras vacunaciones,covid 2da dosis,2021-11-01,11796,13903,133,48,11929,13951,25880
COIPASA,otras vacunaciones,covid 2da dosis,2021-11-01,7,9,0,0,7,9,16
COLCAPIRHUA,otras vacunaciones,covid 2da dosis,2021-11-01,129,202,663,704,792,906,1698
"COLCHA ""K""",otras vacunaciones,covid 2da dosis,2021-11-01,70,92,14,8,84,100,184
COLLANA,otras vacunaciones,covid 2da dosis,2021-11-01,3,8,7,2,10,10,20
COLOMI,otras vacunaciones,covid 2da dosis,2021-11-01,218,161,35,52,253,213,466
COLPA BELGICA,otras vacunaciones,covid 2da dosis,2021-11-01,33,46,0,0,33,46,79
COLQUECHACA,otras vacunaciones,covid 2da dosis,2021-11-01,12,16,63,76,75,92,167
COLQUENCHA,otras vacunaciones,covid 2da dosis,2021-11-01,32,54,24,47,56,101,157
COLQUIRI,otras vacunaciones,covid 2da dosis,2021-11-01,62,72,50,44,112,116,228
COMANCHE,otras vacunaciones,covid 2da dosis,2021-11-01,0,0,8,3,8,3,11
COMARAPA,otras vacunaciones,covid 2da dosis,2021-11-01,49,61,3,3,52,64,116
COMBAYA,otras vacunaciones,covid 2da dosis,2021-11-01,2,1,2,2,4,3,7
CONCEPCION,otras vacunaciones,covid 2da dosis,2021-11-01,188,204,1,1,189,205,394
COPACABANA,otras vacunaciones,covid 2da dosis,2021-11-01,16,19,4,1,20,20,40
CORIPATA,otras vacunaciones,covid 2da dosis,2021-11-01,14,12,24,28,38,40,78
CORO CORO,otras vacunaciones,covid 2da dosis,2021-11-01,11,12,9,12,20,24,44
COROICO,otras vacunaciones,covid 2da dosis,2021-11-01,1,2,21,13,22,15,37
CORQUE,otras vacunaciones,covid 2da dosis,2021-11-01,31,24,0,0,31,24,55
COTAGAITA,otras vacunaciones,covid 2da dosis,2021-11-01,56,70,15,31,71,101,172
COTOCA,otras vacunaciones,covid 2da dosis,2021-11-01,805,1004,16,14,821,1018,1839
CRUZ DE MACHACAMARCA,otras vacunaciones,covid 2da dosis,2021-11-01,1,0,0,0,1,0,1
CUATRO CAÑADAS,otras vacunaciones,covid 2da dosis,2021-11-01,41,59,39,51,80,110,190
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid 2da dosis,2021-11-01,28,20,0,0,28,20,48
CUEVO,otras vacunaciones,covid 2da dosis,2021-11-01,19,20,10,21,29,41,70
CULPINA,otras vacunaciones,covid 2da dosis,2021-11-01,74,117,51,50,125,167,292
CURAHUARA DE CARANGAS,otras vacunaciones,covid 2da dosis,2021-11-01,48,30,0,0,48,30,78
CURVA,otras vacunaciones,covid 2da dosis,2021-11-01,2,1,23,23,25,24,49
DESAGUADERO,otras vacunaciones,covid 2da dosis,2021-11-01,6,12,1,0,7,12,19
EL ALTO,otras vacunaciones,covid 2da dosis,2021-11-01,5872,7773,5282,6584,11154,14357,25511
EL CHORO,otras vacunaciones,covid 2da dosis,2021-11-01,8,9,0,0,8,9,17
EL PUENTE(STC),otras vacunaciones,covid 2da dosis,2021-11-01,51,49,19,33,70,82,152
EL PUENTE(TJA),otras vacunaciones,covid 2da dosis,2021-11-01,48,63,28,30,76,93,169
EL TORNO,otras vacunaciones,covid 2da dosis,2021-11-01,525,555,0,0,525,555,1080
EL VILLAR,otras vacunaciones,covid 2da dosis,2021-11-01,0,0,9,12,9,12,21
ENTRE RIOS TRJ,otras vacunaciones,covid 2da dosis,2021-11-01,176,196,14,11,190,207,397
ENTRE RIOS CBBA,otras vacunaciones,covid 2da dosis,2021-11-01,250,308,0,0,250,308,558
ESCOMA,otras vacunaciones,covid 2da dosis,2021-11-01,13,16,1,2,14,18,32
ESMERALDA,otras vacunaciones,covid 2da dosis,2021-11-01,6,10,0,0,6,10,16
EUCALIPTUS,otras vacunaciones,covid 2da dosis,2021-11-01,9,21,0,0,9,21,30
EUREKA (SANTOS MERCADO),otras vacunaciones,covid 2da dosis,2021-11-01,0,0,16,7,16,7,23
FERNANDEZ ALONSO,otras vacunaciones,covid 2da dosis,2021-11-01,175,170,76,91,251,261,512
FILADELFIA,otras vacunaciones,covid 2da dosis,2021-11-01,15,21,24,25,39,46,85
GENERAL SAAVEDRA,otras vacunaciones,covid 2da dosis,2021-11-01,113,94,5,8,118,102,220
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid 2da dosis,2021-11-01,16,15,8,12,24,27,51
GUANAY,otras vacunaciones,covid 2da dosis,2021-11-01,6,7,2,2,8,9,17
GUAQUI,otras vacunaciones,covid 2da dosis,2021-11-01,28,26,5,5,33,31,64
