,group,variable,month,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,TOTALES,TOTALES,TOTALES
YACO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-10-01,0,1,3,5,3,6,9
YACUIBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-10-01,10,16,24,53,34,69,103
YAMPARAEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-10-01,29,38,5,6,34,44,78
YANACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-10-01,2,3,36,45,38,48,86
YAPACANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-10-01,23,25,204,281,227,306,533
YOCALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-10-01,3,7,31,17,34,24,58
YOTALA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-10-01,0,4,0,0,0,4,4
YUNCHARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-10-01,0,0,0,3,0,3,3
ZUDAÑEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-10-01,2,1,6,1,8,2,10
ACACIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,4,4,6,8,10,12,22
ACHACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,7,16,28,36,35,52,87
ACHOCALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,16,18,4,5,20,23,43
AIQUILE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,2,10,18,58,20,68,88
ALALAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,1,1,3,1,4,5
ALTO BENI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,3,5,0,0,3,5,8
ANCORAIMES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,0,0,3,1,3,4
ANDAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,2,0,0,0,2,0,2
ANTEQUERA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,3,6,7,7,10,17
ANZALDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,2,0,3,1,5,1,6
APOLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,8,6,4,4,12,10,22
ARAMPAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,0,1,0,1,1
ARQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,5,9,9,3,14,12,26
ATOCHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,0,1,1,2,1,3
AYATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,3,0,0,0,3,3
AYO AYO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,4,6,5,9,9,15,24
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,1,8,7,9,8,17
BATALLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,3,14,3,14,17
BELLA FLOR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,3,9,3,9,12
BERMEJO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,3,6,3,6,9
BETANZOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,2,6,0,0,2,6,8
BOLIVAR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,0,0,0,1,0,1
BOLPEBRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,3,4,3,4,7
BOYUIBE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,6,4,6,4,10
BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,0,1,0,1,1
CABEZAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,2,6,20,14,22,20,42
"CAIZA ""D""",otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,1,0,1,0,1
CAJUATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,3,3,2,4,5,9
CALACOTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,1,0,1,0,1
CAMARGO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,2,1,2,2,4,6
CAMIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,25,40,25,73,50,113,163
CAPINOTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,4,2,5,3,9,12
CAQUIAVIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,1,0,0,1,1,2
CARACOLLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,11,7,0,0,11,7,18
CARANAVI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,4,7,13,29,17,36,53
CARIPUYO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,2,0,0,0,2,2
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,4,1,6,26,10,27,37
CHALLAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,4,4,11,4,15,19
CHAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,0,1,0,1,1
CHARAGUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,7,6,2,3,9,9,18
CHAYANTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,2,0,0,0,2,2
CHIMORE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,9,5,9,5,14
CHOQUE COTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,0,0,0,1,0,1
CHUA COCANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,5,11,32,39,37,50,87
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,2,21,8,22,10,32
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,7,7,9,14,16,21,37
CKOCHAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,2,0,0,0,2,0,2
CLIZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,0,9,8,10,8,18
COBIJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,27,36,89,44,116,80,196
COCAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,10,9,1,15,11,24,35
COCHABAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,464,554,881,1457,1345,2011,3356
COLCAPIRHUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,7,49,73,50,80,130
"COLCHA ""K""",otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,1,0,0,0,1,1
COLLANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,2,2,5,2,7,9
COLOMI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,3,4,11,4,14,8,22
COLPA BELGICA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,5,11,0,0,5,11,16
COLQUECHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,1,1,1,1,2
COLQUENCHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,4,8,2,7,6,15,21
COLQUIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,8,8,7,2,15,10,25
COMARAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,11,12,0,7,11,19,30
COMBAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,1,0,0,0,1,1
CONCEPCION,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,4,7,5,8,9,15,24
COPACABANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,4,1,0,1,4,5
CORIPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,0,2,2,3,2,5
CORO CORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,1,4,4,4,5,9
COROICO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,46,45,1,2,47,47,94
COTAGAITA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,3,1,8,16,11,17,28
COTOCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,24,39,1,2,25,41,66
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,3,2,24,29,27,31,58
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,2,5,10,5,12,17
CUEVO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,1,2,2,2,3,5
CULPINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,9,12,10,18,19,30,49
DESAGUADERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,5,2,8,7,13,9,22
EL ALTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,118,201,362,403,480,604,1084
EL PUENTE(STC),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,2,1,0,0,2,1,3
EL TORNO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,20,24,7,12,27,36,63
EL VILLAR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,4,4,17,34,21,38,59
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,4,2,15,32,19,34,53
ESCOMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,6,11,2,3,8,14,22
EUCALIPTUS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,1,3,5,3,6,9
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,0,1,0,1,1
EXALTACION,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,2,4,8,4,10,14
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,1,0,1,1,2,3
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,11,8,0,0,11,8,19
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,4,2,1,4,5,6,11
GUANAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,19,6,10,11,29,17,46
GUAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,3,11,3,11,14
GUAYARAMERIN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,26,24,15,19,41,43,84
GUTIERREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,1,0,0,1,1,2
HUANUNI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,2,1,37,98,39,99,138
HUARACAJE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,1,0,0,1,1,2
HUARINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,0,20,12,21,12,33
HUMANATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,2,1,0,1,2,3
ICHOCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,1,7,8,8,9,17
INCAHUASI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,13,26,5,7,18,33,51
INGAVI (HUMAITA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,5,2,5,2,7
INQUISIVI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,4,0,1,6,5,6,11
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,1,19,5,20,6,26
IXIAMAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,2,3,12,3,14,17
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,5,5,18,25,23,30,53
LA ASUNTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,19,31,7,11,26,42,68
LA GUARDIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,75,97,36,49,111,146,257
LA PAZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,387,578,415,443,802,1021,1823
LAGUNILLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,3,1,0,0,3,1,4
LAJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,10,8,0,2,10,10,20
LAS CARRERAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,0,0,0,1,0,1
LLALLAGUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,1,29,29,29,30,59
LLICA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,0,3,0,3,3
MACHACAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,3,11,3,11,14
MAGDALENA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,3,4,8,5,11,9,20
MAIRANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,2,149,38,150,40,190
MAPIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,1,6,0,6,1,7
MECAPACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,1,0,0,1,1,2
MINEROS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,9,61,3,7,12,68,80
MIZQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,6,8,7,15,13,23,36
MOCOMOCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,1,1,1,1,2,3
MONTEAGUDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,2,2,11,14,13,16,29
MONTERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,22,62,171,292,193,354,547
MORO MORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,0,3,0,3,3
MOROCHATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,20,24,98,182,118,206,324
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,2,0,0,0,2,0,2
OKINAWA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,2,3,1,2,3,5,8
ORURO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,31,43,42,87,73,130,203
PADCAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,5,5,13,36,18,41,59
PADILLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,2,10,7,11,9,20
PAILON,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,22,27,4,1,26,28,54
PALCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,4,4,27,23,31,27,58
PALOS BLANCOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,6,14,17,26,23,40,63
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,4,0,0,0,4,0,4
PAMPA GRANDE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,2,5,20,18,22,23,45
PATACAMAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,3,0,0,0,3,3
POCOATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,1,13,10,14,11,25
POCONA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,4,4,4,5,8,13
POJO (CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,12,17,20,27,32,44,76
PORCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,3,4,6,16,9,20,29
POROMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,14,23,2,1,16,24,40
PORONGO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,40,41,21,6,61,47,108
PORTACHUELO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,6,18,1,9,7,27,34
PORVENIR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,2,4,4,3,6,7,13
POTOSI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,45,21,83,65,128,86,214
PRESTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,1,11,1,11,12
PUCARANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,2,4,2,4,6
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,0,2,0,2,2
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,0,0,0,1,0,1
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,3,3,7,4,10,14
PUERTO PEREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,0,1,0,1,1
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,21,15,10,6,31,21,52
PUERTO RICO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,11,35,11,35,46
PUERTO SILES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,3,0,0,0,3,0,3
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,7,8,0,0,7,8,15
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,4,2,4,14,8,16,24
PUNA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,0,2,0,2,2
PUNATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,17,18,65,92,82,110,192
QUIABAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,53,49,53,49,102
QUILLACOLLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,32,35,249,260,281,295,576
QUIME,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,3,7,48,42,51,49,100
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,5,23,0,2,5,25,30
RAVELO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,1,2,1,2,3
REYES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,2,6,2,2,4,8,12
RIBERALTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,45,80,22,55,67,135,202
ROBORE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,3,6,8,8,11,14,25
RURRENABAQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,2,10,15,11,17,28
SACABA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,37,23,371,263,408,286,694
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,1,0,1,0,1
SAMAIPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,5,10,5,9,10,19,29
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,20,16,20,16,36
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,6,9,0,0,6,9,15
SAN BORJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,13,33,31,74,44,107,151
SAN CARLOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,3,35,82,36,85,121
SAN IGNACIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,3,0,0,0,3,3
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,4,21,3,4,7,25,32
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,1,0,1,0,1
SAN JOAQUIN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,2,0,1,1,3,4
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,5,23,20,23,25,48
SAN JULIAN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,7,6,17,15,24,21,45
SAN LORENZO(PND),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,6,4,0,0,6,4,10
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,14,24,5,10,19,34,53
SAN LUCAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,2,0,0,1,2,3
SAN MATIAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,4,4,2,0,6,4,10
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,2,8,0,1,2,9,11
SAN PEDRO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,2,40,7,41,9,50
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,2,2,2,1,4,3,7
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,1,0,0,0,1,1
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,3,10,1,8,4,18,22
SAN PEDRO(PND),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,5,9,5,9,14
SAN RAMON BENI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,31,47,31,47,78
SAN RAMON SCZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,61,54,0,0,61,54,115
SANTA ANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,1,9,8,9,9,18
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,990,1332,1574,1980,2564,3312,5876
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,10,6,0,0,10,6,16
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,2,10,6,9,8,19,27
SANTIVAÑES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,2,1,2,1,4,5
SAPAHAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,14,16,14,16,30
SENA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,66,107,66,107,173
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,45,65,45,65,110
SICAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,20,33,20,33,53
SORATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,16,20,16,21,32,41,73
SUCRE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,99,221,455,775,554,996,1550
TACACOMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,34,26,5,4,39,30,69
TACOBAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,1,0,1,0,1
TARABUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,7,10,1,2,8,12,20
TARACO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,3,5,19,23,22,28,50
TARATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,2,8,11,9,13,17,30
TARIJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,66,70,129,211,195,281,476
TARVITA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,11,28,37,28,48,76
TEOPONTE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,2,3,4,3,6,6,12
TIAHUANACU,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,6,16,0,5,6,21,27
TINGUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,1,1,1,1,2
TIPUANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,1,4,7,4,8,12
TIQUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,18,26,57,90,75,116,191
TOCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,3,8,7,14,10,22,32
TOLATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,2,2,1,2,3,4,7
TOLEDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,0,0,1,2,1,2,3
TOMAVE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,2,48,2,49,4,53
TORO TORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,6,5,4,2,10,7,17
TOTORA(CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,4,1,1,2,5,7
TRINIDAD,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,26,23,41,35,67,58,125
TUPIZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,4,7,0,2,4,9,13
UMALA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,2,0,1,0,3,0,3
UNCIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,4,0,0,0,4,0,4
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,1,1,3,3,4,4,8
UYUNI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,7,9,15,38,22,47,69
VACAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2021-11-01,19,30,18,16,37,46,83
