,group,variable,month,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,TOTALES,TOTALES,TOTALES
MONTEAGUDO,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,0,1,2,1,2,3
MONTERO,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,5,7,14,22,19,29,48
ORURO,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,35,63,3,6,38,69,107
PADCAYA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,1,0,0,0,1,1
PAILON,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,2,3,4,1,6,4,10
PALOS BLANCOS,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,10,14,6,10,16,24,40
PAMPA GRANDE,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,0,1,0,1,0,1
POCOATA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,1,5,0,1,1,6,7
POROMA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,5,4,3,0,8,4,12
PORONGO,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,0,8,16,8,16,24
POTOSI,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,85,135,21,9,106,144,250
PUCARANI,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,0,3,7,3,7,10
PUERTO PEREZ,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,0,0,2,0,2,2
PUERTO SUAREZ,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,0,1,2,1,2,3
PUERTO VILLARROEL,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,3,2,0,1,3,3,6
PUNATA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,4,6,6,7,10,13,23
QUILLACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,11,7,9,12,20,19,39
QUIRUSILLAS,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,2,2,0,0,2,2,4
REYES,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,0,0,3,0,3,3
RIBERALTA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,11,11,13,1,24,12,36
ROBORE,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,1,1,0,0,1,1,2
RURRENABAQUE,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,2,18,13,18,15,33
SABAYA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,2,2,0,0,2,2,4
SACABA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,13,12,1,14,14,26,40
SALINAS DE GARCI MENDOZA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,1,6,7,7,8,13,21
SAN ANDRES,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,2,1,3,6,5,7,12
SAN ANTONIO DE LOMERIO,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,1,2,1,3,2,5,7
SAN BENITO,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,3,3,0,0,3,3,6
SAN BORJA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,13,14,21,10,34,24,58
SAN BUENA VENTURA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,1,3,2,6,3,9,12
SAN IGNACIO,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,0,25,15,25,15,40
SAN IGNACIO DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,2,20,7,28,9,48,57
SAN JOSE DE CHIQUITOS,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,3,5,0,0,3,5,8
SAN JULIAN,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,11,17,6,11,17,28,45
SAN LORENZO(PND),otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,11,1,9,8,20,9,29
SAN MATIAS,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,10,9,0,0,10,9,19
SAN RAFAEL,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,3,6,0,0,3,6,9
SAN RAMON BENI,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,3,3,0,0,3,3,6
SANTA ANA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,1,1,4,1,5,6
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,562,585,273,284,835,869,1704
SANTA ROSA DEL SARA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,6,2,0,0,6,2,8
SANTIAGO DE HUARI,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,1,4,1,0,2,4,6
SENA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,0,3,4,3,4,7
SHINAOTA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,1,4,0,0,1,4,5
SORATA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,1,3,0,6,1,9,10
SUCRE,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,7,12,2,12,9,24,33
TACACOMA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,12,8,0,0,12,8,20
TARABUCO,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,1,0,0,0,1,1
TARIJA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,33,20,3,7,36,27,63
TINGUIPAYA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,1,0,0,0,1,1
TIQUIPAYA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,10,21,2,3,12,24,36
TIRAQUE (CBBA),otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,0,1,1,1,1,2
TRINIDAD,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,14,34,23,21,37,55,92
TUPIZA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,7,23,0,0,7,23,30
URIONDO (A. CONCEPCION),otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,1,0,0,0,1,1
VACAS,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,0,6,13,6,13,19
VIACHA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,1,0,0,0,1,0,1
VILA VILA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,0,5,4,5,4,9
VILLA MONTES,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,16,10,0,0,16,10,26
VILLA NUEVA (LOMA ALTA),otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,0,2,6,2,6,8
VILLA TUNARI,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,1,1,0,0,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,1,0,0,1,1,1,2
VILLAZON,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,17,40,1,0,18,40,58
VINTO,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,1,1,0,3,1,4,5
WARNES,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,15,21,15,17,30,38,68
YACUIBA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,33,26,1,1,34,27,61
YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,8,8,18,11,26,19,45
YUNCHARA,otras vacunaciones,antiamarilica ( dosis unica),2021-10-01,0,0,0,2,0,2,2
ACACIO,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,1,1,0,1,1,2
ACHACACHI,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,2,7,0,0,2,7,9
ALCALA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,0,0,2,0,2,2
ALTO BENI,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,1,8,0,0,1,8,9
ANDAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,0,1,5,1,5,6
ANTEQUERA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,0,4,7,4,7,11
ASCENCION DE GUARAYOS,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,59,13,0,0,59,13,72
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,1,2,0,2,1,3
BAURES,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,6,1,0,0,6,1,7
BELLA FLOR,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,0,4,6,4,6,10
BERMEJO,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,1,2,0,0,1,2,3
BUENA VISTA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,2,0,0,0,2,2
CABEZAS,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,3,0,0,0,3,3
CAMARGO,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,8,11,0,1,8,12,20
CAMIRI,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,8,11,0,0,8,11,19
CARACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,2,0,0,0,2,2
CARANAVI,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,16,6,6,5,22,11,33
CARAPARI,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,1,5,5,7,6,12,18
CARMEN RIVERO TORREZ,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,0,1,1,1,1,2
CHALLAPATA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,2,1,2,8,4,9,13
CHIMORE,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,3,2,0,0,3,2,5
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,0,0,3,0,3,3
COBIJA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,9,10,12,6,21,16,37
COCAPATA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,6,2,0,1,6,3,9
COCHABAMBA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,50,89,37,28,87,117,204
COLCAPIRHUA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,10,14,7,13,17,27,44
"COLCHA ""K""",otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,2,6,0,0,2,6,8
COLQUECHACA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,2,0,0,0,2,2
COMARAPA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,7,11,0,0,7,11,18
CONCEPCION,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,3,0,0,0,3,3
COROICO,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,9,11,8,8,17,19,36
CORQUE,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,1,0,0,0,1,1
COTOCA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,5,8,0,0,5,8,13
CUATRO CAÑADAS,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,2,5,0,0,2,5,7
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,0,3,2,3,2,5
EL ALTO,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,28,39,65,33,93,72,165
EL TORNO,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,3,2,0,0,3,2,5
ENTRE RIOS CBBA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,7,3,0,0,7,3,10
ESCOMA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,3,1,1,2,4,3,7
EXALTACION,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,0,7,18,7,18,25
FERNANDEZ ALONSO,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,0,1,5,1,5,6
GENERAL SAAVEDRA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,1,1,0,0,1,1,2
GUANAY,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,3,4,7,6,10,10,20
GUAYARAMERIN,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,7,1,0,0,7,1,8
HUACARETA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,3,1,0,1,3,2,5
HUANUNI,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,1,0,0,0,1,1
HUAYLLAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,0,4,3,4,3,7
HUMANATA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,1,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,0,1,0,1,0,1
IXIAMAS,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,0,5,4,5,4,9
LA ASUNTA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,3,0,0,0,3,0,3
LA GUARDIA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,8,23,1,11,9,34,43
LA PAZ,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,338,351,2,0,340,351,691
LAGUNILLAS,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,0,10,5,10,5,15
LAS CARRERAS,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,2,5,0,0,2,5,7
LLALLAGUA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,2,4,24,13,26,17,43
MACHARETI,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,1,1,0,0,1,1,2
MAGDALENA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,0,3,3,3,3,6
MAPIRI,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,1,1,3,3,4,4,8
MECAPACA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,2,4,0,0,2,4,6
MIZQUE,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,2,0,0,0,2,0,2
MOCOMOCO,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,1,3,2,8,3,11,14
MONTERO,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,5,11,0,3,5,14,19
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,12,9,5,0,17,9,26
ORURO,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,32,34,1,1,33,35,68
PADCAYA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,2,1,4,1,6,7
PAILON,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,2,3,3,3,5,6,11
PALOS BLANCOS,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,7,9,3,3,10,12,22
PATACAMAYA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,11,14,2,0,13,14,27
POROMA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,5,4,0,0,5,4,9
PORTACHUELO,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,2,0,0,0,2,2
POTOSI,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,4,4,0,0,4,4,8
PUERTO ACOSTA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,2,5,3,4,5,9,14
PUERTO GONZALO MORENO,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,1,4,0,0,1,4,5
PUERTO QUIJARRO,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,8,8,130,10,138,18,156
PUERTO RICO,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,0,1,3,1,3,4
PUERTO VILLARROEL,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,2,1,2,1,4,2,6
PUNA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,4,0,0,0,4,4
PUNATA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,6,12,6,5,12,17,29
QUILLACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,4,5,11,10,15,15,30
RIBERALTA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,7,12,7,4,14,16,30
ROBORE,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,1,1,1,1,2,2,4
SACABA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,11,23,6,3,17,26,43
SALINAS DE GARCI MENDOZA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,8,10,5,7,13,17,30
SAN ANDRES,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,8,12,0,0,8,12,20
SAN ANTONIO DE LOMERIO,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,5,0,0,0,5,5
SAN BENITO,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,3,0,0,0,3,3
SAN BORJA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,1,2,1,2,2,4
SAN BUENA VENTURA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,5,7,6,6,11,13,24
SAN IGNACIO,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,3,18,4,8,7,26,33
SAN JAVIER(STC),otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,3,4,0,0,3,4,7
SAN JOAQUIN,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,4,3,0,0,4,3,7
SAN JOSE DE CHIQUITOS,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,2,1,0,0,2,1,3
SAN JULIAN,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,11,23,5,4,16,27,43
SAN LORENZO(PND),otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,6,0,6,5,12,5,17
SAN LORENZO(TJA),otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,1,0,0,0,1,1
SAN MATIAS,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,2,5,0,0,2,5,7
SAN MIGUEL DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,0,1,6,1,6,7
SAN RAFAEL,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,7,0,0,0,7,7
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,417,461,20,28,437,489,926
SANTA ROSA DEL SARA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,7,9,0,0,7,9,16
SENA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,0,11,10,11,10,21
SHINAOTA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,1,0,0,0,1,0,1
SORATA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,1,1,4,5,5,6,11
SUCRE,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,10,25,7,5,17,30,47
TACACOMA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,3,5,0,0,3,5,8
TARIJA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,16,38,13,25,29,63,92
TIQUIPAYA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,15,23,5,4,20,27,47
TOCO,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,2,0,0,0,2,2
TOMAVE,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,0,0,1,0,1,1
TRINIDAD,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,14,26,1,7,15,33,48
TUPIZA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,2,3,3,3,5,8
UNCIA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,1,0,0,0,1,1
URIONDO (A. CONCEPCION),otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,3,2,0,0,3,2,5
UYUNI,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,1,1,0,0,1,1,2
VACAS,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,0,4,7,4,7,11
VILA VILA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,0,8,9,8,9,17
VILLA MONTES,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,15,5,0,0,15,5,20
VILLA TUNARI,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,1,4,0,0,1,4,5
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,2,0,0,0,2,0,2
VILLAZON,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,5,26,0,0,5,26,31
VINTO,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,1,9,1,3,2,12,14
WARNES,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,13,8,1,0,14,8,22
YACUIBA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,18,14,4,4,22,18,40
YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,19,13,7,5,26,18,44
YUNCHARA,otras vacunaciones,antiamarilica ( dosis unica),2021-11-01,0,0,4,5,4,5,9
ACACIO,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,0,2,3,2,3,5
ACHACACHI,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,1,9,0,0,1,9,10
ACHOCALLA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,1,0,0,0,1,1
AIQUILE,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,1,0,0,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,23,16,0,0,23,16,39
ATOCHA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,0,2,8,2,8,10
BAURES,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,0,2,4,2,4,6
BELLA FLOR,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,0,1,4,1,4,5
BERMEJO,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,13,6,0,0,13,6,19
BETANZOS,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,0,4,5,4,5,9
CABEZAS,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,2,0,0,0,2,0,2
CAMARGO,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,6,4,0,0,6,4,10
CAMIRI,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,4,2,0,0,4,2,6
CARANAVI,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,12,5,0,0,12,5,17
CARAPARI,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,0,8,6,8,6,14
CHALLAPATA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,1,0,4,0,5,5
CHARAGUA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,1,0,0,0,1,0,1
CHIMORE,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,2,1,0,0,2,1,3
COBIJA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,17,25,10,17,27,42,69
COCAPATA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,3,1,0,1,3,4
COCHABAMBA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,83,92,1,4,84,96,180
COLCAPIRHUA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,4,6,2,2,6,8,14
"COLCHA ""K""",otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,2,0,0,0,2,2
COLOMI,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,2,0,0,0,2,0,2
COROICO,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,3,1,3,4,6,5,11
COTOCA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,8,13,0,0,8,13,21
CUATRO CAÑADAS,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,1,0,0,0,1,1
EL ALTO,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,57,68,12,20,69,88,157
EL PUENTE(TJA),otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,0,3,6,3,6,9
EL TORNO,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,3,5,0,0,3,5,8
EL VILLAR,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,1,1,0,0,1,1,2
ENTRE RIOS CBBA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,11,7,0,0,11,7,18
ESCOMA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,0,0,5,0,5,5
EXALTACION,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,0,1,0,1,0,1
GUANAY,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,4,4,0,0,4,4,8
GUAYARAMERIN,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,1,59,0,59,1,60
HUANUNI,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,1,2,1,2,2,4
HUMANATA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,0,1,1,1,1,2
LA ASUNTA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,1,0,0,0,1,0,1
LA GUARDIA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,11,8,15,25,26,33,59
LA PAZ,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,69,90,3,5,72,95,167
LLALLAGUA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,22,20,21,11,43,31,74
LLICA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,0,1,0,1,0,1
MOCOMOCO,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,1,7,1,6,2,13,15
MONTEAGUDO,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,3,6,0,0,3,6,9
MONTERO,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,5,11,5,12,10,23,33
ORURO,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,23,38,1,1,24,39,63
PAILON,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,2,6,4,2,6,8,14
PALOS BLANCOS,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,3,4,4,7,7,11,18
PATACAMAYA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,14,6,0,0,14,6,20
PORONGO,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,0,0,1,0,1,1
PORTACHUELO,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,1,0,0,0,1,1
POTOSI,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,3,14,0,2,3,16,19
PUERTO ACOSTA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,6,0,0,0,6,0,6
PUERTO GONZALO MORENO,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,0,1,5,1,5,6
PUERTO QUIJARRO,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,3,4,0,0,3,4,7
PUERTO VILLARROEL,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,2,2,0,3,2,5,7
PUNATA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,2,2,0,0,2,2,4
QUILLACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,13,16,9,16,22,32,54
RIBERALTA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,11,10,6,7,17,17,34
ROBORE,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,2,0,0,0,2,2
RURRENABAQUE,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,1,1,0,0,1,1,2
SACABA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,22,25,1,12,23,37,60
SACABAMBA,otras vacunaciones,antiamarilica ( dosis unica),2021-12-01,0,1,0,0,0,1,1
