,group,variable,month,17.25 COVID DOSIS UNICA DENTRO,17.25 COVID DOSIS UNICA DENTRO,17.25 COVID DOSIS UNICA FUERA,17.25 COVID DOSIS UNICA FUERA,TOTALES,TOTALES,TOTALES
LA GUARDIA,otras vacunaciones,covid dosis unica,2021-10-01,1731.0,1712.0,39.0,35.0,1770.0,1747.0,3517.0
LA PAZ,otras vacunaciones,covid dosis unica,2021-10-01,939.0,1064.0,223.0,148.0,1162.0,1212.0,2374.0
LAJA,otras vacunaciones,covid dosis unica,2021-10-01,21.0,19.0,3.0,2.0,24.0,21.0,45.0
LICOMA PAMPA,otras vacunaciones,covid dosis unica,2021-10-01,2.0,7.0,7.0,8.0,9.0,15.0,24.0
LLALLAGUA,otras vacunaciones,covid dosis unica,2021-10-01,29.0,28.0,25.0,27.0,54.0,55.0,109.0
LLICA,otras vacunaciones,covid dosis unica,2021-10-01,3.0,7.0,0.0,0.0,3.0,7.0,10.0
LURIBAY,otras vacunaciones,covid dosis unica,2021-10-01,8.0,12.0,12.0,23.0,20.0,35.0,55.0
MACHARETI,otras vacunaciones,covid dosis unica,2021-10-01,9.0,7.0,5.0,4.0,14.0,11.0,25.0
MAIRANA,otras vacunaciones,covid dosis unica,2021-10-01,39.0,36.0,3.0,2.0,42.0,38.0,80.0
MALLA,otras vacunaciones,covid dosis unica,2021-10-01,0.0,0.0,16.0,24.0,16.0,24.0,40.0
MAPIRI,otras vacunaciones,covid dosis unica,2021-10-01,63.0,70.0,14.0,19.0,77.0,89.0,166.0
MIZQUE,otras vacunaciones,covid dosis unica,2021-10-01,54.0,72.0,45.0,34.0,99.0,106.0,205.0
MOCOMOCO,otras vacunaciones,covid dosis unica,2021-10-01,49.0,66.0,63.0,52.0,112.0,118.0,230.0
MONTERO,otras vacunaciones,covid dosis unica,2021-10-01,50.0,80.0,0.0,0.0,50.0,80.0,130.0
MORO MORO,otras vacunaciones,covid dosis unica,2021-10-01,2.0,2.0,0.0,1.0,2.0,3.0,5.0
MOROCHATA,otras vacunaciones,covid dosis unica,2021-10-01,110.0,118.0,157.0,185.0,267.0,303.0,570.0
NAZACARA DE PACAJES,otras vacunaciones,covid dosis unica,2021-10-01,12.0,14.0,0.0,0.0,12.0,14.0,26.0
OCURI,otras vacunaciones,covid dosis unica,2021-10-01,2.0,5.0,16.0,17.0,18.0,22.0,40.0
OMEREQUE,otras vacunaciones,covid dosis unica,2021-10-01,14.0,13.0,110.0,103.0,124.0,116.0,240.0
ORURO,otras vacunaciones,covid dosis unica,2021-10-01,238.0,242.0,3.0,5.0,241.0,247.0,488.0
PALOS BLANCOS,otras vacunaciones,covid dosis unica,2021-10-01,45.0,56.0,133.0,146.0,178.0,202.0,380.0
PAPEL PAMPA,otras vacunaciones,covid dosis unica,2021-10-01,40.0,55.0,79.0,81.0,119.0,136.0,255.0
PASORAPA,otras vacunaciones,covid dosis unica,2021-10-01,15.0,10.0,0.0,0.0,15.0,10.0,25.0
PATACAMAYA,otras vacunaciones,covid dosis unica,2021-10-01,282.0,277.0,10.0,11.0,292.0,288.0,580.0
PAZÑA,otras vacunaciones,covid dosis unica,2021-10-01,3.0,12.0,0.0,0.0,3.0,12.0,15.0
PELECHUCO,otras vacunaciones,covid dosis unica,2021-10-01,15.0,20.0,32.0,51.0,47.0,71.0,118.0
POCOATA,otras vacunaciones,covid dosis unica,2021-10-01,0.0,0.0,8.0,5.0,8.0,5.0,13.0
POCONA,otras vacunaciones,covid dosis unica,2021-10-01,80.0,75.0,0.0,0.0,80.0,75.0,155.0
POJO (CBBA),otras vacunaciones,covid dosis unica,2021-10-01,86.0,54.0,0.0,0.0,86.0,54.0,140.0
POROMA,otras vacunaciones,covid dosis unica,2021-10-01,19.0,24.0,4.0,3.0,23.0,27.0,50.0
PORONGO,otras vacunaciones,covid dosis unica,2021-10-01,503.0,507.0,39.0,44.0,542.0,551.0,1093.0
PORTACHUELO,otras vacunaciones,covid dosis unica,2021-10-01,15.0,10.0,0.0,0.0,15.0,10.0,25.0
POSTRER VALLE,otras vacunaciones,covid dosis unica,2021-10-01,5.0,0.0,0.0,0.0,5.0,0.0,5.0
POTOSI,otras vacunaciones,covid dosis unica,2021-10-01,101.0,53.0,9.0,11.0,110.0,64.0,174.0
PRESTO,otras vacunaciones,covid dosis unica,2021-10-01,5.0,5.0,8.0,7.0,13.0,12.0,25.0
PUCARANI,otras vacunaciones,covid dosis unica,2021-10-01,149.0,161.0,113.0,117.0,262.0,278.0,540.0
PUERTO ACOSTA,otras vacunaciones,covid dosis unica,2021-10-01,11.0,17.0,28.0,24.0,39.0,41.0,80.0
PUERTO CARABUCO,otras vacunaciones,covid dosis unica,2021-10-01,13.0,19.0,74.0,72.0,87.0,91.0,178.0
PUERTO PEREZ,otras vacunaciones,covid dosis unica,2021-10-01,6.0,6.0,18.0,17.0,24.0,23.0,47.0
PUERTO SUAREZ,otras vacunaciones,covid dosis unica,2021-10-01,117.0,93.0,29.0,31.0,146.0,124.0,270.0
PUERTO VILLARROEL,otras vacunaciones,covid dosis unica,2021-10-01,735.0,724.0,17.0,19.0,752.0,743.0,1495.0
PUNA,otras vacunaciones,covid dosis unica,2021-10-01,5.0,0.0,2.0,3.0,7.0,3.0,10.0
QUIABAYA,otras vacunaciones,covid dosis unica,2021-10-01,0.0,0.0,8.0,2.0,8.0,2.0,10.0
QUIME,otras vacunaciones,covid dosis unica,2021-10-01,21.0,24.0,30.0,20.0,51.0,44.0,95.0
QUIRUSILLAS,otras vacunaciones,covid dosis unica,2021-10-01,11.0,12.0,0.0,0.0,11.0,12.0,23.0
RAQAYPAMPA(ETA),otras vacunaciones,covid dosis unica,2021-10-01,28.0,42.0,5.0,5.0,33.0,47.0,80.0
RAVELO,otras vacunaciones,covid dosis unica,2021-10-01,6.0,5.0,11.0,18.0,17.0,23.0,40.0
RIBERALTA,otras vacunaciones,covid dosis unica,2021-10-01,704.0,746.0,106.0,135.0,810.0,881.0,1691.0
ROBORE,otras vacunaciones,covid dosis unica,2021-10-01,97.0,73.0,0.0,0.0,97.0,73.0,170.0
RURRENABAQUE,otras vacunaciones,covid dosis unica,2021-10-01,210.0,227.0,0.0,0.0,210.0,227.0,437.0
SACACA,otras vacunaciones,covid dosis unica,2021-10-01,21.0,21.0,7.0,9.0,28.0,30.0,58.0
SAMAIPATA,otras vacunaciones,covid dosis unica,2021-10-01,41.0,24.0,47.0,43.0,88.0,67.0,155.0
SAN ANDRES,otras vacunaciones,covid dosis unica,2021-10-01,4.0,4.0,0.0,0.0,4.0,4.0,8.0
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid dosis unica,2021-10-01,33.0,34.0,2.0,1.0,35.0,35.0,70.0
SAN BORJA,otras vacunaciones,covid dosis unica,2021-10-01,39.0,25.0,24.0,20.0,63.0,45.0,108.0
SAN BUENA VENTURA,otras vacunaciones,covid dosis unica,2021-10-01,57.0,43.0,188.0,171.0,245.0,214.0,459.0
SAN IGNACIO,otras vacunaciones,covid dosis unica,2021-10-01,74.0,83.0,60.0,39.0,134.0,122.0,256.0
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid dosis unica,2021-10-01,52.0,44.0,0.0,0.0,52.0,44.0,96.0
SAN JULIAN,otras vacunaciones,covid dosis unica,2021-10-01,150.0,185.0,0.0,0.0,150.0,185.0,335.0
SAN LORENZO(TJA),otras vacunaciones,covid dosis unica,2021-10-01,20.0,20.0,14.0,11.0,34.0,31.0,65.0
SAN LUCAS,otras vacunaciones,covid dosis unica,2021-10-01,95.0,145.0,1.0,4.0,96.0,149.0,245.0
SAN PABLO DE LIPEZ,otras vacunaciones,covid dosis unica,2021-10-01,18.0,8.0,3.0,5.0,21.0,13.0,34.0
SAN PEDRO,otras vacunaciones,covid dosis unica,2021-10-01,8.0,12.0,0.0,0.0,8.0,12.0,20.0
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid dosis unica,2021-10-01,24.0,28.0,27.0,31.0,51.0,59.0,110.0
SAN PEDRO DE MACHA,otras vacunaciones,covid dosis unica,2021-10-01,31.0,21.0,37.0,26.0,68.0,47.0,115.0
SAN PEDRO DE TIQUINA,otras vacunaciones,covid dosis unica,2021-10-01,0.0,0.0,13.0,13.0,13.0,13.0,26.0
SAN PEDRO(PND),otras vacunaciones,covid dosis unica,2021-10-01,0.0,0.0,24.0,26.0,24.0,26.0,50.0
SAN RAMON BENI,otras vacunaciones,covid dosis unica,2021-10-01,41.0,38.0,0.0,0.0,41.0,38.0,79.0
SANTA ANA,otras vacunaciones,covid dosis unica,2021-10-01,9.0,6.0,8.0,11.0,17.0,17.0,34.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid dosis unica,2021-10-01,1248.0,1061.0,142.0,174.0,1390.0,1235.0,2625.0
SANTA ROSA,otras vacunaciones,covid dosis unica,2021-10-01,34.0,42.0,155.0,134.0,189.0,176.0,365.0
SANTA ROSA DEL SARA,otras vacunaciones,covid dosis unica,2021-10-01,138.0,92.0,45.0,36.0,183.0,128.0,311.0
SANTIAGO DE CALLAPA,otras vacunaciones,covid dosis unica,2021-10-01,29.0,28.0,0.0,0.0,29.0,28.0,57.0
SANTIAGO DE HUATA,otras vacunaciones,covid dosis unica,2021-10-01,9.0,11.0,10.0,5.0,19.0,16.0,35.0
SANTIAGO DE MACHACA,otras vacunaciones,covid dosis unica,2021-10-01,21.0,36.0,31.0,40.0,52.0,76.0,128.0
SANTIVAÑES,otras vacunaciones,covid dosis unica,2021-10-01,10.0,10.0,0.0,0.0,10.0,10.0,20.0
SAPAHAQUI,otras vacunaciones,covid dosis unica,2021-10-01,26.0,36.0,53.0,60.0,79.0,96.0,175.0
SHINAOTA,otras vacunaciones,covid dosis unica,2021-10-01,267.0,292.0,8.0,3.0,275.0,295.0,570.0
SICA SICA (VILLA AROMA),otras vacunaciones,covid dosis unica,2021-10-01,92.0,131.0,112.0,137.0,204.0,268.0,472.0
SIPE SIPE,otras vacunaciones,covid dosis unica,2021-10-01,7.0,6.0,0.0,0.0,7.0,6.0,13.0
SOPACHUY,otras vacunaciones,covid dosis unica,2021-10-01,11.0,7.0,13.0,20.0,24.0,27.0,51.0
SORATA,otras vacunaciones,covid dosis unica,2021-10-01,15.0,19.0,182.0,134.0,197.0,153.0,350.0
SUCRE,otras vacunaciones,covid dosis unica,2021-10-01,34.0,57.0,0.0,0.0,34.0,57.0,91.0
TACACOMA,otras vacunaciones,covid dosis unica,2021-10-01,27.0,29.0,247.0,217.0,274.0,246.0,520.0
TACOPAYA,otras vacunaciones,covid dosis unica,2021-10-01,9.0,10.0,18.0,13.0,27.0,23.0,50.0
TAPACARI,otras vacunaciones,covid dosis unica,2021-10-01,23.0,17.0,0.0,0.0,23.0,17.0,40.0
TARABUCO,otras vacunaciones,covid dosis unica,2021-10-01,71.0,83.0,1.0,4.0,72.0,87.0,159.0
TARACO,otras vacunaciones,covid dosis unica,2021-10-01,11.0,9.0,0.0,0.0,11.0,9.0,20.0
TARIJA,otras vacunaciones,covid dosis unica,2021-10-01,398.0,422.0,219.0,208.0,617.0,630.0,1247.0
TARVITA,otras vacunaciones,covid dosis unica,2021-10-01,39.0,43.0,46.0,84.0,85.0,127.0,212.0
TEOPONTE,otras vacunaciones,covid dosis unica,2021-10-01,25.0,35.0,44.0,36.0,69.0,71.0,140.0
TIAHUANACU,otras vacunaciones,covid dosis unica,2021-10-01,5.0,15.0,0.0,0.0,5.0,15.0,20.0
TINGUIPAYA,otras vacunaciones,covid dosis unica,2021-10-01,15.0,14.0,15.0,21.0,30.0,35.0,65.0
TIPUANI,otras vacunaciones,covid dosis unica,2021-10-01,28.0,15.0,43.0,65.0,71.0,80.0,151.0
TIRAQUE (CBBA),otras vacunaciones,covid dosis unica,2021-10-01,924.0,1079.0,0.0,0.0,924.0,1079.0,2003.0
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid dosis unica,2021-10-01,13.0,19.0,2.0,3.0,15.0,22.0,37.0
TOMINA,otras vacunaciones,covid dosis unica,2021-10-01,15.0,10.0,0.0,0.0,15.0,10.0,25.0
TOTORA(CBBA),otras vacunaciones,covid dosis unica,2021-10-01,115.0,130.0,0.0,0.0,115.0,130.0,245.0
TOTORA(ORR),otras vacunaciones,covid dosis unica,2021-10-01,2.0,3.0,0.0,0.0,2.0,3.0,5.0
TRINIDAD,otras vacunaciones,covid dosis unica,2021-10-01,104.0,94.0,0.0,0.0,104.0,94.0,198.0
TUPIZA,otras vacunaciones,covid dosis unica,2021-10-01,0.0,0.0,1.0,2.0,1.0,2.0,3.0
TURCO,otras vacunaciones,covid dosis unica,2021-10-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
UMALA,otras vacunaciones,covid dosis unica,2021-10-01,55.0,50.0,70.0,60.0,125.0,110.0,235.0
UNCIA,otras vacunaciones,covid dosis unica,2021-10-01,59.0,53.0,16.0,15.0,75.0,68.0,143.0
URIONDO (A. CONCEPCION),otras vacunaciones,covid dosis unica,2021-10-01,63.0,59.0,6.0,5.0,69.0,64.0,133.0
URUBICHA,otras vacunaciones,covid dosis unica,2021-10-01,2.0,3.0,0.0,0.0,2.0,3.0,5.0
UYUNI,otras vacunaciones,covid dosis unica,2021-10-01,169.0,153.0,0.0,0.0,169.0,153.0,322.0
VACAS,otras vacunaciones,covid dosis unica,2021-10-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
VALLEGRANDE,otras vacunaciones,covid dosis unica,2021-10-01,64.0,51.0,40.0,20.0,104.0,71.0,175.0
VIACHA,otras vacunaciones,covid dosis unica,2021-10-01,0.0,0.0,8.0,17.0,8.0,17.0,25.0
VILA VILA,otras vacunaciones,covid dosis unica,2021-10-01,12.0,9.0,19.0,10.0,31.0,19.0,50.0
VILLA CHARCAS,otras vacunaciones,covid dosis unica,2021-10-01,78.0,62.0,9.0,11.0,87.0,73.0,160.0
VILLA TUNARI,otras vacunaciones,covid dosis unica,2021-10-01,703.0,752.0,168.0,197.0,871.0,949.0,1820.0
VILLAZON,otras vacunaciones,covid dosis unica,2021-10-01,33.0,42.0,223.0,181.0,256.0,223.0,479.0
VINTO,otras vacunaciones,covid dosis unica,2021-10-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
WALDO BALLIVIAN,otras vacunaciones,covid dosis unica,2021-10-01,11.0,9.0,0.0,0.0,11.0,9.0,20.0
YACO,otras vacunaciones,covid dosis unica,2021-10-01,15.0,18.0,26.0,32.0,41.0,50.0,91.0
YACUIBA,otras vacunaciones,covid dosis unica,2021-10-01,65.0,54.0,33.0,32.0,98.0,86.0,184.0
YAMPARAEZ,otras vacunaciones,covid dosis unica,2021-10-01,60.0,50.0,19.0,20.0,79.0,70.0,149.0
YANACACHI,otras vacunaciones,covid dosis unica,2021-10-01,23.0,18.0,112.0,137.0,135.0,155.0,290.0
YOTALA,otras vacunaciones,covid dosis unica,2021-10-01,46.0,51.0,14.0,9.0,60.0,60.0,120.0
YUNCHARA,otras vacunaciones,covid dosis unica,2021-10-01,5.0,3.0,10.0,15.0,15.0,18.0,33.0
ACHACACHI,otras vacunaciones,covid dosis unica,2021-11-01,71.0,76.0,196.0,192.0,267.0,268.0,535.0
AIQUILE,otras vacunaciones,covid dosis unica,2021-11-01,33.0,27.0,0.0,0.0,33.0,27.0,60.0
ALALAY,otras vacunaciones,covid dosis unica,2021-11-01,24.0,22.0,0.0,0.0,24.0,22.0,46.0
ALTO BENI,otras vacunaciones,covid dosis unica,2021-11-01,3.0,5.0,34.0,31.0,37.0,36.0,73.0
ANCORAIMES,otras vacunaciones,covid dosis unica,2021-11-01,9.0,10.0,24.0,19.0,33.0,29.0,62.0
APOLO,otras vacunaciones,covid dosis unica,2021-11-01,2.0,1.0,37.0,53.0,39.0,54.0,93.0
ARAMPAMPA,otras vacunaciones,covid dosis unica,2021-11-01,2.0,3.0,6.0,4.0,8.0,7.0,15.0
ATOCHA,otras vacunaciones,covid dosis unica,2021-11-01,4.0,13.0,1.0,0.0,5.0,13.0,18.0
AUCAPATA,otras vacunaciones,covid dosis unica,2021-11-01,0.0,0.0,9.0,10.0,9.0,10.0,19.0
AZURDUY,otras vacunaciones,covid dosis unica,2021-11-01,103.0,110.0,15.0,31.0,118.0,141.0,259.0
BATALLAS,otras vacunaciones,covid dosis unica,2021-11-01,9.0,6.0,0.0,0.0,9.0,6.0,15.0
BAURES,otras vacunaciones,covid dosis unica,2021-11-01,0.0,0.0,86.0,82.0,86.0,82.0,168.0
BELEN DE URMIRI,otras vacunaciones,covid dosis unica,2021-11-01,4.0,2.0,2.0,2.0,6.0,4.0,10.0
BETANZOS,otras vacunaciones,covid dosis unica,2021-11-01,3.0,2.0,2.0,3.0,5.0,5.0,10.0
CABEZAS,otras vacunaciones,covid dosis unica,2021-11-01,33.0,14.0,0.0,0.0,33.0,14.0,47.0
CAIROMA,otras vacunaciones,covid dosis unica,2021-11-01,3.0,2.0,4.0,10.0,7.0,12.0,19.0
CAJUATA,otras vacunaciones,covid dosis unica,2021-11-01,18.0,17.0,10.0,10.0,28.0,27.0,55.0
CALACOTO,otras vacunaciones,covid dosis unica,2021-11-01,7.0,3.0,20.0,15.0,27.0,18.0,45.0
CAMARGO,otras vacunaciones,covid dosis unica,2021-11-01,13.0,7.0,8.0,12.0,21.0,19.0,40.0
CAMIRI,otras vacunaciones,covid dosis unica,2021-11-01,1.0,4.0,0.0,0.0,1.0,4.0,5.0
CAQUIAVIRI,otras vacunaciones,covid dosis unica,2021-11-01,45.0,38.0,56.0,60.0,101.0,98.0,199.0
CARANAVI,otras vacunaciones,covid dosis unica,2021-11-01,19.0,21.0,63.0,73.0,82.0,94.0,176.0
CARAPARI,otras vacunaciones,covid dosis unica,2021-11-01,10.0,7.0,0.0,0.0,10.0,7.0,17.0
CATACORA,otras vacunaciones,covid dosis unica,2021-11-01,0.0,0.0,12.0,23.0,12.0,23.0,35.0
CHACARILLA,otras vacunaciones,covid dosis unica,2021-11-01,4.0,1.0,4.0,6.0,8.0,7.0,15.0
CHAQUI,otras vacunaciones,covid dosis unica,2021-11-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
CHARAÑA,otras vacunaciones,covid dosis unica,2021-11-01,12.0,22.0,6.0,10.0,18.0,32.0,50.0
CHAYANTA,otras vacunaciones,covid dosis unica,2021-11-01,11.0,13.0,14.0,13.0,25.0,26.0,51.0
CHUA COCANI,otras vacunaciones,covid dosis unica,2021-11-01,20.0,15.0,5.0,0.0,25.0,15.0,40.0
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid dosis unica,2021-11-01,3.0,2.0,5.0,10.0,8.0,12.0,20.0
CHUMA,otras vacunaciones,covid dosis unica,2021-11-01,12.0,15.0,15.0,19.0,27.0,34.0,61.0
CKOCHAS,otras vacunaciones,covid dosis unica,2021-11-01,29.0,19.0,12.0,21.0,41.0,40.0,81.0
COCHABAMBA,otras vacunaciones,covid dosis unica,2021-11-01,115.0,131.0,1.0,0.0,116.0,131.0,247.0
COLPA BELGICA,otras vacunaciones,covid dosis unica,2021-11-01,6.0,9.0,0.0,0.0,6.0,9.0,15.0
COMANCHE,otras vacunaciones,covid dosis unica,2021-11-01,21.0,9.0,8.0,6.0,29.0,15.0,44.0
COMARAPA,otras vacunaciones,covid dosis unica,2021-11-01,7.0,9.0,12.0,8.0,19.0,17.0,36.0
COMBAYA,otras vacunaciones,covid dosis unica,2021-11-01,0.0,0.0,14.0,19.0,14.0,19.0,33.0
CONCEPCION,otras vacunaciones,covid dosis unica,2021-11-01,31.0,19.0,0.0,0.0,31.0,19.0,50.0
COPACABANA,otras vacunaciones,covid dosis unica,2021-11-01,15.0,14.0,13.0,13.0,28.0,27.0,55.0
CORIPATA,otras vacunaciones,covid dosis unica,2021-11-01,13.0,12.0,3.0,2.0,16.0,14.0,30.0
CORO CORO,otras vacunaciones,covid dosis unica,2021-11-01,22.0,35.0,66.0,74.0,88.0,109.0,197.0
COROICO,otras vacunaciones,covid dosis unica,2021-11-01,25.0,20.0,101.0,83.0,126.0,103.0,229.0
COTAGAITA,otras vacunaciones,covid dosis unica,2021-11-01,33.0,38.0,13.0,15.0,46.0,53.0,99.0
COTOCA,otras vacunaciones,covid dosis unica,2021-11-01,136.0,133.0,1.0,0.0,137.0,133.0,270.0
CUATRO CAÑADAS,otras vacunaciones,covid dosis unica,2021-11-01,83.0,65.0,23.0,18.0,106.0,83.0,189.0
CULPINA,otras vacunaciones,covid dosis unica,2021-11-01,53.0,48.0,9.0,12.0,62.0,60.0,122.0
DESAGUADERO,otras vacunaciones,covid dosis unica,2021-11-01,0.0,0.0,2.0,3.0,2.0,3.0,5.0
EL ALTO,otras vacunaciones,covid dosis unica,2021-11-01,2008.0,2247.0,2365.0,2376.0,4373.0,4623.0,8996.0
EL PUENTE(STC),otras vacunaciones,covid dosis unica,2021-11-01,2.0,3.0,0.0,0.0,2.0,3.0,5.0
EL PUENTE(TJA),otras vacunaciones,covid dosis unica,2021-11-01,34.0,28.0,38.0,32.0,72.0,60.0,132.0
EL TORNO,otras vacunaciones,covid dosis unica,2021-11-01,108.0,107.0,0.0,0.0,108.0,107.0,215.0
EL VILLAR,otras vacunaciones,covid dosis unica,2021-11-01,0.0,0.0,7.0,3.0,7.0,3.0,10.0
ENTRE RIOS TRJ,otras vacunaciones,covid dosis unica,2021-11-01,36.0,37.0,20.0,7.0,56.0,44.0,100.0
ESCOMA,otras vacunaciones,covid dosis unica,2021-11-01,0.0,4.0,0.0,1.0,0.0,5.0,5.0
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid dosis unica,2021-11-01,5.0,1.0,15.0,14.0,20.0,15.0,35.0
GUANAY,otras vacunaciones,covid dosis unica,2021-11-01,36.0,37.0,65.0,82.0,101.0,119.0,220.0
GUAQUI,otras vacunaciones,covid dosis unica,2021-11-01,15.0,20.0,0.0,0.0,15.0,20.0,35.0
GUAYARAMERIN,otras vacunaciones,covid dosis unica,2021-11-01,134.0,155.0,222.0,260.0,356.0,415.0,771.0
HUACARETA,otras vacunaciones,covid dosis unica,2021-11-01,9.0,3.0,0.0,0.0,9.0,3.0,12.0
HUACHACALLA,otras vacunaciones,covid dosis unica,2021-11-01,191.0,19.0,0.0,0.0,191.0,19.0,210.0
HUANUNI,otras vacunaciones,covid dosis unica,2021-11-01,1.0,4.0,0.0,0.0,1.0,4.0,5.0
HUARACAJE,otras vacunaciones,covid dosis unica,2021-11-01,29.0,10.0,0.0,0.0,29.0,10.0,39.0
HUARINA,otras vacunaciones,covid dosis unica,2021-11-01,3.0,6.0,0.0,1.0,3.0,7.0,10.0
HUATAJATA,otras vacunaciones,covid dosis unica,2021-11-01,0.0,4.0,3.0,3.0,3.0,7.0,10.0
ICHOCA,otras vacunaciones,covid dosis unica,2021-11-01,1.0,0.0,2.0,2.0,3.0,2.0,5.0
ICLA,otras vacunaciones,covid dosis unica,2021-11-01,6.0,4.0,13.0,22.0,19.0,26.0,45.0
INCAHUASI,otras vacunaciones,covid dosis unica,2021-11-01,23.0,27.0,7.0,18.0,30.0,45.0,75.0
INQUISIVI,otras vacunaciones,covid dosis unica,2021-11-01,17.0,8.0,76.0,69.0,93.0,77.0,170.0
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid dosis unica,2021-11-01,70.0,89.0,32.0,29.0,102.0,118.0,220.0
IXIAMAS,otras vacunaciones,covid dosis unica,2021-11-01,56.0,51.0,221.0,188.0,277.0,239.0,516.0
JESUS DE MACHACA,otras vacunaciones,covid dosis unica,2021-11-01,19.0,25.0,0.0,1.0,19.0,26.0,45.0
LA ASUNTA,otras vacunaciones,covid dosis unica,2021-11-01,19.0,16.0,1.0,4.0,20.0,20.0,40.0
LA GUARDIA,otras vacunaciones,covid dosis unica,2021-11-01,212.0,197.0,33.0,23.0,245.0,220.0,465.0
LA PAZ,otras vacunaciones,covid dosis unica,2021-11-01,316.0,317.0,34.0,36.0,350.0,353.0,703.0
LAGUNILLAS,otras vacunaciones,covid dosis unica,2021-11-01,3.0,7.0,0.0,0.0,3.0,7.0,10.0
LAJA,otras vacunaciones,covid dosis unica,2021-11-01,39.0,37.0,51.0,63.0,90.0,100.0,190.0
LICOMA PAMPA,otras vacunaciones,covid dosis unica,2021-11-01,0.0,0.0,4.0,1.0,4.0,1.0,5.0
LLALLAGUA,otras vacunaciones,covid dosis unica,2021-11-01,0.0,0.0,31.0,29.0,31.0,29.0,60.0
LLICA,otras vacunaciones,covid dosis unica,2021-11-01,6.0,4.0,1.0,4.0,7.0,8.0,15.0
MAIRANA,otras vacunaciones,covid dosis unica,2021-11-01,8.0,17.0,0.0,0.0,8.0,17.0,25.0
MALLA,otras vacunaciones,covid dosis unica,2021-11-01,0.0,0.0,7.0,8.0,7.0,8.0,15.0
MAPIRI,otras vacunaciones,covid dosis unica,2021-11-01,81.0,59.0,74.0,26.0,155.0,85.0,240.0
MINEROS,otras vacunaciones,covid dosis unica,2021-11-01,5.0,5.0,0.0,0.0,5.0,5.0,10.0
MIZQUE,otras vacunaciones,covid dosis unica,2021-11-01,84.0,99.0,9.0,11.0,93.0,110.0,203.0
MOCOMOCO,otras vacunaciones,covid dosis unica,2021-11-01,6.0,4.0,26.0,19.0,32.0,23.0,55.0
MOJINETE,otras vacunaciones,covid dosis unica,2021-11-01,0.0,0.0,3.0,1.0,3.0,1.0,4.0
MONTERO,otras vacunaciones,covid dosis unica,2021-11-01,164.0,131.0,0.0,0.0,164.0,131.0,295.0
MORO MORO,otras vacunaciones,covid dosis unica,2021-11-01,14.0,11.0,3.0,2.0,17.0,13.0,30.0
NAZACARA DE PACAJES,otras vacunaciones,covid dosis unica,2021-11-01,14.0,9.0,0.0,1.0,14.0,10.0,24.0
OCURI,otras vacunaciones,covid dosis unica,2021-11-01,14.0,19.0,52.0,50.0,66.0,69.0,135.0
OMEREQUE,otras vacunaciones,covid dosis unica,2021-11-01,3.0,2.0,9.0,11.0,12.0,13.0,25.0
ORURO,otras vacunaciones,covid dosis unica,2021-11-01,4.0,1.0,0.0,0.0,4.0,1.0,5.0
PALOS BLANCOS,otras vacunaciones,covid dosis unica,2021-11-01,26.0,23.0,123.0,128.0,149.0,151.0,300.0
PAPEL PAMPA,otras vacunaciones,covid dosis unica,2021-11-01,5.0,5.0,28.0,12.0,33.0,17.0,50.0
PASORAPA,otras vacunaciones,covid dosis unica,2021-11-01,5.0,5.0,0.0,0.0,5.0,5.0,10.0
PATACAMAYA,otras vacunaciones,covid dosis unica,2021-11-01,222.0,268.0,0.0,0.0,222.0,268.0,490.0
PAZÑA,otras vacunaciones,covid dosis unica,2021-11-01,7.0,3.0,0.0,0.0,7.0,3.0,10.0
PELECHUCO,otras vacunaciones,covid dosis unica,2021-11-01,0.0,0.0,13.0,7.0,13.0,7.0,20.0
POCOATA,otras vacunaciones,covid dosis unica,2021-11-01,0.0,0.0,2.0,3.0,2.0,3.0,5.0
PORONGO,otras vacunaciones,covid dosis unica,2021-11-01,63.0,12.0,0.0,0.0,63.0,12.0,75.0
PORTACHUELO,otras vacunaciones,covid dosis unica,2021-11-01,7.0,3.0,0.0,0.0,7.0,3.0,10.0
POSTRER VALLE,otras vacunaciones,covid dosis unica,2021-11-01,4.0,1.0,0.0,0.0,4.0,1.0,5.0
POTOSI,otras vacunaciones,covid dosis unica,2021-11-01,97.0,65.0,0.0,0.0,97.0,65.0,162.0
PUCARA,otras vacunaciones,covid dosis unica,2021-11-01,4.0,1.0,0.0,0.0,4.0,1.0,5.0
PUCARANI,otras vacunaciones,covid dosis unica,2021-11-01,76.0,79.0,80.0,75.0,156.0,154.0,310.0
PUERTO ACOSTA,otras vacunaciones,covid dosis unica,2021-11-01,5.0,6.0,7.0,3.0,12.0,9.0,21.0
