,group,variable,month,ANTIROTAVIRÍCA 2DA DOSIS DENTRO,ANTIROTAVIRÍCA 2DA DOSIS DENTRO,ANTIROTAVIRÍCA 2DA DOSIS FUERA,ANTIROTAVIRÍCA 2DA DOSIS FUERA,TOTALES
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,0,1,3,0,4
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,8,5,2,4,19
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,4,3,0,0,7
CURVA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,0,0,0,1,1
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,6,4,1,1,12
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,618,589,170,167,1544
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,6,8,2,3,19
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,8,12,1,2,23
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,43,36,5,6,90
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,4,0,0,1,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,14,15,5,6,40
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,49,67,1,0,117
ESCARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,0,0,1,0,1
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,0,4,0,0,4
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,2,5,1,0,8
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,0,0,2,1,3
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,1,4,1,0,6
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,12,12,1,1,26
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,4,3,4,9,20
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,16,19,0,0,35
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,3,6,2,5,16
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,6,17,2,4,29
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,1,2,0,1,4
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,37,44,1,2,84
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,4,5,7,4,20
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,4,5,1,1,11
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,1,1,0,1,3
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,1,1,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,7,14,0,2,23
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,5,3,0,1,9
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,0,0,2,1,3
HUATAJATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,0,0,0,1,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,0,2,1,0,3
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,1,2,2,2,7
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,0,3,1,4,8
ICLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,4,1,1,5,11
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,3,4,6,3,16
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,1,2,0,0,3
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,3,5,2,4,14
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,5,12,2,2,21
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,5,3,4,1,13
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,6,6,3,1,16
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,30,40,5,3,78
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,84,95,0,0,179
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,575,552,5,8,1140
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,2,2,0,1,5
LAJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,10,15,4,1,30
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,2,1,2,1,6
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,0,1,0,2,3
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,15,16,30,29,90
LLICA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,1,1,0,0,2
LORETO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,1,1,1,3,6
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,2,5,0,1,8
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,2,4,0,0,6
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,9,5,1,2,17
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,11,16,6,9,42
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,17,14,0,0,31
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,17,13,0,0,30
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,4,5,2,0,11
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,21,15,1,1,38
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,18,19,4,8,49
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,3,3,8,6,20
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,5,7,1,3,16
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,19,20,0,1,40
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,148,141,4,4,297
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,0,4,3,1,8
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,2,1,6,5,14
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,1,2,2,2,7
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,2,2,0,0,4
OCURI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,3,3,4,3,13
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,16,14,0,1,31
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,3,4,4,1,12
ORURO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,276,273,14,12,575
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,10,25,1,0,36
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,4,7,0,0,11
PAILON,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,27,16,27,15,85
PALCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,10,9,6,3,28
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,22,17,5,7,51
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,3,2,1,0,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,9,8,1,0,18
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,1,2,0,0,3
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,0,2,1,1,4
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,16,20,1,4,41
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,2,2,2,2,8
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,2,2,1,2,7
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,0,8,13,15,36
POCONA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,5,2,2,5,14
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,10,5,1,4,20
POOPO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,2,5,0,0,7
PORCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,7,14,2,2,25
POROMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,7,3,2,3,15
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,6,6,4,1,17
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,24,26,0,0,50
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,4,4,1,2,11
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,1,0,0,0,1
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,191,179,13,16,399
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,4,0,2,0,6
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,21,12,3,7,43
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,0,1,6,1,8
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,4,5,5,2,16
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,1,3,4,4,12
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,1,0,0,1,2
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,8,6,3,0,17
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,7,5,1,1,14
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,1,1,0,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,18,20,2,1,41
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,64,81,4,1,150
PUNA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,5,6,6,4,21
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,20,20,4,1,45
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,83,80,54,50,267
QUIME,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,3,6,0,1,10
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,2,6,8,8,24
REYES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,13,11,3,4,31
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,115,101,5,7,228
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,13,16,0,0,29
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,14,18,0,0,32
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,0,1,1,0,2
SACABA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,96,117,15,22,250
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,4,2,1,0,7
SACACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,10,12,8,8,38
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,8,9,0,0,17
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,5,5,4,5,19
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,6,5,1,2,14
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,3,11,4,2,20
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,0,2,0,1,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,2,1,0,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,5,3,1,0,9
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,8,7,1,1,17
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,38,36,11,7,92
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,17,8,2,0,27
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,22,17,1,0,40
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,12,18,9,3,42
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,46,45,7,7,105
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,1,0,1,2,4
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,5,8,3,1,17
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,12,4,0,2,18
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,13,14,8,6,41
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,10,5,0,0,15
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,26,32,4,9,71
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,9,6,1,2,18
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,20,23,1,1,45
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,14,12,12,6,44
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,18,11,1,0,30
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,11,9,1,2,23
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,4,1,0,0,5
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,11,19,1,0,31
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,13,15,14,8,50
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,2,6,1,2,11
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,3,1,1,0,5
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,3,7,0,1,11
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,1,2,1,2,6
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,13,7,0,0,20
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,20,20,0,0,40
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,1439,1439,37,31,2946
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,7,2,0,0,9
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,12,12,0,2,26
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,1,3,2,1,7
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,2,2,2,1,7
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,2,1,0,2,5
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,3,1,0,0,4
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,2,11,0,0,13
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,1,1,1,2,5
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,4,4,1,4,13
SENA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,6,8,4,3,21
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,19,32,4,4,59
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,11,8,6,6,31
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,2,1,0,0,3
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,47,57,7,7,118
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,1,1,3,3,8
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,8,4,1,1,14
SORATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,9,5,7,3,24
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,254,257,6,3,520
TACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,1,0,0,0,1
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,4,4,0,1,9
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,1,5,3,2,11
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,5,4,0,1,10
TAHUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,2,0,0,0,2
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,15,17,7,8,47
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,4,5,4,4,17
TARACO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,0,2,0,0,2
TARATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,3,5,0,1,9
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,197,198,7,3,405
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,6,4,3,5,18
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,10,7,4,3,24
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,7,11,2,1,21
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,8,3,3,5,19
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,7,9,1,2,19
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,48,60,8,22,138
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,5,9,9,11,34
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,0,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,11,8,1,0,20
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,4,1,3,1,9
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,3,3,0,2,8
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,8,1,2,2,13
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,8,5,2,4,19
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,3,2,4,5,14
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,6,11,6,6,29
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,3,3,0,0,6
TRIGAL,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,1,0,0,0,1
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,96,97,15,18,226
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,31,37,4,2,74
TURCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,3,0,0,0,3
UMALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,3,5,0,4,12
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,16,18,6,10,50
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,13,11,0,5,29
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,4,9,0,0,13
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,19,28,2,6,55
VACAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,0,1,3,3,7
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,14,14,1,3,32
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,48,42,0,2,92
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,0,0,0,3,3
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,9,4,2,3,18
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,42,41,6,6,95
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,1,1,1,1,4
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,3,6,4,4,17
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,1,9,2,4,16
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,70,68,3,3,144
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,6,8,1,0,15
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,35,31,5,3,74
VINTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,33,42,20,21,116
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,2,2,2,2,8
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,1,3,0,1,5
WARNES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,118,116,3,5,242
YACO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,2,7,0,0,9
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,99,85,7,7,198
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,7,6,0,2,15
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,3,4,1,0,8
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,35,44,10,9,98
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,6,9,2,3,20
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,5,5,2,3,15
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,0,0,6,1,7
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-10-01,2,4,4,2,12
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-11-01,2,1,3,2,8
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-11-01,15,11,3,4,33
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-11-01,7,9,7,8,31
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-11-01,13,12,10,3,38
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-11-01,1,0,0,1,2
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-11-01,1,4,0,0,5
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-11-01,6,6,2,2,16
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-11-01,4,5,3,1,13
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-11-01,4,2,1,1,8
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-11-01,3,2,0,0,5
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-11-01,2,3,2,1,8
APOLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-11-01,8,12,2,1,23
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-11-01,1,1,0,2,4
ARANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-11-01,8,15,0,0,23
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-11-01,16,10,2,2,30
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-11-01,9,7,2,4,22
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-11-01,36,23,0,0,59
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2016-11-01,7,9,5,2,23
