,group,variable,month,INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS DENTRO,INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS DENTRO,INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS FUERA,INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS FUERA,TOTALES
MONTEAGUDO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,13,16,0,0,29
MONTERO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,34,36,1,1,72
MORO MORO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,3,1,0,0,4
OCURI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,2,1,0,0,3
OMEREQUE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,1,0,0,0,1
ORURO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,154,170,10,18,352
PADCAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,3,3,0,0,6
PAILON,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,0,0,1,0,1
PALOS BLANCOS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,4,3,0,2,9
PAPEL PAMPA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,1,1,0,0,2
POCOATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,0,0,1,2,3
POJO (CBBA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,2,3,0,0,5
POOPO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,2,1,0,0,3
POROMA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,4,0,0,1,5
PORVENIR,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,2,2,1,3,8
POTOSI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,39,32,1,1,73
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,2,3,1,0,6
PUERTO RICO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,6,6,0,0,12
PUERTO SUAREZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,11,6,0,0,17
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,14,7,0,0,21
PUNA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,1,2,2,0,5
QUILLACOLLO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,23,12,2,6,43
QUIME,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,1,4,0,1,6
RAVELO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,4,2,6,2,14
REYES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,8,5,0,0,13
RIBERALTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,12,17,0,1,30
SACABA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,86,89,47,79,301
SACABAMBA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,1,0,2,0,3
SACACA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,1,4,1,2,8
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,5,2,0,2,9
SAN ANDRES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,8,12,2,1,23
SAN BORJA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,26,22,14,11,73
SAN IGNACIO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,18,12,3,0,33
SAN JOAQUIN,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,4,9,2,1,16
SAN LORENZO(PND),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,2,1,11,11,25
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,13,5,0,0,18
SAN LUCAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,2,3,1,0,6
SAN PEDRO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,7,2,1,0,10
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,0,0,1,0,1
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,1,0,0,0,1
SAN PEDRO(PND),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,3,0,1,0,4
SANTA ANA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,10,7,0,0,17
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,297,291,1,4,593
SANTA ROSA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,4,4,25,27,60
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,1,1,3,2,7
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,2,1,0,0,3
SANTIVAÑES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,0,2,4,1,7
SAPAHAQUI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,4,3,1,0,8
SENA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,5,6,2,2,15
SHINAOTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,9,12,1,1,23
SICAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,0,1,0,1,2
SIPE SIPE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,23,13,7,7,50
SOPACHUY,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,0,0,1,0,1
SORATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,3,6,6,2,17
SUCRE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,100,124,8,8,240
TAPACARI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,1,1,0,1,3
TARIJA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,77,60,12,14,163
TINGUIPAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,1,0,2,1,4
TIPUANI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,2,5,2,4,13
TIQUIPAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,6,11,3,9,29
TOCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,1,4,0,1,6
TOLATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,0,1,0,0,1
TOMAVE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,3,3,0,0,6
TOTORA(CBBA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,4,3,0,0,7
TRIGAL,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,1,0,1,2,4
TRINIDAD,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,36,36,1,1,74
TUPIZA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,2,4,0,0,6
UNCIA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,1,5,5,0,11
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,3,3,0,0,6
UYUNI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,6,5,0,1,12
VALLEGRANDE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,9,14,2,0,25
VILA VILA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,0,0,0,1,1
VILLA CHARCAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,10,11,0,0,21
VILLA MONTES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,9,16,9,6,40
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,1,0,1,0,2
VILLA TUNARI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,17,22,4,1,44
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,0,0,0,1,1
VILLAZON,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,2,4,0,0,6
VINTO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,13,13,3,7,36
WARNES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,3,8,0,0,11
YACUIBA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,64,59,9,2,134
YAMPARAEZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,6,1,1,2,10
ZUDAÑEZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-09-01,1,2,0,2,5
ACHACACHI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,9,6,0,0,15
ALALAY,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,0,2,3,5
ALTO BENI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,2,0,1,3
ANDAMARCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,2,1,0,3
APOLO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,2,5,2,0,9
ATOCHA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,2,2,1,0,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,15,12,14,5,46
BATALLAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,2,1,1,0,4
BAURES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,3,4,0,0,7
BELLA FLOR,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,2,0,1,3
BERMEJO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,3,7,3,5,18
BETANZOS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,4,2,3,2,11
BOLPEBRA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,0,1,0,1
BUENA VISTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,6,7,1,2,16
CABEZAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,6,8,11,3,28
CAJUATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,1,1,0,0,2
CAMIRI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,7,14,0,1,22
CARACOLLO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,13,8,0,0,21
CHARAGUA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,5,8,0,2,15
CHIMORE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,1,6,0,0,7
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,7,8,0,0,15
CHUMA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,0,1,1,2
CLIZA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,7,22,3,2,34
COBIJA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,28,56,8,11,103
COCHABAMBA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,167,168,5,4,344
"COLCHA ""K""",vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,4,1,0,0,5
COLOMI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,17,33,10,11,71
COLQUECHACA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,2,2,4,5,13
COLQUIRI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,3,7,0,0,10
COPACABANA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,2,1,0,0,3
COROICO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,4,1,1,0,6
CORQUE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,1,2,0,3
COTAGAITA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,2,0,0,2
CUEVO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,2,2,6,10
EL ALTO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,7,4,0,0,11
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,12,4,2,1,19
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,1,2,2,5
EXALTACION,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,2,2,0,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,8,9,2,1,20
FILADELFIA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,2,2,7,5,16
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,3,5,2,10
GUANAY,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,3,2,1,0,6
GUTIERREZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,0,2,4,6
HUANUNI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,6,12,3,1,22
HUARACAJE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,3,1,0,0,4
HUAYLLAMARCA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,2,3,1,0,6
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,4,3,1,3,11
INQUISIVI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,2,0,0,0,2
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,5,4,0,0,9
LA ASUNTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,4,4,0,0,8
LA PAZ,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,39,37,0,0,76
LAGUNILLAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,6,11,4,5,26
LAS CARRERAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,1,0,1,2
MAGDALENA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,4,1,6,1,12
MAPIRI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,2,4,0,0,6
MIZQUE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,8,13,2,2,25
MOJOCOYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,2,0,0,2
MONTEAGUDO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,15,8,0,2,25
MONTERO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,97,97,0,0,194
MORO MORO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,2,2,2,0,6
MOROCHATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,4,2,16,21,43
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,1,1,2,0,4
OMEREQUE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,0,3,1,4
ORURO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,139,120,4,2,265
PADCAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,3,1,0,0,4
PALOS BLANCOS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,0,3,3,6
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,2,2,2,0,6
PAPEL PAMPA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,1,0,0,1
PAZÑA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,1,1,5,7
POCONA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,1,1,0,0,2
POJO (CBBA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,5,1,3,0,9
POOPO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,3,2,0,0,5
PORVENIR,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,2,5,0,0,7
POTOSI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,97,89,4,6,196
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,1,0,3,3,7
PUERTO RICO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,2,1,0,3
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,11,20,0,0,31
PUNA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,6,2,0,0,8
QUILLACOLLO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,40,45,20,18,123
QUIME,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,3,4,0,0,7
RAVELO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,1,0,2,3,6
REYES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,3,1,0,0,4
RIBERALTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,11,17,3,4,35
ROBORE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,17,12,0,3,32
SACABA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,85,65,163,181,494
SACABAMBA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,1,3,2,6
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,2,1,4,4,11
SAN ANDRES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,4,1,0,0,5
SAN BENITO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,0,0,2,2
SAN BORJA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,5,6,1,0,12
SAN IGNACIO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,13,12,0,0,25
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,0,1,1,2
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,10,13,4,3,30
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,8,10,1,0,19
SAN LORENZO(PND),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,4,2,3,3,12
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,2,7,0,0,9
SAN MATIAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,18,13,0,0,31
SAN PEDRO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,8,2,0,1,11
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,2,2,1,2,7
SANTA ANA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,14,12,0,0,26
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,92,89,0,0,181
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,1,2,4,7
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,1,0,0,1
SANTIVAÑES,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,2,3,0,1,6
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,2,3,2,1,8
SAPAHAQUI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,2,1,0,3
SENA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,7,6,2,2,17
SHINAOTA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,8,12,0,1,21
SICAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,2,1,2,5
SORATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,7,4,2,3,16
SUCRE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,127,137,8,6,278
TACACOMA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,2,1,0,0,3
TAPACARI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,1,0,2,3
TARATA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,1,0,0,0,1
TARIJA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,41,57,0,0,98
TINGUIPAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,0,0,1,1
TIPUANI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,1,1,0,0,2
TIQUIPAYA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,11,12,11,15,49
TOCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,1,0,0,1,2
TOTORA(CBBA),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,4,1,3,4,12
TRINIDAD,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,39,36,1,1,77
TUPIZA,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,2,3,0,1,6
TURCO,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,1,0,0,1
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,0,0,3,2,5
UYUNI,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,12,8,0,0,20
VALLEGRANDE,vacunaciones en menores de 1 ano,influenza estacional (6m a 11 m) 1ra. dosis,2016-10-01,12,14,0,0,26
