,group,variable,month,ANTINEUMOCÓCICA 2DA DOSIS DENTRO,ANTINEUMOCÓCICA 2DA DOSIS DENTRO,ANTINEUMOCÓCICA 2DA DOSIS FUERA,ANTINEUMOCÓCICA 2DA DOSIS FUERA,TOTALES
ESCOMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,0,4,0,0,4
EUCALIPTUS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,2,6,1,0,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,0,0,2,1,3
EXALTACION,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,1,3,1,0,5
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,16,16,0,1,33
FILADELFIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,3,3,4,10,20
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,16,18,0,0,34
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,3,6,2,5,16
GUANAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,6,17,2,5,30
GUAQUI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,1,2,0,1,4
GUAYARAMERIN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,45,50,2,4,101
GUTIERREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,4,5,7,4,20
HUACARETA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,4,5,1,1,11
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,1,1,1,0,3
HUACHACALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,1,1,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,8,14,0,2,24
HUARACAJE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,5,3,0,1,9
HUARINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,0,0,2,1,3
HUATAJATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,0,0,0,1,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,0,2,1,0,3
HUMANATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,1,2,3,2,8
ICHOCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,0,3,1,4,8
ICLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,4,1,1,5,11
INCAHUASI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,3,4,6,3,16
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,1,2,1,1,5
INQUISIVI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,3,5,2,4,14
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,6,12,2,2,22
IXIAMAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,5,4,4,1,14
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,6,6,3,1,16
LA ASUNTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,33,45,5,4,87
LA GUARDIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,89,98,1,0,188
LA PAZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,580,546,5,7,1138
LAGUNILLAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,2,2,0,1,5
LAJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,11,17,3,1,32
LAS CARRERAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,2,1,2,1,6
LICOMA PAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,0,1,0,2,3
LLALLAGUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,15,16,30,29,90
LLICA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,1,1,0,0,2
LORETO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,1,1,1,2,5
LURIBAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,2,5,0,1,8
MACHACAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,2,4,0,0,6
MACHARETI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,9,5,1,2,17
MAGDALENA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,9,11,5,7,32
MAIRANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,14,13,0,0,27
MAPIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,17,13,0,0,30
MECAPACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,4,5,2,0,11
MINEROS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,22,18,1,1,42
MIZQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,18,20,5,8,51
MOCOMOCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,3,3,8,6,20
MOJOCOYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,5,7,1,3,16
MONTEAGUDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,20,20,1,1,42
MONTERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,156,141,6,5,308
MORO MORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,0,4,3,1,8
MOROCHATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,2,1,7,4,14
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,1,2,2,2,7
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,2,2,0,0,4
OCURI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,3,3,5,3,14
OKINAWA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,16,15,0,2,33
OMEREQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,2,4,5,1,12
ORURO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,299,283,16,13,611
PADCAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,10,22,1,0,33
PADILLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,4,7,0,0,11
PAILON,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,25,18,30,18,91
PALCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,10,9,5,3,27
PALOS BLANCOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,22,17,5,7,51
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,3,2,1,0,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,9,7,1,0,17
PAPEL PAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,1,2,0,0,3
PASORAPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,0,2,1,1,4
PATACAMAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,17,20,1,5,43
PAZÑA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,2,3,2,2,9
PELECHUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,2,2,1,2,7
POCOATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,0,8,13,15,36
POCONA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,5,2,2,5,14
POJO (CBBA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,11,5,1,4,21
POOPO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,2,5,0,0,7
PORCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,7,14,2,2,25
POROMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,7,3,2,3,15
PORONGO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,5,9,4,1,19
PORTACHUELO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,24,26,0,0,50
PORVENIR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,4,4,2,2,12
POSTRER VALLE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,1,0,0,0,1
POTOSI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,200,177,16,17,410
PRESTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,4,0,2,0,6
PUCARANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,19,12,4,8,43
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,0,1,6,1,8
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,4,5,5,2,16
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,1,3,4,5,13
PUERTO PEREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,1,0,0,1,2
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,8,7,5,0,20
PUERTO RICO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,8,6,1,3,18
PUERTO SILES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,1,1,0,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,18,20,2,1,41
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,67,86,4,2,159
PUNA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,5,6,6,3,20
PUNATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,22,22,4,2,50
QUILLACOLLO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,85,83,62,54,284
QUIME,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,3,6,0,1,10
RAVELO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,2,6,8,8,24
REYES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,13,11,3,4,31
RIBERALTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,129,125,7,9,270
ROBORE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,10,15,0,0,25
RURRENABAQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,14,22,0,0,36
SABAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,0,1,1,0,2
SACABA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,98,119,16,24,257
SACABAMBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,4,2,1,0,7
SACACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,10,13,8,8,39
SAIPINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,9,8,0,0,17
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,5,5,4,5,19
SAMAIPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,7,7,2,2,18
SAN ANDRES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,4,11,4,3,22
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,0,2,0,1,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,2,1,0,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,5,3,1,0,9
SAN BENITO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,8,7,1,1,17
SAN BORJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,44,39,11,8,102
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,17,8,3,0,28
SAN CARLOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,21,17,2,0,40
SAN IGNACIO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,12,18,6,5,41
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,47,45,6,7,105
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,1,0,1,2,4
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,5,8,3,1,17
SAN JOAQUIN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,12,6,0,0,18
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,14,14,11,11,50
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,10,5,0,0,15
SAN JULIAN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,22,27,4,9,62
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,10,11,1,3,25
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,20,19,0,2,41
SAN LUCAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,14,12,10,6,42
SAN MATIAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,18,11,1,0,30
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,11,9,1,2,23
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,3,1,0,0,4
SAN PEDRO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,11,19,1,0,31
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,13,15,14,8,50
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,4,7,1,2,14
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,2,0,2,0,4
SAN RAFAEL,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,3,7,0,1,11
SAN RAMON BENI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,1,2,1,2,6
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,13,7,0,0,20
SANTA ANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,20,20,0,0,40
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,1493,1506,42,39,3080
SANTA ROSA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,7,4,0,0,11
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,13,10,0,2,25
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,1,4,2,1,8
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,2,2,2,1,7
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,3,1,0,2,6
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,3,1,0,0,4
SANTIVAÑES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,2,12,0,0,14
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,1,1,1,2,5
SAPAHAQUI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,4,4,1,4,13
SENA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,8,6,6,3,23
SHINAOTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,18,32,5,4,59
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,12,9,6,6,33
SICAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,2,1,0,0,3
SIPE SIPE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,55,71,7,7,140
SOPACHUY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,1,1,3,3,8
SORACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,9,4,2,1,16
SORATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,8,6,8,3,25
SUCRE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,258,259,7,2,526
TACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,1,0,0,0,1
TACACOMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,4,4,0,1,9
TACOBAMBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,1,5,3,2,11
TACOPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,5,4,0,1,10
TAHUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,2,0,0,0,2
TAPACARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,15,17,7,8,47
TARABUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,4,5,4,4,17
TARACO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,0,2,0,0,2
TARATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,3,5,0,1,9
TARIJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,197,198,8,3,406
TARVITA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,6,5,3,5,19
TEOPONTE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,10,7,4,3,24
TIAWANACU,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,7,11,2,1,21
TINGUIPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,8,3,4,6,21
TIPUANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,7,10,1,2,20
TIQUIPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,46,59,9,23,137
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,5,9,10,12,36
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,0,0,2,0,2
TOCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,11,8,1,0,20
TOLATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,3,1,4,1,9
TOLEDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,3,3,0,2,8
TOMAVE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,8,1,2,2,13
TOMINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,8,5,2,4,19
TORO TORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,3,2,4,5,14
TOTORA(CBBA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,6,11,6,6,29
TOTORA(ORR),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,3,3,0,0,6
TRIGAL,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,1,0,0,0,1
TRINIDAD,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,96,100,15,17,228
TUPIZA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,31,37,5,2,75
TURCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,3,0,0,0,3
UMALA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,3,4,0,5,12
UNCIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,16,18,6,11,51
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,13,12,0,5,30
URUBICHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,4,9,0,0,13
UYUNI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,16,27,2,5,50
VACAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,0,1,4,4,9
VALLEGRANDE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,15,14,2,3,34
VIACHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,50,42,0,2,94
VILA VILA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,0,0,0,4,4
VILLA CHARCAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,9,4,2,3,18
VILLA MONTES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,42,41,9,6,98
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,1,1,1,1,4
VILLA RIVERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,3,7,4,4,18
VILLA SERRANO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,1,9,2,4,16
VILLA TUNARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,72,65,6,3,146
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,6,8,1,0,15
VILLAZON,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,36,31,5,3,75
VINTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,35,43,22,21,121
VITICHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,3,2,2,3,10
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,1,3,0,1,5
WARNES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,122,112,3,5,242
YACO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,2,7,0,0,9
YACUIBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,99,87,9,9,204
YAMPARAEZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,7,6,0,2,15
YANACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,3,5,1,0,9
YAPACANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,35,44,10,9,98
YOCALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,8,10,1,0,19
YOTALA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,5,5,2,3,15
YUNCHARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,0,0,6,2,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-10-01,2,4,4,3,13
ACACIO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,2,1,3,2,8
ACHACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,15,12,3,5,35
ACHOCALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,7,10,7,8,32
AIQUILE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,13,12,10,3,38
ALALAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,1,0,0,1,2
ALCALA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,1,4,0,0,5
ALTO BENI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,6,6,2,2,16
ANCORAIMES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,4,5,3,1,13
ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,4,2,1,1,8
ANTEQUERA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,3,2,0,0,5
ANZALDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,2,3,2,1,8
APOLO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,8,13,2,1,24
ARAMPAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,1,1,0,2,4
ARANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,8,15,0,0,23
ARBIETO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,17,11,2,3,33
ARQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,10,7,2,4,23
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,39,21,1,0,61
ATOCHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,7,12,3,2,24
AUCAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,3,1,3,1,8
AYATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,2,1,1,0,4
AYO AYO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,9,5,3,4,21
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,7,10,4,5,26
AZURDUY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,3,2,3,3,11
BATALLAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,8,5,0,2,15
BAURES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,3,1,0,0,4
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,0,0,1,1,2
BELLA FLOR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,1,3,1,4,9
BERMEJO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,29,24,4,6,63
BETANZOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,10,9,2,9,30
BOLIVAR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,2,1,0,2,5
BOLPEBRA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,1,0,1,0,2
BOYUIBE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,4,2,1,1,8
BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,14,9,0,0,23
CABEZAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,17,22,7,13,59
CAIROMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,5,5,2,4,16
"CAIZA ""D""",vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-11-01,6,7,2,3,18
