,group,variable,month,TOTAL ANTIAMARÍLICA DOSIS ÚNICA DENTRO,TOTAL ANTIAMARÍLICA DOSIS ÚNICA DENTRO,TOTAL ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTAL ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES
PADCAYA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,0,0,2,2
PAILON,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,1,2,0,2,5
PALCA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,0,2,1,3
PELECHUCO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,2,0,0,2
POCOATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,0,1,0,1
POROMA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,22,18,16,15,71
PORONGO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,1,0,2,3
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,2,2,1,0,5
POSTRER VALLE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,0,0,1,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,13,16,4,2,35
PUCARANI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,2,0,0,2
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,4,0,0,4
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,1,1,0,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,1,1,0,0,2
QUIABAYA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,0,1,1,2
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,4,2,9,3,18
QUIME,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,2,0,0,0,2
REYES,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,3,1,0,1,5
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,5,1,4,1,11
ROBORE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,0,0,1,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,1,0,1,2
SACABA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,3,6,0,3,12
SACACA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,0,1,1,2
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,4,6,1,1,12
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,6,2,5,5,18
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,1,0,0,0,1
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,0,10,0,10
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,1,2,0,0,3
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,1,7,2,10
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,1,2,0,1,4
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,1,0,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,0,7,3,10
SAN RAMON BENI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,1,2,2,5
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,1,0,22,24,47
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,81,94,3,9,187
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,0,1,3,4
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,0,1,1,2
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,0,0,1,1
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,0,1,0,1
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,1,1,0,0,2
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,1,1,1,4,7
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,1,1,2,4
SORACACHI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,2,2,2,4,10
SUCRE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,9,14,0,0,23
TACOBAMBA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,0,1,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,5,2,1,5,13
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,2,6,1,2,11
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,3,4,0,1,8
TOLATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,1,0,0,0,1
TOLEDO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,1,0,0,1
TORO TORO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,3,1,2,3,9
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,2,0,9,9,20
TUPIZA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,1,2,0,3
UNCIA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,0,0,1,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,1,0,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,4,2,0,0,6
VACAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,0,1,0,1
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,0,6,2,8
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,1,0,2,3,6
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,5,0,1,1,7
VILLAZON,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,1,1,0,2
VINTO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,1,2,6,6,15
VITICHI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,0,0,1,1
WARNES,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,10,14,0,0,24
YACUIBA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,4,1,0,1,6
YANACACHI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,0,1,0,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,1,0,1,1,3
YOCALLA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-06-01,0,2,0,0,2
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,0,0,1,2
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,3,3,1,0,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,0,1,1
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,2,0,0,1,3
BETANZOS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,1,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,1,2,3
CAIROMA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,1,0,0,1
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,0,0,0,1
CAMARGO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,2,2,0,0,4
CAMIRI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,10,12,1,0,23
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,1,2,0,4
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,0,0,0,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,1,1,0,2
CARAPARI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,8,3,11
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,0,0,0,1
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,3,4,1,8
CHUA COCANI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,1,2,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,0,5,5
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,3,4,7
CLIZA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,1,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,2,7,3,13
COCAPATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,3,4,2,2,11
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,30,38,16,12,96
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,2,2,0,0,4
COLOMI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,1,1,0,2
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,1,2,0,3
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,6,7,13
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,2,0,0,0,2
CORIPATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,0,0,0,1
COROICO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,2,0,1,3
COTOCA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,7,0,0,8
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,0,0,0,1
CULPINA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,9,6,8,3,26
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,1,1,2
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,38,35,24,16,113
EL CHORO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,3,0,0,1,4
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,0,6,4,11
EL TORNO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,4,3,1,1,9
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,0,0,1,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,3,1,0,0,4
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,1,2,3
GUANAY,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,6,10,16
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,2,0,0,1,3
HUANUNI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,2,0,0,1,3
HUAYLLAMARCA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,2,0,0,1,3
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,2,1,0,4
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,4,5,4,1,14
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,48,42,5,3,98
LAJA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,1,0,0,2
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,47,71,35,42,195
LLICA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,1,2,3
LORETO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,6,4,0,2,12
MACHACAMARCA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,2,1,3
MAPIRI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,3,3,0,0,6
MECAPACA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,3,0,3
MIZQUE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,0,2,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,12,5,2,1,20
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,0,1,1
OCURI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,0,1,1
OKINAWA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,1,0,1,2
ORURO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,13,22,12,7,54
PADCAYA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,1,0,0,1
PAILON,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,3,12,7,23
PALCA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,2,3,3,9
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,5,3,1,0,9
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,1,0,0,1
POCOATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,1,2,3
PORONGO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,1,1,2
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,2,2,0,0,4
POTOSI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,4,0,0,5
PRESTO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,0,1,1
PUCARANI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,0,0,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,3,2,5
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,3,2,3,1,9
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,3,1,0,0,4
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,10,3,0,0,13
PUNATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,4,0,0,0,4
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,4,1,5,2,12
RAVELO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,5,4,9
REYES,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,2,3,5
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,2,2,1,1,6
ROBORE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,2,0,1,4
SACABA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,9,11,2,1,23
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,1,0,1
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,0,0,0,1
SAN AGUSTIN,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,0,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,0,1,1,3
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,0,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,3,5,11,20
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,2,0,1,3
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,3,1,1,1,6
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,2,0,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,3,0,9,11,23
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,1,11,2,15
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,1,0,0,2
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,198,197,18,24,437
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,6,2,22,11,41
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,2,1,3
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,1,1,0,3
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,4,4,0,0,8
SORACACHI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,0,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,10,10,1,0,21
TACACOMA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,0,1,1
TARABUCO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,1,0,1
TARATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,1,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,7,5,6,2,20
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,0,0,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,5,6,1,13
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,0,0,0,1
TOLEDO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,1,0,0,1
TORO TORO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,0,0,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,1,1,0,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,6,6,2,2,16
TUPIZA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,2,0,0,3
UNCIA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,2,2,5,7,16
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,1,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,8,5,0,0,13
VIACHA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,2,0,0,2
VILA VILA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,1,0,1
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,0,1,1
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,0,1,0,2
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,5,10,15
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,2,4,1,0,7
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,0,0,1,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,2,3,1,2,8
WARNES,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,14,6,0,0,20
YACUIBA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,10,7,2,20
YAPACANI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,3,0,0,4
YOCALLA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-07-01,1,0,1,0,2
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,0,1,1,3
ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,0,1,0,2
APOLO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,2,0,2
ARBIETO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,1,0,1
ARQUE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,1,8,1,11
ATOCHA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,0,0,0,1
BAURES,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,1,0,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,3,1,0,5
BETANZOS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,4,5,0,0,9
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,1,1,1,3
CABEZAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,2,1,3,5,11
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,0,0,0,1
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,1,1,2
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,1,0,0,0,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,1,0,4,5
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,3,0,3,3,9
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,2,3,5
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,2,6,0,1,9
CHIMORE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,3,3,3,2,11
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,2,3,0,0,5
CHUMA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,1,0,1
CLIZA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,2,0,0,2
COBIJA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,7,10,7,8,32
COCAPATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-08-01,0,0,1,0,1
