,group,variable,month,TOTAL PENTAVALENTE 1RA DOSIS DENTRO,TOTAL PENTAVALENTE 1RA DOSIS DENTRO,TOTAL PENTAVALENTE 1RA DOSIS FUERA,TOTAL PENTAVALENTE 1RA DOSIS FUERA,TOTALES
MALLA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,3,0,0,3
MONTERO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,1,0,1,0,2
OCURI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,1,0,1,4,6
ORURO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,1,5,3,0,9
PAILON,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,3,2,1,0,6
PALCA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,1,0,0,3,4
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,1,0,0,1
POROMA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,1,0,0,1
PORONGO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,1,1,0,2
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,1,0,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,2,3,3,4,12
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,0,1,1,2
REYES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,1,0,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,1,1,0,2
SACABA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,0,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,2,0,3,0,5
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,0,0,4,4
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,0,0,1,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,1,0,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,0,2,4,6
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,0,0,2,2
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,0,1,0,1
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,1,2,0,0,3
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,0,35,20,55
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,1,0,1,1,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,23,30,3,5,61
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,0,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,1,1,0,0,2
SORATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,1,0,0,2,3
SUCRE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,1,1,2,0,4
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,0,9,5,14
TIPUANI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,3,0,5,3,11
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,0,1,1,2
TOMAVE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,1,0,2,1,4
VACAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,1,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,1,1,0,1,3
YOCALLA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-11-01,0,0,1,0,1
ACACIO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,0,1,1,2
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,1,0,1,0,2
ARBIETO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,1,0,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,0,1,0,1
ATOCHA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,1,0,0,1
BETANZOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,2,0,0,0,2
CABEZAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,0,1,3,4
CAIROMA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,2,7,3,0,12
CALACOTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,0,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,2,0,0,0,2
CAQUIAVIRI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,0,2,0,2
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,2,1,0,3
CARIPUYO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,0,0,1,1
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,2,1,0,0,3
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,3,2,0,0,5
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,1,0,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,1,0,0,1
COMARAPA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,8,9,0,0,17
COROICO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,1,0,0,0,1
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,0,3,0,3
COTOCA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,5,4,0,0,9
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,0,1,1,2
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,4,9,3,7,23
EL TORNO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,1,1,1,3
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,1,0,0,1
EXALTACION,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,3,1,0,0,4
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,1,1,2,3,7
ICHOCA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,2,0,0,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,0,0,1,1
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,0,1,1,2
MALLA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,0,1,1,2
MOJINETE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,0,1,2,3
MONTERO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,0,1,3,4
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,0,3,8,11
ORURO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,5,0,0,5
PAILON,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,2,1,4,5,12
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,1,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,1,0,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,1,0,0,0,1
REYES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,0,2,2,4
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,2,0,0,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,1,0,0,1,2
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,1,2,2,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,0,1,0,1
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,0,1,1,2
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,0,4,3,7
SAN RAMON BENI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,10,20,5,3,38
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,1,6,1,8
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,1,0,0,0,1
SORACACHI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,0,6,6,12
SUCRE,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,0,0,1,1
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,1,0,2,2,5
TUPIZA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,0,2,2,4
VIACHA,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,1,0,0,0,1
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,1,0,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,1,0,0,0,1
WARNES,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,3,1,2,2,8
YAPACANI,vacunaciones en ninos de 2 a 3 anos,total pentavalente 1ra dosis,2015-12-01,0,0,1,0,1
