municipality,group,variable,month,Niños (as) 6 a 23 meses que reciben Alimento complementario: Nutribebé,TOTAL
UMALA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-09-01,93,93
UNCIA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-09-01,38,38
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-09-01,362,362
UYUNI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-09-01,368,368
VACAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-09-01,208,208
VILA VILA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-09-01,112,112
VILLA MONTES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-09-01,143,143
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-09-01,67,67
VILLA RIVERO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-09-01,56,56
VILLA SERRANO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-09-01,160,160
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-09-01,265,265
VILLAZON,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-09-01,731,731
VINTO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-09-01,450,450
VITICHI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-09-01,181,181
WALDO BALLIVIAN,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-09-01,41,41
YACUIBA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-09-01,1129,1129
YAMPARAEZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-09-01,174,174
YOCALLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-09-01,141,141
YOTALA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-09-01,240,240
YUNCHARA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-09-01,166,166
ZUDAÑEZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-09-01,205,205
ACACIO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,118,118
AIQUILE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,161,161
ALALAY,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,10,10
ALCALA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,71,71
ANDAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,80,80
ANTEQUERA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,56,56
ANZALDO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,46,46
APOLO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,115,115
ARANI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,211,211
ARBIETO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,16,16
ARQUE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,222,222
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,136,136
ATOCHA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,231,231
AYATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,204,204
AYO AYO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,110,110
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,394,394
AZURDUY,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,130,130
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,22,22
BELEN DE URMIRI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,36,36
BELLA FLOR,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,28,28
BERMEJO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,982,982
BETANZOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,167,167
BOLIVAR,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,32,32
BOLPEBRA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,1,1
BOYUIBE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,46,46
BUENA VISTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,1,1
"CAIZA ""D""",nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,118,118
CAJUATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,82,82
CALACOTO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,92,92
CALAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,3,3
CAMARGO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,394,394
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,89,89
CAMIRI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,9,9
CARACOLLO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,422,422
CARANAVI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,54,54
CARAPARI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,333,333
CATACORA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,34,34
CHACARILLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,23,23
CHALLAPATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,591,591
CHAQUI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,36,36
CHARAGUA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,102,102
CHAYANTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,153,153
CHIPAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,30,30
CHOQUE COTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,16,16
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,6,6
CLIZA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,219,219
COBIJA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,709,709
COIPASA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,27,27
COLCAPIRHUA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,413,413
"COLCHA ""K""",nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,2,2
COLLANA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,47,47
COLOMI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,297,297
COLPA BELGICA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,51,51
COLQUECHACA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,989,989
COLQUENCHA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,86,86
COLQUIRI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,7,7
COMANCHE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,38,38
COPACABANA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,70,70
CORQUE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,113,113
COTAGAITA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,153,153
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,13,13
CUEVO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,92,92
CULPINA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,373,373
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,103,103
CURVA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,54,54
EL ALTO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,3687,3687
EL CHORO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,85,85
EL PUENTE(STC),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,249,249
EL PUENTE(TJA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,226,226
EL VILLAR,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,104,104
ENTRE RIOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,654,654
EUCALIPTUS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,16,16
EXALTACION,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,6,6
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,66,66
FILADELFIA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,5,5
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,42,42
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,40,40
GUTIERREZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,164,164
HUACARETA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,167,167
HUACHACALLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,13,13
HUANUNI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,281,281
HUAYLLAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,68,68
ICHOCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,41,41
ICLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,213,213
INCAHUASI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,6,6
INGAVI (HUMAITA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,35,35
JESUS DE MACHACA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,41,41
LA ASUNTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,23,23
LA PAZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,382,382
LA RIVERA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,6,6
LAGUNILLAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,1,1
LAS CARRERAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,76,76
LICOMA PAMPA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,45,45
LLALLAGUA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,245,245
LLICA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,90,90
LURIBAY,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,91,91
MACHACAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,73,73
MACHARETI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,163,163
MAIRANA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,99,99
MALLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,33,33
MAPIRI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,12,12
MECAPACA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,6,6
MIZQUE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,376,376
MOJOCOYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,10,10
MONTEAGUDO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,613,613
MONTERO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,657,657
MORO MORO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,61,61
MOROCHATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,661,661
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,23,23
OCURI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,554,554
ORURO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,1426,1426
PADCAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,440,440
PADILLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,233,233
PAILON,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,146,146
PAMPA AULLAGAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,57,57
PAPEL PAMPA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,37,37
PASORAPA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,57,57
PAZÑA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,121,121
PELECHUCO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,53,53
POCOATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,640,640
POCONA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,218,218
POOPO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,82,82
POROMA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,82,82
PORVENIR,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,114,114
POSTRER VALLE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,25,25
POTOSI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,2,2
PRESTO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,226,226
PUCARANI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,159,159
PUERTO ACOSTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,277,277
PUERTO CARABUCO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,72,72
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,156,156
PUERTO PEREZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,26,26
PUERTO RICO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,111,111
PUERTO SILES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,3,3
PUERTO VILLARROEL,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,2,2
PUNA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,646,646
PUNATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,353,353
QUIABAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,8,8
QUILLACOLLO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,472,472
QUIRUSILLAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,37,37
RAVELO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,578,578
REYES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,13,13
RIBERALTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,1429,1429
ROBORE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,289,289
SABAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,24,24
SACABA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,1359,1359
SACABAMBA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,60,60
SACACA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,440,440
SAIPINA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,14,14
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,238,238
SAN AGUSTIN,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,36,36
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,23,23
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,3,3
SAN BENITO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,154,154
SAN IGNACIO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,375,375
SAN JOAQUIN,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,58,58
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,206,206
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,50,50
SAN LORENZO(PND),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,57,57
SAN LORENZO(TJA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,386,386
SAN LUCAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,848,848
SAN MATIAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,86,86
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,120,120
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,16,16
SAN PEDRO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,9,9
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,570,570
SAN PEDRO DE QUEMES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,6,6
SAN RAMON,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,15,15
SANTA ANA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,275,275
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,248,248
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,108,108
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,168,168
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,71,71
SAPAHAQUI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,182,182
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,343,343
SICAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,61,61
SIPE SIPE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,535,535
SOPACHUY,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,206,206
SORACACHI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,229,229
SUCRE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,37,37
TACOBAMBA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,199,199
TACOPAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,200,200
TAPACARI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,469,469
TARABUCO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,104,104
TARACO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,30,30
TARATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,153,153
TARIJA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,2586,2586
TARVITA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,376,376
TINGUIPAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,4,4
TIQUIPAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,409,409
TIRAQUE (CBBA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,6,6
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,11,11
TOCO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,47,47
TODOS SANTOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,6,6
TOLATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-10-01,67,67
