municipality,group,variable,month,Niños de 2 años a menores de 5 años con dosis completa de hierro,TOTAL
MONTERO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,332,332
MORO MORO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,14,14
MOROCHATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,253,253
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,11,11
NAZACARA DE PACAJES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,1,1
OCURI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,112,112
OKINAWA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,52,52
OMEREQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,36,36
ORURO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,428,428
PADCAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,71,71
PADILLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,3,3
PAILON,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,112,112
PALCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,2,2
PALOS BLANCOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,23,23
PAMPA AULLAGAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,3,3
PAMPA GRANDE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,36,36
PAPEL PAMPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,3,3
PASORAPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,12,12
PATACAMAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,3,3
PAZÑA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,31,31
PELECHUCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,14,14
POCOATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,128,128
POCONA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,30,30
POJO (CBBA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,71,71
POOPO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,19,19
PORCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,27,27
POROMA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,29,29
PORONGO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,46,46
PORTACHUELO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,44,44
PORVENIR,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,16,16
POSTRER VALLE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,15,15
POTOSI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,222,222
PRESTO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,11,11
PUCARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,2,2
PUCARANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,185,185
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,22,22
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,38,38
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,31,31
PUERTO PEREZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,4,4
PUERTO QUIJARRO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,5,5
PUERTO RICO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,31,31
PUERTO SILES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,6,6
PUERTO SUAREZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,47,47
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,199,199
PUNA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,145,145
PUNATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,40,40
QUIABAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,8,8
QUILLACOLLO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,664,664
QUIME,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,16,16
QUIRUSILLAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,2,2
RAVELO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,84,84
REYES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,85,85
RIBERALTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,466,466
ROBORE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,57,57
RURRENABAQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,43,43
SABAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,9,9
SACABA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,297,297
SACABAMBA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,6,6
SACACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,63,63
SAIPINA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,16,16
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,57,57
SAMAIPATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,72,72
SAN AGUSTIN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,5,5
SAN ANDRES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,31,31
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,11,11
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,6,6
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,43,43
SAN BENITO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,69,69
SAN BORJA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,346,346
SAN BUENA VENTURA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,32,32
SAN CARLOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,23,23
SAN IGNACIO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,166,166
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,187,187
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,10,10
SAN JAVIER(STC),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,75,75
SAN JOAQUIN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,81,81
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,49,49
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,71,71
SAN JULIAN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,30,30
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,27,27
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,46,46
SAN LUCAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,97,97
SAN MATIAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,14,14
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,54,54
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,11,11
SAN PEDRO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,64,64
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,115,115
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,40,40
SAN PEDRO DE QUEMES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,4,4
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,1,1
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,18,18
SAN RAFAEL,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,25,25
SAN RAMON,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,23,23
SAN RAMON,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,125,125
SANTA ANA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,95,95
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,933,933
SANTA ROSA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,39,39
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,59,59
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,18,18
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,24,24
SANTIVAÑES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,12,12
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,2,2
SAPAHAQUI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,44,44
SENA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,3,3
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,58,58
SICAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,8,8
SIPE SIPE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,137,137
SOPACHUY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,11,11
SORACACHI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,25,25
SORATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,121,121
SUCRE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,2312,2312
TACACHI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,7,7
TACACOMA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,19,19
TACOBAMBA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,34,34
TACOPAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,36,36
TAHUA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,3,3
TAPACARI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,150,150
TARABUCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,5,5
TARACO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,28,28
TARATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,17,17
TARIJA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,591,591
TARVITA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,11,11
TEOPONTE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,61,61
TIAWANACU,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,53,53
TINGUIPAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,105,105
TIPUANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,14,14
TIQUIPAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,360,360
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,146,146
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,4,4
TOCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,16,16
TOLATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,23,23
TOLEDO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,17,17
TOMAVE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,6,6
TOMINA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,7,7
TORO TORO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,46,46
TOTORA(CBBA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,40,40
TOTORA(ORR),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,20,20
TRIGAL,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,6,6
TRINIDAD,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,138,138
TUPIZA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,79,79
TURCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,16,16
UMALA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,11,11
UNCIA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,98,98
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,59,59
UYUNI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,27,27
VACAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,88,88
VALLEGRANDE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,103,103
VIACHA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,104,104
VILA VILA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,30,30
VILLA MONTES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,111,111
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,24,24
VILLA RIVERO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,5,5
VILLA SERRANO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,28,28
VILLA TUNARI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,196,196
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,52,52
VILLAZON,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,87,87
VINTO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,92,92
VITICHI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,41,41
WALDO BALLIVIAN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,11,11
WARNES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,251,251
YACO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,18,18
YACUIBA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,209,209
YAMPARAEZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,9,9
YANACACHI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,11,11
YAPACANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,138,138
YOCALLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,27,27
YOTALA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,4,4
YUNCHARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,20,20
ZUDAÑEZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-09-01,19,19
ACACIO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,10,10
ACHACACHI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,180,180
AIQUILE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,125,125
ALALAY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,45,45
ANCORAIMES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,44,44
ANDAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,7,7
ANTEQUERA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,8,8
ANZALDO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,38,38
APOLO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,92,92
ARAMPAMPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,3,3
ARANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,71,71
ARBIETO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,52,52
ARQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,48,48
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,15,15
ATOCHA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,111,111
AYATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,36,36
AYO AYO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,94,94
AZURDUY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,11,11
BATALLAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,4,4
BAURES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,6,6
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,4,4
BELEN DE URMIRI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,10,10
BERMEJO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,160,160
BETANZOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,126,126
BOLPEBRA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,12,12
BOYUIBE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,18,18
BUENA VISTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,60,60
CABEZAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,66,66
CAIROMA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,37,37
"CAIZA ""D""",nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,25,25
CAJUATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,21,21
CALACOTO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,17,17
CALAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,40,40
CAMARGO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,17,17
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,1,1
CAMIRI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,39,39
CAQUIAVIRI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,21,21
CARACOLLO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,62,62
CARANAVI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,252,252
CARAPARI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,38,38
CARIPUYO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,42,42
CARMEN RIVERO TORREZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,16,16
CATACORA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,8,8
CHALLAPATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,147,147
CHAQUI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,25,25
CHARAGUA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,136,136
CHARAÑA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,7,7
CHAYANTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,45,45
CHIMORE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,107,107
CHIPAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,1,1
CHOQUE COTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,5,5
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,28,28
CHUMA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,42,42
CLIZA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,141,141
COBIJA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,155,155
COCHABAMBA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-10-01,772,772
