municipality,group,variable,month,Niños de 6 a 11 meses con dosis única de vitamina A,TOTAL
ATOCHA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,11,11
AUCAPATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,3,3
AYATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,11,11
AYO AYO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,35,35
AZURDUY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,15,15
BATALLAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,24,24
BAURES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,8,8
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,2,2
BELEN DE URMIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,3,3
BELLA FLOR,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,2,2
BERMEJO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,72,72
BETANZOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,55,55
BOLIVAR,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,6,6
BOLPEBRA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,4,4
BOYUIBE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,5,5
BUENA VISTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,27,27
CABEZAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,56,56
CAIROMA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,18,18
"CAIZA ""D""",nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,10,10
CAJUATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,13,13
CALACOTO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,10,10
CALAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,8,8
CAMARGO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,28,28
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,1,1
CAMIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,56,56
CAPINOTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,24,24
CAQUIAVIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,21,21
CARACOLLO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,39,39
CARANAVI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,127,127
CARAPARI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,13,13
CARIPUYO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,17,17
CARMEN RIVERO TORREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,10,10
CATACORA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,2,2
CHACARILLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,2,2
CHALLAPATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,51,51
CHAQUI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,11,11
CHARAGUA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,29,29
CHARAÑA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,2,2
CHAYANTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,33,33
CHIMORE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,47,47
CHOQUE COTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,2,2
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,38,38
CHUMA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,8,8
CLIZA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,42,42
COBIJA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,91,91
COCHABAMBA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,810,810
COIPASA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,4,4
COLCAPIRHUA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,70,70
"COLCHA ""K""",nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,29,29
COLLANA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,2,2
COLOMI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,41,41
COLPA BELGICA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,11,11
COLQUECHACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,80,80
COLQUENCHA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,22,22
COLQUIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,27,27
COMANCHE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,4,4
COMARAPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,32,32
COMBAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,4,4
CONCEPCION,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,27,27
COPACABANA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,17,17
CORIPATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,27,27
CORO CORO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,16,16
COROICO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,19,19
CORQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,8,8
COTAGAITA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,34,34
COTOCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,77,77
CUATRO CAÑADAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,54,54
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,4,4
CUEVO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,8,8
CULPINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,29,29
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,10,10
CURVA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,2,2
DESAGUADERO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,8,8
EL ALTO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,1274,1274
EL CHORO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,8,8
EL PUENTE(STC),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,20,20
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,9,9
EL TORNO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,101,101
EL VILLAR,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,3,3
ENTRE RIOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,60,60
ENTRE RIOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,50,50
ESCARA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,2,2
EUCALIPTUS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,10,10
EXALTACION,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,3,3
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,23,23
FILADELFIA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,8,8
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,13,13
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,24,24
GUANAY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,22,22
GUAQUI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,10,10
GUAYARAMERIN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,101,101
GUTIERREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,29,29
HUACARETA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,18,18
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,3,3
HUACHACALLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,4,4
HUANUNI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,67,67
HUARACAJE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,9,9
HUAYLLAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,10,10
ICHOCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,68,68
ICLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,11,11
INCAHUASI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,56,56
INGAVI (HUMAITA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,9,9
INQUISIVI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,25,25
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,18,18
IXIAMAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,16,16
JESUS DE MACHACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,13,13
LA ASUNTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,81,81
LA GUARDIA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,151,151
LA PAZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,1205,1205
LAGUNILLAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,15,15
LAJA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,20,20
LAS CARRERAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,4,4
LICOMA PAMPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,1,1
LLALLAGUA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,45,45
LLICA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,1,1
LORETO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,12,12
LURIBAY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,6,6
MACHACAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,7,7
MACHARETI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,17,17
MAGDALENA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,12,12
MAIRANA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,21,21
MALLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,1,1
MAPIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,28,28
MECAPACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,14,14
MINEROS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,5,5
MIZQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,66,66
MOCOMOCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,39,39
MOJINETE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,9,9
MOJOCOYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,9,9
MONTEAGUDO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,46,46
MONTERO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,231,231
MORO MORO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,2,2
MOROCHATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,72,72
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,2,2
OCURI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,53,53
OKINAWA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,24,24
OMEREQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,3,3
ORURO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,393,393
PADCAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,30,30
PADILLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,16,16
PAILON,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,33,33
PALCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,20,20
PALOS BLANCOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,46,46
PAMPA AULLAGAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,2,2
PAMPA GRANDE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,14,14
PAPEL PAMPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,7,7
PASORAPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,9,9
PATACAMAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,45,45
PAZÑA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,12,12
PELECHUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,13,13
POCOATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,55,55
POCONA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,14,14
POJO (CBBA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,18,18
POOPO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,4,4
PORCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,10,10
POROMA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,13,13
PORONGO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,12,12
PORTACHUELO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,34,34
PORVENIR,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,7,7
POSTRER VALLE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,5,5
POTOSI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,370,370
PRESTO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,10,10
PUCARA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,4,4
PUCARANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,28,28
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,23,23
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,29,29
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,7,7
PUERTO PEREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,12,12
PUERTO QUIJARRO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,33,33
PUERTO RICO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,8,8
PUERTO SUAREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,30,30
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,136,136
PUNA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,59,59
PUNATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,54,54
QUIABAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,3,3
QUILLACOLLO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,98,98
QUIME,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,15,15
QUIRUSILLAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,2,2
RAVELO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,44,44
REYES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,24,24
RIBERALTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,251,251
ROBORE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,36,36
RURRENABAQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,41,41
SABAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,5,5
SACABA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,182,182
SACABAMBA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,12,12
SACACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,44,44
SAIPINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,15,15
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,17,17
SAMAIPATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,11,11
SAN AGUSTIN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,5,5
SAN ANDRES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,18,18
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,3,3
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,5,5
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,5,5
SAN BENITO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,23,23
SAN BORJA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,151,151
SAN BUENA VENTURA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,19,19
SAN CARLOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,65,65
SAN IGNACIO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,59,59
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,121,121
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,5,5
SAN JAVIER(STC),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,40,40
SAN JOAQUIN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,26,26
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,19,19
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,11,11
SAN JULIAN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,95,95
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,28,28
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,43,43
SAN LUCAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,40,40
SAN MATIAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,39,39
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,24,24
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,4,4
SAN PEDRO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,27,27
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,75,75
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,1,1
SAN PEDRO DE QUEMES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,2,2
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,2,2
SAN RAFAEL,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,15,15
SAN RAMON,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,11,11
SAN RAMON,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,20,20
SANTA ANA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,67,67
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,1566,1566
SANTA ROSA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,13,13
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,38,38
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,16,16
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,10,10
SANTIVAÑES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,8,8
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,3,3
SAPAHAQUI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,15,15
SENA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,11,11
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,31,31
SICAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,12,12
SIPE SIPE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,73,73
SOPACHUY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,10,10
SORACACHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina a,2009-11-01,18,18
