municipality,group,variable,month,Niños de 1 año a menores de 5 años con 2da dosis vitamina A,TOTAL
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,2,2
SAN PEDRO DE QUEMES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,4,4
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,12,12
SAN RAFAEL,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,17,17
SAN RAMON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,36,36
SAN RAMON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,83,83
SANTA ANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,168,168
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,2228,2228
SANTA ROSA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,90,90
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,265,265
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,29,29
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,18,18
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,19,19
SANTIVAÑES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,81,81
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,25,25
SAPAHAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,48,48
SENA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,10,10
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,39,39
SICAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,56,56
SIPE SIPE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,202,202
SOPACHUY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,72,72
SORACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,89,89
SORATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,254,254
SUCRE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,2311,2311
TACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,6,6
TACACOMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,25,25
TACOBAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,62,62
TACOPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,69,69
TAHUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,35,35
TAPACARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,177,177
TARABUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,267,267
TARACO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,44,44
TARATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,36,36
TARIJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,896,896
TARVITA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,167,167
TEOPONTE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,32,32
TIAWANACU,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,54,54
TINGUIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,220,220
TIPUANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,15,15
TIQUIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,284,284
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,142,142
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,2,2
TOCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,48,48
TODOS SANTOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,1,1
TOLATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,5,5
TOLEDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,9,9
TOMAVE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,126,126
TOMINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,66,66
TORO TORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,106,106
TOTORA(CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,39,39
TOTORA(ORR),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,15,15
TRIGAL,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,28,28
TRINIDAD,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,325,325
TUPIZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,283,283
TURCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,35,35
UMALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,34,34
UNCIA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,473,473
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,78,78
UYUNI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,158,158
VACAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,58,58
VALLEGRANDE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,55,55
VIACHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,118,118
VILA VILA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,56,56
VILLA MONTES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,379,379
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,6,6
VILLA RIVERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,23,23
VILLA SERRANO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,243,243
VILLA TUNARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,242,242
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,50,50
VILLAZON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,149,149
VINTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,463,463
VITICHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,49,49
WALDO BALLIVIAN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,10,10
WARNES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,397,397
YACO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,24,24
YACUIBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,157,157
YAMPARAEZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,136,136
YANACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,13,13
YAPACANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,452,452
YOCALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,33,33
YOTALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,147,147
YUNCHARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,83,83
ZUDAÑEZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-11-01,66,66
ACACIO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,63,63
ACHACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,199,199
ACHOCALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,27,27
AIQUILE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,136,136
ALALAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,25,25
ALCALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,25,25
ANCORAIMES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,31,31
ANDAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,6,6
ANTEQUERA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,8,8
ANZALDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,38,38
APOLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,65,65
ARAMPAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,51,51
ARANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,65,65
ARBIETO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,59,59
ARQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,74,74
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,318,318
ATOCHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,49,49
AUCAPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,20,20
AYATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,21,21
AYO AYO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,148,148
AZURDUY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,41,41
BATALLAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,21,21
BAURES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,2,2
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,4,4
BELEN DE URMIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,4,4
BELLA FLOR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,19,19
BERMEJO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,286,286
BETANZOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,128,128
BOLIVAR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,45,45
BOLPEBRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,2,2
BOYUIBE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,50,50
BUENA VISTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,150,150
CABEZAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,156,156
CAIROMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,55,55
"CAIZA ""D""",nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,23,23
CAJUATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,38,38
CALACOTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,7,7
CALAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,48,48
CAMARGO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,129,129
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,6,6
CAMIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,195,195
CAPINOTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,231,231
CAQUIAVIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,14,14
CARACOLLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,54,54
CARANAVI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,265,265
CARAPARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,46,46
CARIPUYO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,59,59
CARMEN RIVERO TORREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,11,11
CATACORA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,6,6
CHALLAPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,282,282
CHAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,12,12
CHARAGUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,122,122
CHARAÑA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,41,41
CHAYANTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,148,148
CHIMORE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,89,89
CHIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,5,5
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,32,32
CHUMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,39,39
CLIZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,98,98
COBIJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,160,160
COCHABAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,976,976
COIPASA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,4,4
COLCAPIRHUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,103,103
"COLCHA ""K""",nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,27,27
COLLANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,6,6
COLOMI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,42,42
COLPA BELGICA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,83,83
COLQUECHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,352,352
COLQUENCHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,62,62
COLQUIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,46,46
COMANCHE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,8,8
COMARAPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,105,105
COMBAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,17,17
CONCEPCION,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,78,78
COPACABANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,54,54
CORIPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,7,7
CORO CORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,11,11
COROICO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,46,46
CORQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,13,13
COTAGAITA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,157,157
COTOCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,194,194
CUATRO CAÑADAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,131,131
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,5,5
CUEVO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,48,48
CULPINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,295,295
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,15,15
CURVA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,11,11
DESAGUADERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,30,30
EL ALTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,3187,3187
EL CHORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,20,20
EL PUENTE(STC),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,90,90
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,43,43
EL TORNO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,219,219
EL VILLAR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,40,40
ENTRE RIOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,173,173
ENTRE RIOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,38,38
EUCALIPTUS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,40,40
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,4,4
EXALTACION,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,19,19
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,103,103
FILADELFIA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,13,13
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,146,146
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,32,32
GUANAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,43,43
GUAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,32,32
GUAYARAMERIN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,192,192
GUTIERREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,24,24
HUACARETA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,75,75
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,24,24
HUACHACALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,3,3
HUANUNI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,62,62
HUARACAJE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,51,51
HUAYLLAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,11,11
ICHOCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,16,16
ICLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,43,43
INCAHUASI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,466,466
INGAVI (HUMAITA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,1,1
INQUISIVI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,41,41
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,58,58
IXIAMAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,53,53
JESUS DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,66,66
LA ASUNTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,54,54
LA GUARDIA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,392,392
LA PAZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,3381,3381
LA RIVERA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,1,1
LAGUNILLAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,50,50
LAJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,83,83
LAS CARRERAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,90,90
LICOMA PAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,13,13
LLALLAGUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,359,359
LLICA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,50,50
LORETO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,43,43
LURIBAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,23,23
MACHACAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,13,13
MACHARETI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,107,107
MAGDALENA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,22,22
MAIRANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-12-01,85,85
