municipality,group,variable,month,Niños de 6 meses a menores de 2 años con dosis completa de hierro,TOTAL
BELEN DE URMIRI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,9,9
BERMEJO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,165,165
BETANZOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,75,75
BOLIVAR,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,4,4
BOLPEBRA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,12,12
BOYUIBE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,21,21
BUENA VISTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,84,84
CABEZAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,74,74
CAIROMA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,30,30
"CAIZA ""D""",nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,32,32
CALACOTO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,4,4
CALAMARCA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,27,27
CAMARGO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,32,32
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,4,4
CAMIRI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,19,19
CAQUIAVIRI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,7,7
CARACOLLO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,15,15
CARANAVI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,64,64
CARAPARI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,11,11
CARIPUYO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,36,36
CARMEN RIVERO TORREZ,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,3,3
CHAQUI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,2,2
CHARAGUA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,61,61
CHAYANTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,18,18
CHIMORE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,70,70
CHOQUE COTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,1,1
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,10,10
CHUMA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,9,9
COBIJA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,117,117
COCHABAMBA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,536,536
COIPASA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,8,8
COLCAPIRHUA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,187,187
"COLCHA ""K""",nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,11,11
COLLANA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,7,7
COLPA BELGICA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,25,25
COLQUECHACA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,27,27
COLQUENCHA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,20,20
COLQUIRI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,43,43
COMANCHE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,3,3
COMARAPA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,24,24
COMBAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,4,4
CORIPATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,20,20
CORO CORO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,1,1
COROICO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,53,53
CORQUE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,7,7
COTAGAITA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,11,11
COTOCA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,8,8
CUATRO CAÑADAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,93,93
CUEVO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,12,12
CULPINA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,22,22
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,6,6
CURVA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,18,18
EL ALTO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,391,391
EL CHORO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,15,15
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,35,35
EL TORNO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,314,314
EL VILLAR,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,6,6
ENTRE RIOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,91,91
ENTRE RIOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,68,68
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,1,1
EXALTACION,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,3,3
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,40,40
FILADELFIA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,12,12
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,29,29
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,48,48
GUANAY,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,21,21
GUAQUI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,15,15
GUAYARAMERIN,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,110,110
GUTIERREZ,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,39,39
HUACARETA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,185,185
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,7,7
HUANUNI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,2,2
HUARACAJE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,7,7
HUAYLLAMARCA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,11,11
ICHOCA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,6,6
ICLA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,22,22
INCAHUASI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,100,100
INGAVI (HUMAITA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,4,4
INQUISIVI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,17,17
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,21,21
IXIAMAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,7,7
JESUS DE MACHACA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,21,21
LA ASUNTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,7,7
LA GUARDIA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,28,28
LA PAZ,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,534,534
LAGUNILLAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,3,3
LAJA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,7,7
LAS CARRERAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,6,6
LICOMA PAMPA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,4,4
LLALLAGUA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,8,8
LLICA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,15,15
LORETO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,16,16
LURIBAY,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,24,24
MACHACAMARCA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,1,1
MACHARETI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,21,21
MAGDALENA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,55,55
MAIRANA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,29,29
MALLA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,7,7
MAPIRI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,10,10
MECAPACA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,12,12
MIZQUE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,1,1
MOCOMOCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,52,52
MOJINETE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,4,4
MOJOCOYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,13,13
MONTEAGUDO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,80,80
MONTERO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,171,171
MORO MORO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,15,15
MOROCHATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,238,238
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,7,7
OCURI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,65,65
OMEREQUE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,29,29
ORURO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,249,249
PADCAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,69,69
PADILLA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,19,19
PAILON,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,11,11
PALOS BLANCOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,27,27
PAPEL PAMPA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,10,10
PASORAPA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,9,9
PATACAMAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,24,24
PAZÑA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,13,13
PELECHUCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,14,14
POCOATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,52,52
POJO (CBBA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,65,65
POOPO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,10,10
PORCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,11,11
POROMA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,29,29
PORTACHUELO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,52,52
PORVENIR,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,39,39
POSTRER VALLE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,13,13
POTOSI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,241,241
PRESTO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,25,25
PUCARA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,4,4
PUCARANI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,34,34
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,4,4
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,25,25
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,43,43
PUERTO PEREZ,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,11,11
PUERTO SILES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,1,1
PUERTO SUAREZ,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,12,12
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,86,86
PUNA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,70,70
PUNATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,16,16
QUILLACOLLO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,82,82
QUIME,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,5,5
QUIRUSILLAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,2,2
RAVELO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,84,84
REYES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,83,83
RIBERALTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,465,465
ROBORE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,12,12
RURRENABAQUE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,88,88
SABAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,6,6
SACABA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,366,366
SAIPINA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,11,11
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,18,18
SAMAIPATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,64,64
SAN AGUSTIN,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,9,9
SAN ANDRES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,76,76
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,7,7
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,19,19
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,3,3
SAN BENITO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,11,11
SAN BORJA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,225,225
SAN CARLOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,164,164
SAN IGNACIO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,75,75
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,306,306
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,5,5
SAN JAVIER(STC),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,96,96
SAN JOAQUIN,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,58,58
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,22,22
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,5,5
SAN JULIAN,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,79,79
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,20,20
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,40,40
SAN LUCAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,99,99
SAN MATIAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,13,13
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,51,51
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,15,15
SAN PEDRO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,32,32
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,59,59
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,15,15
SAN PEDRO DE QUEMES,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,3,3
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,3,3
SAN RAFAEL,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,15,15
SAN RAMON,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,20,20
SAN RAMON,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,31,31
SANTA ANA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,147,147
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,1097,1097
SANTA ROSA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,42,42
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,1,1
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,1,1
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,13,13
SAPAHAQUI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,30,30
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,25,25
SOPACHUY,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,12,12
SORATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,114,114
SUCRE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,1285,1285
TACACOMA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,9,9
TACOPAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,27,27
TAHUA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,1,1
TAPACARI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,12,12
TARABUCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,74,74
TARACO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,3,3
TARATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,6,6
TARIJA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,459,459
TARVITA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,35,35
TEOPONTE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,39,39
TIAWANACU,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,48,48
TINGUIPAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,44,44
TIPUANI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,1,1
TIQUIPAYA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,239,239
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,189,189
TOCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,26,26
TOLATA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,11,11
TOLEDO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,15,15
TOMAVE,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,1,1
TOMINA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,17,17
TORO TORO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,9,9
TOTORA(ORR),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,3,3
TRIGAL,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,9,9
TRINIDAD,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,171,171
TUPIZA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,14,14
TURCO,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,13,13
UMALA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,50,50
UNCIA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,26,26
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,53,53
URUBICHA,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,21,21
UYUNI,nutricion y micronutrientes,ninos de 6 meses a menores de 2 anos con dosis completa de hierro,2009-10-01,32,32
