,group,variable,month,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA FUERA,SRP DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,0,2,2,2,2,4
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,31,28,5,2,36,30,66
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,12,12,13,12,25,24,49
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,0,4,3,4,3,7
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,0,3,0,3,0,3
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,2,5,2,7,4,11
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,7,2,4,5,11,7,18
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,13,15,18,24,31,39,70
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,6,8,5,1,11,9,20
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,4,8,6,10,10,20
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,7,5,1,0,8,5,13
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,2,0,3,0,5,5
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,8,10,4,1,12,11,23
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,9,6,1,2,10,8,18
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,2,0,0,1,2,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,33,23,3,4,36,27,63
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,21,20,3,1,24,21,45
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,5,2,1,4,6,10
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,5,8,10,9,15,24
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,21,37,8,5,29,42,71
CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,1,0,0,0,1,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,4,1,4,8,8,9,17
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,0,3,3,4,3,7
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,2,4,5,5,7,12
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,0,0,2,0,2,2
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,0,0,1,2,1,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,14,7,10,18,24,25,49
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,6,5,1,0,7,5,12
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,7,3,20,16,27,19,46
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,2,0,1,1,3,4
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,6,8,15,8,21,16,37
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,18,18,4,4,22,22,44
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,1,1,0,1,1,2
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,2,1,0,1,2,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,6,14,3,2,9,16,25
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,4,4,3,3,7,7,14
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,3,5,3,6,6,12
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,3,5,1,6,4,11,15
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,13,9,4,5,17,14,31
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,30,32,24,10,54,42,96
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,8,13,15,10,23,23,46
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,612,632,8,9,620,641,1261
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,39,33,5,3,44,36,80
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,12,7,3,2,15,9,24
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,0,7,5,8,5,13
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,22,10,6,5,28,15,43
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,3,2,2,2,5,4,9
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,11,13,9,13,20,26,46
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,2,2,0,3,2,5
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,0,10,15,11,15,26
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,1,0,0,2,1,3
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,13,8,1,5,14,13,27
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,3,2,0,0,3,2,5
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,28,15,6,3,34,18,52
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,4,3,3,1,7,4,11
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,18,20,3,1,21,21,42
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,4,5,7,7,11,18
COROICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,5,1,7,0,12,1,13
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,1,2,1,4,2,6
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,7,6,4,6,11,12,23
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,60,48,7,1,67,49,116
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,16,7,16,11,32,18,50
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,1,0,0,2,1,3
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,3,1,2,3,5,4,9
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,4,6,6,9,10,15,25
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,1,1,0,2,1,3
CURVA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,0,1,0,2,0,2
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,5,3,3,4,8,12
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,561,580,192,203,753,783,1536
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,1,1,3,1,4,5
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,0,3,5,5,5,10
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,5,2,4,1,9,3,12
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,27,39,12,13,39,52,91
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,2,1,0,3,2,5
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,6,7,5,3,11,10,21
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,44,40,0,0,44,40,84
ESCARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,0,0,0,2,0,2
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,6,4,2,2,8,6,14
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,4,0,0,2,4,6
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,0,5,6,5,6,11
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,1,0,0,1,1,2
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,2,6,4,7,6,13
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,2,8,6,9,8,17
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,17,14,6,5,23,19,42
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,5,2,6,2,11,4,15
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,3,4,8,16,11,20,31
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,3,0,0,1,3,4
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,35,29,23,24,58,53,111
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,9,3,3,12,12,15,27
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,4,4,3,6,7,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,0,2,0,4,0,4
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,1,1,2,1,3,4
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,6,5,7,0,13,5,18
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,7,2,1,1,8,3,11
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,1,2,1,3,2,5
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,3,0,0,1,3,4
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,4,2,0,0,4,2,6
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,0,1,4,1,4,5
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,2,0,1,2,3,5
ICLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,4,3,2,2,6,5,11
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,10,7,8,1,18,8,26
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,3,3,0,0,3,3,6
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,9,1,3,2,12,3,15
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,9,7,1,5,10,12,22
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,4,6,0,0,4,6,10
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,4,3,1,0,5,3,8
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,35,28,5,1,40,29,69
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,87,94,9,7,96,101,197
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,563,547,8,10,571,557,1128
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,5,2,1,2,6,8
LAJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,4,11,3,2,7,13,20
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,1,3,1,4,2,6
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,6,4,0,0,6,4,10
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,25,25,38,23,63,48,111
LLICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,1,0,0,2,1,3
LORETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,0,0,2,0,2,2
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,4,3,0,0,4,3,7
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,1,0,0,2,1,3
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,8,8,2,3,10,11,21
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,5,8,8,4,13,12,25
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,8,8,0,0,8,8,16
MALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,1,1,1,1,2,3
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,18,14,4,4,22,18,40
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,3,11,4,1,7,12,19
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,17,13,3,10,20,23,43
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,12,8,17,10,29,18,47
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,2,5,15,7,17,24
MOJINETE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,0,1,0,1,0,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,10,5,0,4,10,9,19
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,13,13,2,3,15,16,31
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,77,71,17,15,94,86,180
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,1,4,0,4,1,5
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,3,4,9,6,12,18
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,1,3,4,3,5,8
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,1,0,0,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,0,4,6,4,6,10
OCURI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,8,2,6,5,14,7,21
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,6,13,2,2,8,15,23
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,0,12,6,12,6,18
ORURO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,244,251,19,21,263,272,535
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,9,6,5,0,14,6,20
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,9,8,0,0,9,8,17
PAILON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,19,22,61,42,80,64,144
PALCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,12,6,5,3,17,9,26
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,7,8,7,7,14,15,29
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,3,5,4,3,7,8,15
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,1,3,1,5,2,7
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,19,17,2,2,21,19,40
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,3,1,1,1,4,2,6
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,1,1,1,2,2,4
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,4,5,23,16,27,21,48
POCONA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,0,0,4,1,4,5
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,10,8,0,1,10,9,19
POOPO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,1,4,2,5,3,8
PORCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,3,6,9,5,12,11,23
POROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,5,2,11,4,16,6,22
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,0,0,7,2,7,9
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,18,15,0,0,18,15,33
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,0,17,18,17,18,35
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,151,174,34,34,185,208,393
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,3,2,4,4,7,11
PUCARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,0,1,0,1,0,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,8,17,8,4,16,21,37
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,2,3,2,3,4,7
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,2,2,2,4,4,8
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,3,2,8,6,11,8,19
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,3,1,3,2,6,8
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,13,10,0,2,13,12,25
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,8,5,2,1,10,6,16
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,0,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,6,10,6,6,12,16,28
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,26,37,5,5,31,42,73
PUNA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,4,3,8,6,12,9,21
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,23,20,5,8,28,28,56
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,2,0,1,2,3,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,73,70,84,93,157,163,320
QUIME,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,0,4,3,4,3,7
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,1,0,1,0,2,2
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,4,8,12,9,16,25
REYES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,10,4,6,4,16,8,24
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,64,57,30,27,94,84,178
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,7,17,0,0,7,17,24
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,19,12,7,7,26,19,45
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,3,0,1,2,4,6
SACABA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,99,95,28,26,127,121,248
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,1,2,3,4,4,8
SACACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,10,8,10,15,20,23,43
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,0,6,3,6,3,9
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,0,13,6,13,6,19
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,3,7,2,4,5,11,16
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,1,0,1,0,2,2
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,6,8,15,12,21,20,41
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,1,2,0,2,1,3
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,0,2,0,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,3,4,2,1,5,5,10
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,1,4,5,4,6,10
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,29,32,6,11,35,43,78
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,6,5,12,6,18,11,29
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,13,13,4,4,17,17,34
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,18,22,6,13,24,35,59
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,53,38,7,9,60,47,107
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,3,0,1,1,4,5
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,7,24,0,0,7,24,31
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,4,6,0,0,4,6,10
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,15,24,22,19,37,43,80
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,1,3,3,5,4,9
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,29,27,14,9,43,36,79
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,6,3,10,12,16,15,31
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,22,16,3,4,25,20,45
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,12,10,15,10,27,20,47
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,6,4,5,3,11,7,18
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,12,12,0,1,12,13,25
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,5,3,0,0,5,3,8
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,3,4,9,14,12,18,30
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,7,13,18,14,25,27,52
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,3,6,0,1,3,7,10
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,0,2,0,2,0,2
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,2,0,1,2,3,5
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,1,0,0,0,1,1
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,2,1,0,2,2,4
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,0,2,2,2,2,4
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,4,3,1,2,5,5,10
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,7,10,7,9,14,19,33
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1118,1056,25,24,1143,1080,2223
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,4,8,3,10,7,17
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,8,8,9,3,17,11,28
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,3,3,0,0,3,3,6
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,2,1,1,3,3,6
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,0,0,2,3,2,3,5
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,1,0,0,2,1,3
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,1,3,4,0,5,3,8
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-10-01,2,0,5,2,7,2,9
