,group,variable,month,ANTINEUMOCOCICA 2DA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 2DA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 2DA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 2DA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 2DA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 2DA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 2DA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 2DA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 2DA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 2DA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 2DA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 2DA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 2DA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 4 AÑOS - F,ANTINEUMOCOCICA 2DA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
COROICO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,15,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,21
CORQUE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8
COTAGAITA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,16,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,27
COTOCA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,64,73,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,83,158
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,15,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,33
CUCHUMUELA (V. G. VILLARROEL),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CUEVO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
CULPINA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,8,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CURVA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DESAGUADERO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
EL ALTO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,411,391,169,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,547,1127
EL CHORO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
EL PUENTE(STC),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
EL PUENTE(TJA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
EL TORNO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,30,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32,63
EL VILLAR,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,27,36,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,46,83
ESCARA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ESCOMA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
EUCALIPTUS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
EXALTACION,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,5,7,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,24
FILADELFIA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20
GIA-TIM,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
GUANAY,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,8,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,24
GUAQUI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
GUAYARAMERIN,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,16,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,42
GUTIERREZ,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,9,5,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,34
HUACARAJE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
HUACARETA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
HUACHACALLA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUANUNI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,7,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,19
HUARINA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
HUATAJATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
HUAYLLAMARCA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
HUMANATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
ICHOCA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
ICLA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
INCAHUASI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,9,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,18
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
INQUISIVI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,4,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15
IXIAMAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,4,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
JESUS DE MACHACA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11
LA ASUNTA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,36,22,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,26,65
LA GUARDIA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,88,78,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,85,180
LA PAZ,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,381,383,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,391,782
LAGUNILLAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
LAJA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,14,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,28
LAS CARRERAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
LLALLAGUA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,8,12,35,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,33,76
LLICA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
LORETO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
LURIBAY,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
MACHACAMARCA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
MACHARETI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
MAGDALENA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
MAIRANA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,8,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21
MALLA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MAPIRI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,39
MECAPACA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,3,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
MINEROS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,10,11,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,31
MIZQUE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,8,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,20
MOCOMOCO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,4,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
MOJINETE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MOJOCOYA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
MONTEAGUDO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,12,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,21
MONTERO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,80,97,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,108,196
MORO MORO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
MOROCHATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
NAZACARA DE PACAJES,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
OCURI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18
OKINAWA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,7,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20
OMEREQUE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
ORURO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,211,206,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,232,466
PADCAYA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,7,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17
PADILLA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
PAILON,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,19,13,39,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,40,98
PALCA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,12,14,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,36
PALOS BLANCOS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,17,23,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,53
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PAMPA GRANDE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
PAPEL PAMPA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
PASORAPA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PATACAMAYA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,15,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,29
PAZÑA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
PELECHUCO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
POCOATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,8,1,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,26
POCONA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
POJO (CBBA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,5,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
POOPO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
PORCO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,10,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,27
POROMA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,12,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,22
PORONGO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,7,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
PORTACHUELO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,7,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,20
PORVENIR,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
POSTRER VALLE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
POTOSI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,183,170,40,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,198,421
PRESTO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
PUCARA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUCARANI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,15,14,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,42
PUERTO ACOSTA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
PUERTO CARABUCO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
PUERTO PEREZ,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,21
PUERTO RICO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PUERTO SILES,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO SUAREZ,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,15,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,36
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,56,39,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,56,128
PUNA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
PUNATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,15,10,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,18,47
QUIABAYA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
QUILLACOLLO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,79,65,33,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,114,226
QUIME,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
QUIRUSILLAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
RAVELO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,0,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
REYES,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
RIBERALTA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,79,62,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,63,146
ROBORE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,10,11,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,28
RURRENABAQUE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,13,16,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,33
SABAYA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SACABA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,84,72,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,84,183
SACABAMBA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SACACA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,6,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,24
SAIPINA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SAMAIPATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,7,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
SAN AGUSTIN,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN ANDRES,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,5,9,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,22
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
SAN BENITO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
SAN BORJA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,37,30,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,45,111
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,8,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15
SAN CARLOS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,9,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,29
SAN IGNACIO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-10-01,11,16,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,38
