,group,variable,month,BCG < A 1 AÑO - D,BCG < A 1 AÑO - D,BCG < A 1 AÑO - F,BCG < A 1 AÑO - F,BCG 12 A 23 MESES - D,BCG 12 A 23 MESES - D,BCG 12 A 23 MESES - F,BCG 12 A 23 MESES - F,BCG 2 AÑOS - D,BCG 2 AÑOS - D,BCG 2 AÑOS - F,BCG 2 AÑOS - F,BCG 3 AÑOS - D,BCG 3 AÑOS - D,BCG 3 AÑOS - F,BCG 3 AÑOS - F,BCG 4 AÑOS - D,BCG 4 AÑOS - D,BCG 4 AÑOS - F,BCG 4 AÑOS - F,TOTALES,TOTALES,TOTALES
ROBORE,vacunacion en menores  de 5 anos,bcg,2024-10-01,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
RURRENABAQUE,vacunacion en menores  de 5 anos,bcg,2024-10-01,29,15,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,21,53
SABAYA,vacunacion en menores  de 5 anos,bcg,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SACABA,vacunacion en menores  de 5 anos,bcg,2024-10-01,125,93,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,94,223
SACABAMBA,vacunacion en menores  de 5 anos,bcg,2024-10-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SACACA,vacunacion en menores  de 5 anos,bcg,2024-10-01,6,6,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,25
SAIPINA,vacunacion en menores  de 5 anos,bcg,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,bcg,2024-10-01,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
SAMAIPATA,vacunacion en menores  de 5 anos,bcg,2024-10-01,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
SAN AGUSTIN,vacunacion en menores  de 5 anos,bcg,2024-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN ANDRES,vacunacion en menores  de 5 anos,bcg,2024-10-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,bcg,2024-10-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,bcg,2024-10-01,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SAN BENITO,vacunacion en menores  de 5 anos,bcg,2024-10-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAN BORJA,vacunacion en menores  de 5 anos,bcg,2024-10-01,25,34,13,11,3,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,45,47,92
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,bcg,2024-10-01,5,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,19
SAN CARLOS,vacunacion en menores  de 5 anos,bcg,2024-10-01,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19
SAN IGNACIO,vacunacion en menores  de 5 anos,bcg,2024-10-01,10,11,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,33
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,bcg,2024-10-01,65,53,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,57,128
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,bcg,2024-10-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN JAVIER(STC),vacunacion en menores  de 5 anos,bcg,2024-10-01,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,21
SAN JOAQUIN,vacunacion en menores  de 5 anos,bcg,2024-10-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,bcg,2024-10-01,13,12,50,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,38,101
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,bcg,2024-10-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SAN JULIAN,vacunacion en menores  de 5 anos,bcg,2024-10-01,34,28,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,32,69
SAN LORENZO(PND),vacunacion en menores  de 5 anos,bcg,2024-10-01,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,bcg,2024-10-01,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
SAN LUCAS,vacunacion en menores  de 5 anos,bcg,2024-10-01,15,8,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,35
SAN MATIAS,vacunacion en menores  de 5 anos,bcg,2024-10-01,2,9,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,17
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,bcg,2024-10-01,1,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,14
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,bcg,2024-10-01,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
SAN PEDRO,vacunacion en menores  de 5 anos,bcg,2024-10-01,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,6,11
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,bcg,2024-10-01,10,6,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,34
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,bcg,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,bcg,2024-10-01,4,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,bcg,2024-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN PEDRO(PND),vacunacion en menores  de 5 anos,bcg,2024-10-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN RAFAEL,vacunacion en menores  de 5 anos,bcg,2024-10-01,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
SAN RAMON BENI,vacunacion en menores  de 5 anos,bcg,2024-10-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAN RAMON SCZ,vacunacion en menores  de 5 anos,bcg,2024-10-01,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
SANTA ANA,vacunacion en menores  de 5 anos,bcg,2024-10-01,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,27
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,bcg,2024-10-01,1010,976,72,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082,1041,2123
SANTA ROSA,vacunacion en menores  de 5 anos,bcg,2024-10-01,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,bcg,2024-10-01,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,bcg,2024-10-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,bcg,2024-10-01,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,bcg,2024-10-01,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,bcg,2024-10-01,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SANTIVAÑES,vacunacion en menores  de 5 anos,bcg,2024-10-01,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,bcg,2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAPAHAQUI,vacunacion en menores  de 5 anos,bcg,2024-10-01,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
SENA,vacunacion en menores  de 5 anos,bcg,2024-10-01,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
SHINAOTA,vacunacion en menores  de 5 anos,bcg,2024-10-01,13,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,39
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,bcg,2024-10-01,4,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20
SICAYA,vacunacion en menores  de 5 anos,bcg,2024-10-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SIPE SIPE,vacunacion en menores  de 5 anos,bcg,2024-10-01,18,29,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,31,49
SOPACHUY,vacunacion en menores  de 5 anos,bcg,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SORACACHI,vacunacion en menores  de 5 anos,bcg,2024-10-01,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SORATA,vacunacion en menores  de 5 anos,bcg,2024-10-01,4,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17
SUCRE,vacunacion en menores  de 5 anos,bcg,2024-10-01,217,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,181,398
TACACHI,vacunacion en menores  de 5 anos,bcg,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TACACOMA,vacunacion en menores  de 5 anos,bcg,2024-10-01,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
TACOBAMBA,vacunacion en menores  de 5 anos,bcg,2024-10-01,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
TACOPAYA,vacunacion en menores  de 5 anos,bcg,2024-10-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
TAHUA,vacunacion en menores  de 5 anos,bcg,2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TAPACARI,vacunacion en menores  de 5 anos,bcg,2024-10-01,2,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
TARABUCO,vacunacion en menores  de 5 anos,bcg,2024-10-01,7,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
TARACO,vacunacion en menores  de 5 anos,bcg,2024-10-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
TARATA,vacunacion en menores  de 5 anos,bcg,2024-10-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
TARIJA,vacunacion en menores  de 5 anos,bcg,2024-10-01,157,167,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,170,328
TARVITA,vacunacion en menores  de 5 anos,bcg,2024-10-01,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
TEOPONTE,vacunacion en menores  de 5 anos,bcg,2024-10-01,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
TIAHUANACU,vacunacion en menores  de 5 anos,bcg,2024-10-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
TINGUIPAYA,vacunacion en menores  de 5 anos,bcg,2024-10-01,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
TIPUANI,vacunacion en menores  de 5 anos,bcg,2024-10-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
TIQUIPAYA,vacunacion en menores  de 5 anos,bcg,2024-10-01,31,34,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,37,71
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,bcg,2024-10-01,4,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12
TITO YUPANQUI (PARQUIPUJIO),vacunacion en menores  de 5 anos,bcg,2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TOCO,vacunacion en menores  de 5 anos,bcg,2024-10-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
TOLATA,vacunacion en menores  de 5 anos,bcg,2024-10-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
TOLEDO,vacunacion en menores  de 5 anos,bcg,2024-10-01,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
TOMAVE,vacunacion en menores  de 5 anos,bcg,2024-10-01,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
TOMINA,vacunacion en menores  de 5 anos,bcg,2024-10-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
TORO TORO,vacunacion en menores  de 5 anos,bcg,2024-10-01,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
TOTORA(CBBA),vacunacion en menores  de 5 anos,bcg,2024-10-01,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16
TOTORA(ORR),vacunacion en menores  de 5 anos,bcg,2024-10-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TRINIDAD,vacunacion en menores  de 5 anos,bcg,2024-10-01,103,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,97,200
TUPIZA,vacunacion en menores  de 5 anos,bcg,2024-10-01,37,27,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,29,68
TURCO,vacunacion en menores  de 5 anos,bcg,2024-10-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
UMALA,vacunacion en menores  de 5 anos,bcg,2024-10-01,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
UNCIA,vacunacion en menores  de 5 anos,bcg,2024-10-01,17,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,29
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,bcg,2024-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
URUBICHA,vacunacion en menores  de 5 anos,bcg,2024-10-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
UYUNI,vacunacion en menores  de 5 anos,bcg,2024-10-01,19,22,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,48
VACAS,vacunacion en menores  de 5 anos,bcg,2024-10-01,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
VALLEGRANDE,vacunacion en menores  de 5 anos,bcg,2024-10-01,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
VIACHA,vacunacion en menores  de 5 anos,bcg,2024-10-01,60,49,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,50,112
VILA VILA,vacunacion en menores  de 5 anos,bcg,2024-10-01,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
VILLA CHARCAS,vacunacion en menores  de 5 anos,bcg,2024-10-01,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
VILLA MONTES,vacunacion en menores  de 5 anos,bcg,2024-10-01,24,25,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,53
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,bcg,2024-10-01,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
VILLA RIVERO,vacunacion en menores  de 5 anos,bcg,2024-10-01,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,9
VILLA SERRANO,vacunacion en menores  de 5 anos,bcg,2024-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
VILLA TUNARI,vacunacion en menores  de 5 anos,bcg,2024-10-01,47,53,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,58,108
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,bcg,2024-10-01,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
VILLAZON,vacunacion en menores  de 5 anos,bcg,2024-10-01,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,40
VINTO,vacunacion en menores  de 5 anos,bcg,2024-10-01,32,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,67
VITICHI,vacunacion en menores  de 5 anos,bcg,2024-10-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
WARNES,vacunacion en menores  de 5 anos,bcg,2024-10-01,60,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,50,114
YACO,vacunacion en menores  de 5 anos,bcg,2024-10-01,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
YACUIBA,vacunacion en menores  de 5 anos,bcg,2024-10-01,42,44,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,47,93
YAMPARAEZ,vacunacion en menores  de 5 anos,bcg,2024-10-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
YANACACHI,vacunacion en menores  de 5 anos,bcg,2024-10-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
YAPACANI,vacunacion en menores  de 5 anos,bcg,2024-10-01,24,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,44
YOCALLA,vacunacion en menores  de 5 anos,bcg,2024-10-01,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
YOTALA,vacunacion en menores  de 5 anos,bcg,2024-10-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
YUNCHARA,vacunacion en menores  de 5 anos,bcg,2024-10-01,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
ZUDAÑEZ,vacunacion en menores  de 5 anos,bcg,2024-10-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
ACACIO,vacunacion en menores  de 5 anos,bcg,2024-11-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ACHACACHI,vacunacion en menores  de 5 anos,bcg,2024-11-01,19,16,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,46
ACHOCALLA,vacunacion en menores  de 5 anos,bcg,2024-11-01,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
AIQUILE,vacunacion en menores  de 5 anos,bcg,2024-11-01,6,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15
ALALAY,vacunacion en menores  de 5 anos,bcg,2024-11-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ALCALA,vacunacion en menores  de 5 anos,bcg,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ALTO BENI,vacunacion en menores  de 5 anos,bcg,2024-11-01,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
ANCORAIMES,vacunacion en menores  de 5 anos,bcg,2024-11-01,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
ANTEQUERA,vacunacion en menores  de 5 anos,bcg,2024-11-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ANZALDO,vacunacion en menores  de 5 anos,bcg,2024-11-01,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
APOLO,vacunacion en menores  de 5 anos,bcg,2024-11-01,8,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,21
ARAMPAMPA,vacunacion en menores  de 5 anos,bcg,2024-11-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
ARANI,vacunacion en menores  de 5 anos,bcg,2024-11-01,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
ARBIETO,vacunacion en menores  de 5 anos,bcg,2024-11-01,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
ARQUE,vacunacion en menores  de 5 anos,bcg,2024-11-01,4,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,bcg,2024-11-01,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,47
ATOCHA,vacunacion en menores  de 5 anos,bcg,2024-11-01,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
AYATA,vacunacion en menores  de 5 anos,bcg,2024-11-01,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
AYO AYO,vacunacion en menores  de 5 anos,bcg,2024-11-01,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,bcg,2024-11-01,10,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,25
AZURDUY,vacunacion en menores  de 5 anos,bcg,2024-11-01,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
BATALLAS,vacunacion en menores  de 5 anos,bcg,2024-11-01,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
BELEN DE ANDAMARCA,vacunacion en menores  de 5 anos,bcg,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BELEN DE URMIRI,vacunacion en menores  de 5 anos,bcg,2024-11-01,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
BERMEJO,vacunacion en menores  de 5 anos,bcg,2024-11-01,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,33
BETANZOS,vacunacion en menores  de 5 anos,bcg,2024-11-01,10,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,23
BOLIVAR,vacunacion en menores  de 5 anos,bcg,2024-11-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
BOYUIBE,vacunacion en menores  de 5 anos,bcg,2024-11-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
BUENA VISTA,vacunacion en menores  de 5 anos,bcg,2024-11-01,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
CABEZAS,vacunacion en menores  de 5 anos,bcg,2024-11-01,5,8,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,32
CAIROMA,vacunacion en menores  de 5 anos,bcg,2024-11-01,4,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
"CAIZA ""D""",vacunacion en menores  de 5 anos,bcg,2024-11-01,1,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
CAJUATA,vacunacion en menores  de 5 anos,bcg,2024-11-01,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
CALACOTO,vacunacion en menores  de 5 anos,bcg,2024-11-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CALAMARCA,vacunacion en menores  de 5 anos,bcg,2024-11-01,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12
CAMARGO,vacunacion en menores  de 5 anos,bcg,2024-11-01,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,bcg,2024-11-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CAMIRI,vacunacion en menores  de 5 anos,bcg,2024-11-01,29,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28,57
CAPINOTA,vacunacion en menores  de 5 anos,bcg,2024-11-01,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
CAQUIAVIRI,vacunacion en menores  de 5 anos,bcg,2024-11-01,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
CARACOLLO,vacunacion en menores  de 5 anos,bcg,2024-11-01,7,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
CARANAVI,vacunacion en menores  de 5 anos,bcg,2024-11-01,27,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,33,62
CARAPARI,vacunacion en menores  de 5 anos,bcg,2024-11-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
CARIPUYO,vacunacion en menores  de 5 anos,bcg,2024-11-01,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,bcg,2024-11-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CATACORA,vacunacion en menores  de 5 anos,bcg,2024-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHACARILLA,vacunacion en menores  de 5 anos,bcg,2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
