,group,variable,month,ANTIPOLIOMELITICA 2DA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 2DA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 2DA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 2DA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 2DA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 2DA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 2DA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 2DA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 2DA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 2DA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 2DA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 2DA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 2DA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 2DA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 2DA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 2DA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 2DA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 2DA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 2DA DOSIS 4 AÑOS - F,ANTIPOLIOMELITICA 2DA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
SABAYA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SACABA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,89,80,19,27,0,1,4,1,0,2,1,2,0,0,1,1,0,1,3,2,117,117,234
SACABAMBA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SACACA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,5,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18
SAIPINA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
SAMAIPATA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
SAN AGUSTIN,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN ANDRES,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,5,5,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,6,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
SAN BENITO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,6,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,8,16
SAN BORJA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,38,28,3,7,2,4,2,2,4,3,0,0,0,1,1,0,0,1,0,0,50,46,96
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,9,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,20
SAN CARLOS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,17,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,19,6,25
SAN IGNACIO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,9,11,5,6,0,0,1,4,0,0,0,3,1,0,0,1,0,0,2,0,18,25,43
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,48,52,10,5,0,0,6,3,1,0,4,4,0,0,2,4,0,0,0,0,71,68,139
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN JAVIER(STC),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,14,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,29
SAN JOAQUIN,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,7,2,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,20
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,12,14,5,5,1,0,4,1,1,2,0,0,0,0,0,0,1,0,1,7,25,29,54
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,9,8,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,26
SAN JULIAN,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,25,41,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,43,73
SAN LORENZO(PND),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,1,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,11,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,24
SAN LUCAS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,14,13,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,38
SAN MATIAS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,16,18,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,39
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,19,6,4,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,11,35
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,7,11,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,33
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,3,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
SAN PEDRO DE QUEMES,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
SAN PEDRO(PND),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAN RAFAEL,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,6,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
SAN RAMON BENI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
SAN RAMON SCZ,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,9,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19
SANTA ANA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,16,9,2,3,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,22,14,36
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,878,834,60,72,13,12,11,13,3,5,12,9,1,1,6,4,2,0,5,3,991,953,1944
SANTA ROSA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,5,9,0,0,0,0,1,1,0,0,2,4,0,0,1,1,0,0,0,0,9,15,24
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,8,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,8
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SANTIVAÑES,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAPAHAQUI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
SENA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,6,7,5,4,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,15,14,29
SHINAOTA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,22,16,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,25,16,41
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,5,6,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
SICAYA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
SIPE SIPE,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,35,38,7,8,0,0,0,0,0,0,2,3,0,0,1,0,0,0,2,0,47,49,96
SOPACHUY,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SORACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,3,5,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,8,13
SORATA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,6,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18
SUCRE,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,173,189,2,3,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,179,194,373
TACACOMA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,5,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
TACOBAMBA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,1,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
TACOPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
TAPACARI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,10,8,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,27
TARABUCO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
TARACO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
TARATA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,7,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
TARIJA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,102,108,8,6,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,113,115,228
TARVITA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,3,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
TEOPONTE,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
TIAHUANACU,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
TINGUIPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,2,3,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16
TIPUANI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,6,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
TIQUIPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,20,25,5,10,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,29,37,66
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,4,5,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,9,16
TITO YUPANQUI (PARQUIPUJIO),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
TOCO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
TOLATA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
TOLEDO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
TOMAVE,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
TOMINA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TORO TORO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,5,3,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,20
TOTORA(CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,11,11,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,31
TOTORA(ORR),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
TRINIDAD,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,72,70,8,8,1,1,3,2,0,0,4,5,0,0,6,3,1,0,2,2,97,91,188
TUPIZA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,25,21,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,22,49
TURCO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
UMALA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
UNCIA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,9,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,25
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13
URUBICHA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,2,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,15
UYUNI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,21,17,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,43
VACAS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,1,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
VALLEGRANDE,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,12,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,25
VIACHA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,38,34,9,14,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,50,51,101
VILA VILA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
VILLA CHARCAS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
VILLA MONTES,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,29,23,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,26,62
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
VILLA RIVERO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,7,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,4,14
VILLA SERRANO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
VILLA TUNARI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,68,72,10,5,4,1,3,2,1,0,0,1,0,1,0,1,0,0,0,0,86,83,169
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,7,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17
VILLAZON,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,22,20,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,46
VINTO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,14,25,23,13,1,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,40,42,82
VITICHI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
WARNES,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,103,98,3,6,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,111,106,217
YACO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
YACUIBA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,60,60,6,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67,70,137
YAMPARAEZ,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
YANACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
YAPACANI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,35,43,45,49,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,81,95,176
YOCALLA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
YOTALA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
YUNCHARA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ZUDAÑEZ,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-09-01,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
ACACIO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-10-01,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
ACHACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-10-01,18,9,8,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,28,15,43
ACHOCALLA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-10-01,18,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,15,35
AIQUILE,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-10-01,10,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20
ALALAY,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ALCALA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-10-01,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
ALTO BENI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-10-01,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18
ANCORAIMES,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-10-01,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
ANDAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ANTEQUERA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-10-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
ANZALDO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-10-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
APOLO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-10-01,17,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,29
ARAMPAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ARANI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-10-01,9,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,22
ARBIETO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-10-01,11,12,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14,14,28
ARQUE,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-10-01,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-10-01,25,26,7,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,34,28,62
ATOCHA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-10-01,10,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18
AUCAPATA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-10-01,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
AYATA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-10-01,1,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
AYO AYO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-10-01,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-10-01,7,7,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,12,26
AZURDUY,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-10-01,2,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
BATALLAS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-10-01,11,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,26
BAURES,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-10-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
