,group,variable,month,ANTIPOLIOMELITICA 1RA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 1RA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 1RA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 1RA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 1RA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 1RA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 1RA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 1RA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 1RA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 1RA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 1RA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 1RA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 1RA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 4 AÑOS - F,ANTIPOLIOMELITICA 1RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
COMBAYA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CONCEPCION,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,29
COPACABANA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,6,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
CORIPATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,11,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,8,20
CORO CORO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
COROICO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,11,15,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,32
CORQUE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
COTAGAITA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,10,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20
COTOCA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,53,41,9,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,62,59,121
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,9,11,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,29
CUCHUMUELA (V. G. VILLARROEL),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
CUEVO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
CULPINA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,5,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CURVA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
DESAGUADERO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
EL ALTO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,389,394,152,148,5,4,6,5,0,2,7,7,1,1,1,4,3,2,1,2,565,569,1134
EL CHORO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
EL PUENTE(STC),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,4,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
EL PUENTE(TJA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
EL TORNO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,31,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27,58
EL VILLAR,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,8,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,23
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,27,26,7,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,30,66
ESCARA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ESCOMA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
ESMERALDA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
EUCALIPTUS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
EXALTACION,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,4,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
FILADELFIA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
GIA-TIM,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
GUANAY,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,8,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,19
GUAQUI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
GUAYARAMERIN,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,21,18,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,26,23,49
GUTIERREZ,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,4,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,14,22
HUACARAJE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
HUACARETA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
HUACHACALLA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
HUANUNI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,8,8,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,11,24
HUARINA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
HUATAJATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HUAYLLAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
HUMANATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
ICHOCA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
ICLA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
INCAHUASI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,7,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
INQUISIVI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,4,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,4,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
IXIAMAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,3,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15
JESUS DE MACHACA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
LA ASUNTA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,27,24,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,57
LA GUARDIA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,86,68,3,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,89,72,161
LA PAZ,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,349,349,7,9,2,2,0,0,2,1,0,0,4,1,0,1,0,1,0,2,364,366,730
LA RIVERA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LAGUNILLAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,5,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
LAJA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,13,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,7,23
LAS CARRERAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LICOMA PAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LLALLAGUA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,10,17,18,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,43,71
LLICA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
LORETO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
LURIBAY,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
MACHACAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
MACHARETI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
MAGDALENA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,9,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,21
MAIRANA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,16,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,31
MALLA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MAPIRI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,30
MECAPACA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,4,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13
MINEROS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,9,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,22
MIZQUE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,12,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,22
MOCOMOCO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,1,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
MOJOCOYA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
MONTEAGUDO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,12,16,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,19,31
MONTERO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,81,78,5,7,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,89,87,176
MORO MORO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
MOROCHATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
OCURI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
OKINAWA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
OMEREQUE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7
ORURO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,206,193,17,25,1,1,1,3,0,1,3,6,0,1,2,2,1,0,2,1,233,233,466
PADCAYA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14
PADILLA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
PAILON,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,14,11,8,9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,24,21,45
PALCA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,13,8,3,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,17,11,28
PALOS BLANCOS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,13,12,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,35
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
PAMPA GRANDE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
PAPEL PAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
PASORAPA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PATACAMAYA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,28
PAZÑA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
PELECHUCO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
POCOATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,9,4,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,10,23
POCONA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
POJO (CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
POOPO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
PORCO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,9,22,8,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,29,46
POROMA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
PORONGO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,8,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
PORTACHUELO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17
PORVENIR,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
POTOSI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,156,166,31,22,0,1,4,2,1,0,1,2,0,1,0,1,1,0,2,1,196,196,392
PRESTO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
PUCARANI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,11,9,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,28
PUERTO ACOSTA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
PUERTO CARABUCO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,1,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
PUERTO PEREZ,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,6,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16
PUERTO RICO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
PUERTO SILES,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PUERTO SUAREZ,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,16
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,47,35,18,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,66,46,112
PUNA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,4,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
PUNATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,12,12,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,38
QUIABAYA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
QUILLACOLLO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,50,57,47,52,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,99,111,210
QUIME,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
RAVELO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
REYES,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
RIBERALTA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,74,72,4,5,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,81,80,161
ROBORE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
RURRENABAQUE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,15,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,30
SABAYA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
SACABA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,89,75,15,6,1,1,0,3,0,0,0,1,2,0,0,0,0,0,0,0,107,86,193
SACACA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,7,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,20
SAIPINA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
SAMAIPATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
SAN ANDRES,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,9,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-11-01,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
