,group,variable,month,ANTIPOLIOMELITICA 4TA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 4TA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 4TA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 4TA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 4TA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 4TA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 4TA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 4TA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 4TA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 4TA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 4TA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 4TA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 4TA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 4TA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 4TA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 4TA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 4TA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 4TA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 4TA DOSIS 4 AÑOS - F,ANTIPOLIOMELITICA 4TA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTIVAÑES,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,7,13
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAPAHAQUI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SENA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,2,5,6,9,0,0,1,0,0,0,1,1,1,2,0,0,11,17,28
SHINAOTA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,18,21,6,1,0,0,1,0,0,0,1,1,1,0,2,0,29,23,52
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,9,6,0,5,1,0,0,0,0,0,0,0,0,1,0,0,10,12,22
SICAYA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
SIPE SIPE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,35,23,14,13,1,1,2,2,2,0,2,3,1,0,4,2,61,44,105
SOPACHUY,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
SORACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5,3,8
SORATA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,3,2,7,5,0,0,2,1,0,0,0,0,0,0,0,0,12,8,20
SUCRE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,163,162,10,8,9,7,11,4,2,4,0,3,5,3,2,3,202,194,396
TACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TACACOMA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,0,5,0,1,1,0,0,1,0,0,0,0,1,0,2,2,4,9,13
TACOBAMBA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,2,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
TACOPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
TAPACARI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
TARABUCO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,6,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12
TARACO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,6
TARATA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
TARIJA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,86,92,21,19,7,2,9,5,4,4,3,2,4,5,3,4,137,133,270
TARVITA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,7,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,8,5,13
TEOPONTE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,2,3,5,5,0,0,1,0,0,0,0,0,1,0,0,0,9,8,17
TIAHUANACU,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,6
TINGUIPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,4,2,3,4,0,0,1,1,0,0,2,1,0,0,0,0,10,8,18
TIPUANI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,9,4,1,4,0,2,2,0,0,0,0,0,0,0,0,0,12,10,22
TIQUIPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,20,19,19,15,1,3,0,2,4,1,1,2,1,2,1,1,47,45,92
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,7,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,13,9,22
TITO YUPANQUI (PARQUIPUJIO),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TOCO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
TODOS SANTOS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
TOLATA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5,2,7
TOLEDO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5,3,8
TOMAVE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
TOMINA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
TORO TORO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,3,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
TOTORA(CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,4,5,2,3,0,1,1,0,0,0,0,0,1,0,0,0,8,9,17
TOTORA(ORR),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
TRIGAL,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
TRINIDAD,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,47,50,8,9,2,2,15,10,3,1,5,8,2,1,9,8,91,89,180
TUPIZA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,18,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,38
TURCO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,4
UMALA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
UNCIA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,8,6,2,3,0,0,0,1,0,0,1,0,0,0,0,0,11,10,21
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,11,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,14,5,19
URUBICHA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,3,4,1,9,0,0,1,1,0,0,0,0,0,0,0,0,5,14,19
UYUNI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,13,8,1,1,0,1,0,2,1,0,0,1,2,0,1,0,18,13,31
VACAS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
VALLEGRANDE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,13,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,25
VIACHA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,30,30,9,6,6,2,5,1,0,2,0,2,0,0,1,1,51,44,95
VILA VILA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
VILLA CHARCAS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,10,6,8,1,0,0,0,1,0,1,0,0,0,2,0,0,18,11,29
VILLA MONTES,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,15,9,5,5,0,1,1,0,1,0,1,0,2,1,0,0,25,16,41
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
VILLA RIVERO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
VILLA SERRANO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
VILLA TUNARI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,57,56,12,16,4,3,0,1,3,1,1,1,0,0,1,2,78,80,158
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,2,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,5,5,10
VILLAZON,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,13,18,3,2,1,1,1,1,1,1,1,0,0,0,0,0,20,23,43
VINTO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,9,15,28,22,4,1,1,8,0,1,5,2,0,0,1,1,48,50,98
VITICHI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,1,1,3,2,3,0,0,0,0,0,0,0,0,1,0,0,7,4,11
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
WARNES,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,72,72,6,4,10,11,8,5,1,2,0,1,5,4,2,0,104,99,203
YACO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,5
YACUIBA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,40,36,31,36,3,0,24,18,1,1,12,18,0,0,5,6,116,115,231
YAMPARAEZ,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
YANACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3
YAPACANI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,19,11,29,27,2,0,1,2,1,1,0,3,0,0,0,0,52,44,96
YOCALLA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,7,9
YOTALA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
YUNCHARA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
YUNGUYO DE LITORAL,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,2,4
ZUDAÑEZ,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-11-01,0,0,0,0,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,5,5,10
ACACIO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
ACHACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,9,12,1,1,0,0,0,0,0,0,0,0,1,1,0,0,11,14,25
ACHOCALLA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,10,11,0,0,1,0,0,1,1,1,0,0,1,0,0,0,13,13,26
AIQUILE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,5,11,4,2,1,0,0,0,0,0,0,1,0,0,1,0,11,14,25
ALALAY,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ALCALA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
ALTO BENI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,3,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
ANCORAIMES,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
ANDAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
ANTEQUERA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
ANZALDO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,3,5
APOLO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,20
ARAMPAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ARANI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
ARBIETO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,4,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,16,21
ARQUE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,5,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,18,20,2,1,1,0,1,0,3,1,1,0,2,0,0,0,28,22,50
ATOCHA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,8,16
AUCAPATA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
AYATA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
AYO AYO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,8,5,5,0,0,0,0,1,0,0,0,1,2,2,1,1,16,10,26
AZURDUY,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
BATALLAS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,6,8,1,3,0,0,0,0,0,0,1,1,0,0,0,0,8,12,20
BAURES,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,10
BELEN DE ANDAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,3
BELEN DE URMIRI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BELLA FLOR,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,5
BERMEJO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,14,13,1,1,0,3,0,0,4,0,1,0,1,1,0,2,21,20,41
BETANZOS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,11,11,4,5,0,1,0,0,0,0,0,0,0,0,0,0,15,17,32
BOLIVAR,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
BOLPEBRA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
BUENA VISTA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,10,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,12,12,24
CAIROMA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,2,3,0,1,1,1,0,1,0,1,0,0,0,0,0,1,3,8,11
"CAIZA ""D""",vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
CAJUATA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,6
CALACOTO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
CALAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
CAMARGO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,5,9,0,3,1,0,0,0,0,0,0,0,0,0,0,0,6,12,18
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
CAPINOTA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,9,13,0,1,0,1,0,0,0,0,1,1,0,0,0,0,10,16,26
CAQUIAVIRI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2,7
CARACOLLO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,11,5,1,1,1,0,0,0,0,0,1,0,1,0,0,0,15,6,21
CARANAVI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,29,27,7,1,2,2,0,2,0,0,3,1,1,1,0,1,42,35,77
CARAPARI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
CARIPUYO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,2,2,3,3,0,0,0,0,0,1,0,1,0,0,0,0,5,7,12
CHACARILLA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
CHALLAPATA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,13,12,2,3,0,1,0,0,1,0,0,0,0,0,0,0,16,16,32
CHAQUI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
CHARAGUA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,3,2,6,1,0,0,3,4,0,0,1,3,0,0,0,1,13,11,24
CHARAÑA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHAYANTA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,4,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,8,7,15
CHIMORE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,11,10,1,2,1,1,0,1,1,1,0,1,1,0,1,1,16,17,33
CHIPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2
CHOQUE COTA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
CHUMA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,4
CKOCHAS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,4,6,2,1,0,0,1,0,0,0,0,0,0,0,1,0,8,7,15
CLIZA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,9,4,3,6,0,0,0,0,1,1,0,1,0,0,0,0,13,12,25
COBIJA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,9,16,6,11,1,0,0,2,1,0,2,1,0,0,1,1,20,31,51
COCAPATA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,6,7,8,5,0,0,0,0,0,0,0,0,0,0,0,0,14,12,26
COCHABAMBA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,235,265,12,17,31,23,3,6,12,11,6,9,9,11,11,5,319,347,666
COLCAPIRHUA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,20,18,5,4,1,1,1,1,0,3,0,1,1,1,1,1,29,30,59
"COLCHA ""K""",vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,6,5,11
COLLANA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-12-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
