,group,variable,month,ANTINEUMOCOCICA 3RA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 3RA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 3RA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 3RA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 3RA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 3RA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 3RA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 3RA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 3RA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 3RA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 3RA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 3RA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 3RA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 3RA DOSIS 4 AÑOS - F,ANTINEUMOCOCICA 3RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
CKOCHAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,7,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17
CLIZA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,7,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19
COBIJA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,32,24,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,45,93
COCAPATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,10,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,27
COCHABAMBA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,375,317,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,329,719
COIPASA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COLCAPIRHUA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,24,23,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,52
"COLCHA ""K""",vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
COLLANA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COLOMI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,18,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,32
COLPA BELGICA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
COLQUECHACA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,4,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
COLQUENCHA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
COLQUIRI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,11,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,30
COMANCHE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
COMARAPA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,8,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
COMBAYA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CONCEPCION,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,22,12,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,44
COPACABANA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
CORIPATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,13,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,27
CORO CORO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
COROICO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,8,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
CORQUE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
COTAGAITA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,17,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,32
COTOCA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,74,65,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,79,170
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,19,13,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,42
CUCHUMUELA (V. G. VILLARROEL),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
CUEVO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
CULPINA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CURVA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DESAGUADERO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
EL ALTO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,370,385,138,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,543,1051
EL CHORO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EL PUENTE(STC),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
EL PUENTE(TJA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
EL TORNO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,29,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,36,68
EL VILLAR,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,6,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,27,39,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,46,79
ESCOMA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
ESMERALDA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EUCALIPTUS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
EXALTACION,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,6,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,25
FILADELFIA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,2,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,22
GIA-TIM,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,7,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
GUANAY,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,8,2,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,27
GUAQUI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
GUAYARAMERIN,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,26,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,28,55
GUTIERREZ,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,10,10,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,32
HUACARAJE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
HUACARETA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
HUACAYA (VILLA DE HUACAYA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUACHACALLA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HUANUNI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,5,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,24
HUARINA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
HUATAJATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUAYLLAMARCA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
HUMANATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
ICHOCA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
ICLA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
INCAHUASI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,7,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,15
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
INQUISIVI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,7,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,9,4,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,27
IXIAMAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,1,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
JESUS DE MACHACA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
LA ASUNTA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,27,25,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,31,67
LA GUARDIA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,84,86,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,91,181
LA PAZ,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,364,352,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,361,727
LA RIVERA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
LAGUNILLAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
LAJA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,12,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,28
LAS CARRERAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
LICOMA PAMPA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
LLALLAGUA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,12,13,31,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,52,95
LORETO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
LURIBAY,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
MACHACAMARCA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
MACHARETI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13
MAGDALENA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,12,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,21
MAIRANA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
MALLA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MAPIRI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,13,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,32
MECAPACA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
MINEROS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,25,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,14,41
MIZQUE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,10,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22
MOCOMOCO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,6,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
MOJOCOYA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
MONTEAGUDO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,12,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,28
MONTERO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,109,95,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,113,239
MORO MORO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
MOROCHATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
NAZACARA DE PACAJES,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
OCURI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,6,12,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,22
OKINAWA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,3,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20
OMEREQUE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
ORURO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,187,209,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,235,446
PADCAYA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,7,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
PADILLA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
PAILON,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,21,7,41,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,36,98
PALCA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,6,9,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,34
PALOS BLANCOS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,18,15,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,53
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
PAMPA GRANDE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
PAPEL PAMPA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
PASORAPA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
PATACAMAYA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,8,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
PAZÑA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
PELECHUCO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,4,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16
POCOATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,11,10,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,33
POCONA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
POJO (CBBA),vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10
POOPO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
PORCO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,12,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,25
POROMA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,4,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19
PORONGO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,10,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,20
PORTACHUELO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,24
PORVENIR,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
POSTRER VALLE,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
POTOSI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,169,174,31,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,196,396
PRESTO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
PUCARA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PUCARANI,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,18,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,34
PUERTO ACOSTA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
PUERTO CARABUCO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
PUERTO PEREZ,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,12,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,28
PUERTO SILES,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PUERTO SUAREZ,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,23,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,41
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,58,49,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,65,132
PUNA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,2,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12
PUNATA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,12,13,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,46
QUIABAYA,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
QUILLACOLLO,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,88,49,54,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,80,222
QUIME,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
QUIRUSILLAS,vacunacion en menores  de 5 anos,antineumococica 3ra dosis,2024-10-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
