,group,variable,month,PENTAVALENTE 4TA DOSIS < A 1 AÑO - D,PENTAVALENTE 4TA DOSIS < A 1 AÑO - D,PENTAVALENTE 4TA DOSIS < A 1 AÑO - F,PENTAVALENTE 4TA DOSIS < A 1 AÑO - F,PENTAVALENTE 4TA DOSIS 12 A 23 MESES - D,PENTAVALENTE 4TA DOSIS 12 A 23 MESES - D,PENTAVALENTE 4TA DOSIS 12 A 23 MESES - F,PENTAVALENTE 4TA DOSIS 12 A 23 MESES - F,PENTAVALENTE 4TA DOSIS 2 AÑOS - D,PENTAVALENTE 4TA DOSIS 2 AÑOS - D,PENTAVALENTE 4TA DOSIS 2 AÑOS - F,PENTAVALENTE 4TA DOSIS 2 AÑOS - F,PENTAVALENTE 4TA DOSIS 3 AÑOS - D,PENTAVALENTE 4TA DOSIS 3 AÑOS - D,PENTAVALENTE 4TA DOSIS 3 AÑOS - F,PENTAVALENTE 4TA DOSIS 3 AÑOS - F,PENTAVALENTE 4TA DOSIS 4 AÑOS - D,PENTAVALENTE 4TA DOSIS 4 AÑOS - D,PENTAVALENTE 4TA DOSIS 4 AÑOS - F,PENTAVALENTE 4TA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
SAN BENITO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,5,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,8,15
SAN BORJA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,30,23,11,9,3,0,4,3,3,3,4,4,0,2,0,2,55,46,101
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,6,1,1,5,1,0,1,1,0,0,1,0,0,0,0,0,10,7,17
SAN CARLOS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,11,13,9,7,0,1,2,2,0,0,0,0,0,0,0,1,22,24,46
SAN IGNACIO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,0,4,5,4,1,1,0,0,1,0,0,0,1,0,1,1,9,10,19
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,40,30,8,9,7,6,2,1,3,6,2,0,0,0,3,2,65,54,119
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN JAVIER(STC),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,12,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,9,22
SAN JOAQUIN,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,2,1,11,9,0,3,2,4,0,2,3,3,0,0,1,0,19,22,41
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,4,4,8
SAN JULIAN,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,38,33,21,24,4,6,2,5,2,0,2,3,3,0,0,5,72,76,148
SAN LORENZO(PND),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,2,4,3,1,0,0,4,4,0,1,4,3,0,0,0,0,13,13,26
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,10,9,4,0,0,0,0,1,0,0,0,0,1,0,0,0,15,10,25
SAN LUCAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,9,10,11,2,1,1,0,1,1,0,0,0,0,0,0,0,22,14,36
SAN MATIAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,10,13,3,1,2,2,1,0,1,0,0,0,0,0,0,0,17,16,33
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,6,13,5,3,0,0,0,0,0,1,0,0,0,0,0,1,11,18,29
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN PEDRO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,8,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,10,4,14
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,13,7,10,7,0,0,0,0,0,0,0,0,0,0,0,0,23,14,37
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,9,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,13,11,24
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,4,5
SAN PEDRO(PND),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN RAFAEL,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,2,2,6,3,1,2,4,2,0,1,3,1,0,0,0,0,16,11,27
SAN RAMON BENI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAN RAMON SCZ,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,7,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,8,13,21
SANTA ANA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,7,9,9,7,3,1,2,1,0,1,3,6,0,0,0,1,24,26,50
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,569,525,94,96,69,60,74,51,35,25,38,40,25,33,21,25,925,855,1780
SANTA ROSA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,9,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,10,21
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,8,13,1,0,0,0,0,0,1,1,0,0,0,0,0,0,10,14,24
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,5
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SANTIVAÑES,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,7,13
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAPAHAQUI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SENA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,2,5,6,9,0,0,1,0,0,0,1,1,1,2,0,0,11,17,28
SHINAOTA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,18,21,6,1,0,0,1,0,0,0,1,1,1,0,2,0,29,23,52
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,9,6,0,5,1,0,0,0,0,0,0,0,0,1,0,0,10,12,22
SICAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
SIPE SIPE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,35,23,14,13,1,1,2,2,2,0,2,3,1,0,4,2,61,44,105
SOPACHUY,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
SORACACHI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5,3,8
SORATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,3,2,7,5,0,0,2,1,0,0,0,0,0,0,0,0,12,8,20
SUCRE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,162,162,10,8,9,7,11,4,2,4,0,3,5,3,2,3,201,194,395
TACACHI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TACACOMA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,0,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,7,8
TACOBAMBA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,2,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
TACOPAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
TAPACARI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
TARABUCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,6,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12
TARACO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,6
TARATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11
TARIJA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,86,92,21,19,7,2,9,5,4,4,3,2,4,5,3,4,137,133,270
TARVITA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,7,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
TEOPONTE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,2,3,5,5,0,0,1,0,0,0,0,0,0,0,0,0,8,8,16
TIAHUANACU,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,6
TINGUIPAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,4,2,3,4,0,0,1,1,0,0,2,1,0,0,0,0,10,8,18
TIPUANI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,9,4,1,4,0,2,2,0,0,0,0,0,0,0,0,0,12,10,22
TIQUIPAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,20,19,19,15,1,3,0,2,4,1,1,2,1,2,1,1,47,45,92
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,7,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,13,9,22
TITO YUPANQUI (PARQUIPUJIO),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TOCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
TODOS SANTOS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
TOLATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5,2,7
TOLEDO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5,3,8
TOMAVE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
TOMINA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
TORO TORO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,3,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
TOTORA(CBBA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,4,5,2,3,0,1,1,0,0,0,0,0,1,0,0,0,8,9,17
TOTORA(ORR),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
TRIGAL,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
TRINIDAD,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,47,50,8,10,2,2,15,10,3,1,5,9,5,1,6,9,91,92,183
TUPIZA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,18,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,37
TURCO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
UMALA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
UNCIA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,8,6,2,3,0,0,0,1,0,0,1,0,0,0,0,0,11,10,21
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,11,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,14,5,19
URUBICHA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,3,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13
UYUNI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,13,8,1,1,0,1,0,2,1,0,0,1,2,0,1,0,18,13,31
VACAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
VALLEGRANDE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,13,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,25
VIACHA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,30,30,9,6,6,2,5,1,1,2,0,2,0,0,0,1,51,44,95
VILA VILA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
VILLA CHARCAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,10,6,8,1,0,0,0,1,0,1,0,0,0,2,0,0,18,11,29
VILLA MONTES,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,15,9,5,5,0,1,1,0,1,0,1,0,1,0,0,0,24,15,39
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
VILLA RIVERO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
VILLA SERRANO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
VILLA TUNARI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,57,56,12,16,4,3,0,1,3,1,1,1,0,0,1,2,78,80,158
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,2,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,5,5,10
VILLAZON,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,13,18,3,2,1,1,1,1,1,1,1,0,0,0,0,0,20,23,43
VINTO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,9,15,28,22,4,1,1,8,0,1,5,2,0,0,1,1,48,50,98
VITICHI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,1,1,3,2,3,0,0,0,0,0,0,0,0,1,0,0,7,4,11
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
WARNES,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,78,78,7,5,10,11,8,5,1,2,0,1,9,6,3,0,116,108,224
YACO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
YACUIBA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,40,36,30,34,3,0,22,17,1,1,10,18,0,0,6,5,112,111,223
YAMPARAEZ,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
YANACACHI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3
YAPACANI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,19,11,26,26,2,0,1,1,0,0,0,3,0,0,0,0,48,41,89
YOCALLA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,7,9
YOTALA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
YUNCHARA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
YUNGUYO DE LITORAL,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,2,4
ZUDAÑEZ,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-11-01,0,0,0,0,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,5,5,10
ACACIO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
ACHACACHI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,9,12,1,1,0,1,0,0,0,0,0,0,1,1,0,0,11,15,26
ACHOCALLA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,10,11,0,0,1,0,0,1,1,1,0,0,1,0,0,0,13,13,26
AIQUILE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,5,11,4,2,1,0,0,0,0,0,0,1,0,0,1,0,11,14,25
ALALAY,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ALCALA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
ALTO BENI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,3,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
ANCORAIMES,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
ANDAMARCA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
ANTEQUERA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
ANZALDO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,3,5
APOLO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,20
ARAMPAMPA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ARANI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
ARBIETO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,4,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,16,21
ARQUE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,5,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,20,20,2,1,1,0,1,0,3,1,1,1,2,0,2,0,32,23,55
ATOCHA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,8,16
AUCAPATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
AYATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
AYO AYO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,8,5,5,0,0,0,0,1,0,0,0,1,0,0,0,0,13,7,20
AZURDUY,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
BATALLAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,6,8,1,3,0,0,0,0,0,0,1,1,0,0,0,0,8,12,20
BAURES,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,10
BELEN DE ANDAMARCA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,3
BELEN DE URMIRI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BELLA FLOR,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,5
BERMEJO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,17,16,1,1,0,3,0,0,4,0,1,0,1,1,0,2,24,23,47
BETANZOS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,11,11,4,5,0,1,0,0,0,0,0,0,0,0,0,0,15,17,32
BOLIVAR,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
BOLPEBRA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
BUENA VISTA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,10,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,12,12,24
CAIROMA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,2,3,0,1,1,1,0,1,0,1,0,0,0,0,0,0,3,7,10
"CAIZA ""D""",vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
CAJUATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,6
CALACOTO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-12-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
