,group,variable,month,PENTAVELENTE 3RA DOSIS < A 1 AÑO - D,PENTAVELENTE 3RA DOSIS < A 1 AÑO - D,PENTAVELENTE 3RA DOSIS < A 1 AÑO - F,PENTAVELENTE 3RA DOSIS < A 1 AÑO - F,PENTAVELENTE 3RA DOSIS 12 A 23 MESES - D,PENTAVELENTE 3RA DOSIS 12 A 23 MESES - D,PENTAVELENTE 3RA DOSIS 12 A 23 MESES - F,PENTAVELENTE 3RA DOSIS 12 A 23 MESES - F,PENTAVELENTE 3RA DOSIS 2 AÑOS - D,PENTAVELENTE 3RA DOSIS 2 AÑOS - D,PENTAVELENTE 3RA DOSIS 2 AÑOS - F,PENTAVELENTE 3RA DOSIS 2 AÑOS - F,PENTAVELENTE 3RA DOSIS 3 AÑOS - D,PENTAVELENTE 3RA DOSIS 3 AÑOS - D,PENTAVELENTE 3RA DOSIS 3 AÑOS - F,PENTAVELENTE 3RA DOSIS 3 AÑOS - F,PENTAVELENTE 3RA DOSIS 4 AÑOS - D,PENTAVELENTE 3RA DOSIS 4 AÑOS - D,PENTAVELENTE 3RA DOSIS 4 AÑOS - F,PENTAVELENTE 3RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SAN JAVIER(STC),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,22
SAN JOAQUIN,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,13
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,18,12,2,0,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,25,14,39
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,2,6
SAN JULIAN,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,35,40,2,4,1,1,1,0,0,2,3,1,0,0,0,0,0,0,0,0,42,48,90
SAN LORENZO(PND),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,2,3,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,14
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,15,12,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,16,16,32
SAN LUCAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,9,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,29
SAN MATIAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,13,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,28
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN PEDRO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,6,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,10,9,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,29
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,5,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,22
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SAN PEDRO(PND),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAN RAFAEL,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,1,2,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,8,10
SAN RAMON BENI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,2,1,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
SAN RAMON SCZ,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,6,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,19
SANTA ANA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,7,9,2,3,0,0,3,5,0,0,0,3,0,0,1,0,0,0,0,0,13,20,33
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,874,918,58,65,37,35,29,30,12,9,14,16,7,7,12,8,7,4,6,6,1056,1098,2154
SANTA ROSA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,7,3,0,2,0,0,0,0,0,1,1,1,0,0,2,2,0,0,0,0,10,9,19
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,10,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,7,21
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,2,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5,8
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SANTIVAÑES,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAPAHAQUI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
SENA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,4,4,5,10,1,1,3,0,1,0,0,2,0,0,1,0,0,0,0,1,15,18,33
SHINAOTA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,21,25,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,27,52
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
SICAYA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SIPE SIPE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,30,20,6,7,1,0,2,1,0,4,0,0,0,1,0,2,1,0,1,0,41,35,76
SOPACHUY,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
SORACACHI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
SORATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,7,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,16
SUCRE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,190,184,2,5,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,197,192,389
TACACHI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TACACOMA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,1,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
TACOBAMBA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
TACOPAYA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
TAHUA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TAPACARI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,5,6,8,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,12,25
TARABUCO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,5,7,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,16
TARACO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
TARATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
TARIJA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,99,108,10,5,4,1,2,3,1,2,0,2,0,0,0,1,0,1,0,1,116,124,240
TARVITA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
TEOPONTE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,6,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
TIAHUANACU,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
TINGUIPAYA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18
TIPUANI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
TIQUIPAYA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,25,19,12,8,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,40,30,70
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,9,7,5,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,15,29
TOCO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
TOLATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2,8
TOLEDO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
TOMAVE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,3,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,8
TOMINA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
TORO TORO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,1,8,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,16
TOTORA(CBBA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,10,8,6,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,19,9,28
TOTORA(ORR),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
TRINIDAD,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,57,69,4,7,4,6,7,6,1,0,8,9,1,1,5,7,0,2,6,2,93,109,202
TUPIZA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,28,29,1,0,3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,35,30,65
TURCO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
UMALA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
UNCIA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,7,9,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,12,20
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
URUBICHA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
UYUNI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,17,31,4,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,23,35,58
VACAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
VALLEGRANDE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,9,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,22
VIACHA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,27,35,11,12,0,2,2,0,1,0,1,2,0,0,1,1,0,0,1,0,44,52,96
VILA VILA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
VILLA CHARCAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,9,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14
VILLA MONTES,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,31,34,10,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41,43,84
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,1,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
VILLA RIVERO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
VILLA SERRANO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
VILLA TUNARI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,54,61,6,12,5,3,0,3,0,0,2,0,0,0,0,0,0,0,0,0,67,79,146
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,14
VILLAZON,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,16,16,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,37
VINTO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,25,18,22,20,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,1,49,43,92
VITICHI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
WARNES,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,110,95,2,6,0,2,2,1,1,2,0,1,0,3,0,0,2,0,1,2,118,112,230
YACO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,3,4,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,7,5,12
YACUIBA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,42,58,6,5,1,1,0,0,0,1,2,0,1,1,0,0,0,0,0,0,52,66,118
YAMPARAEZ,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
YANACACHI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
YAPACANI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,20,19,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,55
YOCALLA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
YOTALA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
YUNCHARA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ZUDAÑEZ,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-09-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
ACACIO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ACHACACHI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,10,14,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,17,32
ACHOCALLA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,17,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,19,36
AIQUILE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,6,10,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,13,24
ALALAY,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ALCALA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ALTO BENI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
ANCORAIMES,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
ANDAMARCA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
ANTEQUERA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ANZALDO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
APOLO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,13,15,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,38
ARAMPAMPA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
ARANI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,7
ARBIETO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,11,15,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,35
ARQUE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,27,16,2,5,1,0,2,0,0,1,0,1,0,0,1,0,1,0,2,0,36,23,59
ATOCHA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,5,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16
AUCAPATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
AYATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
AYO AYO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,9,10,9,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19,15,34
AZURDUY,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
BATALLAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
BELEN DE ANDAMARCA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BELEN DE URMIRI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
BELLA FLOR,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
BERMEJO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,21,21,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,23,24,47
BETANZOS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,8,11,8,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,17,33
BOLIVAR,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
BOLPEBRA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
BOYUIBE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4
BUENA VISTA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,5,13
CABEZAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,19,11,3,7,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,24,19,43
CAIROMA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,3,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13
"CAIZA ""D""",vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
CAJUATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
CALACOTO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CALAMARCA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
CAMARGO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,5,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
CAMIRI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,19,16,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,43
CAPINOTA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,8,6,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,9,11,20
CAQUIAVIRI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
CARACOLLO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,9,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,27
CARANAVI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,34,26,11,9,0,0,0,0,1,0,2,2,0,1,1,1,0,0,0,0,49,39,88
CARAPARI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-10-01,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11
