,group,variable,month,PENTAVALENTE 1RA DOSIS < A 1 AÑO - D,PENTAVALENTE 1RA DOSIS < A 1 AÑO - D,PENTAVALENTE 1RA DOSIS < A 1 AÑO - F,PENTAVALENTE 1RA DOSIS < A 1 AÑO - F,PENTAVALENTE 1RA DOSIS 12 A 23 MESES - D,PENTAVALENTE 1RA DOSIS 12 A 23 MESES - D,PENTAVALENTE 1RA DOSIS 12 A 23 MESES - F,PENTAVALENTE 1RA DOSIS 12 A 23 MESES - F,PENTAVALENTE 1RA DOSIS 2 AÑOS - D,PENTAVALENTE 1RA DOSIS 2 AÑOS - D,PENTAVALENTE 1RA DOSIS 2 AÑOS - F,PENTAVALENTE 1RA DOSIS 2 AÑOS - F,PENTAVALENTE 1RA DOSIS 3 AÑOS - D,PENTAVALENTE 1RA DOSIS 3 AÑOS - D,PENTAVALENTE 1RA DOSIS 3 AÑOS - F,PENTAVALENTE 1RA DOSIS 3 AÑOS - F,PENTAVALENTE 1RA DOSIS 4 AÑOS - D,PENTAVALENTE 1RA DOSIS 4 AÑOS - D,PENTAVALENTE 1RA DOSIS 4 AÑOS - F,PENTAVALENTE 1RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
SIPE SIPE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,28,35,6,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,46,81
SOPACHUY,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SORACACHI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
SORATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,5,6,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,7,22
SUCRE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,165,149,2,4,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,169,157,326
TACACOMA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
TACOBAMBA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
TACOPAYA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
TAPACARI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,1,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
TARABUCO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
TARACO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
TARATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9
TARIJA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,104,84,8,19,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,114,103,217
TARVITA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
TEOPONTE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13
TIAHUANACU,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
TINGUIPAYA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
TIPUANI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
TIQUIPAYA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,30,32,14,5,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,45,40,85
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,6,8,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,25
TOCO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
TOLATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
TOLEDO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TOMAVE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
TOMINA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
TORO TORO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,6,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
TOTORA(CBBA),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,7,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
TOTORA(ORR),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TRIGAL,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TRINIDAD,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,84,60,0,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,87,63,150
TUPIZA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,16,25,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,28,48
TURCO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
UMALA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
UNCIA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,14,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,32
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,9,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,23
URUBICHA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
UYUNI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,18,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,38
VACAS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
VALLEGRANDE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,9,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13
VIACHA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,32,44,13,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,56,102
VILA VILA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
VILLA CHARCAS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,6,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
VILLA MONTES,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,27,19,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,34,21,55
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
VILLA RIVERO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
VILLA SERRANO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
VILLA TUNARI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,78,64,2,8,0,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,83,76,159
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
VILLAZON,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,18,21,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,42
VINTO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,28,20,21,22,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,51,45,96
VITICHI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
WARNES,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,73,95,20,14,4,0,1,2,0,1,2,1,0,1,0,0,0,0,0,0,100,114,214
YACO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,1,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
YACUIBA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,50,43,5,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,57,53,110
YAMPARAEZ,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
YANACACHI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
YAPACANI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,18,21,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,40,79
YOCALLA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
YOTALA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
YUNCHARA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
ZUDAÑEZ,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-10-01,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
ACACIO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
ACHACACHI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,13,11,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,35
ACHOCALLA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,18,37
AIQUILE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,8,5,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,8,20
ALALAY,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ALCALA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ALTO BENI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
ANCORAIMES,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
ANDAMARCA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ANTEQUERA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ANZALDO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
APOLO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,8,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,28
ARAMPAMPA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
ARANI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
ARBIETO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,12,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,25
ARQUE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,3,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,21,32,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,37,59
ATOCHA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
AUCAPATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
AYATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
AYO AYO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,6,12,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,28
AZURDUY,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,1,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
BATALLAS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,5,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
BAURES,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
BELEN DE ANDAMARCA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BELEN DE URMIRI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BELLA FLOR,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
BERMEJO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,20,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,35
BETANZOS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,13,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,27
BOLIVAR,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
BOLPEBRA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BOYUIBE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
BUENA VISTA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
CABEZAS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,14,14,9,7,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,27,23,50
CAIROMA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
"CAIZA ""D""",vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
CAJUATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14
CALACOTO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CALAMARCA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
CAMARGO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CAMIRI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,18,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,39
CAPINOTA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
CAQUIAVIRI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
CARACOLLO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,13,16,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,22,39
CARANAVI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,22,20,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,49
CARAPARI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
CARIPUYO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
CHALLAPATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,14,8,9,7,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,26,16,42
CHAQUI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
CHARAGUA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,8,10,22,13,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,31,28,59
CHARAÑA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CHAYANTA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,7,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
CHIMORE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,9,14,2,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,17,30
CHIPAYA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
CHOQUE COTA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHUA COCANI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,11
CHUMA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
CKOCHAS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
CLIZA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,13,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,9,25
COBIJA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,33,19,8,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42,25,67
COCAPATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,11,9,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,13,28
COCHABAMBA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,328,404,12,7,0,4,2,1,2,0,3,2,0,1,1,1,0,0,0,0,348,420,768
COLCAPIRHUA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,20,22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,44
"COLCHA ""K""",vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,9,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14
COLLANA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
COLOMI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,13,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26
COLPA BELGICA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
COLQUECHACA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,10,11,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,28
COLQUENCHA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
COLQUIRI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,7,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19
COMANCHE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,7,9
COMARAPA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,14,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,24
COMBAYA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CONCEPCION,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,29
COPACABANA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,6,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
CORIPATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,11,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,8,20
CORO CORO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
COROICO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,11,15,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,32
CORQUE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
COTAGAITA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,10,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20
COTOCA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-11-01,53,41,9,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,62,59,121
