,group,variable,month,SRP 1RA DOSIS < A 1 AÑO - D,SRP 1RA DOSIS < A 1 AÑO - D,SRP 1RA DOSIS < A 1 AÑO - F,SRP 1RA DOSIS < A 1 AÑO - F,SRP 1RA DOSIS 12 A 23 MESES - D,SRP 1RA DOSIS 12 A 23 MESES - D,SRP 1RA DOSIS 12 A 23 MESES - F,SRP 1RA DOSIS 12 A 23 MESES - F,SRP 1RA DOSIS 2 AÑOS - D,SRP 1RA DOSIS 2 AÑOS - D,SRP 1RA DOSIS 2 AÑOS - F,SRP 1RA DOSIS 2 AÑOS - F,SRP 1RA DOSIS 3 AÑOS - D,SRP 1RA DOSIS 3 AÑOS - D,SRP 1RA DOSIS 3 AÑOS - F,SRP 1RA DOSIS 3 AÑOS - F,SRP 1RA DOSIS 4 AÑOS - D,SRP 1RA DOSIS 4 AÑOS - D,SRP 1RA DOSIS 4 AÑOS - F,SRP 1RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,2,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,5,4,9
SAN JAVIER(STC),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,12,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,8,21
SAN JOAQUIN,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,0,1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,8,4,12,6,0,0,2,1,1,0,1,1,0,0,0,0,24,12,36
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,3,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
SAN JULIAN,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,16,15,11,8,0,1,0,0,1,0,1,1,0,0,0,1,29,26,55
SAN LORENZO(PND),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,16,8,3,3,0,0,0,1,2,0,0,0,0,0,0,0,21,12,33
SAN LUCAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,21,13,6,4,1,0,0,0,0,0,0,1,0,0,0,0,28,18,46
SAN MATIAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,10,6,4,3,0,0,0,0,0,2,0,0,0,0,0,0,14,11,25
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,8,1,12,3,0,0,0,0,1,0,0,0,0,0,0,0,21,4,25
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,5
SAN PEDRO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,2,5,7
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,10,9,23,5,1,0,0,0,0,0,0,0,0,0,2,1,36,15,51
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,8,7,7,3,0,0,0,0,0,0,0,0,0,0,0,0,15,10,25
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,1,2,7,9
SAN PEDRO(PND),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SAN RAFAEL,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
SAN RAMON BENI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
SAN RAMON SCZ,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
SANTA ANA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,4,10,12,11,0,0,2,5,0,0,0,1,1,0,4,4,23,31,54
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,780,746,104,111,30,24,35,29,9,13,18,17,15,6,67,70,1058,1016,2074
SANTA ROSA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,6,9,5,5,0,0,4,7,0,0,4,3,0,0,1,0,20,24,44
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,8,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,15,24
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,0,0,1,7,0,0,1,1,0,0,0,0,0,0,0,0,2,8,10
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTIVAÑES,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,5,1,6
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAPAHAQUI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
SENA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,11,10,5,5,1,1,1,3,0,2,1,1,4,3,2,5,25,30,55
SHINAOTA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,15,19,3,1,0,1,0,0,0,0,0,0,0,2,0,0,18,23,41
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,12,13,1,2,1,0,0,0,0,0,0,1,0,0,0,0,14,16,30
SICAYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
SIPE SIPE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,23,29,11,8,1,0,1,1,1,1,0,1,0,1,0,0,37,41,78
SOPACHUY,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SORACACHI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,5,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
SORATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,11,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,8,20
SUCRE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,158,160,1,3,2,3,1,0,1,0,0,0,0,1,0,0,163,167,330
TACACHI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TACACOMA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,3,5,1,5,0,0,0,0,0,0,0,0,0,1,0,0,4,11,15
TACOBAMBA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,2,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12
TACOPAYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
TAHUA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TAPACARI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,8,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,15,11,26
TARABUCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
TARACO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
TARATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,4,4,8
TARIJA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,108,93,25,16,1,4,2,2,0,0,4,1,0,0,0,0,140,116,256
TARVITA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
TEOPONTE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
TIAHUANACU,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,5,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
TINGUIPAYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,5,2,4,5,0,0,1,0,0,0,0,0,0,1,3,1,13,9,22
TIPUANI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,3,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,5,5,10
TIQUIPAYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,11,35,3,13,1,1,0,0,0,0,0,0,0,0,0,1,15,50,65
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,5,8,13,10,0,0,0,0,0,0,0,0,0,0,0,0,18,18,36
TITO YUPANQUI (PARQUIPUJIO),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TOCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
TOLATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TOLEDO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TOMAVE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
TORO TORO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,2,2,11,5,0,0,0,0,0,0,0,0,0,0,0,0,13,7,20
TOTORA(CBBA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,6,7,3,3,0,0,0,1,1,0,0,0,0,0,0,0,10,11,21
TOTORA(ORR),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
TRIGAL,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TRINIDAD,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,59,47,54,43,2,0,25,23,1,3,20,12,2,0,8,7,171,135,306
TUPIZA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,32,33,3,2,1,0,0,0,0,0,0,0,0,0,0,0,36,35,71
TURCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
UMALA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,8,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13
UNCIA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,3,7,2,3,1,0,0,1,0,0,0,1,0,0,0,0,6,12,18
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,7,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19
URUBICHA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,1,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,4,3,7
UYUNI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,15,9,10,14,0,0,1,1,0,1,1,0,0,0,0,0,27,25,52
VACAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
VALLEGRANDE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,10,8,0,3,0,1,0,0,0,0,0,1,0,0,0,0,10,13,23
VIACHA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,34,35,11,16,2,0,2,0,3,0,0,1,0,1,1,2,53,55,108
VILA VILA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
VILLA CHARCAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,2,1,2,4,0,0,0,0,0,0,0,1,0,0,0,0,4,6,10
VILLA MONTES,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,23,18,5,3,0,0,1,0,0,0,2,0,1,0,0,0,32,21,53
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
VILLA RIVERO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
VILLA SERRANO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
VILLA TUNARI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,59,47,10,17,1,0,1,1,0,0,0,1,1,1,1,0,73,67,140
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10
VILLAZON,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,28,25,5,8,0,0,0,0,0,0,1,0,0,0,0,0,34,33,67
VINTO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,23,15,13,14,0,2,0,3,0,1,1,0,0,0,1,0,38,35,73
VITICHI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
WARNES,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,96,89,10,4,1,2,1,1,1,3,0,1,7,1,1,0,117,101,218
YACO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,5,4,3,1,0,0,0,1,0,0,0,0,0,0,0,1,8,7,15
YACUIBA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,40,48,14,11,0,3,3,0,2,1,1,0,1,0,0,1,61,64,125
YAMPARAEZ,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
YANACACHI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,3,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,6,2,8
YAPACANI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,18,20,23,25,1,0,0,1,0,0,0,0,0,0,0,0,42,46,88
YOCALLA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
YOTALA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
YUNCHARA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
ZUDAÑEZ,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-09-01,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
ACACIO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,4
ACHACACHI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,12,13,5,14,0,2,4,2,0,0,3,1,1,0,1,2,26,34,60
ACHOCALLA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,15,22,0,0,0,1,1,0,1,1,0,1,0,1,0,0,17,26,43
AIQUILE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,12,7,3,0,1,0,0,1,0,0,1,0,0,0,0,1,17,9,26
ALALAY,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
ALCALA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ALTO BENI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,6,3,9
ANCORAIMES,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
ANDAMARCA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
ANTEQUERA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4
ANZALDO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
APOLO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,13,13,9,4,0,0,0,1,0,0,0,0,1,1,0,1,23,20,43
ARAMPAMPA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ARANI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,6,7,1,2,0,1,0,0,0,0,0,0,0,0,0,0,7,10,17
ARBIETO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,15,16,3,5,0,0,0,0,0,0,0,0,0,0,0,0,18,21,39
ARQUE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,25,20,10,6,1,1,2,4,0,1,0,2,1,0,0,3,39,37,76
ATOCHA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
AUCAPATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,3,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,8
AYATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
AYO AYO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,2,6,2,0,0,1,0,0,0,0,0,0,1,2,0,10,5,15
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,10,7,5,10,0,0,0,0,0,0,0,0,0,0,0,0,15,17,32
AZURDUY,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,2,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
BATALLAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,21
BAURES,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,5,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,6,4,10
BELEN DE ANDAMARCA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
BELEN DE URMIRI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
BELLA FLOR,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
BERMEJO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,14,17,0,1,1,0,1,1,0,1,0,0,0,1,0,0,16,21,37
BETANZOS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,12,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,15,20,35
BOLIVAR,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
BOYUIBE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
BUENA VISTA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,3,3,9,5,0,0,0,0,0,0,0,0,0,0,1,0,13,8,21
CABEZAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,3,5,15,11,0,0,0,1,0,0,1,1,0,0,1,0,20,18,38
CAIROMA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,8
"CAIZA ""D""",vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,5,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19
CAJUATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10
CALACOTO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CALAMARCA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
CAMARGO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,7,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CAMIRI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,19,8,5,6,0,3,0,1,0,0,0,0,0,0,1,0,25,18,43
CAPINOTA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,19,13,0,1,1,0,0,0,0,1,0,0,0,1,0,0,20,16,36
CAQUIAVIRI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CARACOLLO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,8,16,4,2,0,0,0,1,0,0,0,0,1,0,0,0,13,19,32
CARANAVI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,25,30,8,5,0,0,0,1,0,0,1,2,0,0,0,0,34,38,72
CARAPARI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,2,5,6,8,0,0,0,0,0,0,1,1,0,0,0,0,9,14,23
CARIPUYO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
CHACARILLA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHALLAPATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,23,16,1,1,1,0,0,0,0,0,0,0,0,0,1,0,26,17,43
CHAQUI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
CHARAGUA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-10-01,0,0,0,0,6,8,35,32,0,0,2,1,0,2,1,1,0,0,0,0,44,44,88
