,group,variable,month,ANTINEUMOCOCICA 1RA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 1RA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 1RA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 1RA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 1RA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 1RA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 1RA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 1RA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 1RA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 1RA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 1RA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 1RA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 1RA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 4 AÑOS - F,ANTINEUMOCOCICA 1RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
VILLA TUNARI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-09-01,56,79,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,85,148
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-09-01,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
VILLAZON,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-09-01,25,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,45
VINTO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-09-01,16,13,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,25,65
VITICHI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-09-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-09-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
WARNES,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-09-01,95,82,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,84,181
YACO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-09-01,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
YACUIBA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-09-01,28,40,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,58,96
YAMPARAEZ,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-09-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
YANACACHI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-09-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
YAPACANI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-09-01,22,20,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,70
YOCALLA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-09-01,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
YOTALA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-09-01,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
YUNCHARA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ZUDAÑEZ,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-09-01,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
ACACIO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
ACHACACHI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,15,10,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,37
ACHOCALLA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,18,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,31
AIQUILE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20
ALALAY,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ALCALA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ALTO BENI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
ANCORAIMES,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
ANTEQUERA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
ANZALDO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
APOLO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,14,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,29
ARAMPAMPA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
ARANI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
ARBIETO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,14,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,29
ARQUE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,25,22,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,25,53
ATOCHA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
AUCAPATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
AYATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
AYO AYO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,14,12,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,37
AZURDUY,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,2,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
BATALLAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,6,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,21
BAURES,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
BELEN DE ANDAMARCA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
BELLA FLOR,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BERMEJO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,11,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,26
BETANZOS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,13,13,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,36
BOLIVAR,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
BOYUIBE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
BUENA VISTA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
CABEZAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,11,13,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,36
CAIROMA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
"CAIZA ""D""",vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
CAJUATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
CALACOTO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CALAMARCA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
CAMARGO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,9,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CAMIRI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,12,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,34
CAPINOTA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,11,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,21
CAQUIAVIRI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
CARACOLLO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,16,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,28
CARANAVI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,25,27,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,56
CARAPARI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
CARIPUYO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
CHACARILLA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHALLAPATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,20,15,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,42
CHAQUI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
CHARAGUA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,9,15,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26,46
CHARAÑA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CHAYANTA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,6,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,20
CHIMORE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,11,17,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,33
CHIPAYA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
CHUA COCANI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,4,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,17
CHUMA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,4,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
CKOCHAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
CLIZA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,9,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23
COBIJA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,20,26,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,37,79
COCAPATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,4,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,22
COCHABAMBA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,335,342,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,356,705
COLCAPIRHUA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,27,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,16,45
"COLCHA ""K""",vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,5,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15
COLLANA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
COLOMI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,13,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,30
COLPA BELGICA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,1,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
COLQUECHACA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,12,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,28
COLQUENCHA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
COLQUIRI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,9,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,27
COMANCHE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
COMARAPA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
COMBAYA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CONCEPCION,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,26,14,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,20,49
COPACABANA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,2,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
CORIPATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,9,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,23
CORO CORO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
COROICO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
CORQUE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
COTAGAITA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,10,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
COTOCA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,62,61,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,134
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,12,19,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,36
CUCHUMUELA (V. G. VILLARROEL),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CUEVO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
CULPINA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,10,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,16
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CURVA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
DESAGUADERO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
EL ALTO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,454,429,166,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,597,1217
EL CHORO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
EL PUENTE(STC),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,5,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
EL PUENTE(TJA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
EL TORNO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,25,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,55
EL VILLAR,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,11,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,18
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,29,23,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,24,57
ESCOMA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
ESMERALDA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EUCALIPTUS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
EXALTACION,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
FILADELFIA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,13,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,20
GIA-TIM,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
GUANAY,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,11,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,25
GUAQUI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
GUAYARAMERIN,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,18,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,44
GUTIERREZ,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,3,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
HUACARAJE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
HUACARETA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
HUANUNI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,6,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21
HUARINA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
HUATAJATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HUAYLLAMARCA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
HUMANATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ICHOCA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
ICLA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
INCAHUASI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,2,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
INQUISIVI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,5,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,18
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,7,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18
IXIAMAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,4,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15
JESUS DE MACHACA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7
LA ASUNTA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,36,25,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,29,69
LA GUARDIA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-10-01,53,66,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,75,130
