,group,variable,month,SRP 2DA DOSIS < A 1 AÑO - D,SRP 2DA DOSIS < A 1 AÑO - D,SRP 2DA DOSIS < A 1 AÑO - F,SRP 2DA DOSIS < A 1 AÑO - F,SRP 2DA DOSIS 12 A 23 MESES - D,SRP 2DA DOSIS 12 A 23 MESES - D,SRP 2DA DOSIS 12 A 23 MESES - F,SRP 2DA DOSIS 12 A 23 MESES - F,SRP 2DA DOSIS 2 AÑOS - D,SRP 2DA DOSIS 2 AÑOS - D,SRP 2DA DOSIS 2 AÑOS - F,SRP 2DA DOSIS 2 AÑOS - F,SRP 2DA DOSIS 3 AÑOS - D,SRP 2DA DOSIS 3 AÑOS - D,SRP 2DA DOSIS 3 AÑOS - F,SRP 2DA DOSIS 3 AÑOS - F,SRP 2DA DOSIS 4 AÑOS - D,SRP 2DA DOSIS 4 AÑOS - D,SRP 2DA DOSIS 4 AÑOS - F,SRP 2DA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
CHALLAPATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,28,26,9,14,2,0,0,8,0,0,3,4,0,1,1,1,43,54,97
CHAQUI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,5,2,7
CHARAGUA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,8,12,20,10,0,1,8,6,1,1,3,4,0,0,0,1,40,35,75
CHARAÑA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,5
CHAYANTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,2,2,3,0,0,0,0,0,0,1,0,0,0,1,0,7,5,12
CHIMORE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,20,14,6,5,0,1,7,2,1,0,3,4,2,0,1,1,40,27,67
CHIPAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,0,0,0,0,1,2,4,0,0,1,0,0,0,0,0,3,5,8
CHOQUE COTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHUA COCANI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,6,7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,8,8,16
CHUMA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,3,3,6
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,11,1,12
CKOCHAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
CLIZA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,5,11,5,3,1,1,2,0,0,0,0,1,0,0,0,1,13,17,30
COBIJA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,17,18,10,5,1,2,0,1,1,0,0,2,0,0,1,1,30,29,59
COCAPATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,5,11,5,2,0,0,0,0,0,0,2,1,0,0,0,0,12,14,26
COCHABAMBA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,275,243,24,28,33,33,26,16,24,16,20,18,27,30,19,14,448,398,846
COLCAPIRHUA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,17,23,7,0,2,2,2,0,0,1,0,0,7,8,3,1,38,35,73
"COLCHA ""K""",vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,6,8,3,1,0,0,0,0,0,0,0,0,1,1,0,2,10,12,22
COLOMI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,13,11,0,2,1,2,0,0,2,0,0,0,1,0,1,0,18,15,33
COLPA BELGICA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
COLQUECHACA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,7,2,5,4,0,0,0,0,0,1,1,0,0,0,0,0,13,7,20
COLQUENCHA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,5,12
COLQUIRI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,4,3,1,3,2,0,0,3,0,0,0,0,0,1,0,13,7,20
COMANCHE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COMARAPA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,12,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13,6,19
CONCEPCION,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,17,21,6,1,4,2,0,0,0,0,0,0,0,3,1,0,28,27,55
COPACABANA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,3,2,1,0,0,2,1,0,0,0,0,1,0,3,4,11,9,20
CORIPATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,7,2,2,2,0,1,0,1,0,1,2,0,0,0,2,0,13,7,20
CORO CORO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,0,2,5,0,0,0,1,0,0,0,2,0,0,0,0,3,8,11
COROICO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,5,10,4,2,0,0,0,0,0,1,0,0,2,1,1,1,12,15,27
CORQUE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,5,6,2,2,0,0,1,1,1,0,0,0,0,0,0,1,9,10,19
COTAGAITA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,10,13,0,3,0,1,0,0,0,0,0,0,0,0,0,0,10,17,27
COTOCA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,60,56,17,10,1,2,3,5,1,1,5,0,1,2,5,1,93,77,170
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,13,11,4,5,0,0,0,1,0,0,0,0,0,0,0,0,17,17,34
CULPINA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,9,6,1,3,1,0,1,0,0,0,0,0,0,0,0,0,12,9,21
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CURVA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DESAGUADERO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,4,4,8
EL ALTO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,292,287,165,193,38,41,37,39,20,15,22,34,34,42,65,64,673,715,1388
EL CHORO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
EL PUENTE(STC),vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,6,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
EL PUENTE(TJA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
EL TORNO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,28,22,0,0,2,0,0,0,1,0,0,0,0,0,0,0,31,22,53
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,4,14
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,32,26,7,14,1,0,7,2,0,1,1,1,1,3,3,2,52,49,101
ESCARA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2
ESCOMA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
ESMERALDA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
EUCALIPTUS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,5,5,2,1,0,0,2,0,0,0,0,0,0,0,2,1,11,7,18
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
EXALTACION,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,3
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,5,5,5,8,0,0,0,0,0,0,0,1,0,0,2,0,12,14,26
FILADELFIA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,13,6,2,4,1,0,1,2,0,1,0,1,0,0,0,1,17,15,32
GIA-TIM,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
GUANAY,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,6,6,8,1,2,0,2,0,0,0,0,0,2,0,0,10,20,30
GUAQUI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,3,9
GUAYARAMERIN,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,16,13,14,8,3,1,6,9,1,0,11,7,0,0,8,7,59,45,104
GUTIERREZ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,6,2,2,8,0,0,1,3,0,1,0,2,0,0,0,0,9,16,25
HUACARAJE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
HUACARETA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
HUACAYA (VILLA DE HUACAYA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUACHACALLA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,0,0,1,2,5,7
HUANUNI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,4,4,2,6,0,0,2,1,3,0,1,2,0,0,2,1,14,14,28
HUARINA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,4,3,7
HUATAJATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,3
HUAYLLAMARCA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,3,4
HUMANATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ICHOCA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
ICLA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
INCAHUASI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,0,4,3,0,0,1,1,0,0,0,0,0,0,0,0,5,4,9
INQUISIVI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,6,4,1,0,0,0,2,0,1,0,0,0,0,0,0,6,10,16
IXIAMAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,6,4,2,2,0,0,3,0,0,0,0,0,0,1,0,0,11,7,18
JESUS DE MACHACA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
LA ASUNTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,34,21,0,3,1,0,0,0,0,4,0,0,6,9,1,0,42,37,79
LA GUARDIA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,55,60,8,15,7,2,10,7,0,3,1,7,3,6,5,8,89,108,197
LA PAZ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,241,203,7,5,40,28,8,6,12,9,4,1,42,33,12,6,366,291,657
LA RIVERA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LAGUNILLAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12
LAJA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,6,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14
LAS CARRERAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LICOMA PAMPA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LLALLAGUA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,6,10,26,21,0,0,4,2,1,1,0,0,0,0,2,1,39,35,74
LLICA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,5,4,9
LORETO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
LURIBAY,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4,4,8
MACHACAMARCA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3,3,6
MACHARETI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
MAGDALENA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,4,2,1,1,1,0,2,0,0,0,0,0,0,0,1,6,9,15
MAIRANA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
MALLA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
MAPIRI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,10,7,0,0,1,1,0,1,0,0,0,0,0,2,0,0,11,11,22
MECAPACA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,8
MINEROS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,12,16,15,16,1,1,4,1,0,0,0,0,1,1,2,0,35,35,70
MIZQUE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,5,5,5,4,1,2,0,0,0,0,0,0,0,0,0,1,11,12,23
MOCOMOCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,7,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14
MOJOCOYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
MONTEAGUDO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,13,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15,10,25
MONTERO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,80,78,30,43,4,6,20,18,3,4,7,5,2,3,7,7,153,164,317
MOROCHATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
OCURI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
OKINAWA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,4,3,1,2,0,0,0,1,0,0,0,1,1,0,0,0,6,7,13
OMEREQUE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
ORURO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,142,132,42,29,13,10,23,26,5,5,12,13,8,6,18,6,263,227,490
PADCAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,14,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,15,5,20
PADILLA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,5
PAILON,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,8,17,8,9,1,2,1,0,0,0,1,0,1,0,4,3,24,31,55
PALCA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,8,10,6,4,0,0,0,1,0,1,1,3,1,1,1,1,17,21,38
PALOS BLANCOS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,10,17,14,8,1,0,2,4,0,0,1,2,0,1,0,3,28,35,63
PAMPA GRANDE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,5
PAPEL PAMPA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
PASORAPA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
PATACAMAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,11,5,3,2,0,0,1,1,0,0,0,0,1,0,1,1,17,9,26
PAZÑA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PELECHUCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,5,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,6,6,12
POCOATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,7,6,7,3,0,1,0,0,0,0,0,0,0,0,0,0,14,10,24
POCONA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
POJO (CBBA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
POOPO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,6,7,2,4,0,0,0,0,0,0,0,0,0,0,0,1,8,12,20
PORCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,8,6,6,3,1,2,3,3,0,1,4,3,0,0,2,1,24,19,43
POROMA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,7,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
PORONGO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,3,2,1,1,0,0,0,1,0,1,0,0,0,0,0,8,4,12
PORTACHUELO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,9,7,3,3,1,0,0,0,0,0,0,0,0,0,0,0,13,10,23
PORVENIR,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,2,6,2,0,0,0,1,0,1,0,0,0,0,0,0,9,6,15
POSTRER VALLE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
POTOSI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,157,137,54,44,6,6,16,12,7,8,8,8,4,7,12,6,264,228,492
PRESTO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
PUCARA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUCARANI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,8,6,11,6,2,1,2,1,1,0,1,0,1,0,1,1,27,15,42
PUERTO ACOSTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PUERTO CARABUCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
PUERTO PEREZ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,5,6,0,3,1,0,1,0,0,0,0,0,1,1,0,0,8,10,18
PUERTO RICO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
PUERTO SUAREZ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,25,17,3,2,5,2,0,0,1,1,1,1,3,4,0,0,38,27,65
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,40,29,15,21,3,3,10,6,0,0,6,2,3,0,4,1,81,62,143
PUNA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15
PUNATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,5,11,13,7,1,0,0,0,0,0,0,0,1,0,2,1,22,19,41
QUIABAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
QUILLACOLLO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,46,36,58,61,9,6,11,12,2,4,9,5,1,5,10,7,146,136,282
QUIME,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,2,5,0,3,0,1,0,0,1,1,0,0,0,0,0,0,3,10,13
QUIRUSILLAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,3,0,1,2,1,0,0,1,1,0,1,0,0,0,0,0,7,3,10
RAVELO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
REYES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,5,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,7,13
RIBERALTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,56,48,6,5,13,6,1,3,3,1,0,2,2,2,1,1,82,68,150
ROBORE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-11-01,0,0,0,0,6,8,4,3,0,1,2,1,0,0,0,0,0,0,0,0,12,13,25
