,group,variable,month,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA < A 1 AÑO - D,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA < A 1 AÑO - D,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA < A 1 AÑO - F,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA < A 1 AÑO - F,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 12 A 23 MESES - D,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 12 A 23 MESES - D,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 12 A 23 MESES - F,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 12 A 23 MESES - F,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 2 AÑOS - D,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 2 AÑOS - D,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 2 AÑOS - F,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 2 AÑOS - F,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 3 AÑOS - D,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 3 AÑOS - D,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 3 AÑOS - F,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 3 AÑOS - F,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 4 AÑOS - D,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 4 AÑOS - D,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 4 AÑOS - F,INFLUENZA ESTACIONAL A NIÑOS CON ENFERMEDAD CRONICA 4 AÑOS - F,TOTALES,TOTALES,TOTALES
VALLEGRANDE,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-11-01,0,0,0,0,0,0,0,0,2,0,3,2,1,2,1,5,0,0,2,4,9,13,22
BUENA VISTA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CABEZAS,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLPA BELGICA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
CONCEPCION,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,4,2,0,3,11,14
EL ALTO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,4,4
GUAYARAMERIN,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
LA PAZ,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-11-01,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,2,2,2,3,7,8,15
MONTERO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-11-01,0,0,0,0,0,0,0,0,4,0,0,0,1,2,1,0,2,2,3,1,11,5,16
PAILON,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,1,5,2,7
PORTACHUELO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
POTOSI,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,6,7,13
SAN CARLOS,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-11-01,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,4,5
SAN IGNACIO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-11-01,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,2,3,5
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-11-01,0,0,0,0,0,0,0,0,21,17,0,1,15,12,0,0,17,27,1,4,54,61,115
TRIGAL,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TRINIDAD,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,4,3,7,8,15
URUBICHA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2
WARNES,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
APOLO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-12-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
CONCEPCION,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,4,1,5
EL ALTO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
EL TORNO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,4,1,5
LA PAZ,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-12-01,0,0,0,0,0,0,0,0,0,1,13,9,0,0,0,0,0,0,0,0,13,10,23
LLICA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MONTERO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-12-01,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,3,3,0,0,11,6,17
SAN IGNACIO,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-12-01,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,1,2,4,6
SAN MATIAS,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-12-01,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,4,4,9,4,13
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-12-01,0,0,0,0,0,0,0,0,14,11,2,0,9,5,0,0,10,3,0,1,35,20,55
VALLEGRANDE,vacunacion en menores  de 5 anos,influenza estacional a ninos con enfermedad cronica,2024-12-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
