,group,variable,month,ANTIPOLIOMELITICA 3RA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 3RA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 3RA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 3RA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 3RA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 3RA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 3RA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 3RA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 3RA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 3RA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 3RA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 3RA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 3RA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 4 AÑOS - F,ANTIPOLIOMELITICA 3RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
POROMA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
PORONGO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,6,6,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22
PORTACHUELO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,12,16,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,14,21,35
PORVENIR,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,2,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,4,10
POTOSI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,171,145,30,34,6,2,2,4,1,3,9,2,1,1,0,5,1,2,2,3,223,201,424
PRESTO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
PUCARA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUCARANI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,6,11,9,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,15,22,37
PUERTO ACOSTA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
PUERTO CARABUCO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,1,2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,2,11
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
PUERTO PEREZ,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,6
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,1,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
PUERTO RICO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,1,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,7
PUERTO SILES,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO SUAREZ,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,9,12,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,25
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,38,40,22,13,5,2,2,6,1,0,2,4,1,0,6,1,0,0,3,2,80,68,148
PUNA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,3,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12
PUNATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,16,13,7,8,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,24,25,49
QUIABAYA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
QUILLACOLLO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,69,60,39,34,6,5,0,2,1,1,1,1,0,3,2,1,0,0,1,1,119,108,227
QUIME,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,7
QUIRUSILLAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,5,4,3,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,10,7,17
RAVELO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
REYES,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,8,4,0,0,0,1,2,1,0,0,1,1,0,0,1,0,0,0,0,1,12,8,20
RIBERALTA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,64,61,11,9,2,3,0,2,1,0,0,1,1,0,0,0,1,1,0,0,80,77,157
ROBORE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
RURRENABAQUE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,25
SABAYA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7
SACABA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,99,74,23,22,0,0,3,4,0,3,3,2,1,1,2,2,0,0,3,1,134,109,243
SACABAMBA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
SACACA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,7,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,22
SAIPINA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
SAMAIPATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,10,12
SAN AGUSTIN,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN ANDRES,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,8,4,5,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,15,8,23
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
SAN BENITO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,3,5,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,7,12
SAN BORJA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,30,31,3,4,2,6,2,1,0,1,3,0,1,0,0,0,0,0,0,0,41,43,84
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,6,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
SAN CARLOS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,10,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,24
SAN IGNACIO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,7,14,2,1,0,2,7,1,0,0,1,1,0,0,0,0,0,0,1,0,18,19,37
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,56,40,8,9,2,1,3,2,0,1,3,4,1,0,1,6,0,0,4,3,78,66,144
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SAN JAVIER(STC),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,22
SAN JOAQUIN,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,13
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,18,12,2,0,0,0,3,3,0,0,1,0,1,0,0,0,0,1,0,1,25,17,42
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,2,6
SAN JULIAN,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,28,31,2,4,1,1,1,0,0,2,3,1,0,0,0,0,0,0,0,0,35,39,74
SAN LORENZO(PND),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,2,3,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,14
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,15,12,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,16,16,32
SAN LUCAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,9,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,29
SAN MATIAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,14,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,29
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN PEDRO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,5,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,10,9,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,29
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,5,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,22
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SAN PEDRO(PND),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAN RAFAEL,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,1,2,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,8,10
SAN RAMON BENI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,2,1,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
SAN RAMON SCZ,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,6,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,19
SANTA ANA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,7,9,2,3,0,0,3,5,0,0,0,3,0,0,1,0,0,0,0,0,13,20,33
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,874,918,58,65,37,36,29,29,12,9,14,16,7,7,11,9,7,4,6,6,1055,1099,2154
SANTA ROSA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,7,3,0,2,0,1,0,0,0,1,1,1,0,0,2,2,0,0,0,0,10,10,20
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,10,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,7,18
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,2,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5,8
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SANTIVAÑES,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAPAHAQUI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
SENA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,4,4,5,10,1,1,3,0,1,0,0,2,0,0,1,0,0,0,0,1,15,18,33
SHINAOTA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,21,25,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,27,52
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
SICAYA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SIPE SIPE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,30,20,6,7,1,0,2,1,0,4,0,0,0,1,0,2,1,0,1,0,41,35,76
SOPACHUY,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
SORACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
SORATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,7,3,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,6,17
SUCRE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,190,184,2,5,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,197,192,389
TACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TACACOMA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,1,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
TACOBAMBA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
TACOPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
TAHUA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TAPACARI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,5,6,8,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,12,25
TARABUCO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,5,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
TARACO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
TARATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
TARIJA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,99,108,10,5,4,2,2,2,1,2,0,2,0,0,0,1,0,1,0,1,116,124,240
TARVITA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
TEOPONTE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,6,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
TIAHUANACU,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
TINGUIPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18
TIPUANI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
TIQUIPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,25,19,12,8,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,40,30,70
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,9,7,5,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,15,29
TOCO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
TOLATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2,8
TOLEDO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,6
TOMAVE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,3,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,8
TOMINA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
TORO TORO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,1,8,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,16
TOTORA(CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,10,8,6,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,19,9,28
TOTORA(ORR),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
TRINIDAD,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,57,69,4,7,4,6,7,5,1,0,8,10,1,1,5,6,0,2,6,2,93,108,201
TUPIZA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,28,29,1,0,3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,35,30,65
TURCO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
UMALA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
UNCIA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,7,9,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,12,20
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
URUBICHA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
UYUNI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,17,31,4,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,23,35,58
VACAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
VALLEGRANDE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,9,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,22
VIACHA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,27,37,11,12,0,1,2,0,1,0,1,2,0,0,1,1,0,0,1,0,44,53,97
VILA VILA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
VILLA CHARCAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,9,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14
VILLA MONTES,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,31,34,10,8,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,42,44,86
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,1,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
VILLA RIVERO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
VILLA SERRANO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
VILLA TUNARI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,54,61,6,12,5,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,67,79,146
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,14
VILLAZON,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,16,16,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,37
VINTO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,25,18,22,20,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,1,49,43,92
VITICHI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
WARNES,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,110,95,2,5,0,2,2,1,1,2,0,1,0,3,0,0,2,0,1,2,118,111,229
YACO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,3,4,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,7,5,12
YACUIBA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,42,58,6,4,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,51,65,116
YAMPARAEZ,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
YANACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-09-01,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
