,group,variable,month,ANTIPOLIOMELITICA 5TA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 5TA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 5TA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 5TA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 5TA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 5TA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 5TA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 5TA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 5TA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 5TA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 5TA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 5TA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 5TA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 4 AÑOS - F,ANTIPOLIOMELITICA 5TA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
JESUS DE MACHACA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
LA ASUNTA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,32,19,11,55,43,98
LA GUARDIA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,34,49,36,97,70,167
LA PAZ,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,205,18,10,225,215,440
LAGUNILLAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,4,2,6
LAJA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,2,7,3,10
LAS CARRERAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,2,5
LICOMA PAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
LLALLAGUA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,25,38,32,46,78
LLICA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
LURIBAY,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
MACHACAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
MACHARETI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,3,3,6
MAGDALENA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,9,7,16
MAIRANA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,2,7,5,12
MALLA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3
MAPIRI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,7,12,9,21
MECAPACA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
MINEROS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,12,13,20,21,41
MIZQUE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,13,5,21,17,38
MOCOMOCO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,2,8,6,14
MOJOCOYA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,4,4,8
MONTEAGUDO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,7,8,23,27,50
MONTERO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,28,81,80,114,108,222
MORO MORO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
MOROCHATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,5,4,9
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
NAZACARA DE PACAJES,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
OCURI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2
OKINAWA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,7,11,13,24
OMEREQUE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,4,3,7
ORURO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,99,125,125,234,224,458
PADCAYA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,4,7,10,17
PADILLA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,1,0,4,8,12
PAILON,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,21,27,31,34,65
PALCA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,6,7,12,9,21
PALOS BLANCOS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,14,16,20,25,45
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
PAMPA GRANDE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,4,5,9
PAPEL PAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,4,5
PASORAPA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,5,7
PATACAMAYA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,8,13,12,25
PAZÑA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,3
PELECHUCO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,3,5,9,14
POCOATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,3,11,8,19
POCONA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,10,15,16,31
POJO (CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,4,3,7
POOPO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PORCO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,35,24,41,28,69
POROMA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,1,6,5,11
PORONGO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,2,5,7,12
PORTACHUELO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,13,9,14,11,25
PORVENIR,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,5,6,11
POSTRER VALLE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3
POTOSI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,85,169,193,255,278,533
PRESTO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,5,1,6
PUCARA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
PUCARANI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,6,6,13,16,29
PUERTO ACOSTA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,4,5
PUERTO CARABUCO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,3,4,7
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,4,6
PUERTO PEREZ,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,5,4,9
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1,2,6,9,15
PUERTO SUAREZ,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,3,3,26,21,47
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,22,26,31,54,53,107
PUNA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,6,9,11,20
PUNATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,14,19,22,26,48
QUIABAYA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,3
QUILLACOLLO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,83,65,121,103,224
QUIME,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,5,11,5,16
QUIRUSILLAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,3
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,3,6,6,12
RAVELO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,9,14,9,23
REYES,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,5,3,8
RIBERALTA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,25,6,16,33,41,74
ROBORE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,15,12,18,14,32
RURRENABAQUE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,7,14,9,21,30
SABAYA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SACABA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,51,58,93,100,193
SACABAMBA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SACACA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,6,8,14,9,23
SAIPINA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,1,8,9
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,4,7,5,12
SAMAIPATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,4,3,14,6,20
SAN AGUSTIN,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
SAN ANDRES,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,3,3,6
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,4,5
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,2,5
SAN BENITO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,2,12,6,18
SAN BORJA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,9,8,19,18,37
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,4,10,6,16
SAN CARLOS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,1,11,9,20
SAN IGNACIO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,15,9,25,19,44
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,43,47,50,89,93,182
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
SAN JAVIER(STC),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,0,2,17,10,27
SAN JOAQUIN,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,4,4,8
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,22,27,26,39,65
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,2,8,6,14
SAN JULIAN,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,14,18,23,34,57
SAN LORENZO(PND),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,2,10,5,15
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,4,4,13,14,27
SAN LUCAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,10,12,22,17,39
SAN MATIAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,13,17,17,34
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,7,15,10,25
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN PEDRO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,5,5,12,14,26
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,15,9,20,17,37
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,0,4
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,7,14,10,24
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3
SAN PEDRO(PND),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
SAN RAFAEL,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,11,5,16
SAN RAMON BENI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,6,13,8,21
SAN RAMON SCZ,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,3,8,4,12
SANTA ANA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,2,6,8
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,384,287,247,649,631,1280
SANTA ROSA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,9,7,16
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,9,7,21,15,36
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,3
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,8
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,6
SANTIVAÑES,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,2,6,8
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAPAHAQUI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,5,9,9,18
SENA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1,6,5,11
SHINAOTA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,8,12,16,28
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,4,8,8,16
SICAYA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,3,2,5
SIPE SIPE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,35,42,49,66,115
SOPACHUY,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
SORACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,3,4,7
SORATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,5,4,9
SUCRE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,150,118,102,284,252,536
TACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3
TACACOMA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,3,5
TACOBAMBA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,1,5
TACOPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,5,6,6,12
