,group,variable,month,ANTIPOLIOMIELÍTICA 2DA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 2DA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 2DA DOSIS FUERA,ANTIPOLIOMIELÍTICA 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,40,24,2,2,42,26,68
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,1,2,0,3,1,4
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,1,0,0,0,1,1
SENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,2,0,0,0,2,2
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,3,0,0,0,3,0,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,2,0,0,0,2,0,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,8,0,0,1,8,9
TACACOMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,0,0,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,0,1,2,2,2,4
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,0,0,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,0,0,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,0,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,1,4,1,1,2,5,7
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,1,0,0,0,1,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,1,0,0,0,1,1
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,2,0,0,0,2,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,4,1,1,1,5,2,7
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,0,0,1,0,1,1
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,2,2,0,0,2,2,4
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,2,0,3,1,5,1,6
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,0,1,1,1,1,2
YOTALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-07-01,0,1,0,0,0,1,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,0,0,1,1,1,2
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,0,1,0,1,0,1
ARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,0,0,1,1,1,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,1,1,0,2,1,3
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,0,1,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,0,3,4,4,4,8
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,1,0,0,0,1,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,1,0,0,0,1,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,1,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,0,0,2,0,2,2
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,0,1,4,1,4,5
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,0,2,0,2,0,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,10,10,1,2,11,12,23
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,0,1,0,2,0,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,1,0,0,0,1,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,0,0,0,1,0,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,1,0,0,0,1,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,0,0,2,0,2,2
CORIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,0,0,0,1,0,1
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,0,0,0,1,0,1
COROICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,0,3,1,3,1,4
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,5,3,1,0,6,3,9
CULPINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,0,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,7,13,9,10,16,23,39
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,1,1,0,1,1,2
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,2,1,0,0,2,1,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,0,0,0,1,0,1
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,0,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,0,0,0,1,0,1
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,0,0,0,1,0,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,0,0,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,1,1,2,1,3,4
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,2,0,0,0,2,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,10,10,7,5,17,15,32
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,0,1,0,1,0,1
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,1,0,0,0,1,1
MECAPACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,1,0,0,0,1,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,0,0,1,0,1,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,1,0,1,0,2,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,2,1,1,3,3,4,7
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,0,0,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,8,5,0,0,8,5,13
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,0,3,5,3,5,8
PALCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,0,0,1,0,1,1
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,0,0,0,1,0,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,0,1,0,1,0,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,0,0,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,1,0,0,1,1,2
PORVENIR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,2,0,4,0,6,6
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,0,1,0,1,0,1
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,0,0,0,1,0,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,0,0,0,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,1,0,0,1,1,2
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,0,1,0,2,0,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,2,0,0,0,2,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,2,4,3,5,5,9,14
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,0,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,2,4,2,6,4,10,14
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,0,0,0,1,0,1
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,1,0,0,0,1,1
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,3,3,1,3,4,7
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,1,0,0,1,1,2
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,0,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,1,2,1,3,2,5
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,4,0,1,0,5,0,5
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,4,1,0,1,4,2,6
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,1,0,1,0,2,2
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,1,0,0,0,1,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,0,1,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,1,0,0,0,1,1
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,1,0,0,0,1,1
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,1,3,2,3,3,6
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,0,4,0,4,0,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,44,30,26,28,70,58,128
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,2,0,0,0,2,0,2
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,2,2,0,0,2,2,4
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,1,0,0,1,1,2
SENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,0,0,0,1,0,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,2,0,0,0,2,0,2
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,0,0,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,3,2,0,0,3,2,5
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,0,0,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,1,1,4,2,5,7
TARVITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,0,0,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,0,2,2,2,2,4
TOMAVE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,0,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,2,5,0,1,2,6,8
UNCIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,1,0,0,0,1,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,1,1,1,1,2,2,4
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,0,0,1,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,5,2,2,0,7,2,9
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,1,0,0,0,1,1
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,2,2,1,2,3,5
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,1,0,2,0,3,3
YOTALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-08-01,0,1,0,0,0,1,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,1,0,0,0,1,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,0,0,1,0,1,1
ARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,2,0,0,0,2,0,2
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,0,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,4,0,4,2,8,2,10
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,1,1,0,0,1,1,2
BAURES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,5,2,1,0,6,2,8
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,1,1,0,0,1,1,2
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,1,0,0,0,1,1
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,1,0,0,0,1,0,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,3,0,1,0,4,0,4
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,0,1,0,1,0,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,1,0,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,0,0,2,0,2,2
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,0,1,2,1,2,3
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,0,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,2,0,0,0,2,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,1,2,0,0,1,2,3
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,9,3,1,5,10,8,18
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,0,1,1,1,1,2
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,1,0,0,0,1,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,1,0,0,1,1,1,2
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,1,0,2,0,3,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,1,0,0,0,1,1
COPACABANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,0,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,5,7,1,2,6,9,15
CUEVO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,1,1,0,0,1,1,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,15,19,11,11,26,30,56
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,1,0,0,0,1,0,1
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,1,0,0,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,6,5,0,0,6,5,11
EXALTACION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,0,0,1,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,1,0,0,0,1,0,1
GUANAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,1,0,0,1,1,1,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,1,0,1,0,2,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,0,1,0,1,0,1
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,1,0,0,0,1,0,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,0,1,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,1,0,0,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,1,0,0,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,3,7,9,7,12,14,26
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,0,0,2,0,2,2
MINEROS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,0,1,1,1,1,2
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,1,0,0,1,1,1,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,2,1,3,0,5,1,6
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,4,1,4,8,8,9,17
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,3,2,2,3,5,5,10
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,1,0,0,0,1,0,1
PORONGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,1,0,0,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,2,0,0,0,2,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,1,6,1,2,2,8,10
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,0,0,1,0,1,1
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,0,1,0,1,0,1
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,1,1,0,1,1,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,3,5,1,0,4,5,9
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,1,0,2,4,3,4,7
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,1,0,0,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,0,1,0,1,0,1
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,1,0,0,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,2,1,6,7,8,8,16
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,1,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,4,3,0,0,4,3,7
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,1,2,2,1,3,3,6
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,3,1,0,0,3,1,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,0,2,2,2,2,4
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,1,0,1,0,2,0,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,1,0,0,0,1,1
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,1,0,0,0,1,1
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,2,3,5,1,7,4,11
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,33,29,20,23,53,52,105
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,1,3,0,0,1,3,4
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,1,0,0,1,1,1,2
SENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,1,1,3,1,4,2,6
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,2,0,0,2,2,2,4
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,0,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,2,2,0,0,2,2,4
TARABUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,1,0,0,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,2,1,5,4,7,5,12
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,2,0,1,0,3,0,3
TOMAVE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,1,0,0,0,1,1
TOMINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,0,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,6,2,1,2,7,4,11
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,1,1,0,0,1,1,2
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,4,1,1,0,5,1,6
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,1,2,0,1,1,3,4
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,1,1,3,2,4,3,7
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2021-09-01,0,0,1,0,1,0,1
