,group,variable,month,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS FUERA,SRP 2DA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,1,0,4,1,5,1,6
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,2,4,6,5,8,9,17
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,6,10,7,3,13,13,26
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,2,5,5,3,7,8,15
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,2,3,2,0,4,3,7
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,25,20,4,4,29,24,53
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,74,61,15,11,89,72,161
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,275,267,227,214,502,481,983
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,4,3,1,1,5,4,9
LAJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,12,11,2,1,14,12,26
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,4,3,0,0,4,3,7
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,1,1,1,1,2,2,4
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,10,4,19,16,29,20,49
LLICA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,0,0,3,3,3,3,6
LORETO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,1,1,0,0,1,1,2
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,5,4,0,0,5,4,9
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,4,0,0,0,4,0,4
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,3,7,1,1,4,8,12
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,9,8,7,7,16,15,31
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,23,22,3,1,26,23,49
MALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,0,0,0,1,0,1,1
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,10,2,5,6,15,8,23
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,2,6,3,4,5,10,15
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,7,7,14,23,21,30,51
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,8,6,1,6,9,12,21
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,3,6,3,5,6,11,17
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,5,5,1,2,6,7,13
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,15,15,0,0,15,15,30
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,65,81,45,51,110,132,242
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,3,1,3,0,6,1,7
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,0,2,4,3,4,5,9
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,0,0,2,1,2,1,3
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,1,0,1,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,0,0,2,1,2,1,3
OCURI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,5,1,7,3,12,4,16
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,11,12,10,11,21,23,44
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,1,1,1,4,2,5,7
ORURO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,189,163,20,17,209,180,389
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,8,8,1,3,9,11,20
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,3,2,1,2,4,4,8
PAILON,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,14,13,11,8,25,21,46
PALCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,9,6,13,11,22,17,39
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,18,19,5,6,23,25,48
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,3,1,0,0,3,1,4
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,5,10,0,0,5,10,15
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,3,2,0,0,3,2,5
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,0,0,1,0,1,0,1
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,11,17,4,0,15,17,32
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,3,5,1,2,4,7,11
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,7,3,1,0,8,3,11
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,4,4,9,6,13,10,23
POCONA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,3,1,4,8,7,9,16
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,3,3,0,2,3,5,8
POOPO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,1,2,4,7,5,9,14
PORCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,4,6,0,2,4,8,12
POROMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,5,6,3,3,8,9,17
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,3,6,1,1,4,7,11
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,11,12,3,4,14,16,30
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,3,4,2,2,5,6,11
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,0,0,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,119,97,30,35,149,132,281
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,0,1,4,3,4,4,8
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,9,13,10,6,19,19,38
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,3,1,0,1,3,2,5
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,5,4,0,2,5,6,11
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,3,4,0,1,3,5,8
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,1,1,2,6,3,7,10
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,13,13,0,0,13,13,26
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,1,2,2,5,3,7,10
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,14,10,3,1,17,11,28
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,36,40,10,15,46,55,101
PUNA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,3,3,3,4,6,7,13
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,7,7,10,7,17,14,31
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,1,1,0,2,1,3,4
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,36,32,49,53,85,85,170
QUIME,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,3,1,1,1,4,2,6
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,1,0,0,0,1,0,1
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,2,1,1,0,3,1,4
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,6,3,3,5,9,8,17
REYES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,7,2,1,1,8,3,11
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,56,50,20,32,76,82,158
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,8,1,0,0,8,1,9
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,5,5,19,24,24,29,53
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,0,2,0,0,0,2,2
SACABA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,65,78,28,35,93,113,206
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,2,2,1,0,3,2,5
SACACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,1,4,3,5,4,9,13
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,4,4,4,1,8,5,13
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,1,4,0,3,1,7,8
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,4,8,0,1,4,9,13
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,4,5,7,3,11,8,19
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,1,1,0,0,1,1,2
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,1,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,4,3,0,2,4,5,9
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,4,8,2,0,6,8,14
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,11,16,4,12,15,28,43
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,6,3,6,5,12,8,20
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,15,5,0,2,15,7,22
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,12,9,4,2,16,11,27
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,31,38,29,28,60,66,126
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,0,1,0,0,0,1,1
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,15,7,0,3,15,10,25
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,13,11,0,0,13,11,24
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,21,26,27,27,48,53,101
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,1,0,0,1,1,1,2
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,35,38,17,14,52,52,104
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,1,5,5,14,6,19,25
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,10,14,2,4,12,18,30
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,11,21,16,19,27,40,67
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,17,14,15,15,32,29,61
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,8,8,5,6,13,14,27
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,1,2,1,0,2,2,4
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,6,6,2,2,8,8,16
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,7,10,5,5,12,15,27
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,3,2,0,0,3,2,5
SAN PEDRO DE MACHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,9,5,8,10,17,15,32
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,1,3,1,1,2,4,6
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,0,0,1,2,1,2,3
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,1,3,7,3,8,6,14
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,0,8,10,16,10,24,34
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,1,2,0,0,1,2,3
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,11,6,4,5,15,11,26
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,652,595,282,261,934,856,1790
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,5,4,1,1,6,5,11
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,17,14,15,8,32,22,54
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,3,1,0,0,3,1,4
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,5,2,1,1,6,3,9
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,2,2,2,1,4,3,7
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,1,3,0,1,1,4,5
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,3,4,0,0,3,4,7
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,0,0,1,0,1,0,1
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,1,4,1,0,2,4,6
SENA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,2,3,4,1,6,4,10
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,14,7,8,7,22,14,36
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,5,6,2,3,7,9,16
SICAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,2,0,2,2,4,2,6
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,37,30,15,15,52,45,97
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,1,5,2,3,3,8,11
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,3,6,2,1,5,7,12
SORATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,6,7,4,11,10,18,28
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,175,158,20,31,195,189,384
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,5,5,0,0,5,5,10
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,1,2,0,0,1,2,3
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,2,5,2,6,4,11,15
TAHUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,0,1,0,0,0,1,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,12,11,4,7,16,18,34
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,11,4,4,6,15,10,25
TARACO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,3,3,0,0,3,3,6
TARATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,2,5,2,2,4,7,11
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,95,93,41,39,136,132,268
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,5,1,6,3,11,4,15
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,5,4,0,2,5,6,11
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,1,5,1,0,2,5,7
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,3,4,2,6,5,10,15
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,2,1,0,0,2,1,3
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,19,33,9,3,28,36,64
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,3,5,9,7,12,12,24
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,0,0,1,0,1,0,1
TOCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,1,3,0,3,1,6,7
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,1,1,2,2,3,3,6
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,0,1,1,1,1,2,3
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,4,3,4,1,8,4,12
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,2,8,1,2,3,10,13
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,6,3,5,5,11,8,19
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,8,7,0,1,8,8,16
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,2,0,0,0,2,0,2
TRIGAL,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,0,0,1,2,1,2,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,46,42,8,13,54,55,109
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,23,26,4,4,27,30,57
UMALA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,2,1,2,6,4,7,11
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,5,12,5,3,10,15,25
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,6,12,5,2,11,14,25
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,4,3,0,0,4,3,7
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,7,9,2,5,9,14,23
VACAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,2,4,3,2,5,6,11
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,17,16,2,2,19,18,37
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,27,29,3,3,30,32,62
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,0,2,3,1,3,3,6
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,4,2,5,5,9,7,16
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,21,20,6,9,27,29,56
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,0,1,0,0,0,1,1
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,3,1,4,2,7,3,10
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,3,1,1,2,4,3,7
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,50,64,19,14,69,78,147
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,3,4,1,0,4,4,8
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,22,14,3,0,25,14,39
VINTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,16,22,11,20,27,42,69
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,3,3,1,0,4,3,7
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,1,1,1,1,2,2,4
WARNES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,109,91,73,79,182,170,352
YACO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,1,3,1,6,2,9,11
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,34,36,3,5,37,41,78
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,3,4,1,3,4,7,11
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,7,3,2,1,9,4,13
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,9,12,40,24,49,36,85
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,2,2,0,0,2,2,4
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,3,5,4,4,7,9,16
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,2,2,3,1,5,3,8
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-10-01,0,3,1,3,1,6,7
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-11-01,2,0,1,0,3,0,3
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-11-01,6,8,5,3,11,11,22
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-11-01,11,8,0,0,11,8,19
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-11-01,7,8,1,2,8,10,18
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-11-01,0,0,2,2,2,2,4
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-11-01,0,0,1,0,1,0,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-11-01,5,7,0,1,5,8,13
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-11-01,3,5,0,0,3,5,8
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-11-01,0,1,0,0,0,1,1
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-11-01,1,0,0,0,1,0,1
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-11-01,0,0,0,1,0,1,1
APOLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-11-01,10,8,4,4,14,12,26
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-11-01,1,1,1,6,2,7,9
ARANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-11-01,7,7,4,1,11,8,19
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-11-01,12,12,1,1,13,13,26
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-11-01,8,8,1,4,9,12,21
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-11-01,12,15,0,0,12,15,27
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-11-01,10,5,1,2,11,7,18
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-11-01,3,4,0,0,3,4,7
AYATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-11-01,2,4,2,2,4,6,10
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-11-01,1,1,0,0,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-11-01,6,5,7,4,13,9,22
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-11-01,3,4,3,3,6,7,13
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-11-01,2,3,0,0,2,3,5
BAURES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-11-01,8,5,1,0,9,5,14
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-11-01,0,1,0,0,0,1,1
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2021-11-01,0,0,0,1,0,1,1
