,group,variable,month,ANTIPOLIOMIELÍTICA 4TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS FUERA,ANTIPOLIOMIELÍTICA 4TA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,1,2,8,10,9,12,21
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,6,7,9,7,15,14,29
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,26,32,2,3,28,35,63
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,5,2,2,2,7,4,11
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,5,12,2,4,7,16,23
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,7,7,11,9,18,16,34
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,37,26,14,15,51,41,92
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,6,6,4,7,10,13,23
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,2,2,0,0,2,2,4
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,9,7,0,1,9,8,17
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,12,8,9,8,21,16,37
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,0,4,1,0,1,4,5
SAN PEDRO DE MACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,3,5,8,4,11,9,20
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,1,3,0,1,1,4,5
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,3,0,3,2,6,2,8
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,0,2,2,1,2,3,5
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,4,6,0,0,4,6,10
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,9,3,0,2,9,5,14
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,716,672,144,158,860,830,1690
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,2,6,0,0,2,6,8
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,15,14,5,0,20,14,34
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,1,1,0,1,1,2,3
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,3,1,1,1,4,2,6
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,3,0,1,0,4,0,4
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,3,1,0,0,3,1,4
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,1,5,1,0,2,5,7
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,0,1,1,1,1,2,3
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,2,4,0,0,2,4,6
SENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,2,4,6,4,8,8,16
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,26,21,12,4,38,25,63
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,9,14,4,4,13,18,31
SICAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,0,0,3,4,3,4,7
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,34,40,6,2,40,42,82
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,0,4,5,0,5,4,9
SORACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,1,6,0,1,1,7,8
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,8,2,5,7,13,9,22
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,172,179,22,22,194,201,395
TACACOMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,4,0,0,0,4,0,4
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,1,3,1,1,2,4,6
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,1,3,6,11,7,14,21
TAHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,0,1,1,0,1,1,2
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,13,17,6,9,19,26,45
TARABUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,1,4,3,4,4,8,12
TARACO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,4,3,0,0,4,3,7
TARATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,2,3,0,0,2,3,5
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,103,88,34,36,137,124,261
TARVITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,4,3,1,3,5,6,11
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,3,6,0,0,3,6,9
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,7,3,1,0,8,3,11
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,6,3,9,3,15,6,21
TIPUANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,2,1,1,0,3,1,4
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,20,25,15,14,35,39,74
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,11,7,7,6,18,13,31
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,1,0,0,0,1,0,1
TOCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,2,3,1,1,3,4,7
TOLATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,2,2,0,1,2,3,5
TOLEDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,2,3,0,0,2,3,5
TOMAVE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,2,1,1,4,3,5,8
TOMINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,5,5,0,2,5,7,12
TORO TORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,5,1,1,5,6,6,12
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,7,8,3,2,10,10,20
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,1,2,1,1,2,3,5
TRIGAL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,43,53,13,10,56,63,119
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,20,31,4,1,24,32,56
TURCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,0,1,0,0,0,1,1
UMALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,4,2,4,1,8,3,11
UNCIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,9,7,6,9,15,16,31
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,8,5,2,2,10,7,17
URUBICHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,6,4,0,0,6,4,10
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,18,29,0,0,18,29,47
VACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,8,2,1,5,9,7,16
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,11,9,2,2,13,11,24
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,34,26,4,5,38,31,69
VILA VILA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,0,0,2,4,2,4,6
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,3,5,0,2,3,7,10
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,21,34,6,7,27,41,68
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,0,1,1,1,1,2,3
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,4,6,2,1,6,7,13
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,8,4,1,3,9,7,16
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,78,65,28,29,106,94,200
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,8,3,0,0,8,3,11
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,16,19,8,6,24,25,49
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,21,16,27,25,48,41,89
VITICHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,2,5,0,1,2,6,8
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,0,2,0,0,0,2,2
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,82,82,23,21,105,103,208
YACO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,2,0,0,0,2,0,2
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,51,58,29,24,80,82,162
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,3,3,0,2,3,5,8
YANACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,1,0,0,1,1,1,2
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,26,25,26,17,52,42,94
YOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,7,2,0,0,7,2,9
YOTALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,1,1,5,1,6,2,8
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,0,0,1,2,1,2,3
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-09-01,1,1,1,1,2,2,4
ACACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,1,0,0,1,1,1,2
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,16,9,6,3,22,12,34
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,12,13,0,0,12,13,25
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,6,8,3,8,9,16,25
ALALAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,0,0,1,0,1,0,1
ALCALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,0,0,2,3,2,3,5
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,3,5,1,1,4,6,10
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,4,4,0,1,4,5,9
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,0,2,2,1,2,3,5
ANZALDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,1,1,1,0,2,1,3
APOLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,9,6,5,4,14,10,24
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,0,1,3,1,3,2,5
ARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,3,2,4,0,7,2,9
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,14,11,0,1,14,12,26
ARQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,5,5,2,1,7,6,13
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,21,27,6,2,27,29,56
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,5,2,6,4,11,6,17
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,1,3,0,0,1,3,4
AYATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,3,3,1,1,4,4,8
AYO AYO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,3,1,1,1,4,2,6
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,16,7,12,9,28,16,44
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,2,4,1,1,3,5,8
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,5,5,5,1,10,6,16
BAURES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,6,3,1,0,7,3,10
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,0,1,0,1,0,2,2
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,0,1,1,3,1,4,5
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,2,1,3,1,5,2,7
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,20,15,6,7,26,22,48
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,8,10,8,4,16,14,30
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,2,0,3,4,5,4,9
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,0,1,0,0,0,1,1
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,1,5,1,0,2,5,7
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,7,2,2,2,9,4,13
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,14,13,8,13,22,26,48
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,4,5,0,0,4,5,9
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,4,1,2,2,6,3,9
CAJUATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,3,6,0,0,3,6,9
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,0,0,4,1,4,1,5
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,3,2,0,0,3,2,5
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,6,5,5,2,11,7,18
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,16,14,3,3,19,17,36
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,6,16,3,3,9,19,28
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,3,2,1,1,4,3,7
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,5,10,0,1,5,11,16
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,19,33,7,9,26,42,68
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,5,1,2,0,7,1,8
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,4,3,1,2,5,5,10
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,3,0,0,4,3,4,7
CATACORA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,0,0,1,0,1,0,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,1,0,2,2,3,2,5
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,9,18,2,8,11,26,37
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,3,2,0,0,3,2,5
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,12,9,8,8,20,17,37
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,2,1,0,0,2,1,3
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,8,5,4,4,12,9,21
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,11,19,2,7,13,26,39
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,1,1,1,0,2,1,3
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,0,0,0,2,0,2,2
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,1,1,0,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,3,4,3,4,6,8,14
CHUMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,2,4,4,6,6,10,16
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,10,3,3,3,13,6,19
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,8,3,3,5,11,8,19
CLIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,13,6,0,2,13,8,21
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,22,37,13,7,35,44,79
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,5,9,8,4,13,13,26
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,329,343,34,42,363,385,748
COIPASA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,2,0,0,0,2,0,2
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,18,29,6,4,24,33,57
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,8,5,0,0,8,5,13
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,8,12,2,0,10,12,22
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,2,4,1,5,3,9,12
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,3,5,1,5,4,10,14
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,5,8,0,0,5,8,13
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,7,4,6,5,13,9,22
COMANCHE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,0,0,0,1,0,1,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,13,8,2,9,15,17,32
COMBAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,0,0,2,0,2,0,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,11,7,13,9,24,16,40
COPACABANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,0,0,3,3,3,3,6
CORIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,10,7,2,1,12,8,20
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,1,0,3,1,4,1,5
COROICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,10,8,3,3,13,11,24
CORQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,3,3,1,0,4,3,7
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,12,10,4,2,16,12,28
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,37,35,9,12,46,47,93
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,15,13,6,6,21,19,40
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,0,1,0,0,0,1,1
CUEVO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,5,0,0,1,5,1,6
CULPINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,9,8,3,1,12,9,21
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,0,1,0,0,0,1,1
CURVA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,1,0,2,1,3,1,4
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,3,1,0,0,3,1,4
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,370,332,85,100,455,432,887
EL CHORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,1,1,0,0,1,1,2
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,8,8,5,3,13,11,24
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,4,2,0,2,4,4,8
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,40,32,2,1,42,33,75
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,0,0,0,1,0,1,1
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,5,14,3,0,8,14,22
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,20,35,3,6,23,41,64
ESCOMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,1,3,4,0,5,3,8
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,4,0,1,0,5,0,5
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,1,2,0,0,1,2,3
EXALTACION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2021-10-01,0,0,0,1,0,1,1
