,group,variable,month,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS FUERA,SRP 1RA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,0,3,0,0,0,3,3
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,6,13,7,3,13,16,29
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,3,0,1,1,4,1,5
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,1,3,0,1,1,4,5
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,9,5,4,5,13,10,23
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,39,49,6,11,45,60,105
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,4,3,12,6,16,9,25
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,5,4,10,4,15,8,23
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,16,11,7,4,23,15,38
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,39,45,21,18,60,63,123
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,15,8,0,3,15,11,26
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,1,1,0,0,1,1,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,13,18,38,34,51,52,103
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,3,3,2,2,5,5,10
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,33,33,10,6,43,39,82
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,11,5,8,13,19,18,37
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,10,15,1,4,11,19,30
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,13,7,10,11,23,18,41
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,11,10,3,4,14,14,28
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,15,6,7,4,22,10,32
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,0,2,1,1,1,3,4
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,3,4,5,8,8,12,20
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,14,15,16,11,30,26,56
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,4,0,0,0,4,0,4
SAN PEDRO DE MACHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,6,4,8,3,14,7,21
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,3,4,1,0,4,4,8
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,0,0,3,0,3,0,3
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,1,0,0,0,1,0,1
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,0,3,8,4,8,7,15
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,6,4,0,0,6,4,10
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,12,9,5,4,17,13,30
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,956,1002,259,214,1215,1216,2431
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,13,10,0,0,13,10,23
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,14,10,6,2,20,12,32
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,4,3,1,1,5,4,9
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,3,3,3,1,6,4,10
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,0,5,1,0,1,5,6
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,3,0,0,0,3,0,3
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,3,3,0,3,3,6,9
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,1,1,0,0,1,1,2
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,1,6,0,0,1,6,7
SENA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,1,5,8,9,9,14,23
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,7,13,2,10,9,23,32
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,12,9,6,5,18,14,32
SICAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,1,0,7,3,8,3,11
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,36,39,5,1,41,40,81
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,0,0,6,4,6,4,10
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,7,6,3,0,10,6,16
SORATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,9,6,9,5,18,11,29
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,210,206,8,4,218,210,428
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,16,10,0,0,16,10,26
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,0,3,4,2,4,5,9
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,2,0,0,0,2,0,2
TAHUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,0,1,1,0,1,1,2
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,11,11,5,5,16,16,32
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,4,5,2,2,6,7,13
TARACO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,1,3,0,0,1,3,4
TARATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,3,3,3,2,6,5,11
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,95,138,29,26,124,164,288
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,4,2,7,3,11,5,16
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,5,4,1,0,6,4,10
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,8,6,2,2,10,8,18
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,6,6,5,4,11,10,21
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,2,4,3,2,5,6,11
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,29,38,9,11,38,49,87
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,6,4,7,8,13,12,25
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,0,1,1,0,1,1,2
TOCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,0,1,1,1,1,2,3
TODOS SANTOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,1,0,0,0,1,0,1
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,6,2,1,2,7,4,11
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,5,3,0,0,5,3,8
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,4,5,7,12,11,17,28
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,3,2,0,2,3,4,7
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,2,0,8,9,10,9,19
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,12,15,2,3,14,18,32
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,1,2,2,1,3,3,6
TRIGAL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,0,1,1,0,1,1,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,53,63,15,11,68,74,142
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,32,30,4,2,36,32,68
TURCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,1,0,0,0,1,0,1
UMALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,3,3,0,0,3,3,6
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,16,7,3,5,19,12,31
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,7,11,1,2,8,13,21
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,6,7,0,0,6,7,13
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,14,13,3,5,17,18,35
VACAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,0,0,5,6,5,6,11
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,5,13,0,0,5,13,18
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,40,31,7,10,47,41,88
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,0,0,0,1,0,1,1
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,8,4,9,9,17,13,30
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,24,24,6,14,30,38,68
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,0,0,2,2,2,2,4
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,5,2,0,0,5,2,7
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,4,4,1,5,5,9,14
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,60,69,19,17,79,86,165
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,3,2,2,5,5,7,12
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,23,24,5,3,28,27,55
VINTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,11,18,8,15,19,33,52
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,4,3,2,1,6,4,10
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,4,2,0,0,4,2,6
WARNES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,134,122,40,27,174,149,323
YACO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,3,6,2,3,5,9,14
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,35,26,17,17,52,43,95
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,3,5,0,0,3,5,8
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,1,5,0,0,1,5,6
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,20,13,30,28,50,41,91
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,2,3,2,0,4,3,7
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,2,2,2,6,4,8,12
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,0,0,0,1,0,1,1
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-10-01,1,2,3,1,4,3,7
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,1,1,1,1,2,2,4
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,10,11,6,4,16,15,31
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,23,21,1,1,24,22,46
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,13,10,6,4,19,14,33
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,0,0,1,1,1,1,2
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,2,1,1,1,3,2,5
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,7,4,1,3,8,7,15
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,9,10,0,1,9,11,20
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,0,2,3,1,3,3,6
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,0,1,0,0,0,1,1
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,2,0,4,4,6,4,10
APOLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,17,7,5,4,22,11,33
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,2,0,3,4,5,4,9
ARANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,1,5,0,0,1,5,6
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,12,6,3,1,15,7,22
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,5,7,2,1,7,8,15
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,20,21,0,2,20,23,43
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,10,5,2,6,12,11,23
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,7,3,0,0,7,3,10
AYATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,3,4,5,1,8,5,13
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,5,1,3,2,8,3,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,9,10,10,8,19,18,37
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,4,1,4,3,8,4,12
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,21,8,0,0,21,8,29
BAURES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,1,1,3,4,4,5,9
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,0,0,0,1,0,1,1
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,0,0,1,0,1,0,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,0,0,5,1,5,1,6
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,14,18,2,0,16,18,34
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,18,24,6,3,24,27,51
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,1,1,4,2,5,3,8
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,3,1,0,0,3,1,4
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,8,1,2,7,10,8,18
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,12,8,13,12,25,20,45
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,4,6,0,0,4,6,10
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,0,1,4,4,4,5,9
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,13,9,0,0,13,9,22
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,2,1,1,3,3,4,7
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,4,2,4,4,8,6,14
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,9,11,0,3,9,14,23
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,0,0,1,1,1,1,2
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,26,10,1,2,27,12,39
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,12,12,0,0,12,12,24
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,7,2,1,1,8,3,11
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,6,4,2,2,8,6,14
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,36,22,7,4,43,26,69
CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,0,1,0,0,0,1,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,2,2,7,10,9,12,21
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,4,8,2,0,6,8,14
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,2,1,8,2,10,3,13
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,0,0,1,0,1,0,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,2,0,0,0,2,0,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,24,22,12,4,36,26,62
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,6,6,1,2,7,8,15
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,4,4,5,4,9,8,17
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,2,0,1,0,3,0,3
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,9,6,4,6,13,12,25
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,19,18,7,5,26,23,49
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,0,1,0,0,0,1,1
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,6,4,9,6,15,10,25
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,2,3,4,5,6,8,14
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,1,2,4,4,5,6,11
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,4,5,6,4,10,9,19
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,8,14,7,3,15,17,32
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,15,30,12,11,27,41,68
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,11,7,11,10,22,17,39
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,427,408,14,30,441,438,879
COIPASA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,1,0,0,0,1,0,1
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,30,39,9,10,39,49,88
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,7,9,0,1,7,10,17
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,0,2,3,0,3,2,5
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,8,9,6,10,14,19,33
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,5,5,0,0,5,5,10
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,6,4,6,10,12,14,26
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,7,4,6,6,13,10,23
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,5,3,8,4,13,7,20
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,0,1,0,0,0,1,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,15,21,2,2,17,23,40
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,0,3,0,1,0,4,4
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,12,12,2,6,14,18,32
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,3,8,2,1,5,9,14
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,18,18,3,4,21,22,43
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,2,2,0,2,2,4,6
COROICO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,14,5,1,4,15,9,24
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,1,1,2,1,3,2,5
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,18,14,2,4,20,18,38
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,36,43,6,3,42,46,88
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,10,13,1,2,11,15,26
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,0,0,3,2,3,2,5
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,2,0,2,2,4,2,6
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,8,6,2,1,10,7,17
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,4,3,1,0,5,3,8
CURVA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,0,0,3,1,3,1,4
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,2,2,0,1,2,3,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,415,426,235,266,650,692,1342
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,1,1,2,2,3,3,6
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,2,1,5,10,7,11,18
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,3,2,10,8,13,10,23
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,37,40,0,0,37,40,77
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,3,0,1,1,4,1,5
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,4,3,3,8,7,11,18
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,34,21,2,1,36,22,58
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,3,1,1,2,4,3,7
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,4,5,0,1,4,6,10
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,2,1,0,0,2,1,3
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,1,1,3,3,4,4,8
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,4,5,4,5,8,10,18
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,0,0,2,5,2,5,7
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,7,7,0,0,7,7,14
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,3,4,5,3,8,7,15
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2021-11-01,4,5,4,3,8,8,16
