,group,variable,month,OTROS EN MENORES DE 5 AÑOS CANTIDAD,OTROS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,1157,663,1820
SHINAOTA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,2,4,6
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,1,0,1
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,46,47,93
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,1,0,1
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,188,163,351
TARVITA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,1,0,1
TINGUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,6,2,8
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,16,22,38
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2013-12-01,1,3,4
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,57,47,104
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,11,9,20
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,0,1,1
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,13,8,21
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,6,4,10
VILLA SERRANO,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,76,71,147
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,9,6,15
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,4,7,11
VINTO,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,4,4,8
WARNES,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,16,5,21
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,91,66,157
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2013-12-01,21,20,41
