,group,variable,month,DIARREAS EN MENORES DE 5 AÑOS CANTIDAD,DIARREAS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,16,15,31
SAN LUCAS,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,1,1,2
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,1,1,2
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,3,3,6
SAN PEDRO,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,20,17,37
SAN PEDRO DE BUENA VISTA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,1,0,1
SAN RAFAEL,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,1,0,1
SAN RAMON BENI,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,1,1,2
SAN RAMON SCZ,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,0,1,1
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,98,86,184
SANTA ROSA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,0,1,1
SENA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,1,2,3
SHINAOTA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,8,2,10
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,8,10,18
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,17,9,26
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,0,1,1
TINGUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,2,3,5
TIPUANI,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,1,0,1
TOMAVE,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,2,1,3
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,29,18,47
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,2,1,3
UYUNI,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,1,0,1
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,2,1,3
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,3,4,7
VILLA SERRANO,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,17,18,35
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,10,2,12
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,1,4,5
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,18,13,31
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,4,3,7
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,32,32,64
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2013-11-01,8,6,14
APOLO,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,1,0,1
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,1,1,2
ATOCHA,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,0,2,2
AZURDUY,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,1,0,1
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,70,35,105
BUENA VISTA,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,0,1,1
CAMARGO,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,13,15,28
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,4,4,8
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,6,4,10
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,1,1,2
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,2,3,5
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,15,6,21
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,95,80,175
COLCAPIRHUA,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,3,1,4
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,1,0,1
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,0,1,1
COTOCA,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,4,3,7
CUATRO CAÑADAS,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,28,31,59
CULPINA,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,0,2,2
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,104,78,182
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,16,18,34
FILADELFIA,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,5,10,15
GUAQUI,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,3,3,6
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,4,7,11
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,5,3,8
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,34,44,78
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,3,2,5
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,2,3,5
MAPIRI,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,1,0,1
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,42,23,65
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,42,28,70
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,15,10,25
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,1,5,6
PATACAMAYA,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,1,0,1
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,10,12,22
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,27,18,45
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,2,1,3
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,4,5,9
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,27,21,48
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,17,15,32
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,3,0,3
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,1,0,1
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,1,1,2
SAIPINA,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,1,0,1
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,4,0,4
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,3,0,3
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,2,1,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,7,7,14
SAN JOAQUIN,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,2,1,3
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,1,3,4
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,31,27,58
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,2,1,3
SAN PEDRO,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,18,14,32
SAN RAFAEL,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,1,0,1
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,820,133,953
SANTA ROSA,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,1,0,1
SHINAOTA,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,4,3,7
SOPACHUY,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,1,0,1
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,24,14,38
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,28,31,59
TINGUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,1,4,5
TOMAVE,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,1,2,3
TOTORA(CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,0,1,1
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,22,22,44
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,5,6,11
UMALA,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,2,2,4
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,4,4,8
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,6,5,11
VILLA SERRANO,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,21,22,43
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,4,1,5
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,5,2,7
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,3,3,6
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,26,18,44
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,8,8,16
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,27,30,57
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,7,3,10
YOCALLA,diagnostico de egreso,diarreas en menores de 5 anos,2013-12-01,2,1,3
