,group,variable,month,ANESTESIAS GENERALES Y REGIONALES CANTIDAD,ANESTESIAS GENERALES Y REGIONALES CANTIDAD,TOTALES
COTOCA,cirugias y anestesias,anestesias generales y regionales,2012-12-01,2,1,3
CULPINA,cirugias y anestesias,anestesias generales y regionales,2012-12-01,7,10,17
EL ALTO,cirugias y anestesias,anestesias generales y regionales,2012-12-01,313,656,969
EL TORNO,cirugias y anestesias,anestesias generales y regionales,2012-12-01,23,81,104
ENTRE RIOS TRJ,cirugias y anestesias,anestesias generales y regionales,2012-12-01,2,9,11
GUANAY,cirugias y anestesias,anestesias generales y regionales,2012-12-01,0,2,2
GUAYARAMERIN,cirugias y anestesias,anestesias generales y regionales,2012-12-01,12,74,86
HUANUNI,cirugias y anestesias,anestesias generales y regionales,2012-12-01,15,21,36
HUARACAJE,cirugias y anestesias,anestesias generales y regionales,2012-12-01,0,1,1
LA PAZ,cirugias y anestesias,anestesias generales y regionales,2012-12-01,1500,1888,3388
LLALLAGUA,cirugias y anestesias,anestesias generales y regionales,2012-12-01,15,16,31
MAGDALENA,cirugias y anestesias,anestesias generales y regionales,2012-12-01,1,5,6
MAIRANA,cirugias y anestesias,anestesias generales y regionales,2012-12-01,2,21,23
MONTEAGUDO,cirugias y anestesias,anestesias generales y regionales,2012-12-01,18,38,56
MONTERO,cirugias y anestesias,anestesias generales y regionales,2012-12-01,30,127,157
ORURO,cirugias y anestesias,anestesias generales y regionales,2012-12-01,256,523,779
PADILLA,cirugias y anestesias,anestesias generales y regionales,2012-12-01,6,22,28
PAILON,cirugias y anestesias,anestesias generales y regionales,2012-12-01,0,5,5
PATACAMAYA,cirugias y anestesias,anestesias generales y regionales,2012-12-01,0,2,2
PORTACHUELO,cirugias y anestesias,anestesias generales y regionales,2012-12-01,7,30,37
POTOSI,cirugias y anestesias,anestesias generales y regionales,2012-12-01,317,479,796
PUERTO SUAREZ,cirugias y anestesias,anestesias generales y regionales,2012-12-01,13,41,54
PUERTO VILLARROEL,cirugias y anestesias,anestesias generales y regionales,2012-12-01,28,25,53
PUNATA,cirugias y anestesias,anestesias generales y regionales,2012-12-01,12,29,41
QUILLACOLLO,cirugias y anestesias,anestesias generales y regionales,2012-12-01,18,96,114
REYES,cirugias y anestesias,anestesias generales y regionales,2012-12-01,1,8,9
RIBERALTA,cirugias y anestesias,anestesias generales y regionales,2012-12-01,38,186,224
ROBORE,cirugias y anestesias,anestesias generales y regionales,2012-12-01,0,11,11
RURRENABAQUE,cirugias y anestesias,anestesias generales y regionales,2012-12-01,2,7,9
SACABA,cirugias y anestesias,anestesias generales y regionales,2012-12-01,13,86,99
SAMAIPATA,cirugias y anestesias,anestesias generales y regionales,2012-12-01,0,8,8
SAN BORJA,cirugias y anestesias,anestesias generales y regionales,2012-12-01,4,31,35
SAN BUENA VENTURA,cirugias y anestesias,anestesias generales y regionales,2012-12-01,1,3,4
SAN CARLOS,cirugias y anestesias,anestesias generales y regionales,2012-12-01,0,13,13
SAN IGNACIO,cirugias y anestesias,anestesias generales y regionales,2012-12-01,2,2,4
SAN IGNACIO DE VELASCO,cirugias y anestesias,anestesias generales y regionales,2012-12-01,21,51,72
SAN JAVIER(STC),cirugias y anestesias,anestesias generales y regionales,2012-12-01,5,6,11
SAN JOAQUIN,cirugias y anestesias,anestesias generales y regionales,2012-12-01,0,6,6
SAN JOSE DE CHIQUITOS,cirugias y anestesias,anestesias generales y regionales,2012-12-01,4,18,22
SAN JUAN DE YAPACANI,cirugias y anestesias,anestesias generales y regionales,2012-12-01,6,7,13
SAN JULIAN,cirugias y anestesias,anestesias generales y regionales,2012-12-01,1,10,11
SAN LUCAS,cirugias y anestesias,anestesias generales y regionales,2012-12-01,2,2,4
SAN MATIAS,cirugias y anestesias,anestesias generales y regionales,2012-12-01,0,12,12
SAN RAMON BENI,cirugias y anestesias,anestesias generales y regionales,2012-12-01,0,3,3
SAN RAMON SCZ,cirugias y anestesias,anestesias generales y regionales,2012-12-01,3,6,9
SANTA ANA,cirugias y anestesias,anestesias generales y regionales,2012-12-01,1,9,10
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,anestesias generales y regionales,2012-12-01,1359,2107,3466
SANTA ROSA,cirugias y anestesias,anestesias generales y regionales,2012-12-01,2,5,7
SOPACHUY,cirugias y anestesias,anestesias generales y regionales,2012-12-01,1,0,1
SUCRE,cirugias y anestesias,anestesias generales y regionales,2012-12-01,402,738,1140
TARABUCO,cirugias y anestesias,anestesias generales y regionales,2012-12-01,0,9,9
TARIJA,cirugias y anestesias,anestesias generales y regionales,2012-12-01,272,437,709
TARVITA,cirugias y anestesias,anestesias generales y regionales,2012-12-01,0,1,1
TIQUIPAYA,cirugias y anestesias,anestesias generales y regionales,2012-12-01,4,18,22
TOTORA(CBBA),cirugias y anestesias,anestesias generales y regionales,2012-12-01,0,4,4
TRINIDAD,cirugias y anestesias,anestesias generales y regionales,2012-12-01,61,34,95
TUPIZA,cirugias y anestesias,anestesias generales y regionales,2012-12-01,22,34,56
UYUNI,cirugias y anestesias,anestesias generales y regionales,2012-12-01,9,23,32
VALLEGRANDE,cirugias y anestesias,anestesias generales y regionales,2012-12-01,14,0,14
VIACHA,cirugias y anestesias,anestesias generales y regionales,2012-12-01,14,15,29
VILLA TUNARI,cirugias y anestesias,anestesias generales y regionales,2012-12-01,10,45,55
VILLAZON,cirugias y anestesias,anestesias generales y regionales,2012-12-01,72,33,105
VINTO,cirugias y anestesias,anestesias generales y regionales,2012-12-01,4,1,5
WARNES,cirugias y anestesias,anestesias generales y regionales,2012-12-01,1,7,8
YACUIBA,cirugias y anestesias,anestesias generales y regionales,2012-12-01,51,100,151
YAPACANI,cirugias y anestesias,anestesias generales y regionales,2012-12-01,5,36,41
