,group,variable,month,CIRUGÍAS MEDIANAS Y MAYORES CANTIDAD,CIRUGÍAS MEDIANAS Y MAYORES CANTIDAD,TOTALES
HUARACAJE,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,0,1,1
LA PAZ,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,1381,1806,3187
LLALLAGUA,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,15,16,31
MAGDALENA,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,1,5,6
MAIRANA,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,2,21,23
MONTEAGUDO,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,18,34,52
MONTERO,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,30,127,157
ORURO,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,256,523,779
PADILLA,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,6,22,28
PAILON,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,0,5,5
PATACAMAYA,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,0,2,2
PORTACHUELO,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,7,30,37
POTOSI,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,159,267,426
PUERTO SUAREZ,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,12,32,44
PUERTO VILLARROEL,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,28,25,53
PUNATA,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,12,29,41
QUILLACOLLO,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,18,34,52
REYES,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,1,8,9
RIBERALTA,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,38,186,224
ROBORE,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,0,11,11
RURRENABAQUE,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,2,7,9
SACABA,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,13,54,67
SAMAIPATA,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,0,8,8
SAN BORJA,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,4,31,35
SAN BUENA VENTURA,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,1,3,4
SAN CARLOS,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,0,13,13
SAN IGNACIO,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,2,2,4
SAN IGNACIO DE VELASCO,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,21,51,72
SAN JAVIER(STC),cirugias y anestesias,cirugias medianas y mayores,2012-12-01,5,6,11
SAN JOAQUIN,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,0,6,6
SAN JOSE DE CHIQUITOS,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,4,18,22
SAN JUAN DE YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,6,7,13
SAN JULIAN,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,1,10,11
SAN MATIAS,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,0,12,12
SAN RAMON BENI,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,0,3,3
SAN RAMON SCZ,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,3,6,9
SANTA ANA,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,1,9,10
SANTA CRUZ DE LA SIERRA,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,1334,2055,3389
SANTA ROSA,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,2,5,7
SOPACHUY,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,1,0,1
SUCRE,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,271,639,910
TARABUCO,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,0,9,9
TARIJA,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,270,430,700
TARVITA,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,0,1,1
TIQUIPAYA,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,4,18,22
TOTORA(CBBA),cirugias y anestesias,cirugias medianas y mayores,2012-12-01,0,4,4
TRINIDAD,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,61,34,95
TUPIZA,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,22,34,56
UYUNI,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,9,23,32
VALLEGRANDE,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,14,0,14
VIACHA,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,14,15,29
VILLA TUNARI,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,10,45,55
VILLAZON,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,36,15,51
VINTO,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,4,1,5
WARNES,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,1,7,8
YACUIBA,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,51,97,148
YAPACANI,cirugias y anestesias,cirugias medianas y mayores,2012-12-01,5,6,11
