municipality,group,variable,month,Nuevas en personas de 60 años o más -Hombre,Nuevas en personas de 60 años o más -Mujer,TOTAL-H,TOTAL-M,TOTAL
SAN MATIAS,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,30,31,30,31,61
SAN MIGUEL DE VELASCO,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,38,72,38,72,110
SAN PABLO DE LIPEZ,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,14,23,14,23,37
SAN PEDRO,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,41,29,41,29,70
SAN PEDRO DE BUENA VISTA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,40,66,40,66,106
SAN PEDRO DE CURAHUARA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,19,26,19,26,45
SAN PEDRO DE QUEMES,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,33,24,33,24,57
SAN PEDRO(PND),consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,1,0,1,0,1
SAN RAFAEL,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,15,9,15,9,24
SAN RAMON,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,58,89,58,89,147
SAN RAMON,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,42,56,42,56,98
SANTA ANA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,94,128,94,128,222
SANTA CRUZ DE LA SIERRA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,3781,5578,3781,5578,9359
SANTA ROSA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,147,109,147,109,256
SANTA ROSA DEL SARA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,59,65,59,65,124
SANTIAGO DE CALLAPA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,11,13,11,13,24
SANTIAGO DE HUARI,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,113,142,113,142,255
SANTIAGO DE MACHACA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,18,20,18,20,38
SANTIVAÑES,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,32,76,32,76,108
SANTUARIO DE QUILLACAS,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,16,17,16,17,33
SAPAHAQUI,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,26,36,26,36,62
SENA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,9,2,9,2,11
SICA SICA (VILLA AROMA),consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,34,27,34,27,61
SICAYA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,3,10,3,10,13
SIPE SIPE,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,23,17,23,17,40
SOPACHUY,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,40,62,40,62,102
SORACACHI,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,18,28,18,28,46
SORATA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,61,57,61,57,118
SUCRE,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,2239,3319,2239,3319,5558
TACACHI,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,1,8,1,8,9
TACACOMA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,12,9,12,9,21
TACOBAMBA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,13,38,13,38,51
TACOPAYA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,14,20,14,20,34
TAHUA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,9,6,9,6,15
TAPACARI,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,80,89,80,89,169
TARABUCO,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,116,135,116,135,251
TARACO,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,16,11,16,11,27
TARATA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,15,20,15,20,35
TARIJA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,2079,2332,2079,2332,4411
TARVITA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,86,130,86,130,216
TEOPONTE,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,54,38,54,38,92
TIAWANACU,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,12,13,12,13,25
TINGUIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,47,79,47,79,126
TIPUANI,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,15,14,15,14,29
TIQUIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,19,31,19,31,50
TIRAQUE (CBBA),consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,61,61,61,61,122
TITO YUPANQUI (PARQUIPUJIO),consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,12,16,12,16,28
TOCO,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,6,11,6,11,17
TODOS SANTOS,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,4,5,4,5,9
TOLATA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,9,4,9,4,13
TOLEDO,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,47,50,47,50,97
TOMAVE,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,60,85,60,85,145
TOMINA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,49,66,49,66,115
TORO TORO,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,44,64,44,64,108
TOTORA(CBBA),consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,21,34,21,34,55
TOTORA(ORR),consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,15,14,15,14,29
TRIGAL,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,21,32,21,32,53
TRINIDAD,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,302,366,302,366,668
TUPIZA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,356,549,356,549,905
TURCO,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,45,36,45,36,81
UMALA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,7,10,7,10,17
UNCIA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,151,189,151,189,340
URIONDO (A. CONCEPCION),consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,63,82,63,82,145
URUBICHA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,6,8,6,8,14
UYUNI,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,186,185,186,185,371
VACAS,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,17,52,17,52,69
VALLEGRANDE,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,325,429,325,429,754
VIACHA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,362,280,362,280,642
VILA VILA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,3,8,3,8,11
VILLA MONTES,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,187,200,187,200,387
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,8,11,8,11,19
VILLA RIVERO,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,13,31,13,31,44
VILLA SERRANO,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,51,90,51,90,141
VILLA TUNARI,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,151,156,151,156,307
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,51,81,51,81,132
VILLAZON,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,476,609,476,609,1085
VINTO,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,57,54,57,54,111
VITICHI,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,55,99,55,99,154
WALDO BALLIVIAN,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,2,3,2,3,5
WARNES,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,109,95,109,95,204
YACO,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,15,14,15,14,29
YACUIBA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,779,985,779,985,1764
YAMPARAEZ,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,48,71,48,71,119
YANACACHI,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,44,36,44,36,80
YAPACANI,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,217,246,217,246,463
YOCALLA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,57,88,57,88,145
YOTALA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,22,38,22,38,60
YUNCHARA,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,24,29,24,29,53
ZUDAÑEZ,consulta externa,nuevas en personas de 60 anos o mas,2006-09-01,100,76,100,76,176
ACACIO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,18,44,18,44,62
ACHACACHI,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,169,191,169,191,360
ACHOCALLA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,17,15,17,15,32
AIQUILE,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,86,102,86,102,188
ALCALA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,22,56,22,56,78
ANCORAIMES,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,15,39,15,39,54
ANDAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,46,65,46,65,111
ANTEQUERA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,4,10,4,10,14
ANZALDO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,17,27,17,27,44
APOLO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,39,41,39,41,80
ARAMPAMPA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,11,13,11,13,24
ARANI,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,14,33,14,33,47
ARBIETO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,32,35,32,35,67
ARQUE,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,19,25,19,25,44
ASCENCION DE GUARAYOS,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,26,17,26,17,43
ATOCHA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,76,129,76,129,205
AUCAPATA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,30,21,30,21,51
AYATA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,38,47,38,47,85
AYO AYO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,13,16,13,16,29
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,59,93,59,93,152
AZURDUY,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,76,105,76,105,181
BATALLAS,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,25,34,25,34,59
BAURES,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,35,41,35,41,76
BELEN DE ANDAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,7,12,7,12,19
BELEN DE URMIRI,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,22,14,22,14,36
BELLA FLOR,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,26,10,26,10,36
BERMEJO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,287,298,287,298,585
BETANZOS,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,172,288,172,288,460
BOLIVAR,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,21,35,21,35,56
BOLPEBRA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,5,4,5,4,9
BOYUIBE,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,20,29,20,29,49
BUENA VISTA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,61,38,61,38,99
CABEZAS,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,45,73,45,73,118
CAIROMA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,36,25,36,25,61
"CAIZA ""D""",consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,61,114,61,114,175
CAJUATA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,36,39,36,39,75
CALACOTO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,45,39,45,39,84
CALAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,25,22,25,22,47
CAMARGO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,237,320,237,320,557
CAMATAQUI (C. VILLA ABECIA),consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,31,43,31,43,74
CAMIRI,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,710,1048,710,1048,1758
CAPINOTA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,56,71,56,71,127
CAQUIAVIRI,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,39,43,39,43,82
CARACOLLO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,117,73,117,73,190
CARANAVI,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,330,176,330,176,506
CARANGAS,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,1,1,1,1,2
CARAPARI,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,57,58,57,58,115
CARIPUYO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,10,30,10,30,40
CARMEN RIVERO TORREZ,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,3,7,3,7,10
CATACORA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,1,0,1,0,1
CHACARILLA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,5,4,5,4,9
CHALLAPATA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,222,253,222,253,475
CHAQUI,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,34,32,34,32,66
CHARAGUA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,53,52,53,52,105
CHARAÑA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,5,11,5,11,16
CHAYANTA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,59,129,59,129,188
CHIMORE,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,13,10,13,10,23
CHOQUE COTA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,11,13,11,13,24
CHULUMANI (V. DE LA LIBERTAD),consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,60,42,60,42,102
CHUMA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,62,72,62,72,134
CLIZA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,29,47,29,47,76
COBIJA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,271,178,271,178,449
COCHABAMBA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,4190,6188,4190,6188,10378
COIPASA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,4,3,4,3,7
COLCAPIRHUA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,144,239,144,239,383
"COLCHA ""K""",consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,111,118,111,118,229
COLLANA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,14,21,14,21,35
COLOMI,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,15,16,15,16,31
COLPA BELGICA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,80,45,80,45,125
COLQUECHACA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,102,124,102,124,226
COLQUENCHA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,28,36,28,36,64
COLQUIRI,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,79,75,79,75,154
COMANCHE,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,14,6,14,6,20
COMARAPA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,121,131,121,131,252
COMBAYA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,7,10,7,10,17
CONCEPCION,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,103,104,103,104,207
COPACABANA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,91,118,91,118,209
CORIPATA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,25,22,25,22,47
CORO CORO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,60,65,60,65,125
COROICO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,70,47,70,47,117
CORQUE,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,39,30,39,30,69
COTAGAITA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,213,402,213,402,615
COTOCA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,93,105,93,105,198
CUATRO CAÑADAS,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,24,31,24,31,55
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,11,4,11,4,15
CUEVO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,19,30,19,30,49
CULPINA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,82,106,82,106,188
CURAHUARA DE CARANGAS,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,68,81,68,81,149
CURVA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,12,12,12,12,24
DESAGUADERO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,23,18,23,18,41
EL ALTO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,1278,1413,1278,1413,2691
EL CHORO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,27,26,27,26,53
EL PUENTE(STC),consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,10,9,10,9,19
EL PUENTE(TJA),consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,35,49,35,49,84
EL TORNO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,142,168,142,168,310
EL VILLAR,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,26,69,26,69,95
ENTRE RIOS,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,90,131,90,131,221
ENTRE RIOS,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,8,8,8,8,16
ESCARA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,2,3,2,3,5
ESMERALDA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,17,15,17,15,32
EUCALIPTUS,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,73,96,73,96,169
EXALTACION,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,2,2,2,2,4
FERNANDEZ ALONSO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,8,7,8,7,15
FILADELFIA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,12,10,12,10,22
GENERAL SAAVEDRA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,22,33,22,33,55
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,25,36,25,36,61
GUANAY,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,84,93,84,93,177
GUAQUI,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,35,33,35,33,68
GUAYARAMERIN,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,272,491,272,491,763
GUTIERREZ,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,45,62,45,62,107
HUACARETA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,64,92,64,92,156
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,2,7,2,7,9
HUACHACALLA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,44,49,44,49,93
HUANUNI,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,28,70,28,70,98
HUARACAJE,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,4,13,4,13,17
HUAYLLAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,23,47,23,47,70
ICHOCA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,20,24,20,24,44
ICLA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,26,65,26,65,91
INCAHUASI,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,50,110,50,110,160
INGAVI (HUMAITA),consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,4,2,4,2,6
INQUISIVI,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,35,22,35,22,57
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,80,65,80,65,145
IXIAMAS,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,33,18,33,18,51
JESUS DE MACHACA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,105,134,105,134,239
LA ASUNTA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,25,24,25,24,49
LA GUARDIA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,43,50,43,50,93
LA PAZ,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,9169,10737,9169,10737,19906
LA RIVERA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,1,1,1,1,2
LAGUNILLAS,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,26,28,26,28,54
LAJA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,38,43,38,43,81
LAS CARRERAS,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,51,74,51,74,125
LICOMA PAMPA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,34,17,34,17,51
LLALLAGUA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,288,429,288,429,717
LLICA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,57,49,57,49,106
LORETO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,7,13,7,13,20
LURIBAY,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,45,45,45,45,90
MACHACAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,15,23,15,23,38
MACHARETI,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,60,65,60,65,125
MAGDALENA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,35,32,35,32,67
MAIRANA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,60,82,60,82,142
MALLA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,6,18,6,18,24
MAPIRI,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,43,27,43,27,70
MECAPACA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,73,40,73,40,113
MINEROS,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,11,13,11,13,24
MIZQUE,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,34,45,34,45,79
MOCOMOCO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,70,82,70,82,152
MOJINETE,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,4,8,4,8,12
MOJOCOYA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,48,55,48,55,103
MONTEAGUDO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,350,446,350,446,796
MONTERO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,396,468,396,468,864
MORO MORO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,29,55,29,55,84
MOROCHATA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,30,28,30,28,58
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,15,4,15,4,19
OCURI,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,80,104,80,104,184
OKINAWA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,74,68,74,68,142
OMEREQUE,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,8,24,8,24,32
ORURO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,3027,3717,3027,3717,6744
PADCAYA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,180,120,180,120,300
PADILLA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,208,326,208,326,534
PAILON,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,20,21,20,21,41
PALCA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,25,15,25,15,40
PALOS BLANCOS,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,45,41,45,41,86
PAMPA AULLAGAS,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,9,20,9,20,29
PAMPA GRANDE,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,31,27,31,27,58
PAPEL PAMPA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,27,27,27,27,54
PASORAPA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,6,12,6,12,18
PATACAMAYA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,29,28,29,28,57
PAZÑA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,38,36,38,36,74
PELECHUCO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,18,26,18,26,44
POCOATA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,64,96,64,96,160
POCONA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,18,35,18,35,53
POJO (CBBA),consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,7,7,7,7,14
POOPO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,32,67,32,67,99
PORCO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,9,18,9,18,27
POROMA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,78,95,78,95,173
PORONGO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,26,21,26,21,47
PORTACHUELO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,122,190,122,190,312
PORVENIR,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,27,24,27,24,51
POSTRER VALLE,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,26,30,26,30,56
POTOSI,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,1371,1906,1371,1906,3277
PRESTO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,23,49,23,49,72
PUCARA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,49,83,49,83,132
PUCARANI,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,32,38,32,38,70
PUERTO ACOSTA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,190,65,190,65,255
PUERTO CARABUCO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,55,50,55,50,105
PUERTO GONZALO MORENO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,14,13,14,13,27
PUERTO PEREZ,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,30,21,30,21,51
PUERTO QUIJARRO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,105,49,105,49,154
PUERTO RICO,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,21,6,21,6,27
PUERTO SUAREZ,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,135,117,135,117,252
PUERTO VILLARROEL,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,44,30,44,30,74
PUNA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,159,249,159,249,408
PUNATA,consulta externa,nuevas en personas de 60 anos o mas,2006-10-01,161,154,161,154,315
