municipality,group,variable,month,Repetidas en menores de 5 años -Hombre,Repetidas en menores de 5 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
EXALTACION,consulta externa,repetidas en menores de 5 anos,2006-10-01,9,3,9,3,12
FERNANDEZ ALONSO,consulta externa,repetidas en menores de 5 anos,2006-10-01,25,29,25,29,54
FILADELFIA,consulta externa,repetidas en menores de 5 anos,2006-10-01,1,1,1,1,2
GENERAL SAAVEDRA,consulta externa,repetidas en menores de 5 anos,2006-10-01,15,13,15,13,28
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en menores de 5 anos,2006-10-01,2,2,2,2,4
GUANAY,consulta externa,repetidas en menores de 5 anos,2006-10-01,8,17,8,17,25
GUAQUI,consulta externa,repetidas en menores de 5 anos,2006-10-01,4,2,4,2,6
GUAYARAMERIN,consulta externa,repetidas en menores de 5 anos,2006-10-01,80,86,80,86,166
GUTIERREZ,consulta externa,repetidas en menores de 5 anos,2006-10-01,59,69,59,69,128
HUACARETA,consulta externa,repetidas en menores de 5 anos,2006-10-01,34,29,34,29,63
HUACAYA (VILLA DE HUACAYA),consulta externa,repetidas en menores de 5 anos,2006-10-01,2,1,2,1,3
HUACHACALLA,consulta externa,repetidas en menores de 5 anos,2006-10-01,3,2,3,2,5
HUANUNI,consulta externa,repetidas en menores de 5 anos,2006-10-01,4,5,4,5,9
HUARACAJE,consulta externa,repetidas en menores de 5 anos,2006-10-01,10,2,10,2,12
HUAYLLAMARCA,consulta externa,repetidas en menores de 5 anos,2006-10-01,2,2,2,2,4
ICLA,consulta externa,repetidas en menores de 5 anos,2006-10-01,9,12,9,12,21
INCAHUASI,consulta externa,repetidas en menores de 5 anos,2006-10-01,5,7,5,7,12
INGAVI (HUMAITA),consulta externa,repetidas en menores de 5 anos,2006-10-01,5,5,5,5,10
INQUISIVI,consulta externa,repetidas en menores de 5 anos,2006-10-01,7,5,7,5,12
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en menores de 5 anos,2006-10-01,10,3,10,3,13
IXIAMAS,consulta externa,repetidas en menores de 5 anos,2006-10-01,27,19,27,19,46
LA ASUNTA,consulta externa,repetidas en menores de 5 anos,2006-10-01,9,9,9,9,18
LA GUARDIA,consulta externa,repetidas en menores de 5 anos,2006-10-01,150,124,150,124,274
LA PAZ,consulta externa,repetidas en menores de 5 anos,2006-10-01,4566,4810,4566,4810,9376
LAGUNILLAS,consulta externa,repetidas en menores de 5 anos,2006-10-01,4,3,4,3,7
LAJA,consulta externa,repetidas en menores de 5 anos,2006-10-01,5,4,5,4,9
LAS CARRERAS,consulta externa,repetidas en menores de 5 anos,2006-10-01,2,5,2,5,7
LICOMA PAMPA,consulta externa,repetidas en menores de 5 anos,2006-10-01,2,2,2,2,4
LLALLAGUA,consulta externa,repetidas en menores de 5 anos,2006-10-01,16,16,16,16,32
LLICA,consulta externa,repetidas en menores de 5 anos,2006-10-01,5,1,5,1,6
LORETO,consulta externa,repetidas en menores de 5 anos,2006-10-01,23,19,23,19,42
LURIBAY,consulta externa,repetidas en menores de 5 anos,2006-10-01,2,1,2,1,3
MACHARETI,consulta externa,repetidas en menores de 5 anos,2006-10-01,8,8,8,8,16
MAGDALENA,consulta externa,repetidas en menores de 5 anos,2006-10-01,13,6,13,6,19
MAIRANA,consulta externa,repetidas en menores de 5 anos,2006-10-01,11,10,11,10,21
MAPIRI,consulta externa,repetidas en menores de 5 anos,2006-10-01,23,19,23,19,42
MECAPACA,consulta externa,repetidas en menores de 5 anos,2006-10-01,25,9,25,9,34
MINEROS,consulta externa,repetidas en menores de 5 anos,2006-10-01,21,26,21,26,47
MIZQUE,consulta externa,repetidas en menores de 5 anos,2006-10-01,19,13,19,13,32
MOCOMOCO,consulta externa,repetidas en menores de 5 anos,2006-10-01,2,3,2,3,5
MOJOCOYA,consulta externa,repetidas en menores de 5 anos,2006-10-01,12,6,12,6,18
MONTEAGUDO,consulta externa,repetidas en menores de 5 anos,2006-10-01,45,58,45,58,103
MONTERO,consulta externa,repetidas en menores de 5 anos,2006-10-01,433,394,433,394,827
MOROCHATA,consulta externa,repetidas en menores de 5 anos,2006-10-01,102,97,102,97,199
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,repetidas en menores de 5 anos,2006-10-01,22,19,22,19,41
OCURI,consulta externa,repetidas en menores de 5 anos,2006-10-01,1,2,1,2,3
OKINAWA,consulta externa,repetidas en menores de 5 anos,2006-10-01,9,7,9,7,16
OMEREQUE,consulta externa,repetidas en menores de 5 anos,2006-10-01,2,6,2,6,8
ORURO,consulta externa,repetidas en menores de 5 anos,2006-10-01,782,780,782,780,1562
PADCAYA,consulta externa,repetidas en menores de 5 anos,2006-10-01,21,13,21,13,34
PADILLA,consulta externa,repetidas en menores de 5 anos,2006-10-01,1,0,1,0,1
PAILON,consulta externa,repetidas en menores de 5 anos,2006-10-01,21,15,21,15,36
PALCA,consulta externa,repetidas en menores de 5 anos,2006-10-01,3,3,3,3,6
PALOS BLANCOS,consulta externa,repetidas en menores de 5 anos,2006-10-01,21,17,21,17,38
PAMPA AULLAGAS,consulta externa,repetidas en menores de 5 anos,2006-10-01,2,0,2,0,2
PAMPA GRANDE,consulta externa,repetidas en menores de 5 anos,2006-10-01,2,4,2,4,6
PAPEL PAMPA,consulta externa,repetidas en menores de 5 anos,2006-10-01,1,1,1,1,2
PATACAMAYA,consulta externa,repetidas en menores de 5 anos,2006-10-01,10,3,10,3,13
PAZÑA,consulta externa,repetidas en menores de 5 anos,2006-10-01,3,1,3,1,4
PELECHUCO,consulta externa,repetidas en menores de 5 anos,2006-10-01,0,1,0,1,1
POCOATA,consulta externa,repetidas en menores de 5 anos,2006-10-01,7,7,7,7,14
POCONA,consulta externa,repetidas en menores de 5 anos,2006-10-01,7,10,7,10,17
POJO (CBBA),consulta externa,repetidas en menores de 5 anos,2006-10-01,7,0,7,0,7
POOPO,consulta externa,repetidas en menores de 5 anos,2006-10-01,1,0,1,0,1
PORCO,consulta externa,repetidas en menores de 5 anos,2006-10-01,4,6,4,6,10
POROMA,consulta externa,repetidas en menores de 5 anos,2006-10-01,0,1,0,1,1
PORONGO,consulta externa,repetidas en menores de 5 anos,2006-10-01,21,16,21,16,37
PORTACHUELO,consulta externa,repetidas en menores de 5 anos,2006-10-01,53,52,53,52,105
PORVENIR,consulta externa,repetidas en menores de 5 anos,2006-10-01,2,1,2,1,3
POSTRER VALLE,consulta externa,repetidas en menores de 5 anos,2006-10-01,2,1,2,1,3
POTOSI,consulta externa,repetidas en menores de 5 anos,2006-10-01,523,285,523,285,808
PRESTO,consulta externa,repetidas en menores de 5 anos,2006-10-01,1,0,1,0,1
PUCARA,consulta externa,repetidas en menores de 5 anos,2006-10-01,2,1,2,1,3
PUCARANI,consulta externa,repetidas en menores de 5 anos,2006-10-01,7,6,7,6,13
PUERTO ACOSTA,consulta externa,repetidas en menores de 5 anos,2006-10-01,6,5,6,5,11
PUERTO CARABUCO,consulta externa,repetidas en menores de 5 anos,2006-10-01,12,14,12,14,26
PUERTO GONZALO MORENO,consulta externa,repetidas en menores de 5 anos,2006-10-01,38,34,38,34,72
PUERTO PEREZ,consulta externa,repetidas en menores de 5 anos,2006-10-01,33,36,33,36,69
PUERTO QUIJARRO,consulta externa,repetidas en menores de 5 anos,2006-10-01,20,18,20,18,38
PUERTO RICO,consulta externa,repetidas en menores de 5 anos,2006-10-01,13,7,13,7,20
PUERTO SILES,consulta externa,repetidas en menores de 5 anos,2006-10-01,0,1,0,1,1
PUERTO SUAREZ,consulta externa,repetidas en menores de 5 anos,2006-10-01,43,25,43,25,68
PUERTO VILLARROEL,consulta externa,repetidas en menores de 5 anos,2006-10-01,102,90,102,90,192
PUNA,consulta externa,repetidas en menores de 5 anos,2006-10-01,5,7,5,7,12
PUNATA,consulta externa,repetidas en menores de 5 anos,2006-10-01,133,107,133,107,240
QUIABAYA,consulta externa,repetidas en menores de 5 anos,2006-10-01,6,0,6,0,6
QUILLACOLLO,consulta externa,repetidas en menores de 5 anos,2006-10-01,201,208,201,208,409
QUIME,consulta externa,repetidas en menores de 5 anos,2006-10-01,1,4,1,4,5
QUIRUSILLAS,consulta externa,repetidas en menores de 5 anos,2006-10-01,0,3,0,3,3
RAVELO,consulta externa,repetidas en menores de 5 anos,2006-10-01,0,2,0,2,2
REYES,consulta externa,repetidas en menores de 5 anos,2006-10-01,121,114,121,114,235
RIBERALTA,consulta externa,repetidas en menores de 5 anos,2006-10-01,306,300,306,300,606
ROBORE,consulta externa,repetidas en menores de 5 anos,2006-10-01,13,10,13,10,23
RURRENABAQUE,consulta externa,repetidas en menores de 5 anos,2006-10-01,37,55,37,55,92
SABAYA,consulta externa,repetidas en menores de 5 anos,2006-10-01,2,2,2,2,4
SACABA,consulta externa,repetidas en menores de 5 anos,2006-10-01,338,281,338,281,619
SACABAMBA,consulta externa,repetidas en menores de 5 anos,2006-10-01,4,3,4,3,7
SACACA,consulta externa,repetidas en menores de 5 anos,2006-10-01,4,7,4,7,11
SAIPINA,consulta externa,repetidas en menores de 5 anos,2006-10-01,39,46,39,46,85
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en menores de 5 anos,2006-10-01,1,1,1,1,2
SAMAIPATA,consulta externa,repetidas en menores de 5 anos,2006-10-01,4,20,4,20,24
SAN AGUSTIN,consulta externa,repetidas en menores de 5 anos,2006-10-01,1,0,1,0,1
SAN ANDRES,consulta externa,repetidas en menores de 5 anos,2006-10-01,27,29,27,29,56
SAN ANDRES DE MACHACA,consulta externa,repetidas en menores de 5 anos,2006-10-01,2,1,2,1,3
SAN ANTONIO DE ESMORUCO,consulta externa,repetidas en menores de 5 anos,2006-10-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en menores de 5 anos,2006-10-01,9,10,9,10,19
SAN BENITO,consulta externa,repetidas en menores de 5 anos,2006-10-01,34,31,34,31,65
SAN BORJA,consulta externa,repetidas en menores de 5 anos,2006-10-01,84,76,84,76,160
SAN BUENA VENTURA,consulta externa,repetidas en menores de 5 anos,2006-10-01,16,5,16,5,21
SAN CARLOS,consulta externa,repetidas en menores de 5 anos,2006-10-01,73,29,73,29,102
SAN IGNACIO,consulta externa,repetidas en menores de 5 anos,2006-10-01,121,104,121,104,225
SAN IGNACIO DE VELASCO,consulta externa,repetidas en menores de 5 anos,2006-10-01,147,108,147,108,255
SAN JAVIER(BNI),consulta externa,repetidas en menores de 5 anos,2006-10-01,1,4,1,4,5
SAN JAVIER(STC),consulta externa,repetidas en menores de 5 anos,2006-10-01,80,62,80,62,142
SAN JOAQUIN,consulta externa,repetidas en menores de 5 anos,2006-10-01,20,21,20,21,41
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en menores de 5 anos,2006-10-01,2,3,2,3,5
SAN JUAN DE YAPACANI,consulta externa,repetidas en menores de 5 anos,2006-10-01,21,21,21,21,42
SAN JULIAN,consulta externa,repetidas en menores de 5 anos,2006-10-01,35,30,35,30,65
SAN LORENZO(PND),consulta externa,repetidas en menores de 5 anos,2006-10-01,5,4,5,4,9
SAN LORENZO(TJA),consulta externa,repetidas en menores de 5 anos,2006-10-01,54,32,54,32,86
SAN LUCAS,consulta externa,repetidas en menores de 5 anos,2006-10-01,33,24,33,24,57
SAN MATIAS,consulta externa,repetidas en menores de 5 anos,2006-10-01,12,14,12,14,26
SAN MIGUEL DE VELASCO,consulta externa,repetidas en menores de 5 anos,2006-10-01,25,27,25,27,52
SAN PABLO DE LIPEZ,consulta externa,repetidas en menores de 5 anos,2006-10-01,3,2,3,2,5
SAN PEDRO,consulta externa,repetidas en menores de 5 anos,2006-10-01,40,92,40,92,132
SAN PEDRO DE BUENA VISTA,consulta externa,repetidas en menores de 5 anos,2006-10-01,0,1,0,1,1
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en menores de 5 anos,2006-10-01,5,0,5,0,5
SAN PEDRO DE TIQUINA,consulta externa,repetidas en menores de 5 anos,2006-10-01,5,0,5,0,5
SAN RAFAEL,consulta externa,repetidas en menores de 5 anos,2006-10-01,3,2,3,2,5
SAN RAMON,consulta externa,repetidas en menores de 5 anos,2006-10-01,43,53,43,53,96
SAN RAMON,consulta externa,repetidas en menores de 5 anos,2006-10-01,9,12,9,12,21
SANTA ANA,consulta externa,repetidas en menores de 5 anos,2006-10-01,27,14,27,14,41
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en menores de 5 anos,2006-10-01,3825,3851,3825,3851,7676
SANTA ROSA,consulta externa,repetidas en menores de 5 anos,2006-10-01,16,18,16,18,34
SANTA ROSA DEL SARA,consulta externa,repetidas en menores de 5 anos,2006-10-01,17,112,17,112,129
SANTIAGO DE HUARI,consulta externa,repetidas en menores de 5 anos,2006-10-01,5,2,5,2,7
SANTIAGO DE MACHACA,consulta externa,repetidas en menores de 5 anos,2006-10-01,2,2,2,2,4
SANTIVAÑES,consulta externa,repetidas en menores de 5 anos,2006-10-01,13,9,13,9,22
SANTUARIO DE QUILLACAS,consulta externa,repetidas en menores de 5 anos,2006-10-01,0,1,0,1,1
SAPAHAQUI,consulta externa,repetidas en menores de 5 anos,2006-10-01,1,3,1,3,4
SENA,consulta externa,repetidas en menores de 5 anos,2006-10-01,0,2,0,2,2
SICA SICA (VILLA AROMA),consulta externa,repetidas en menores de 5 anos,2006-10-01,3,1,3,1,4
SICAYA,consulta externa,repetidas en menores de 5 anos,2006-10-01,0,1,0,1,1
SIPE SIPE,consulta externa,repetidas en menores de 5 anos,2006-10-01,504,420,504,420,924
SOPACHUY,consulta externa,repetidas en menores de 5 anos,2006-10-01,7,3,7,3,10
SORACACHI,consulta externa,repetidas en menores de 5 anos,2006-10-01,1,4,1,4,5
SORATA,consulta externa,repetidas en menores de 5 anos,2006-10-01,3,4,3,4,7
SUCRE,consulta externa,repetidas en menores de 5 anos,2006-10-01,880,1027,880,1027,1907
TACACHI,consulta externa,repetidas en menores de 5 anos,2006-10-01,6,1,6,1,7
TACACOMA,consulta externa,repetidas en menores de 5 anos,2006-10-01,0,2,0,2,2
TACOBAMBA,consulta externa,repetidas en menores de 5 anos,2006-10-01,2,1,2,1,3
TACOPAYA,consulta externa,repetidas en menores de 5 anos,2006-10-01,2,2,2,2,4
TAHUA,consulta externa,repetidas en menores de 5 anos,2006-10-01,2,3,2,3,5
TAPACARI,consulta externa,repetidas en menores de 5 anos,2006-10-01,7,6,7,6,13
TARABUCO,consulta externa,repetidas en menores de 5 anos,2006-10-01,226,191,226,191,417
TARACO,consulta externa,repetidas en menores de 5 anos,2006-10-01,1,3,1,3,4
TARATA,consulta externa,repetidas en menores de 5 anos,2006-10-01,10,8,10,8,18
TARIJA,consulta externa,repetidas en menores de 5 anos,2006-10-01,576,493,576,493,1069
TARVITA,consulta externa,repetidas en menores de 5 anos,2006-10-01,42,35,42,35,77
TEOPONTE,consulta externa,repetidas en menores de 5 anos,2006-10-01,7,11,7,11,18
TIAWANACU,consulta externa,repetidas en menores de 5 anos,2006-10-01,4,0,4,0,4
TINGUIPAYA,consulta externa,repetidas en menores de 5 anos,2006-10-01,3,1,3,1,4
TIPUANI,consulta externa,repetidas en menores de 5 anos,2006-10-01,14,12,14,12,26
TIQUIPAYA,consulta externa,repetidas en menores de 5 anos,2006-10-01,207,168,207,168,375
TIRAQUE (CBBA),consulta externa,repetidas en menores de 5 anos,2006-10-01,170,172,170,172,342
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en menores de 5 anos,2006-10-01,1,1,1,1,2
TOCO,consulta externa,repetidas en menores de 5 anos,2006-10-01,4,3,4,3,7
TOLATA,consulta externa,repetidas en menores de 5 anos,2006-10-01,6,5,6,5,11
TOLEDO,consulta externa,repetidas en menores de 5 anos,2006-10-01,8,6,8,6,14
TOMAVE,consulta externa,repetidas en menores de 5 anos,2006-10-01,3,6,3,6,9
TOMINA,consulta externa,repetidas en menores de 5 anos,2006-10-01,4,5,4,5,9
TORO TORO,consulta externa,repetidas en menores de 5 anos,2006-10-01,13,7,13,7,20
TOTORA(CBBA),consulta externa,repetidas en menores de 5 anos,2006-10-01,123,139,123,139,262
TOTORA(ORR),consulta externa,repetidas en menores de 5 anos,2006-10-01,4,4,4,4,8
TRIGAL,consulta externa,repetidas en menores de 5 anos,2006-10-01,2,1,2,1,3
TRINIDAD,consulta externa,repetidas en menores de 5 anos,2006-10-01,409,413,409,413,822
TUPIZA,consulta externa,repetidas en menores de 5 anos,2006-10-01,83,99,83,99,182
TURCO,consulta externa,repetidas en menores de 5 anos,2006-10-01,2,1,2,1,3
UNCIA,consulta externa,repetidas en menores de 5 anos,2006-10-01,20,14,20,14,34
URIONDO (A. CONCEPCION),consulta externa,repetidas en menores de 5 anos,2006-10-01,54,33,54,33,87
URUBICHA,consulta externa,repetidas en menores de 5 anos,2006-10-01,1,4,1,4,5
UYUNI,consulta externa,repetidas en menores de 5 anos,2006-10-01,12,19,12,19,31
VACAS,consulta externa,repetidas en menores de 5 anos,2006-10-01,27,27,27,27,54
VALLEGRANDE,consulta externa,repetidas en menores de 5 anos,2006-10-01,15,4,15,4,19
VIACHA,consulta externa,repetidas en menores de 5 anos,2006-10-01,62,54,62,54,116
VILA VILA,consulta externa,repetidas en menores de 5 anos,2006-10-01,2,3,2,3,5
VILLA MONTES,consulta externa,repetidas en menores de 5 anos,2006-10-01,49,50,49,50,99
VILLA NUEVA (LOMA ALTA),consulta externa,repetidas en menores de 5 anos,2006-10-01,3,1,3,1,4
VILLA RIVERO,consulta externa,repetidas en menores de 5 anos,2006-10-01,10,0,10,0,10
VILLA SERRANO,consulta externa,repetidas en menores de 5 anos,2006-10-01,42,42,42,42,84
VILLA TUNARI,consulta externa,repetidas en menores de 5 anos,2006-10-01,120,86,120,86,206
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en menores de 5 anos,2006-10-01,23,9,23,9,32
VILLAZON,consulta externa,repetidas en menores de 5 anos,2006-10-01,46,54,46,54,100
VINTO,consulta externa,repetidas en menores de 5 anos,2006-10-01,207,160,207,160,367
VITICHI,consulta externa,repetidas en menores de 5 anos,2006-10-01,5,2,5,2,7
WALDO BALLIVIAN,consulta externa,repetidas en menores de 5 anos,2006-10-01,4,1,4,1,5
WARNES,consulta externa,repetidas en menores de 5 anos,2006-10-01,53,103,53,103,156
YACO,consulta externa,repetidas en menores de 5 anos,2006-10-01,3,4,3,4,7
YACUIBA,consulta externa,repetidas en menores de 5 anos,2006-10-01,164,142,164,142,306
YAMPARAEZ,consulta externa,repetidas en menores de 5 anos,2006-10-01,15,19,15,19,34
YANACACHI,consulta externa,repetidas en menores de 5 anos,2006-10-01,1,0,1,0,1
YAPACANI,consulta externa,repetidas en menores de 5 anos,2006-10-01,15,10,15,10,25
YOCALLA,consulta externa,repetidas en menores de 5 anos,2006-10-01,9,6,9,6,15
YOTALA,consulta externa,repetidas en menores de 5 anos,2006-10-01,12,16,12,16,28
YUNCHARA,consulta externa,repetidas en menores de 5 anos,2006-10-01,75,75,75,75,150
ACACIO,consulta externa,repetidas en menores de 5 anos,2006-11-01,0,1,0,1,1
ACHACACHI,consulta externa,repetidas en menores de 5 anos,2006-11-01,10,7,10,7,17
ACHOCALLA,consulta externa,repetidas en menores de 5 anos,2006-11-01,3,4,3,4,7
AIQUILE,consulta externa,repetidas en menores de 5 anos,2006-11-01,102,95,102,95,197
ALCALA,consulta externa,repetidas en menores de 5 anos,2006-11-01,1,4,1,4,5
ANCORAIMES,consulta externa,repetidas en menores de 5 anos,2006-11-01,10,5,10,5,15
ANDAMARCA,consulta externa,repetidas en menores de 5 anos,2006-11-01,3,5,3,5,8
ANTEQUERA,consulta externa,repetidas en menores de 5 anos,2006-11-01,6,6,6,6,12
ANZALDO,consulta externa,repetidas en menores de 5 anos,2006-11-01,34,36,34,36,70
APOLO,consulta externa,repetidas en menores de 5 anos,2006-11-01,4,6,4,6,10
ARAMPAMPA,consulta externa,repetidas en menores de 5 anos,2006-11-01,0,1,0,1,1
ARANI,consulta externa,repetidas en menores de 5 anos,2006-11-01,20,10,20,10,30
ARBIETO,consulta externa,repetidas en menores de 5 anos,2006-11-01,11,9,11,9,20
ARQUE,consulta externa,repetidas en menores de 5 anos,2006-11-01,17,13,17,13,30
ASCENCION DE GUARAYOS,consulta externa,repetidas en menores de 5 anos,2006-11-01,90,62,90,62,152
ATOCHA,consulta externa,repetidas en menores de 5 anos,2006-11-01,51,32,51,32,83
AUCAPATA,consulta externa,repetidas en menores de 5 anos,2006-11-01,10,7,10,7,17
AYATA,consulta externa,repetidas en menores de 5 anos,2006-11-01,4,5,4,5,9
AYO AYO,consulta externa,repetidas en menores de 5 anos,2006-11-01,1,1,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en menores de 5 anos,2006-11-01,12,11,12,11,23
AZURDUY,consulta externa,repetidas en menores de 5 anos,2006-11-01,0,2,0,2,2
BATALLAS,consulta externa,repetidas en menores de 5 anos,2006-11-01,5,9,5,9,14
BAURES,consulta externa,repetidas en menores de 5 anos,2006-11-01,6,2,6,2,8
BELEN DE ANDAMARCA,consulta externa,repetidas en menores de 5 anos,2006-11-01,2,0,2,0,2
BELEN DE URMIRI,consulta externa,repetidas en menores de 5 anos,2006-11-01,2,2,2,2,4
BELLA FLOR,consulta externa,repetidas en menores de 5 anos,2006-11-01,23,35,23,35,58
BERMEJO,consulta externa,repetidas en menores de 5 anos,2006-11-01,32,24,32,24,56
BETANZOS,consulta externa,repetidas en menores de 5 anos,2006-11-01,13,14,13,14,27
BOLIVAR,consulta externa,repetidas en menores de 5 anos,2006-11-01,11,12,11,12,23
BOLPEBRA,consulta externa,repetidas en menores de 5 anos,2006-11-01,1,0,1,0,1
BOYUIBE,consulta externa,repetidas en menores de 5 anos,2006-11-01,2,7,2,7,9
BUENA VISTA,consulta externa,repetidas en menores de 5 anos,2006-11-01,50,40,50,40,90
CABEZAS,consulta externa,repetidas en menores de 5 anos,2006-11-01,19,18,19,18,37
CAIROMA,consulta externa,repetidas en menores de 5 anos,2006-11-01,26,24,26,24,50
"CAIZA ""D""",consulta externa,repetidas en menores de 5 anos,2006-11-01,7,3,7,3,10
CAJUATA,consulta externa,repetidas en menores de 5 anos,2006-11-01,7,3,7,3,10
CALACOTO,consulta externa,repetidas en menores de 5 anos,2006-11-01,0,3,0,3,3
CALAMARCA,consulta externa,repetidas en menores de 5 anos,2006-11-01,16,2,16,2,18
CAMARGO,consulta externa,repetidas en menores de 5 anos,2006-11-01,14,17,14,17,31
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en menores de 5 anos,2006-11-01,16,13,16,13,29
CAMIRI,consulta externa,repetidas en menores de 5 anos,2006-11-01,93,69,93,69,162
CAPINOTA,consulta externa,repetidas en menores de 5 anos,2006-11-01,151,154,151,154,305
CAQUIAVIRI,consulta externa,repetidas en menores de 5 anos,2006-11-01,0,1,0,1,1
CARACOLLO,consulta externa,repetidas en menores de 5 anos,2006-11-01,11,2,11,2,13
CARANAVI,consulta externa,repetidas en menores de 5 anos,2006-11-01,26,21,26,21,47
CARAPARI,consulta externa,repetidas en menores de 5 anos,2006-11-01,18,10,18,10,28
CARIPUYO,consulta externa,repetidas en menores de 5 anos,2006-11-01,7,1,7,1,8
CARMEN RIVERO TORREZ,consulta externa,repetidas en menores de 5 anos,2006-11-01,0,1,0,1,1
CHALLAPATA,consulta externa,repetidas en menores de 5 anos,2006-11-01,36,23,36,23,59
CHAQUI,consulta externa,repetidas en menores de 5 anos,2006-11-01,0,2,0,2,2
CHARAGUA,consulta externa,repetidas en menores de 5 anos,2006-11-01,52,31,52,31,83
CHARAÑA,consulta externa,repetidas en menores de 5 anos,2006-11-01,1,1,1,1,2
CHAYANTA,consulta externa,repetidas en menores de 5 anos,2006-11-01,2,4,2,4,6
CHIMORE,consulta externa,repetidas en menores de 5 anos,2006-11-01,7,10,7,10,17
CHIPAYA,consulta externa,repetidas en menores de 5 anos,2006-11-01,2,2,2,2,4
CHOQUE COTA,consulta externa,repetidas en menores de 5 anos,2006-11-01,0,4,0,4,4
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en menores de 5 anos,2006-11-01,44,29,44,29,73
CHUMA,consulta externa,repetidas en menores de 5 anos,2006-11-01,0,1,0,1,1
CLIZA,consulta externa,repetidas en menores de 5 anos,2006-11-01,45,42,45,42,87
COBIJA,consulta externa,repetidas en menores de 5 anos,2006-11-01,85,99,85,99,184
COCHABAMBA,consulta externa,repetidas en menores de 5 anos,2006-11-01,3512,3349,3512,3349,6861
COLCAPIRHUA,consulta externa,repetidas en menores de 5 anos,2006-11-01,196,168,196,168,364
"COLCHA ""K""",consulta externa,repetidas en menores de 5 anos,2006-11-01,6,9,6,9,15
COLLANA,consulta externa,repetidas en menores de 5 anos,2006-11-01,10,2,10,2,12
COLOMI,consulta externa,repetidas en menores de 5 anos,2006-11-01,57,47,57,47,104
COLPA BELGICA,consulta externa,repetidas en menores de 5 anos,2006-11-01,46,40,46,40,86
COLQUECHACA,consulta externa,repetidas en menores de 5 anos,2006-11-01,7,3,7,3,10
COLQUENCHA,consulta externa,repetidas en menores de 5 anos,2006-11-01,3,11,3,11,14
COLQUIRI,consulta externa,repetidas en menores de 5 anos,2006-11-01,36,54,36,54,90
COMANCHE,consulta externa,repetidas en menores de 5 anos,2006-11-01,1,0,1,0,1
COMARAPA,consulta externa,repetidas en menores de 5 anos,2006-11-01,23,21,23,21,44
CONCEPCION,consulta externa,repetidas en menores de 5 anos,2006-11-01,7,5,7,5,12
CORIPATA,consulta externa,repetidas en menores de 5 anos,2006-11-01,7,19,7,19,26
CORO CORO,consulta externa,repetidas en menores de 5 anos,2006-11-01,4,5,4,5,9
COROICO,consulta externa,repetidas en menores de 5 anos,2006-11-01,56,77,56,77,133
CORQUE,consulta externa,repetidas en menores de 5 anos,2006-11-01,38,27,38,27,65
COTAGAITA,consulta externa,repetidas en menores de 5 anos,2006-11-01,18,10,18,10,28
COTOCA,consulta externa,repetidas en menores de 5 anos,2006-11-01,59,45,59,45,104
CUATRO CAÑADAS,consulta externa,repetidas en menores de 5 anos,2006-11-01,112,75,112,75,187
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en menores de 5 anos,2006-11-01,7,7,7,7,14
CUEVO,consulta externa,repetidas en menores de 5 anos,2006-11-01,5,3,5,3,8
CULPINA,consulta externa,repetidas en menores de 5 anos,2006-11-01,4,5,4,5,9
CURAHUARA DE CARANGAS,consulta externa,repetidas en menores de 5 anos,2006-11-01,4,3,4,3,7
CURVA,consulta externa,repetidas en menores de 5 anos,2006-11-01,4,1,4,1,5
DESAGUADERO,consulta externa,repetidas en menores de 5 anos,2006-11-01,3,3,3,3,6
EL ALTO,consulta externa,repetidas en menores de 5 anos,2006-11-01,2006,1796,2006,1796,3802
EL CHORO,consulta externa,repetidas en menores de 5 anos,2006-11-01,5,4,5,4,9
EL PUENTE(STC),consulta externa,repetidas en menores de 5 anos,2006-11-01,5,14,5,14,19
EL PUENTE(TJA),consulta externa,repetidas en menores de 5 anos,2006-11-01,36,42,36,42,78
EL TORNO,consulta externa,repetidas en menores de 5 anos,2006-11-01,38,30,38,30,68
EL VILLAR,consulta externa,repetidas en menores de 5 anos,2006-11-01,0,1,0,1,1
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2006-11-01,25,20,25,20,45
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2006-11-01,7,6,7,6,13
EUCALIPTUS,consulta externa,repetidas en menores de 5 anos,2006-11-01,12,6,12,6,18
EXALTACION,consulta externa,repetidas en menores de 5 anos,2006-11-01,4,2,4,2,6
FERNANDEZ ALONSO,consulta externa,repetidas en menores de 5 anos,2006-11-01,48,41,48,41,89
