municipality,group,variable,month,Repetidas en personas de 60 años o más -Hombre,Repetidas en personas de 60 años o más -Mujer,TOTAL-H,TOTAL-M,TOTAL
COMBAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,2,2,2,2,4
CONCEPCION,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,5,4,5,4,9
COPACABANA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,0,3,0,3,3
CORIPATA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,2,1,2,3
CORO CORO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,2,3,2,3,5
COROICO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,45,58,45,58,103
CORQUE,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,24,7,24,7,31
COTAGAITA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,16,21,16,21,37
COTOCA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,43,38,43,38,81
CUATRO CAÑADAS,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,4,4,4,4,8
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,0,1,0,1
CUEVO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,6,1,6,7
CULPINA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,4,5,4,5,9
CURAHUARA DE CARANGAS,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,17,18,17,18,35
CURVA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,1,1,1,2
DESAGUADERO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,5,14,5,14,19
EL ALTO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,609,751,609,751,1360
EL CHORO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,7,6,7,6,13
EL PUENTE(STC),consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,0,1,0,1,1
EL PUENTE(TJA),consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,2,2,2,2,4
EL TORNO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,121,126,121,126,247
EL VILLAR,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,0,4,0,4,4
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,6,18,6,18,24
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,3,4,3,4,7
ESMERALDA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,0,1,0,1
EUCALIPTUS,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,6,11,6,11,17
FERNANDEZ ALONSO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,2,1,2,1,3
GENERAL SAAVEDRA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,0,1,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,0,2,0,2,2
GUANAY,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,8,11,8,11,19
GUAQUI,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,9,2,9,2,11
GUAYARAMERIN,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,108,110,108,110,218
GUTIERREZ,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,6,6,6,6,12
HUACARETA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,6,13,6,13,19
HUACHACALLA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,6,0,6,0,6
HUARACAJE,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,5,6,5,6,11
HUAYLLAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,3,1,3,4
ICHOCA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,0,1,0,1
ICLA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,3,1,3,4
INCAHUASI,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,2,1,2,3
INGAVI (HUMAITA),consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,0,1,0,1,1
INQUISIVI,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,4,3,4,3,7
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,13,47,13,47,60
IXIAMAS,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,3,5,3,5,8
JESUS DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,2,5,2,5,7
LA ASUNTA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,1,1,1,2
LA GUARDIA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,10,1,10,11
LA PAZ,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,9775,12969,9775,12969,22744
LAGUNILLAS,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,0,1,0,1,1
LAJA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,7,1,7,1,8
LAS CARRERAS,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,12,21,12,21,33
LICOMA PAMPA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,2,5,2,5,7
LLALLAGUA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,67,72,67,72,139
LLICA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,6,12,6,12,18
LORETO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,2,2,2,2,4
LURIBAY,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,6,13,6,13,19
MACHARETI,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,9,6,9,6,15
MAGDALENA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,100,82,100,82,182
MAIRANA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,0,1,0,1
MAPIRI,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,0,1,0,1
MECAPACA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,14,7,14,7,21
MINEROS,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,0,1,0,1,1
MIZQUE,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,2,0,2,0,2
MOCOMOCO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,4,15,4,15,19
MOJINETE,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,0,1,0,1
MOJOCOYA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,3,4,3,4,7
MONTEAGUDO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,116,120,116,120,236
MONTERO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,270,489,270,489,759
MORO MORO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,3,1,3,4
MOROCHATA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,17,21,17,21,38
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,2,1,2,1,3
OKINAWA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,6,6,6,6,12
OMEREQUE,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,1,1,1,2
ORURO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1770,2022,1770,2022,3792
PADCAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,11,15,11,15,26
PADILLA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,7,27,7,27,34
PAILON,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,0,1,0,1,1
PALCA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,1,1,1,2
PALOS BLANCOS,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,10,1,10,1,11
PAMPA AULLAGAS,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,0,1,0,1
PAMPA GRANDE,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,2,2,2,2,4
PAPEL PAMPA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,0,1,0,1
PASORAPA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,0,2,0,2,2
PATACAMAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,1,1,1,2
PAZÑA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,17,25,17,25,42
POCOATA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,4,6,4,6,10
POCONA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,0,1,0,1
POOPO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,9,14,9,14,23
PORCO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,0,10,0,10,10
POROMA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,5,7,5,7,12
PORTACHUELO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,17,24,17,24,41
PORVENIR,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,5,2,5,2,7
POSTRER VALLE,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,1,1,1,2
POTOSI,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,991,1354,991,1354,2345
PUCARA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,0,3,0,3,3
PUCARANI,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,9,6,9,6,15
PUERTO ACOSTA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,18,11,18,11,29
PUERTO CARABUCO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,10,9,10,9,19
PUERTO GONZALO MORENO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,3,1,3,4
PUERTO PEREZ,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,6,6,6,6,12
PUERTO QUIJARRO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,3,7,3,7,10
PUERTO RICO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,2,0,2,0,2
PUERTO SUAREZ,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,14,11,14,11,25
PUERTO VILLARROEL,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,3,1,3,4
PUNA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,8,10,8,10,18
PUNATA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,128,176,128,176,304
QUIABAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,0,4,0,4,4
QUILLACOLLO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,18,28,18,28,46
QUIME,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,2,1,2,1,3
REYES,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,43,54,43,54,97
RIBERALTA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,32,42,32,42,74
ROBORE,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,43,58,43,58,101
RURRENABAQUE,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,107,80,107,80,187
SABAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,0,5,0,5,5
SACABA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,85,149,85,149,234
SACABAMBA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,2,0,2,0,2
SACACA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,2,2,2,2,4
SAIPINA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,53,85,53,85,138
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,9,10,9,10,19
SAMAIPATA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,2,1,2,3
SAN AGUSTIN,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,4,4,4,4,8
SAN ANDRES,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,3,2,3,2,5
SAN ANDRES DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,2,8,2,8,10
SAN ANTONIO DE ESMORUCO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,3,1,3,1,4
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,1,1,1,2
SAN BENITO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,6,15,6,15,21
SAN BORJA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,48,33,48,33,81
SAN BUENA VENTURA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,7,2,7,2,9
SAN CARLOS,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,23,21,23,21,44
SAN IGNACIO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,61,78,61,78,139
SAN IGNACIO DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,25,42,25,42,67
SAN JAVIER(BNI),consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,0,1,0,1
SAN JAVIER(STC),consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,9,12,9,12,21
SAN JOAQUIN,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,4,9,4,9,13
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,4,1,4,5
SAN JUAN DE YAPACANI,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,12,30,12,30,42
SAN JULIAN,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,11,13,11,13,24
SAN LORENZO(TJA),consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,5,14,5,14,19
SAN LUCAS,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,30,44,30,44,74
SAN MIGUEL DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,30,53,30,53,83
SAN PABLO DE LIPEZ,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,1,1,1,2
SAN PEDRO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,7,6,7,6,13
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,0,5,0,5,5
SAN PEDRO DE TIQUINA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,9,5,9,5,14
SAN RAFAEL,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,0,1,0,1
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,30,30,30,30,60
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,3,11,3,11,14
SANTA ANA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,77,117,77,117,194
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,3288,5563,3288,5563,8851
SANTA ROSA DEL SARA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,4,4,4,4,8
SANTIAGO DE CALLAPA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,0,1,0,1,1
SANTIAGO DE HUARI,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,42,40,42,40,82
SANTIAGO DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,3,1,3,1,4
SANTIVAÑES,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,4,7,4,7,11
SANTUARIO DE QUILLACAS,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,2,1,2,3
SICA SICA (VILLA AROMA),consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,8,5,8,5,13
SICAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,2,6,2,6,8
SIPE SIPE,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,14,24,14,24,38
SOPACHUY,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,0,4,0,4,4
SORACACHI,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,2,1,2,3
SORATA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,2,1,2,1,3
SUCRE,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1589,2535,1589,2535,4124
TACACHI,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,3,5,3,5,8
TACOPAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,5,1,5,6
TAHUA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,2,0,2,0,2
TAPACARI,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,5,1,5,6
TARABUCO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,22,37,22,37,59
TARACO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,3,6,3,6,9
TARATA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,2,2,2,2,4
TARIJA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1485,2234,1485,2234,3719
TARVITA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,5,3,5,3,8
TEOPONTE,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,12,14,12,14,26
TINGUIPAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,2,1,2,1,3
TIQUIPAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,7,7,7,7,14
TIRAQUE (CBBA),consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,15,16,15,16,31
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,3,1,3,4
TOCO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,0,1,0,1,1
TOLATA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,3,2,3,2,5
TOLEDO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,5,5,5,5,10
TOMAVE,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,8,1,8,9
TOMINA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,2,1,2,3
TORO TORO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,0,4,0,4,4
TOTORA(CBBA),consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,13,13,13,13,26
TOTORA(ORR),consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,1,1,1,2
TRINIDAD,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,147,137,147,137,284
TUPIZA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,48,53,48,53,101
UMALA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,1,1,1,2
UNCIA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,5,4,5,4,9
URIONDO (A. CONCEPCION),consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,33,31,33,31,64
URUBICHA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,0,1,0,1,1
UYUNI,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,56,49,56,49,105
VACAS,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,10,41,10,41,51
VALLEGRANDE,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,258,371,258,371,629
VIACHA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,144,138,144,138,282
VILA VILA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,0,1,0,1
VILLA MONTES,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,100,97,100,97,197
VILLA NUEVA (LOMA ALTA),consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,2,1,2,3
VILLA RIVERO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,7,4,7,4,11
VILLA SERRANO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,2,1,2,1,3
VILLA TUNARI,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,48,51,48,51,99
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,4,2,4,2,6
VILLAZON,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,111,148,111,148,259
VINTO,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,13,29,13,29,42
VITICHI,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,11,5,11,5,16
WALDO BALLIVIAN,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,1,4,1,4,5
WARNES,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,3,7,3,7,10
YACUIBA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,206,334,206,334,540
YAMPARAEZ,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,8,8,8,8,16
YANACACHI,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,4,1,4,1,5
YAPACANI,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,3,11,3,11,14
YOCALLA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,4,2,4,2,6
YOTALA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,3,7,3,7,10
YUNCHARA,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,15,14,15,14,29
ZUDAÑEZ,consulta externa,repetidas en personas de 60 anos o mas,2006-10-01,6,8,6,8,14
ACACIO,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,1,1,1,1,2
ACHACACHI,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,22,34,22,34,56
ACHOCALLA,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,1,2,1,2,3
AIQUILE,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,37,53,37,53,90
ALCALA,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,0,2,0,2,2
ANCORAIMES,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,3,21,3,21,24
ANDAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,8,6,8,6,14
ANZALDO,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,1,1,1,1,2
APOLO,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,9,12,9,12,21
ARANI,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,4,3,4,3,7
ARBIETO,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,7,9,7,9,16
ARQUE,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,1,1,1,1,2
ASCENCION DE GUARAYOS,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,2,1,2,1,3
ATOCHA,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,9,47,9,47,56
AUCAPATA,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,4,2,4,2,6
AYATA,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,1,2,1,2,3
AYO AYO,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,2,4,2,4,6
AZURDUY,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,0,1,0,1,1
BATALLAS,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,8,8,8,8,16
BAURES,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,13,9,13,9,22
BELEN DE URMIRI,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,6,0,6,0,6
BELLA FLOR,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,1,2,1,2,3
BERMEJO,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,44,67,44,67,111
BETANZOS,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,47,70,47,70,117
BOLIVAR,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,3,0,3,0,3
BUENA VISTA,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,46,31,46,31,77
CABEZAS,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,30,36,30,36,66
CAIROMA,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,12,5,12,5,17
"CAIZA ""D""",consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,4,3,4,3,7
CAJUATA,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,1,2,1,2,3
CALACOTO,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,3,2,3,2,5
CALAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,2,9,2,9,11
CAMARGO,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,13,20,13,20,33
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,1,3,1,3,4
CAMIRI,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,93,134,93,134,227
CAPINOTA,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,26,25,26,25,51
CAQUIAVIRI,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,6,0,6,0,6
CARACOLLO,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,28,15,28,15,43
CARANAVI,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,22,10,22,10,32
CARAPARI,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,1,1,1,1,2
CARIPUYO,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,0,1,0,1,1
CHALLAPATA,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,10,5,10,5,15
CHAQUI,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,0,2,0,2,2
CHARAGUA,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,4,5,4,5,9
CHARAÑA,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,2,1,2,1,3
CHAYANTA,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,3,10,3,10,13
CHIMORE,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,1,1,1,1,2
CHOQUE COTA,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,4,5,4,5,9
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,20,15,20,15,35
CHUMA,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,3,1,3,1,4
CLIZA,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,13,15,13,15,28
COBIJA,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,3,0,3,0,3
COCHABAMBA,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,6267,7699,6267,7699,13966
COLCAPIRHUA,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,44,97,44,97,141
"COLCHA ""K""",consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,6,8,6,8,14
COLLANA,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,2,0,2,0,2
COLOMI,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,1,1,1,1,2
COLPA BELGICA,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,8,17,8,17,25
COLQUECHACA,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,7,10,7,10,17
COLQUENCHA,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,5,5,5,5,10
COLQUIRI,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,24,29,24,29,53
COMANCHE,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,1,0,1,0,1
COMARAPA,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,6,11,6,11,17
CONCEPCION,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,0,1,0,1,1
COPACABANA,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,1,1,1,1,2
CORIPATA,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,4,4,4,4,8
CORO CORO,consulta externa,repetidas en personas de 60 anos o mas,2006-11-01,2,1,2,1,3
