,group,variable,month,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA FUERA,ANTIAMARILICA DOSIS UNICA FUERA,TOTALES
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,0,0,1,1
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,0,0,1,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,1,1,0,2
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-10-01,0,1,0,1,2
ACHOCALLA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,1,0,0,1
APOLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,0,0,1,1
ARBIETO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,1,0,0,1
BAURES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,0,0,1,1
BERMEJO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,1,0,0,1
BUENA VISTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,1,1,1,3
CAMIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,1,0,0,1
CARANAVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,1,0,1,2
CHARAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,0,1,2,3
CHIMORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,1,1,0,0,2
COBIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,1,0,0,0,1
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,7,8,17,6,38
COLCAPIRHUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,0,0,1,1
COLOMI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,1,0,0,1
CONCEPCION,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,2,1,0,0,3
COROICO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,0,0,1,1
CORQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,1,0,0,1
COTAGAITA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,1,0,0,0,1
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,0,0,1,1
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,17,9,24,20,70
EL TORNO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,1,1,0,0,2
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,1,0,2,0,3
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,0,1,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,1,0,0,0,1
LA ASUNTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,1,2,1,4
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,1,0,0,1
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,9,10,0,1,20
LLALLAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,1,0,0,0,1
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,3,0,1,4
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,3,6,0,1,10
POCOATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,1,0,0,1
PORTACHUELO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,1,0,0,0,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,5,2,1,0,8
PUCARANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,0,0,1,1
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,1,0,0,1
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,0,2,1,3
PUNATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,1,0,0,0,1
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,0,2,4,6
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,2,5,0,0,7
RURRENABAQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,1,2,0,3
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,1,2,0,0,3
SAN ANDRES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,0,0,1,1
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,1,1,0,2,4
SAN IGNACIO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,0,5,2,7
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,2,1,0,1,4
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,0,0,2,2
SAN JAVIER(STC),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,1,0,0,1
SAN JOAQUIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,0,2,5,7
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,1,0,0,0,1
SAN MATIAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,1,0,0,0,1
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,2,0,1,0,3
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,26,25,13,14,78
SAPAHAQUI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,0,1,0,1
SENA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,0,2,0,2
SHINAOTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,1,1,1,3
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,1,0,0,1
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,3,0,1,1,5
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,1,1,0,0,2
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,1,2,2,2,7
TINGUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,0,1,0,1
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,1,0,0,0,1
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,1,0,0,1
TOTORA(CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,0,0,1,1
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,1,2,2,0,5
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,1,1,0,0,2
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,1,0,0,1
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,1,0,0,0,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,1,1,0,1,3
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-11-01,0,1,0,0,1
ACHOCALLA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,1,0,1,2
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,1,0,0,1
CHIMORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,0,1,0,1
COBIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,1,1,0,2
COCAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,0,0,1,1
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,8,5,5,4,22
COLCAPIRHUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,0,0,2,2
COMARAPA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,1,0,0,0,1
CORIPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,1,0,0,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,1,1,0,0,2
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,8,3,7,10,28
IXIAMAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,0,0,1,1
LA ASUNTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,1,1,0,0,2
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,1,1,0,0,2
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,7,3,2,4,16
MAIRANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,2,0,0,2
MAPIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,1,1,0,0,2
MIZQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,0,1,0,1
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,0,1,0,1
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,3,6,1,1,11
PADCAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,1,0,0,1
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,0,0,1,1
PORTACHUELO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,1,0,0,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,1,3,6,7,17
PUERTO SUAREZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,0,0,1,1
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,1,0,1,0,2
PUNATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,0,0,1,1
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,3,0,1,4,8
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,1,1,0,0,2
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,1,2,1,4
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,2,0,0,0,2
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,0,0,1,1
SAN JULIAN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,1,0,1,0,2
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,17,11,6,2,36
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,0,1,0,1
SENA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,1,0,0,1
SHINAOTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,0,0,1,1
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,4,0,0,4
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,2,0,0,0,2
TAHUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,0,1,0,1
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,1,4,0,1,6
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,1,0,0,1
TOLATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,1,0,0,0,1
TOTORA(CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,0,0,1,1
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,1,0,0,1
TUPIZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,1,0,0,0,1
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,2,1,0,3
VALLEGRANDE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,1,0,0,1
VILLA MONTES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,0,1,0,1
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,2,1,0,0,3
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,1,0,0,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,1,3,0,2,6
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2023-12-01,0,4,0,0,4
