municipality,group,variable,month,Pulpotomías,TOTAL
VILLA TUNARI,consultas odontologicas,pulpotomias,2007-09-01,147,147
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,pulpotomias,2007-09-01,114,114
VILLAZON,consultas odontologicas,pulpotomias,2007-09-01,129,129
VINTO,consultas odontologicas,pulpotomias,2007-09-01,43,43
VITICHI,consultas odontologicas,pulpotomias,2007-09-01,17,17
WALDO BALLIVIAN,consultas odontologicas,pulpotomias,2007-09-01,13,13
WARNES,consultas odontologicas,pulpotomias,2007-09-01,98,98
YACO,consultas odontologicas,pulpotomias,2007-09-01,16,16
YACUIBA,consultas odontologicas,pulpotomias,2007-09-01,288,288
YAMPARAEZ,consultas odontologicas,pulpotomias,2007-09-01,25,25
YANACACHI,consultas odontologicas,pulpotomias,2007-09-01,23,23
YAPACANI,consultas odontologicas,pulpotomias,2007-09-01,116,116
YOCALLA,consultas odontologicas,pulpotomias,2007-09-01,21,21
YOTALA,consultas odontologicas,pulpotomias,2007-09-01,29,29
YUNCHARA,consultas odontologicas,pulpotomias,2007-09-01,86,86
ZUDAÑEZ,consultas odontologicas,pulpotomias,2007-09-01,40,40
ACACIO,consultas odontologicas,pulpotomias,2007-10-01,16,16
ACHACACHI,consultas odontologicas,pulpotomias,2007-10-01,192,192
ACHOCALLA,consultas odontologicas,pulpotomias,2007-10-01,37,37
AIQUILE,consultas odontologicas,pulpotomias,2007-10-01,35,35
ALCALA,consultas odontologicas,pulpotomias,2007-10-01,50,50
ANCORAIMES,consultas odontologicas,pulpotomias,2007-10-01,35,35
ANDAMARCA,consultas odontologicas,pulpotomias,2007-10-01,31,31
ANTEQUERA,consultas odontologicas,pulpotomias,2007-10-01,11,11
ANZALDO,consultas odontologicas,pulpotomias,2007-10-01,24,24
APOLO,consultas odontologicas,pulpotomias,2007-10-01,75,75
ARAMPAMPA,consultas odontologicas,pulpotomias,2007-10-01,20,20
ARANI,consultas odontologicas,pulpotomias,2007-10-01,21,21
ARBIETO,consultas odontologicas,pulpotomias,2007-10-01,11,11
ARQUE,consultas odontologicas,pulpotomias,2007-10-01,27,27
ASCENCION DE GUARAYOS,consultas odontologicas,pulpotomias,2007-10-01,40,40
ATOCHA,consultas odontologicas,pulpotomias,2007-10-01,121,121
AYATA,consultas odontologicas,pulpotomias,2007-10-01,12,12
AYO AYO,consultas odontologicas,pulpotomias,2007-10-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,pulpotomias,2007-10-01,134,134
AZURDUY,consultas odontologicas,pulpotomias,2007-10-01,65,65
BATALLAS,consultas odontologicas,pulpotomias,2007-10-01,101,101
BAURES,consultas odontologicas,pulpotomias,2007-10-01,16,16
BELEN DE ANDAMARCA,consultas odontologicas,pulpotomias,2007-10-01,5,5
BELEN DE URMIRI,consultas odontologicas,pulpotomias,2007-10-01,7,7
BELLA FLOR,consultas odontologicas,pulpotomias,2007-10-01,53,53
BERMEJO,consultas odontologicas,pulpotomias,2007-10-01,365,365
BETANZOS,consultas odontologicas,pulpotomias,2007-10-01,110,110
BOLIVAR,consultas odontologicas,pulpotomias,2007-10-01,12,12
BOLPEBRA,consultas odontologicas,pulpotomias,2007-10-01,4,4
BOYUIBE,consultas odontologicas,pulpotomias,2007-10-01,31,31
BUENA VISTA,consultas odontologicas,pulpotomias,2007-10-01,43,43
CABEZAS,consultas odontologicas,pulpotomias,2007-10-01,70,70
CAIROMA,consultas odontologicas,pulpotomias,2007-10-01,60,60
"CAIZA ""D""",consultas odontologicas,pulpotomias,2007-10-01,20,20
CALACOTO,consultas odontologicas,pulpotomias,2007-10-01,28,28
CALAMARCA,consultas odontologicas,pulpotomias,2007-10-01,52,52
CAMARGO,consultas odontologicas,pulpotomias,2007-10-01,71,71
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,pulpotomias,2007-10-01,16,16
CAMIRI,consultas odontologicas,pulpotomias,2007-10-01,162,162
CAPINOTA,consultas odontologicas,pulpotomias,2007-10-01,43,43
CAQUIAVIRI,consultas odontologicas,pulpotomias,2007-10-01,41,41
CARACOLLO,consultas odontologicas,pulpotomias,2007-10-01,92,92
CARANAVI,consultas odontologicas,pulpotomias,2007-10-01,129,129
CARAPARI,consultas odontologicas,pulpotomias,2007-10-01,114,114
CARMEN RIVERO TORREZ,consultas odontologicas,pulpotomias,2007-10-01,1,1
CHALLAPATA,consultas odontologicas,pulpotomias,2007-10-01,236,236
CHAQUI,consultas odontologicas,pulpotomias,2007-10-01,18,18
CHARAGUA,consultas odontologicas,pulpotomias,2007-10-01,204,204
CHARAÑA,consultas odontologicas,pulpotomias,2007-10-01,10,10
CHAYANTA,consultas odontologicas,pulpotomias,2007-10-01,29,29
CHIMORE,consultas odontologicas,pulpotomias,2007-10-01,27,27
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,pulpotomias,2007-10-01,46,46
CHUMA,consultas odontologicas,pulpotomias,2007-10-01,105,105
CLIZA,consultas odontologicas,pulpotomias,2007-10-01,17,17
COBIJA,consultas odontologicas,pulpotomias,2007-10-01,124,124
COCHABAMBA,consultas odontologicas,pulpotomias,2007-10-01,3477,3477
COLCAPIRHUA,consultas odontologicas,pulpotomias,2007-10-01,55,55
"COLCHA ""K""",consultas odontologicas,pulpotomias,2007-10-01,47,47
COLLANA,consultas odontologicas,pulpotomias,2007-10-01,8,8
COLOMI,consultas odontologicas,pulpotomias,2007-10-01,23,23
COLPA BELGICA,consultas odontologicas,pulpotomias,2007-10-01,57,57
COLQUECHACA,consultas odontologicas,pulpotomias,2007-10-01,74,74
COLQUENCHA,consultas odontologicas,pulpotomias,2007-10-01,15,15
COLQUIRI,consultas odontologicas,pulpotomias,2007-10-01,25,25
COMANCHE,consultas odontologicas,pulpotomias,2007-10-01,88,88
COMARAPA,consultas odontologicas,pulpotomias,2007-10-01,59,59
CONCEPCION,consultas odontologicas,pulpotomias,2007-10-01,37,37
COPACABANA,consultas odontologicas,pulpotomias,2007-10-01,75,75
CORIPATA,consultas odontologicas,pulpotomias,2007-10-01,94,94
CORO CORO,consultas odontologicas,pulpotomias,2007-10-01,52,52
COROICO,consultas odontologicas,pulpotomias,2007-10-01,100,100
CORQUE,consultas odontologicas,pulpotomias,2007-10-01,23,23
COTAGAITA,consultas odontologicas,pulpotomias,2007-10-01,141,141
COTOCA,consultas odontologicas,pulpotomias,2007-10-01,51,51
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,pulpotomias,2007-10-01,11,11
CUEVO,consultas odontologicas,pulpotomias,2007-10-01,29,29
CULPINA,consultas odontologicas,pulpotomias,2007-10-01,54,54
CURAHUARA DE CARANGAS,consultas odontologicas,pulpotomias,2007-10-01,36,36
CURVA,consultas odontologicas,pulpotomias,2007-10-01,22,22
DESAGUADERO,consultas odontologicas,pulpotomias,2007-10-01,65,65
EL ALTO,consultas odontologicas,pulpotomias,2007-10-01,3043,3043
EL CHORO,consultas odontologicas,pulpotomias,2007-10-01,18,18
EL PUENTE(STC),consultas odontologicas,pulpotomias,2007-10-01,56,56
EL PUENTE(TJA),consultas odontologicas,pulpotomias,2007-10-01,124,124
EL TORNO,consultas odontologicas,pulpotomias,2007-10-01,185,185
EL VILLAR,consultas odontologicas,pulpotomias,2007-10-01,53,53
ENTRE RIOS,consultas odontologicas,pulpotomias,2007-10-01,44,44
ENTRE RIOS,consultas odontologicas,pulpotomias,2007-10-01,250,250
EUCALIPTUS,consultas odontologicas,pulpotomias,2007-10-01,21,21
EXALTACION,consultas odontologicas,pulpotomias,2007-10-01,55,55
FERNANDEZ ALONSO,consultas odontologicas,pulpotomias,2007-10-01,72,72
FILADELFIA,consultas odontologicas,pulpotomias,2007-10-01,15,15
GENERAL SAAVEDRA,consultas odontologicas,pulpotomias,2007-10-01,78,78
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,pulpotomias,2007-10-01,29,29
GUANAY,consultas odontologicas,pulpotomias,2007-10-01,5,5
GUAQUI,consultas odontologicas,pulpotomias,2007-10-01,73,73
GUAYARAMERIN,consultas odontologicas,pulpotomias,2007-10-01,156,156
GUTIERREZ,consultas odontologicas,pulpotomias,2007-10-01,85,85
HUACARETA,consultas odontologicas,pulpotomias,2007-10-01,141,141
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,pulpotomias,2007-10-01,12,12
HUACHACALLA,consultas odontologicas,pulpotomias,2007-10-01,9,9
HUANUNI,consultas odontologicas,pulpotomias,2007-10-01,106,106
HUARACAJE,consultas odontologicas,pulpotomias,2007-10-01,16,16
HUAYLLAMARCA,consultas odontologicas,pulpotomias,2007-10-01,14,14
ICLA,consultas odontologicas,pulpotomias,2007-10-01,138,138
INCAHUASI,consultas odontologicas,pulpotomias,2007-10-01,97,97
INQUISIVI,consultas odontologicas,pulpotomias,2007-10-01,56,56
IRUPANA (VILLA DE LANZA),consultas odontologicas,pulpotomias,2007-10-01,64,64
IXIAMAS,consultas odontologicas,pulpotomias,2007-10-01,42,42
JESUS DE MACHACA,consultas odontologicas,pulpotomias,2007-10-01,48,48
LA ASUNTA,consultas odontologicas,pulpotomias,2007-10-01,51,51
LA GUARDIA,consultas odontologicas,pulpotomias,2007-10-01,105,105
LA PAZ,consultas odontologicas,pulpotomias,2007-10-01,3046,3046
LAGUNILLAS,consultas odontologicas,pulpotomias,2007-10-01,45,45
LAJA,consultas odontologicas,pulpotomias,2007-10-01,92,92
LAS CARRERAS,consultas odontologicas,pulpotomias,2007-10-01,42,42
LICOMA PAMPA,consultas odontologicas,pulpotomias,2007-10-01,37,37
LLALLAGUA,consultas odontologicas,pulpotomias,2007-10-01,130,130
LLICA,consultas odontologicas,pulpotomias,2007-10-01,40,40
LORETO,consultas odontologicas,pulpotomias,2007-10-01,15,15
LURIBAY,consultas odontologicas,pulpotomias,2007-10-01,13,13
MACHACAMARCA,consultas odontologicas,pulpotomias,2007-10-01,44,44
MACHARETI,consultas odontologicas,pulpotomias,2007-10-01,23,23
MAGDALENA,consultas odontologicas,pulpotomias,2007-10-01,46,46
MAIRANA,consultas odontologicas,pulpotomias,2007-10-01,26,26
MAPIRI,consultas odontologicas,pulpotomias,2007-10-01,28,28
MECAPACA,consultas odontologicas,pulpotomias,2007-10-01,13,13
MINEROS,consultas odontologicas,pulpotomias,2007-10-01,70,70
MIZQUE,consultas odontologicas,pulpotomias,2007-10-01,50,50
MOCOMOCO,consultas odontologicas,pulpotomias,2007-10-01,154,154
MOJOCOYA,consultas odontologicas,pulpotomias,2007-10-01,21,21
MONTEAGUDO,consultas odontologicas,pulpotomias,2007-10-01,218,218
MONTERO,consultas odontologicas,pulpotomias,2007-10-01,286,286
MORO MORO,consultas odontologicas,pulpotomias,2007-10-01,27,27
MOROCHATA,consultas odontologicas,pulpotomias,2007-10-01,96,96
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,pulpotomias,2007-10-01,8,8
OCURI,consultas odontologicas,pulpotomias,2007-10-01,13,13
OKINAWA,consultas odontologicas,pulpotomias,2007-10-01,28,28
OMEREQUE,consultas odontologicas,pulpotomias,2007-10-01,13,13
ORURO,consultas odontologicas,pulpotomias,2007-10-01,1540,1540
PADCAYA,consultas odontologicas,pulpotomias,2007-10-01,225,225
PADILLA,consultas odontologicas,pulpotomias,2007-10-01,127,127
PAILON,consultas odontologicas,pulpotomias,2007-10-01,156,156
PALCA,consultas odontologicas,pulpotomias,2007-10-01,54,54
PALOS BLANCOS,consultas odontologicas,pulpotomias,2007-10-01,18,18
PAMPA AULLAGAS,consultas odontologicas,pulpotomias,2007-10-01,6,6
PAMPA GRANDE,consultas odontologicas,pulpotomias,2007-10-01,1,1
PAPEL PAMPA,consultas odontologicas,pulpotomias,2007-10-01,9,9
PASORAPA,consultas odontologicas,pulpotomias,2007-10-01,24,24
PATACAMAYA,consultas odontologicas,pulpotomias,2007-10-01,13,13
PAZÑA,consultas odontologicas,pulpotomias,2007-10-01,55,55
PELECHUCO,consultas odontologicas,pulpotomias,2007-10-01,71,71
POCOATA,consultas odontologicas,pulpotomias,2007-10-01,43,43
POCONA,consultas odontologicas,pulpotomias,2007-10-01,55,55
POJO (CBBA),consultas odontologicas,pulpotomias,2007-10-01,8,8
POOPO,consultas odontologicas,pulpotomias,2007-10-01,41,41
PORCO,consultas odontologicas,pulpotomias,2007-10-01,13,13
POROMA,consultas odontologicas,pulpotomias,2007-10-01,28,28
PORONGO,consultas odontologicas,pulpotomias,2007-10-01,56,56
PORTACHUELO,consultas odontologicas,pulpotomias,2007-10-01,33,33
PORVENIR,consultas odontologicas,pulpotomias,2007-10-01,24,24
POSTRER VALLE,consultas odontologicas,pulpotomias,2007-10-01,39,39
POTOSI,consultas odontologicas,pulpotomias,2007-10-01,489,489
PRESTO,consultas odontologicas,pulpotomias,2007-10-01,52,52
PUCARA,consultas odontologicas,pulpotomias,2007-10-01,41,41
PUCARANI,consultas odontologicas,pulpotomias,2007-10-01,745,745
PUERTO ACOSTA,consultas odontologicas,pulpotomias,2007-10-01,189,189
PUERTO CARABUCO,consultas odontologicas,pulpotomias,2007-10-01,158,158
PUERTO GONZALO MORENO,consultas odontologicas,pulpotomias,2007-10-01,18,18
PUERTO PEREZ,consultas odontologicas,pulpotomias,2007-10-01,6,6
PUERTO QUIJARRO,consultas odontologicas,pulpotomias,2007-10-01,30,30
PUERTO RICO,consultas odontologicas,pulpotomias,2007-10-01,44,44
PUERTO SILES,consultas odontologicas,pulpotomias,2007-10-01,46,46
PUERTO SUAREZ,consultas odontologicas,pulpotomias,2007-10-01,72,72
PUERTO VILLARROEL,consultas odontologicas,pulpotomias,2007-10-01,79,79
PUNA,consultas odontologicas,pulpotomias,2007-10-01,119,119
PUNATA,consultas odontologicas,pulpotomias,2007-10-01,105,105
QUIABAYA,consultas odontologicas,pulpotomias,2007-10-01,26,26
QUILLACOLLO,consultas odontologicas,pulpotomias,2007-10-01,158,158
QUIME,consultas odontologicas,pulpotomias,2007-10-01,208,208
QUIRUSILLAS,consultas odontologicas,pulpotomias,2007-10-01,2,2
REYES,consultas odontologicas,pulpotomias,2007-10-01,109,109
RIBERALTA,consultas odontologicas,pulpotomias,2007-10-01,495,495
ROBORE,consultas odontologicas,pulpotomias,2007-10-01,22,22
RURRENABAQUE,consultas odontologicas,pulpotomias,2007-10-01,56,56
SABAYA,consultas odontologicas,pulpotomias,2007-10-01,10,10
SACABA,consultas odontologicas,pulpotomias,2007-10-01,142,142
SACACA,consultas odontologicas,pulpotomias,2007-10-01,45,45
SAIPINA,consultas odontologicas,pulpotomias,2007-10-01,40,40
SALINAS DE GARCI MENDOZA,consultas odontologicas,pulpotomias,2007-10-01,27,27
SAMAIPATA,consultas odontologicas,pulpotomias,2007-10-01,4,4
SAN AGUSTIN,consultas odontologicas,pulpotomias,2007-10-01,23,23
SAN ANDRES,consultas odontologicas,pulpotomias,2007-10-01,4,4
SAN ANDRES DE MACHACA,consultas odontologicas,pulpotomias,2007-10-01,59,59
SAN ANTONIO DE LOMERIO,consultas odontologicas,pulpotomias,2007-10-01,25,25
SAN BENITO,consultas odontologicas,pulpotomias,2007-10-01,17,17
SAN BORJA,consultas odontologicas,pulpotomias,2007-10-01,112,112
SAN BUENA VENTURA,consultas odontologicas,pulpotomias,2007-10-01,47,47
SAN CARLOS,consultas odontologicas,pulpotomias,2007-10-01,64,64
SAN IGNACIO,consultas odontologicas,pulpotomias,2007-10-01,121,121
SAN IGNACIO DE VELASCO,consultas odontologicas,pulpotomias,2007-10-01,150,150
SAN JAVIER(BNI),consultas odontologicas,pulpotomias,2007-10-01,25,25
SAN JAVIER(STC),consultas odontologicas,pulpotomias,2007-10-01,107,107
SAN JOAQUIN,consultas odontologicas,pulpotomias,2007-10-01,53,53
SAN JOSE DE CHIQUITOS,consultas odontologicas,pulpotomias,2007-10-01,67,67
SAN JUAN DE YAPACANI,consultas odontologicas,pulpotomias,2007-10-01,23,23
SAN JULIAN,consultas odontologicas,pulpotomias,2007-10-01,66,66
SAN LORENZO(TJA),consultas odontologicas,pulpotomias,2007-10-01,145,145
SAN LUCAS,consultas odontologicas,pulpotomias,2007-10-01,39,39
SAN MATIAS,consultas odontologicas,pulpotomias,2007-10-01,63,63
SAN MIGUEL DE VELASCO,consultas odontologicas,pulpotomias,2007-10-01,83,83
SAN PEDRO,consultas odontologicas,pulpotomias,2007-10-01,27,27
SAN PEDRO DE BUENA VISTA,consultas odontologicas,pulpotomias,2007-10-01,30,30
SAN PEDRO DE CURAHUARA,consultas odontologicas,pulpotomias,2007-10-01,24,24
SAN PEDRO DE TIQUINA,consultas odontologicas,pulpotomias,2007-10-01,39,39
SAN PEDRO(PND),consultas odontologicas,pulpotomias,2007-10-01,6,6
SAN RAFAEL,consultas odontologicas,pulpotomias,2007-10-01,24,24
SAN RAMON,consultas odontologicas,pulpotomias,2007-10-01,19,19
SANTA ANA,consultas odontologicas,pulpotomias,2007-10-01,320,320
SANTA CRUZ DE LA SIERRA,consultas odontologicas,pulpotomias,2007-10-01,2265,2265
SANTA ROSA,consultas odontologicas,pulpotomias,2007-10-01,174,174
SANTA ROSA DEL SARA,consultas odontologicas,pulpotomias,2007-10-01,295,295
SANTIAGO DE HUARI,consultas odontologicas,pulpotomias,2007-10-01,74,74
SANTIAGO DE MACHACA,consultas odontologicas,pulpotomias,2007-10-01,25,25
SANTIVAÑES,consultas odontologicas,pulpotomias,2007-10-01,26,26
SANTUARIO DE QUILLACAS,consultas odontologicas,pulpotomias,2007-10-01,17,17
SAPAHAQUI,consultas odontologicas,pulpotomias,2007-10-01,63,63
SENA,consultas odontologicas,pulpotomias,2007-10-01,78,78
SICA SICA (VILLA AROMA),consultas odontologicas,pulpotomias,2007-10-01,43,43
SICAYA,consultas odontologicas,pulpotomias,2007-10-01,8,8
SIPE SIPE,consultas odontologicas,pulpotomias,2007-10-01,74,74
SOPACHUY,consultas odontologicas,pulpotomias,2007-10-01,71,71
SORACACHI,consultas odontologicas,pulpotomias,2007-10-01,62,62
SORATA,consultas odontologicas,pulpotomias,2007-10-01,40,40
SUCRE,consultas odontologicas,pulpotomias,2007-10-01,979,979
TACACOMA,consultas odontologicas,pulpotomias,2007-10-01,141,141
TACOPAYA,consultas odontologicas,pulpotomias,2007-10-01,65,65
TAHUA,consultas odontologicas,pulpotomias,2007-10-01,15,15
TAPACARI,consultas odontologicas,pulpotomias,2007-10-01,19,19
TARABUCO,consultas odontologicas,pulpotomias,2007-10-01,46,46
TARACO,consultas odontologicas,pulpotomias,2007-10-01,32,32
TARATA,consultas odontologicas,pulpotomias,2007-10-01,5,5
TARIJA,consultas odontologicas,pulpotomias,2007-10-01,823,823
TARVITA,consultas odontologicas,pulpotomias,2007-10-01,52,52
TEOPONTE,consultas odontologicas,pulpotomias,2007-10-01,40,40
TIAWANACU,consultas odontologicas,pulpotomias,2007-10-01,134,134
TINGUIPAYA,consultas odontologicas,pulpotomias,2007-10-01,3,3
TIPUANI,consultas odontologicas,pulpotomias,2007-10-01,13,13
TIQUIPAYA,consultas odontologicas,pulpotomias,2007-10-01,57,57
TIRAQUE (CBBA),consultas odontologicas,pulpotomias,2007-10-01,86,86
TITO YUPANQUI (PARQUIPUJIO),consultas odontologicas,pulpotomias,2007-10-01,11,11
TOCO,consultas odontologicas,pulpotomias,2007-10-01,34,34
TOLATA,consultas odontologicas,pulpotomias,2007-10-01,9,9
TOLEDO,consultas odontologicas,pulpotomias,2007-10-01,45,45
TOMAVE,consultas odontologicas,pulpotomias,2007-10-01,37,37
TOMINA,consultas odontologicas,pulpotomias,2007-10-01,24,24
TORO TORO,consultas odontologicas,pulpotomias,2007-10-01,35,35
TOTORA(CBBA),consultas odontologicas,pulpotomias,2007-10-01,52,52
TOTORA(ORR),consultas odontologicas,pulpotomias,2007-10-01,8,8
TRIGAL,consultas odontologicas,pulpotomias,2007-10-01,8,8
TRINIDAD,consultas odontologicas,pulpotomias,2007-10-01,423,423
TUPIZA,consultas odontologicas,pulpotomias,2007-10-01,93,93
TURCO,consultas odontologicas,pulpotomias,2007-10-01,19,19
UMALA,consultas odontologicas,pulpotomias,2007-10-01,15,15
UNCIA,consultas odontologicas,pulpotomias,2007-10-01,152,152
URIONDO (A. CONCEPCION),consultas odontologicas,pulpotomias,2007-10-01,222,222
URUBICHA,consultas odontologicas,pulpotomias,2007-10-01,32,32
UYUNI,consultas odontologicas,pulpotomias,2007-10-01,191,191
VACAS,consultas odontologicas,pulpotomias,2007-10-01,31,31
VALLEGRANDE,consultas odontologicas,pulpotomias,2007-10-01,128,128
VIACHA,consultas odontologicas,pulpotomias,2007-10-01,85,85
VILLA MONTES,consultas odontologicas,pulpotomias,2007-10-01,356,356
VILLA NUEVA (LOMA ALTA),consultas odontologicas,pulpotomias,2007-10-01,44,44
VILLA RIVERO,consultas odontologicas,pulpotomias,2007-10-01,7,7
VILLA SERRANO,consultas odontologicas,pulpotomias,2007-10-01,28,28
VILLA TUNARI,consultas odontologicas,pulpotomias,2007-10-01,200,200
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,pulpotomias,2007-10-01,177,177
VILLAZON,consultas odontologicas,pulpotomias,2007-10-01,155,155
VINTO,consultas odontologicas,pulpotomias,2007-10-01,27,27
VITICHI,consultas odontologicas,pulpotomias,2007-10-01,32,32
WARNES,consultas odontologicas,pulpotomias,2007-10-01,163,163
YACO,consultas odontologicas,pulpotomias,2007-10-01,21,21
YACUIBA,consultas odontologicas,pulpotomias,2007-10-01,496,496
YAMPARAEZ,consultas odontologicas,pulpotomias,2007-10-01,33,33
YANACACHI,consultas odontologicas,pulpotomias,2007-10-01,29,29
YAPACANI,consultas odontologicas,pulpotomias,2007-10-01,139,139
YOCALLA,consultas odontologicas,pulpotomias,2007-10-01,14,14
YOTALA,consultas odontologicas,pulpotomias,2007-10-01,44,44
YUNCHARA,consultas odontologicas,pulpotomias,2007-10-01,35,35
ZUDAÑEZ,consultas odontologicas,pulpotomias,2007-10-01,67,67
ACACIO,consultas odontologicas,pulpotomias,2007-11-01,20,20
ACHACACHI,consultas odontologicas,pulpotomias,2007-11-01,207,207
ACHOCALLA,consultas odontologicas,pulpotomias,2007-11-01,43,43
AIQUILE,consultas odontologicas,pulpotomias,2007-11-01,28,28
ALCALA,consultas odontologicas,pulpotomias,2007-11-01,27,27
ANCORAIMES,consultas odontologicas,pulpotomias,2007-11-01,47,47
ANDAMARCA,consultas odontologicas,pulpotomias,2007-11-01,23,23
ANTEQUERA,consultas odontologicas,pulpotomias,2007-11-01,14,14
ANZALDO,consultas odontologicas,pulpotomias,2007-11-01,19,19
APOLO,consultas odontologicas,pulpotomias,2007-11-01,54,54
ARAMPAMPA,consultas odontologicas,pulpotomias,2007-11-01,10,10
ARANI,consultas odontologicas,pulpotomias,2007-11-01,13,13
ARBIETO,consultas odontologicas,pulpotomias,2007-11-01,7,7
ARQUE,consultas odontologicas,pulpotomias,2007-11-01,27,27
ASCENCION DE GUARAYOS,consultas odontologicas,pulpotomias,2007-11-01,37,37
ATOCHA,consultas odontologicas,pulpotomias,2007-11-01,104,104
AYATA,consultas odontologicas,pulpotomias,2007-11-01,42,42
AYO AYO,consultas odontologicas,pulpotomias,2007-11-01,36,36
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,pulpotomias,2007-11-01,113,113
AZURDUY,consultas odontologicas,pulpotomias,2007-11-01,23,23
BATALLAS,consultas odontologicas,pulpotomias,2007-11-01,84,84
BAURES,consultas odontologicas,pulpotomias,2007-11-01,52,52
BELEN DE URMIRI,consultas odontologicas,pulpotomias,2007-11-01,23,23
BELLA FLOR,consultas odontologicas,pulpotomias,2007-11-01,20,20
BERMEJO,consultas odontologicas,pulpotomias,2007-11-01,270,270
BETANZOS,consultas odontologicas,pulpotomias,2007-11-01,92,92
BOLIVAR,consultas odontologicas,pulpotomias,2007-11-01,63,63
BOYUIBE,consultas odontologicas,pulpotomias,2007-11-01,43,43
BUENA VISTA,consultas odontologicas,pulpotomias,2007-11-01,31,31
CABEZAS,consultas odontologicas,pulpotomias,2007-11-01,62,62
CAIROMA,consultas odontologicas,pulpotomias,2007-11-01,65,65
"CAIZA ""D""",consultas odontologicas,pulpotomias,2007-11-01,17,17
CAJUATA,consultas odontologicas,pulpotomias,2007-11-01,6,6
CALACOTO,consultas odontologicas,pulpotomias,2007-11-01,54,54
CALAMARCA,consultas odontologicas,pulpotomias,2007-11-01,38,38
CAMARGO,consultas odontologicas,pulpotomias,2007-11-01,96,96
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,pulpotomias,2007-11-01,12,12
CAMIRI,consultas odontologicas,pulpotomias,2007-11-01,316,316
CAPINOTA,consultas odontologicas,pulpotomias,2007-11-01,42,42
CAQUIAVIRI,consultas odontologicas,pulpotomias,2007-11-01,72,72
CARACOLLO,consultas odontologicas,pulpotomias,2007-11-01,137,137
CARANAVI,consultas odontologicas,pulpotomias,2007-11-01,214,214
CARAPARI,consultas odontologicas,pulpotomias,2007-11-01,137,137
CARIPUYO,consultas odontologicas,pulpotomias,2007-11-01,32,32
CARMEN RIVERO TORREZ,consultas odontologicas,pulpotomias,2007-11-01,1,1
CATACORA,consultas odontologicas,pulpotomias,2007-11-01,6,6
CHALLAPATA,consultas odontologicas,pulpotomias,2007-11-01,201,201
CHAQUI,consultas odontologicas,pulpotomias,2007-11-01,15,15
CHARAGUA,consultas odontologicas,pulpotomias,2007-11-01,165,165
CHARAÑA,consultas odontologicas,pulpotomias,2007-11-01,4,4
CHAYANTA,consultas odontologicas,pulpotomias,2007-11-01,35,35
CHIMORE,consultas odontologicas,pulpotomias,2007-11-01,24,24
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,pulpotomias,2007-11-01,42,42
CHUMA,consultas odontologicas,pulpotomias,2007-11-01,107,107
CLIZA,consultas odontologicas,pulpotomias,2007-11-01,17,17
COBIJA,consultas odontologicas,pulpotomias,2007-11-01,125,125
COCHABAMBA,consultas odontologicas,pulpotomias,2007-11-01,3445,3445
COLCAPIRHUA,consultas odontologicas,pulpotomias,2007-11-01,32,32
"COLCHA ""K""",consultas odontologicas,pulpotomias,2007-11-01,34,34
COLLANA,consultas odontologicas,pulpotomias,2007-11-01,13,13
COLOMI,consultas odontologicas,pulpotomias,2007-11-01,56,56
COLPA BELGICA,consultas odontologicas,pulpotomias,2007-11-01,75,75
COLQUECHACA,consultas odontologicas,pulpotomias,2007-11-01,37,37
COLQUENCHA,consultas odontologicas,pulpotomias,2007-11-01,35,35
COLQUIRI,consultas odontologicas,pulpotomias,2007-11-01,160,160
COMANCHE,consultas odontologicas,pulpotomias,2007-11-01,70,70
COMARAPA,consultas odontologicas,pulpotomias,2007-11-01,133,133
CONCEPCION,consultas odontologicas,pulpotomias,2007-11-01,47,47
COPACABANA,consultas odontologicas,pulpotomias,2007-11-01,69,69
CORIPATA,consultas odontologicas,pulpotomias,2007-11-01,96,96
CORO CORO,consultas odontologicas,pulpotomias,2007-11-01,50,50
COROICO,consultas odontologicas,pulpotomias,2007-11-01,101,101
CORQUE,consultas odontologicas,pulpotomias,2007-11-01,121,121
COTAGAITA,consultas odontologicas,pulpotomias,2007-11-01,19,19
COTOCA,consultas odontologicas,pulpotomias,2007-11-01,62,62
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,pulpotomias,2007-11-01,15,15
CUEVO,consultas odontologicas,pulpotomias,2007-11-01,43,43
CULPINA,consultas odontologicas,pulpotomias,2007-11-01,95,95
CURAHUARA DE CARANGAS,consultas odontologicas,pulpotomias,2007-11-01,63,63
CURVA,consultas odontologicas,pulpotomias,2007-11-01,12,12
DESAGUADERO,consultas odontologicas,pulpotomias,2007-11-01,64,64
EL ALTO,consultas odontologicas,pulpotomias,2007-11-01,3235,3235
