municipality,group,variable,month,Periodoncias,TOTAL
CAPINOTA,consultas odontologicas,periodoncias,2007-07-01,68,68
CARACOLLO,consultas odontologicas,periodoncias,2007-07-01,22,22
CARANAVI,consultas odontologicas,periodoncias,2007-07-01,23,23
CARAPARI,consultas odontologicas,periodoncias,2007-07-01,26,26
CARIPUYO,consultas odontologicas,periodoncias,2007-07-01,16,16
CHALLAPATA,consultas odontologicas,periodoncias,2007-07-01,26,26
CHARAGUA,consultas odontologicas,periodoncias,2007-07-01,7,7
CHIMORE,consultas odontologicas,periodoncias,2007-07-01,27,27
CHUMA,consultas odontologicas,periodoncias,2007-07-01,1,1
CLIZA,consultas odontologicas,periodoncias,2007-07-01,16,16
COBIJA,consultas odontologicas,periodoncias,2007-07-01,158,158
COCHABAMBA,consultas odontologicas,periodoncias,2007-07-01,2056,2056
COLCAPIRHUA,consultas odontologicas,periodoncias,2007-07-01,19,19
COLOMI,consultas odontologicas,periodoncias,2007-07-01,6,6
COLPA BELGICA,consultas odontologicas,periodoncias,2007-07-01,5,5
COLQUECHACA,consultas odontologicas,periodoncias,2007-07-01,31,31
COLQUIRI,consultas odontologicas,periodoncias,2007-07-01,6,6
COMARAPA,consultas odontologicas,periodoncias,2007-07-01,81,81
COMBAYA,consultas odontologicas,periodoncias,2007-07-01,1,1
CONCEPCION,consultas odontologicas,periodoncias,2007-07-01,30,30
COPACABANA,consultas odontologicas,periodoncias,2007-07-01,3,3
CORIPATA,consultas odontologicas,periodoncias,2007-07-01,3,3
CORO CORO,consultas odontologicas,periodoncias,2007-07-01,1,1
COROICO,consultas odontologicas,periodoncias,2007-07-01,24,24
CORQUE,consultas odontologicas,periodoncias,2007-07-01,2,2
COTAGAITA,consultas odontologicas,periodoncias,2007-07-01,12,12
COTOCA,consultas odontologicas,periodoncias,2007-07-01,4,4
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,periodoncias,2007-07-01,2,2
CUEVO,consultas odontologicas,periodoncias,2007-07-01,3,3
CULPINA,consultas odontologicas,periodoncias,2007-07-01,3,3
CURAHUARA DE CARANGAS,consultas odontologicas,periodoncias,2007-07-01,3,3
EL ALTO,consultas odontologicas,periodoncias,2007-07-01,503,503
EL PUENTE(STC),consultas odontologicas,periodoncias,2007-07-01,3,3
EL PUENTE(TJA),consultas odontologicas,periodoncias,2007-07-01,5,5
EL VILLAR,consultas odontologicas,periodoncias,2007-07-01,19,19
ENTRE RIOS,consultas odontologicas,periodoncias,2007-07-01,4,4
ENTRE RIOS,consultas odontologicas,periodoncias,2007-07-01,3,3
EXALTACION,consultas odontologicas,periodoncias,2007-07-01,12,12
FERNANDEZ ALONSO,consultas odontologicas,periodoncias,2007-07-01,22,22
GENERAL SAAVEDRA,consultas odontologicas,periodoncias,2007-07-01,19,19
GUANAY,consultas odontologicas,periodoncias,2007-07-01,8,8
GUAQUI,consultas odontologicas,periodoncias,2007-07-01,2,2
GUAYARAMERIN,consultas odontologicas,periodoncias,2007-07-01,42,42
GUTIERREZ,consultas odontologicas,periodoncias,2007-07-01,28,28
HUANUNI,consultas odontologicas,periodoncias,2007-07-01,18,18
HUARACAJE,consultas odontologicas,periodoncias,2007-07-01,20,20
INQUISIVI,consultas odontologicas,periodoncias,2007-07-01,6,6
IRUPANA (VILLA DE LANZA),consultas odontologicas,periodoncias,2007-07-01,8,8
IXIAMAS,consultas odontologicas,periodoncias,2007-07-01,4,4
JESUS DE MACHACA,consultas odontologicas,periodoncias,2007-07-01,1,1
LA ASUNTA,consultas odontologicas,periodoncias,2007-07-01,4,4
LA GUARDIA,consultas odontologicas,periodoncias,2007-07-01,75,75
LA PAZ,consultas odontologicas,periodoncias,2007-07-01,1333,1333
LAGUNILLAS,consultas odontologicas,periodoncias,2007-07-01,32,32
LAS CARRERAS,consultas odontologicas,periodoncias,2007-07-01,3,3
LLALLAGUA,consultas odontologicas,periodoncias,2007-07-01,18,18
LORETO,consultas odontologicas,periodoncias,2007-07-01,7,7
MACHACAMARCA,consultas odontologicas,periodoncias,2007-07-01,5,5
MACHARETI,consultas odontologicas,periodoncias,2007-07-01,9,9
MAGDALENA,consultas odontologicas,periodoncias,2007-07-01,8,8
MAIRANA,consultas odontologicas,periodoncias,2007-07-01,14,14
MAPIRI,consultas odontologicas,periodoncias,2007-07-01,3,3
MECAPACA,consultas odontologicas,periodoncias,2007-07-01,4,4
MINEROS,consultas odontologicas,periodoncias,2007-07-01,9,9
MIZQUE,consultas odontologicas,periodoncias,2007-07-01,15,15
MOCOMOCO,consultas odontologicas,periodoncias,2007-07-01,1,1
MOJOCOYA,consultas odontologicas,periodoncias,2007-07-01,3,3
MONTEAGUDO,consultas odontologicas,periodoncias,2007-07-01,2,2
MONTERO,consultas odontologicas,periodoncias,2007-07-01,412,412
MOROCHATA,consultas odontologicas,periodoncias,2007-07-01,17,17
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,periodoncias,2007-07-01,2,2
OCURI,consultas odontologicas,periodoncias,2007-07-01,14,14
OKINAWA,consultas odontologicas,periodoncias,2007-07-01,13,13
OMEREQUE,consultas odontologicas,periodoncias,2007-07-01,16,16
ORURO,consultas odontologicas,periodoncias,2007-07-01,181,181
PADCAYA,consultas odontologicas,periodoncias,2007-07-01,58,58
PADILLA,consultas odontologicas,periodoncias,2007-07-01,31,31
PAILON,consultas odontologicas,periodoncias,2007-07-01,12,12
PALCA,consultas odontologicas,periodoncias,2007-07-01,1,1
PAMPA AULLAGAS,consultas odontologicas,periodoncias,2007-07-01,2,2
PAPEL PAMPA,consultas odontologicas,periodoncias,2007-07-01,6,6
PATACAMAYA,consultas odontologicas,periodoncias,2007-07-01,63,63
PAZÑA,consultas odontologicas,periodoncias,2007-07-01,3,3
POCOATA,consultas odontologicas,periodoncias,2007-07-01,56,56
POJO (CBBA),consultas odontologicas,periodoncias,2007-07-01,40,40
POOPO,consultas odontologicas,periodoncias,2007-07-01,6,6
PORCO,consultas odontologicas,periodoncias,2007-07-01,7,7
PORONGO,consultas odontologicas,periodoncias,2007-07-01,17,17
PORTACHUELO,consultas odontologicas,periodoncias,2007-07-01,17,17
PORVENIR,consultas odontologicas,periodoncias,2007-07-01,7,7
POTOSI,consultas odontologicas,periodoncias,2007-07-01,70,70
PUCARA,consultas odontologicas,periodoncias,2007-07-01,8,8
PUCARANI,consultas odontologicas,periodoncias,2007-07-01,3,3
PUERTO ACOSTA,consultas odontologicas,periodoncias,2007-07-01,21,21
PUERTO CARABUCO,consultas odontologicas,periodoncias,2007-07-01,5,5
PUERTO QUIJARRO,consultas odontologicas,periodoncias,2007-07-01,3,3
PUERTO RICO,consultas odontologicas,periodoncias,2007-07-01,10,10
PUERTO SUAREZ,consultas odontologicas,periodoncias,2007-07-01,24,24
PUERTO VILLARROEL,consultas odontologicas,periodoncias,2007-07-01,23,23
PUNA,consultas odontologicas,periodoncias,2007-07-01,1,1
PUNATA,consultas odontologicas,periodoncias,2007-07-01,65,65
QUILLACOLLO,consultas odontologicas,periodoncias,2007-07-01,89,89
QUIME,consultas odontologicas,periodoncias,2007-07-01,6,6
REYES,consultas odontologicas,periodoncias,2007-07-01,6,6
RIBERALTA,consultas odontologicas,periodoncias,2007-07-01,50,50
ROBORE,consultas odontologicas,periodoncias,2007-07-01,23,23
RURRENABAQUE,consultas odontologicas,periodoncias,2007-07-01,5,5
SABAYA,consultas odontologicas,periodoncias,2007-07-01,5,5
SACABA,consultas odontologicas,periodoncias,2007-07-01,89,89
SAIPINA,consultas odontologicas,periodoncias,2007-07-01,7,7
SALINAS DE GARCI MENDOZA,consultas odontologicas,periodoncias,2007-07-01,2,2
SAMAIPATA,consultas odontologicas,periodoncias,2007-07-01,7,7
SAN ANTONIO DE LOMERIO,consultas odontologicas,periodoncias,2007-07-01,1,1
SAN BENITO,consultas odontologicas,periodoncias,2007-07-01,3,3
SAN BORJA,consultas odontologicas,periodoncias,2007-07-01,24,24
SAN CARLOS,consultas odontologicas,periodoncias,2007-07-01,31,31
SAN IGNACIO,consultas odontologicas,periodoncias,2007-07-01,19,19
SAN IGNACIO DE VELASCO,consultas odontologicas,periodoncias,2007-07-01,4,4
SAN JAVIER(STC),consultas odontologicas,periodoncias,2007-07-01,1,1
SAN JOSE DE CHIQUITOS,consultas odontologicas,periodoncias,2007-07-01,2,2
SAN JUAN DE YAPACANI,consultas odontologicas,periodoncias,2007-07-01,2,2
SAN LORENZO(TJA),consultas odontologicas,periodoncias,2007-07-01,233,233
SAN LUCAS,consultas odontologicas,periodoncias,2007-07-01,13,13
SAN MATIAS,consultas odontologicas,periodoncias,2007-07-01,1,1
SAN MIGUEL DE VELASCO,consultas odontologicas,periodoncias,2007-07-01,5,5
SAN PEDRO,consultas odontologicas,periodoncias,2007-07-01,8,8
SAN PEDRO DE BUENA VISTA,consultas odontologicas,periodoncias,2007-07-01,4,4
SAN RAFAEL,consultas odontologicas,periodoncias,2007-07-01,78,78
SAN RAMON,consultas odontologicas,periodoncias,2007-07-01,13,13
SANTA ANA,consultas odontologicas,periodoncias,2007-07-01,3,3
SANTA CRUZ DE LA SIERRA,consultas odontologicas,periodoncias,2007-07-01,1104,1104
SANTA ROSA,consultas odontologicas,periodoncias,2007-07-01,2,2
SANTA ROSA DEL SARA,consultas odontologicas,periodoncias,2007-07-01,276,276
SANTIAGO DE HUARI,consultas odontologicas,periodoncias,2007-07-01,6,6
SANTUARIO DE QUILLACAS,consultas odontologicas,periodoncias,2007-07-01,3,3
SAPAHAQUI,consultas odontologicas,periodoncias,2007-07-01,16,16
SENA,consultas odontologicas,periodoncias,2007-07-01,5,5
SICA SICA (VILLA AROMA),consultas odontologicas,periodoncias,2007-07-01,46,46
SICAYA,consultas odontologicas,periodoncias,2007-07-01,84,84
SIPE SIPE,consultas odontologicas,periodoncias,2007-07-01,28,28
SORACACHI,consultas odontologicas,periodoncias,2007-07-01,6,6
SORATA,consultas odontologicas,periodoncias,2007-07-01,1,1
SUCRE,consultas odontologicas,periodoncias,2007-07-01,387,387
TACOPAYA,consultas odontologicas,periodoncias,2007-07-01,6,6
TAPACARI,consultas odontologicas,periodoncias,2007-07-01,9,9
TARABUCO,consultas odontologicas,periodoncias,2007-07-01,2,2
TARATA,consultas odontologicas,periodoncias,2007-07-01,36,36
TARIJA,consultas odontologicas,periodoncias,2007-07-01,112,112
TEOPONTE,consultas odontologicas,periodoncias,2007-07-01,5,5
TIAWANACU,consultas odontologicas,periodoncias,2007-07-01,1,1
TINGUIPAYA,consultas odontologicas,periodoncias,2007-07-01,1,1
TIPUANI,consultas odontologicas,periodoncias,2007-07-01,6,6
TIQUIPAYA,consultas odontologicas,periodoncias,2007-07-01,83,83
TIRAQUE (CBBA),consultas odontologicas,periodoncias,2007-07-01,102,102
TOCO,consultas odontologicas,periodoncias,2007-07-01,3,3
TOLATA,consultas odontologicas,periodoncias,2007-07-01,16,16
TOLEDO,consultas odontologicas,periodoncias,2007-07-01,10,10
TOMINA,consultas odontologicas,periodoncias,2007-07-01,25,25
TRIGAL,consultas odontologicas,periodoncias,2007-07-01,1,1
TRINIDAD,consultas odontologicas,periodoncias,2007-07-01,34,34
TUPIZA,consultas odontologicas,periodoncias,2007-07-01,18,18
TURCO,consultas odontologicas,periodoncias,2007-07-01,1,1
UMALA,consultas odontologicas,periodoncias,2007-07-01,1,1
UNCIA,consultas odontologicas,periodoncias,2007-07-01,26,26
URIONDO (A. CONCEPCION),consultas odontologicas,periodoncias,2007-07-01,1,1
URUBICHA,consultas odontologicas,periodoncias,2007-07-01,7,7
UYUNI,consultas odontologicas,periodoncias,2007-07-01,7,7
VACAS,consultas odontologicas,periodoncias,2007-07-01,4,4
VALLEGRANDE,consultas odontologicas,periodoncias,2007-07-01,12,12
VIACHA,consultas odontologicas,periodoncias,2007-07-01,27,27
VILLA MONTES,consultas odontologicas,periodoncias,2007-07-01,14,14
VILLA NUEVA (LOMA ALTA),consultas odontologicas,periodoncias,2007-07-01,1,1
VILLA RIVERO,consultas odontologicas,periodoncias,2007-07-01,104,104
VILLA SERRANO,consultas odontologicas,periodoncias,2007-07-01,61,61
VILLA TUNARI,consultas odontologicas,periodoncias,2007-07-01,119,119
VILLAZON,consultas odontologicas,periodoncias,2007-07-01,52,52
VINTO,consultas odontologicas,periodoncias,2007-07-01,14,14
WARNES,consultas odontologicas,periodoncias,2007-07-01,29,29
YACO,consultas odontologicas,periodoncias,2007-07-01,1,1
YACUIBA,consultas odontologicas,periodoncias,2007-07-01,23,23
YAPACANI,consultas odontologicas,periodoncias,2007-07-01,9,9
YOCALLA,consultas odontologicas,periodoncias,2007-07-01,1,1
YOTALA,consultas odontologicas,periodoncias,2007-07-01,3,3
YUNCHARA,consultas odontologicas,periodoncias,2007-07-01,1,1
ACACIO,consultas odontologicas,periodoncias,2007-08-01,3,3
ACHACACHI,consultas odontologicas,periodoncias,2007-08-01,3,3
ACHOCALLA,consultas odontologicas,periodoncias,2007-08-01,17,17
AIQUILE,consultas odontologicas,periodoncias,2007-08-01,339,339
ALCALA,consultas odontologicas,periodoncias,2007-08-01,141,141
ANCORAIMES,consultas odontologicas,periodoncias,2007-08-01,67,67
ANDAMARCA,consultas odontologicas,periodoncias,2007-08-01,4,4
ANZALDO,consultas odontologicas,periodoncias,2007-08-01,3,3
APOLO,consultas odontologicas,periodoncias,2007-08-01,65,65
ARAMPAMPA,consultas odontologicas,periodoncias,2007-08-01,3,3
ARANI,consultas odontologicas,periodoncias,2007-08-01,17,17
ARBIETO,consultas odontologicas,periodoncias,2007-08-01,5,5
ARQUE,consultas odontologicas,periodoncias,2007-08-01,88,88
ATOCHA,consultas odontologicas,periodoncias,2007-08-01,15,15
AYATA,consultas odontologicas,periodoncias,2007-08-01,1,1
AZURDUY,consultas odontologicas,periodoncias,2007-08-01,5,5
BATALLAS,consultas odontologicas,periodoncias,2007-08-01,1,1
BAURES,consultas odontologicas,periodoncias,2007-08-01,3,3
BERMEJO,consultas odontologicas,periodoncias,2007-08-01,16,16
BETANZOS,consultas odontologicas,periodoncias,2007-08-01,1,1
BOYUIBE,consultas odontologicas,periodoncias,2007-08-01,36,36
CABEZAS,consultas odontologicas,periodoncias,2007-08-01,32,32
CAIROMA,consultas odontologicas,periodoncias,2007-08-01,8,8
"CAIZA ""D""",consultas odontologicas,periodoncias,2007-08-01,2,2
CAJUATA,consultas odontologicas,periodoncias,2007-08-01,4,4
CALAMARCA,consultas odontologicas,periodoncias,2007-08-01,7,7
CAMARGO,consultas odontologicas,periodoncias,2007-08-01,8,8
CAMIRI,consultas odontologicas,periodoncias,2007-08-01,53,53
CAPINOTA,consultas odontologicas,periodoncias,2007-08-01,69,69
CARACOLLO,consultas odontologicas,periodoncias,2007-08-01,14,14
CARANAVI,consultas odontologicas,periodoncias,2007-08-01,16,16
CARAPARI,consultas odontologicas,periodoncias,2007-08-01,40,40
CARIPUYO,consultas odontologicas,periodoncias,2007-08-01,11,11
CHALLAPATA,consultas odontologicas,periodoncias,2007-08-01,53,53
CHARAGUA,consultas odontologicas,periodoncias,2007-08-01,7,7
CLIZA,consultas odontologicas,periodoncias,2007-08-01,32,32
COBIJA,consultas odontologicas,periodoncias,2007-08-01,91,91
COCHABAMBA,consultas odontologicas,periodoncias,2007-08-01,1483,1483
COLCAPIRHUA,consultas odontologicas,periodoncias,2007-08-01,147,147
"COLCHA ""K""",consultas odontologicas,periodoncias,2007-08-01,2,2
COLLANA,consultas odontologicas,periodoncias,2007-08-01,1,1
COLOMI,consultas odontologicas,periodoncias,2007-08-01,3,3
COLPA BELGICA,consultas odontologicas,periodoncias,2007-08-01,14,14
COLQUENCHA,consultas odontologicas,periodoncias,2007-08-01,1,1
COMARAPA,consultas odontologicas,periodoncias,2007-08-01,26,26
COMBAYA,consultas odontologicas,periodoncias,2007-08-01,1,1
CONCEPCION,consultas odontologicas,periodoncias,2007-08-01,3,3
COPACABANA,consultas odontologicas,periodoncias,2007-08-01,7,7
COROICO,consultas odontologicas,periodoncias,2007-08-01,22,22
CORQUE,consultas odontologicas,periodoncias,2007-08-01,2,2
COTAGAITA,consultas odontologicas,periodoncias,2007-08-01,28,28
COTOCA,consultas odontologicas,periodoncias,2007-08-01,64,64
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,periodoncias,2007-08-01,3,3
CUEVO,consultas odontologicas,periodoncias,2007-08-01,1,1
CULPINA,consultas odontologicas,periodoncias,2007-08-01,4,4
CURAHUARA DE CARANGAS,consultas odontologicas,periodoncias,2007-08-01,2,2
EL ALTO,consultas odontologicas,periodoncias,2007-08-01,316,316
EL CHORO,consultas odontologicas,periodoncias,2007-08-01,2,2
EL PUENTE(STC),consultas odontologicas,periodoncias,2007-08-01,4,4
EL PUENTE(TJA),consultas odontologicas,periodoncias,2007-08-01,33,33
EL TORNO,consultas odontologicas,periodoncias,2007-08-01,7,7
EL VILLAR,consultas odontologicas,periodoncias,2007-08-01,27,27
ENTRE RIOS,consultas odontologicas,periodoncias,2007-08-01,1,1
ENTRE RIOS,consultas odontologicas,periodoncias,2007-08-01,15,15
FERNANDEZ ALONSO,consultas odontologicas,periodoncias,2007-08-01,21,21
GENERAL SAAVEDRA,consultas odontologicas,periodoncias,2007-08-01,33,33
GUANAY,consultas odontologicas,periodoncias,2007-08-01,12,12
GUAQUI,consultas odontologicas,periodoncias,2007-08-01,3,3
GUAYARAMERIN,consultas odontologicas,periodoncias,2007-08-01,38,38
GUTIERREZ,consultas odontologicas,periodoncias,2007-08-01,23,23
HUACARETA,consultas odontologicas,periodoncias,2007-08-01,29,29
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,periodoncias,2007-08-01,106,106
HUANUNI,consultas odontologicas,periodoncias,2007-08-01,50,50
HUARACAJE,consultas odontologicas,periodoncias,2007-08-01,18,18
ICLA,consultas odontologicas,periodoncias,2007-08-01,54,54
INCAHUASI,consultas odontologicas,periodoncias,2007-08-01,28,28
INGAVI (HUMAITA),consultas odontologicas,periodoncias,2007-08-01,4,4
IRUPANA (VILLA DE LANZA),consultas odontologicas,periodoncias,2007-08-01,6,6
IXIAMAS,consultas odontologicas,periodoncias,2007-08-01,9,9
LA ASUNTA,consultas odontologicas,periodoncias,2007-08-01,3,3
LA GUARDIA,consultas odontologicas,periodoncias,2007-08-01,42,42
LA PAZ,consultas odontologicas,periodoncias,2007-08-01,1498,1498
LAGUNILLAS,consultas odontologicas,periodoncias,2007-08-01,2,2
LAS CARRERAS,consultas odontologicas,periodoncias,2007-08-01,3,3
LICOMA PAMPA,consultas odontologicas,periodoncias,2007-08-01,1,1
LLALLAGUA,consultas odontologicas,periodoncias,2007-08-01,7,7
MACHACAMARCA,consultas odontologicas,periodoncias,2007-08-01,10,10
MACHARETI,consultas odontologicas,periodoncias,2007-08-01,1,1
MAGDALENA,consultas odontologicas,periodoncias,2007-08-01,4,4
MAIRANA,consultas odontologicas,periodoncias,2007-08-01,95,95
MAPIRI,consultas odontologicas,periodoncias,2007-08-01,7,7
MECAPACA,consultas odontologicas,periodoncias,2007-08-01,1,1
MINEROS,consultas odontologicas,periodoncias,2007-08-01,7,7
MIZQUE,consultas odontologicas,periodoncias,2007-08-01,39,39
MOJOCOYA,consultas odontologicas,periodoncias,2007-08-01,6,6
MONTEAGUDO,consultas odontologicas,periodoncias,2007-08-01,2,2
MONTERO,consultas odontologicas,periodoncias,2007-08-01,156,156
MORO MORO,consultas odontologicas,periodoncias,2007-08-01,1,1
MOROCHATA,consultas odontologicas,periodoncias,2007-08-01,8,8
OCURI,consultas odontologicas,periodoncias,2007-08-01,4,4
OKINAWA,consultas odontologicas,periodoncias,2007-08-01,9,9
OMEREQUE,consultas odontologicas,periodoncias,2007-08-01,97,97
ORURO,consultas odontologicas,periodoncias,2007-08-01,143,143
PADCAYA,consultas odontologicas,periodoncias,2007-08-01,52,52
PADILLA,consultas odontologicas,periodoncias,2007-08-01,67,67
PAILON,consultas odontologicas,periodoncias,2007-08-01,20,20
PALCA,consultas odontologicas,periodoncias,2007-08-01,1,1
PAMPA AULLAGAS,consultas odontologicas,periodoncias,2007-08-01,5,5
PAMPA GRANDE,consultas odontologicas,periodoncias,2007-08-01,2,2
PASORAPA,consultas odontologicas,periodoncias,2007-08-01,130,130
PATACAMAYA,consultas odontologicas,periodoncias,2007-08-01,97,97
PAZÑA,consultas odontologicas,periodoncias,2007-08-01,4,4
POCOATA,consultas odontologicas,periodoncias,2007-08-01,4,4
POCONA,consultas odontologicas,periodoncias,2007-08-01,20,20
POJO (CBBA),consultas odontologicas,periodoncias,2007-08-01,4,4
POOPO,consultas odontologicas,periodoncias,2007-08-01,5,5
PORCO,consultas odontologicas,periodoncias,2007-08-01,6,6
PORONGO,consultas odontologicas,periodoncias,2007-08-01,11,11
PORTACHUELO,consultas odontologicas,periodoncias,2007-08-01,4,4
POSTRER VALLE,consultas odontologicas,periodoncias,2007-08-01,7,7
POTOSI,consultas odontologicas,periodoncias,2007-08-01,33,33
PUCARA,consultas odontologicas,periodoncias,2007-08-01,1,1
PUCARANI,consultas odontologicas,periodoncias,2007-08-01,4,4
PUERTO ACOSTA,consultas odontologicas,periodoncias,2007-08-01,16,16
PUERTO CARABUCO,consultas odontologicas,periodoncias,2007-08-01,4,4
PUERTO QUIJARRO,consultas odontologicas,periodoncias,2007-08-01,7,7
PUERTO RICO,consultas odontologicas,periodoncias,2007-08-01,17,17
PUERTO SUAREZ,consultas odontologicas,periodoncias,2007-08-01,60,60
PUERTO VILLARROEL,consultas odontologicas,periodoncias,2007-08-01,41,41
PUNA,consultas odontologicas,periodoncias,2007-08-01,5,5
PUNATA,consultas odontologicas,periodoncias,2007-08-01,77,77
QUILLACOLLO,consultas odontologicas,periodoncias,2007-08-01,81,81
QUIME,consultas odontologicas,periodoncias,2007-08-01,48,48
RAVELO,consultas odontologicas,periodoncias,2007-08-01,1,1
REYES,consultas odontologicas,periodoncias,2007-08-01,6,6
RIBERALTA,consultas odontologicas,periodoncias,2007-08-01,35,35
ROBORE,consultas odontologicas,periodoncias,2007-08-01,29,29
RURRENABAQUE,consultas odontologicas,periodoncias,2007-08-01,7,7
SABAYA,consultas odontologicas,periodoncias,2007-08-01,3,3
SACABA,consultas odontologicas,periodoncias,2007-08-01,121,121
SAIPINA,consultas odontologicas,periodoncias,2007-08-01,22,22
SALINAS DE GARCI MENDOZA,consultas odontologicas,periodoncias,2007-08-01,1,1
SAMAIPATA,consultas odontologicas,periodoncias,2007-08-01,5,5
SAN AGUSTIN,consultas odontologicas,periodoncias,2007-08-01,1,1
SAN ANTONIO DE LOMERIO,consultas odontologicas,periodoncias,2007-08-01,1,1
SAN BENITO,consultas odontologicas,periodoncias,2007-08-01,22,22
SAN BORJA,consultas odontologicas,periodoncias,2007-08-01,32,32
SAN CARLOS,consultas odontologicas,periodoncias,2007-08-01,15,15
SAN IGNACIO,consultas odontologicas,periodoncias,2007-08-01,73,73
SAN IGNACIO DE VELASCO,consultas odontologicas,periodoncias,2007-08-01,7,7
SAN JAVIER(STC),consultas odontologicas,periodoncias,2007-08-01,2,2
SAN JUAN DE YAPACANI,consultas odontologicas,periodoncias,2007-08-01,4,4
SAN JULIAN,consultas odontologicas,periodoncias,2007-08-01,3,3
SAN LORENZO(PND),consultas odontologicas,periodoncias,2007-08-01,2,2
SAN LORENZO(TJA),consultas odontologicas,periodoncias,2007-08-01,181,181
SAN LUCAS,consultas odontologicas,periodoncias,2007-08-01,14,14
SAN MATIAS,consultas odontologicas,periodoncias,2007-08-01,2,2
SAN MIGUEL DE VELASCO,consultas odontologicas,periodoncias,2007-08-01,7,7
SAN PEDRO,consultas odontologicas,periodoncias,2007-08-01,7,7
SAN PEDRO DE CURAHUARA,consultas odontologicas,periodoncias,2007-08-01,1,1
SAN PEDRO DE TIQUINA,consultas odontologicas,periodoncias,2007-08-01,1,1
SAN PEDRO(PND),consultas odontologicas,periodoncias,2007-08-01,6,6
SAN RAFAEL,consultas odontologicas,periodoncias,2007-08-01,86,86
SAN RAMON,consultas odontologicas,periodoncias,2007-08-01,8,8
SANTA CRUZ DE LA SIERRA,consultas odontologicas,periodoncias,2007-08-01,1005,1005
SANTA ROSA,consultas odontologicas,periodoncias,2007-08-01,39,39
SANTA ROSA DEL SARA,consultas odontologicas,periodoncias,2007-08-01,44,44
SANTIAGO DE HUARI,consultas odontologicas,periodoncias,2007-08-01,9,9
SANTIVAÑES,consultas odontologicas,periodoncias,2007-08-01,1,1
SANTUARIO DE QUILLACAS,consultas odontologicas,periodoncias,2007-08-01,4,4
SAPAHAQUI,consultas odontologicas,periodoncias,2007-08-01,19,19
SENA,consultas odontologicas,periodoncias,2007-08-01,3,3
SICA SICA (VILLA AROMA),consultas odontologicas,periodoncias,2007-08-01,48,48
SICAYA,consultas odontologicas,periodoncias,2007-08-01,56,56
SIPE SIPE,consultas odontologicas,periodoncias,2007-08-01,26,26
SOPACHUY,consultas odontologicas,periodoncias,2007-08-01,3,3
SORACACHI,consultas odontologicas,periodoncias,2007-08-01,3,3
SUCRE,consultas odontologicas,periodoncias,2007-08-01,287,287
TACACOMA,consultas odontologicas,periodoncias,2007-08-01,1,1
TACOPAYA,consultas odontologicas,periodoncias,2007-08-01,272,272
TAHUA,consultas odontologicas,periodoncias,2007-08-01,1,1
TAPACARI,consultas odontologicas,periodoncias,2007-08-01,1,1
TARABUCO,consultas odontologicas,periodoncias,2007-08-01,42,42
TARACO,consultas odontologicas,periodoncias,2007-08-01,1,1
TARATA,consultas odontologicas,periodoncias,2007-08-01,26,26
TARIJA,consultas odontologicas,periodoncias,2007-08-01,189,189
TARVITA,consultas odontologicas,periodoncias,2007-08-01,7,7
TEOPONTE,consultas odontologicas,periodoncias,2007-08-01,5,5
TIAWANACU,consultas odontologicas,periodoncias,2007-08-01,3,3
TIPUANI,consultas odontologicas,periodoncias,2007-08-01,3,3
TIQUIPAYA,consultas odontologicas,periodoncias,2007-08-01,89,89
TIRAQUE (CBBA),consultas odontologicas,periodoncias,2007-08-01,103,103
TITO YUPANQUI (PARQUIPUJIO),consultas odontologicas,periodoncias,2007-08-01,1,1
TOCO,consultas odontologicas,periodoncias,2007-08-01,6,6
TOLATA,consultas odontologicas,periodoncias,2007-08-01,20,20
TOLEDO,consultas odontologicas,periodoncias,2007-08-01,7,7
TOMINA,consultas odontologicas,periodoncias,2007-08-01,29,29
TORO TORO,consultas odontologicas,periodoncias,2007-08-01,2,2
TOTORA(CBBA),consultas odontologicas,periodoncias,2007-08-01,1,1
TRIGAL,consultas odontologicas,periodoncias,2007-08-01,2,2
TRINIDAD,consultas odontologicas,periodoncias,2007-08-01,8,8
TUPIZA,consultas odontologicas,periodoncias,2007-08-01,34,34
UNCIA,consultas odontologicas,periodoncias,2007-08-01,16,16
URIONDO (A. CONCEPCION),consultas odontologicas,periodoncias,2007-08-01,3,3
URUBICHA,consultas odontologicas,periodoncias,2007-08-01,2,2
UYUNI,consultas odontologicas,periodoncias,2007-08-01,6,6
VACAS,consultas odontologicas,periodoncias,2007-08-01,32,32
VALLEGRANDE,consultas odontologicas,periodoncias,2007-08-01,12,12
VIACHA,consultas odontologicas,periodoncias,2007-08-01,72,72
VILLA MONTES,consultas odontologicas,periodoncias,2007-08-01,21,21
VILLA SERRANO,consultas odontologicas,periodoncias,2007-08-01,8,8
VILLA TUNARI,consultas odontologicas,periodoncias,2007-08-01,137,137
VILLAZON,consultas odontologicas,periodoncias,2007-08-01,49,49
VINTO,consultas odontologicas,periodoncias,2007-08-01,21,21
VITICHI,consultas odontologicas,periodoncias,2007-08-01,5,5
WARNES,consultas odontologicas,periodoncias,2007-08-01,50,50
YACUIBA,consultas odontologicas,periodoncias,2007-08-01,39,39
YAPACANI,consultas odontologicas,periodoncias,2007-08-01,2,2
