municipality,group,variable,month,Primeras consultas,TOTAL
EL TORNO,consultas odontologicas,primeras consultas,2007-10-01,372,372
EL VILLAR,consultas odontologicas,primeras consultas,2007-10-01,404,404
ENTRE RIOS,consultas odontologicas,primeras consultas,2007-10-01,313,313
ENTRE RIOS,consultas odontologicas,primeras consultas,2007-10-01,163,163
EUCALIPTUS,consultas odontologicas,primeras consultas,2007-10-01,3,3
FERNANDEZ ALONSO,consultas odontologicas,primeras consultas,2007-10-01,156,156
FILADELFIA,consultas odontologicas,primeras consultas,2007-10-01,60,60
GENERAL SAAVEDRA,consultas odontologicas,primeras consultas,2007-10-01,325,325
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,primeras consultas,2007-10-01,118,118
GUANAY,consultas odontologicas,primeras consultas,2007-10-01,46,46
GUAQUI,consultas odontologicas,primeras consultas,2007-10-01,175,175
GUAYARAMERIN,consultas odontologicas,primeras consultas,2007-10-01,769,769
GUTIERREZ,consultas odontologicas,primeras consultas,2007-10-01,204,204
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,primeras consultas,2007-10-01,10,10
HUACHACALLA,consultas odontologicas,primeras consultas,2007-10-01,15,15
HUANUNI,consultas odontologicas,primeras consultas,2007-10-01,207,207
HUARACAJE,consultas odontologicas,primeras consultas,2007-10-01,4,4
HUAYLLAMARCA,consultas odontologicas,primeras consultas,2007-10-01,19,19
ICLA,consultas odontologicas,primeras consultas,2007-10-01,263,263
INCAHUASI,consultas odontologicas,primeras consultas,2007-10-01,337,337
INQUISIVI,consultas odontologicas,primeras consultas,2007-10-01,67,67
IRUPANA (VILLA DE LANZA),consultas odontologicas,primeras consultas,2007-10-01,126,126
IXIAMAS,consultas odontologicas,primeras consultas,2007-10-01,23,23
JESUS DE MACHACA,consultas odontologicas,primeras consultas,2007-10-01,66,66
LA ASUNTA,consultas odontologicas,primeras consultas,2007-10-01,191,191
LA GUARDIA,consultas odontologicas,primeras consultas,2007-10-01,105,105
LA PAZ,consultas odontologicas,primeras consultas,2007-10-01,7936,7936
LAGUNILLAS,consultas odontologicas,primeras consultas,2007-10-01,275,275
LAJA,consultas odontologicas,primeras consultas,2007-10-01,103,103
LAS CARRERAS,consultas odontologicas,primeras consultas,2007-10-01,76,76
LICOMA PAMPA,consultas odontologicas,primeras consultas,2007-10-01,71,71
LLALLAGUA,consultas odontologicas,primeras consultas,2007-10-01,443,443
LLICA,consultas odontologicas,primeras consultas,2007-10-01,30,30
LURIBAY,consultas odontologicas,primeras consultas,2007-10-01,26,26
MACHACAMARCA,consultas odontologicas,primeras consultas,2007-10-01,62,62
MACHARETI,consultas odontologicas,primeras consultas,2007-10-01,89,89
MAGDALENA,consultas odontologicas,primeras consultas,2007-10-01,51,51
MAIRANA,consultas odontologicas,primeras consultas,2007-10-01,44,44
MAPIRI,consultas odontologicas,primeras consultas,2007-10-01,37,37
MECAPACA,consultas odontologicas,primeras consultas,2007-10-01,12,12
MINEROS,consultas odontologicas,primeras consultas,2007-10-01,37,37
MIZQUE,consultas odontologicas,primeras consultas,2007-10-01,75,75
MOCOMOCO,consultas odontologicas,primeras consultas,2007-10-01,258,258
MOJOCOYA,consultas odontologicas,primeras consultas,2007-10-01,36,36
MONTEAGUDO,consultas odontologicas,primeras consultas,2007-10-01,207,207
MONTERO,consultas odontologicas,primeras consultas,2007-10-01,441,441
MORO MORO,consultas odontologicas,primeras consultas,2007-10-01,66,66
MOROCHATA,consultas odontologicas,primeras consultas,2007-10-01,183,183
OCURI,consultas odontologicas,primeras consultas,2007-10-01,38,38
OKINAWA,consultas odontologicas,primeras consultas,2007-10-01,9,9
OMEREQUE,consultas odontologicas,primeras consultas,2007-10-01,12,12
ORURO,consultas odontologicas,primeras consultas,2007-10-01,2199,2199
PADCAYA,consultas odontologicas,primeras consultas,2007-10-01,334,334
PADILLA,consultas odontologicas,primeras consultas,2007-10-01,170,170
PAILON,consultas odontologicas,primeras consultas,2007-10-01,199,199
PALCA,consultas odontologicas,primeras consultas,2007-10-01,104,104
PALOS BLANCOS,consultas odontologicas,primeras consultas,2007-10-01,129,129
PAMPA AULLAGAS,consultas odontologicas,primeras consultas,2007-10-01,7,7
PAMPA GRANDE,consultas odontologicas,primeras consultas,2007-10-01,2,2
PAPEL PAMPA,consultas odontologicas,primeras consultas,2007-10-01,67,67
PASORAPA,consultas odontologicas,primeras consultas,2007-10-01,67,67
PATACAMAYA,consultas odontologicas,primeras consultas,2007-10-01,101,101
PAZÑA,consultas odontologicas,primeras consultas,2007-10-01,44,44
PELECHUCO,consultas odontologicas,primeras consultas,2007-10-01,226,226
POCONA,consultas odontologicas,primeras consultas,2007-10-01,152,152
POJO (CBBA),consultas odontologicas,primeras consultas,2007-10-01,32,32
POOPO,consultas odontologicas,primeras consultas,2007-10-01,37,37
PORCO,consultas odontologicas,primeras consultas,2007-10-01,112,112
POROMA,consultas odontologicas,primeras consultas,2007-10-01,95,95
PORONGO,consultas odontologicas,primeras consultas,2007-10-01,12,12
PORTACHUELO,consultas odontologicas,primeras consultas,2007-10-01,42,42
PORVENIR,consultas odontologicas,primeras consultas,2007-10-01,51,51
POSTRER VALLE,consultas odontologicas,primeras consultas,2007-10-01,24,24
POTOSI,consultas odontologicas,primeras consultas,2007-10-01,1398,1398
PRESTO,consultas odontologicas,primeras consultas,2007-10-01,32,32
PUCARA,consultas odontologicas,primeras consultas,2007-10-01,15,15
PUCARANI,consultas odontologicas,primeras consultas,2007-10-01,577,577
PUERTO ACOSTA,consultas odontologicas,primeras consultas,2007-10-01,181,181
PUERTO CARABUCO,consultas odontologicas,primeras consultas,2007-10-01,271,271
PUERTO GONZALO MORENO,consultas odontologicas,primeras consultas,2007-10-01,72,72
PUERTO PEREZ,consultas odontologicas,primeras consultas,2007-10-01,63,63
PUERTO QUIJARRO,consultas odontologicas,primeras consultas,2007-10-01,763,763
PUERTO RICO,consultas odontologicas,primeras consultas,2007-10-01,119,119
PUERTO SILES,consultas odontologicas,primeras consultas,2007-10-01,244,244
PUERTO SUAREZ,consultas odontologicas,primeras consultas,2007-10-01,454,454
PUERTO VILLARROEL,consultas odontologicas,primeras consultas,2007-10-01,187,187
PUNA,consultas odontologicas,primeras consultas,2007-10-01,299,299
PUNATA,consultas odontologicas,primeras consultas,2007-10-01,89,89
QUIABAYA,consultas odontologicas,primeras consultas,2007-10-01,27,27
QUILLACOLLO,consultas odontologicas,primeras consultas,2007-10-01,630,630
QUIME,consultas odontologicas,primeras consultas,2007-10-01,298,298
QUIRUSILLAS,consultas odontologicas,primeras consultas,2007-10-01,10,10
REYES,consultas odontologicas,primeras consultas,2007-10-01,46,46
RIBERALTA,consultas odontologicas,primeras consultas,2007-10-01,611,611
ROBORE,consultas odontologicas,primeras consultas,2007-10-01,8,8
RURRENABAQUE,consultas odontologicas,primeras consultas,2007-10-01,35,35
SABAYA,consultas odontologicas,primeras consultas,2007-10-01,32,32
SACABA,consultas odontologicas,primeras consultas,2007-10-01,302,302
SACABAMBA,consultas odontologicas,primeras consultas,2007-10-01,63,63
SAIPINA,consultas odontologicas,primeras consultas,2007-10-01,112,112
SALINAS DE GARCI MENDOZA,consultas odontologicas,primeras consultas,2007-10-01,156,156
SAMAIPATA,consultas odontologicas,primeras consultas,2007-10-01,14,14
SAN AGUSTIN,consultas odontologicas,primeras consultas,2007-10-01,53,53
SAN ANDRES,consultas odontologicas,primeras consultas,2007-10-01,13,13
SAN ANDRES DE MACHACA,consultas odontologicas,primeras consultas,2007-10-01,105,105
SAN ANTONIO DE LOMERIO,consultas odontologicas,primeras consultas,2007-10-01,73,73
SAN BENITO,consultas odontologicas,primeras consultas,2007-10-01,342,342
SAN BORJA,consultas odontologicas,primeras consultas,2007-10-01,206,206
SAN BUENA VENTURA,consultas odontologicas,primeras consultas,2007-10-01,59,59
SAN CARLOS,consultas odontologicas,primeras consultas,2007-10-01,206,206
SAN IGNACIO,consultas odontologicas,primeras consultas,2007-10-01,431,431
SAN IGNACIO DE VELASCO,consultas odontologicas,primeras consultas,2007-10-01,1154,1154
SAN JAVIER(BNI),consultas odontologicas,primeras consultas,2007-10-01,87,87
SAN JAVIER(STC),consultas odontologicas,primeras consultas,2007-10-01,63,63
SAN JOAQUIN,consultas odontologicas,primeras consultas,2007-10-01,236,236
SAN JOSE DE CHIQUITOS,consultas odontologicas,primeras consultas,2007-10-01,245,245
SAN JUAN DE YAPACANI,consultas odontologicas,primeras consultas,2007-10-01,8,8
SAN JULIAN,consultas odontologicas,primeras consultas,2007-10-01,384,384
SAN LORENZO(TJA),consultas odontologicas,primeras consultas,2007-10-01,464,464
SAN LUCAS,consultas odontologicas,primeras consultas,2007-10-01,460,460
SAN MATIAS,consultas odontologicas,primeras consultas,2007-10-01,222,222
SAN MIGUEL DE VELASCO,consultas odontologicas,primeras consultas,2007-10-01,174,174
SAN PEDRO,consultas odontologicas,primeras consultas,2007-10-01,25,25
SAN PEDRO DE BUENA VISTA,consultas odontologicas,primeras consultas,2007-10-01,27,27
SAN PEDRO DE CURAHUARA,consultas odontologicas,primeras consultas,2007-10-01,88,88
SAN PEDRO DE TIQUINA,consultas odontologicas,primeras consultas,2007-10-01,90,90
SAN RAFAEL,consultas odontologicas,primeras consultas,2007-10-01,205,205
SANTA ANA,consultas odontologicas,primeras consultas,2007-10-01,409,409
SANTA CRUZ DE LA SIERRA,consultas odontologicas,primeras consultas,2007-10-01,9150,9150
SANTA ROSA,consultas odontologicas,primeras consultas,2007-10-01,330,330
SANTA ROSA DEL SARA,consultas odontologicas,primeras consultas,2007-10-01,1538,1538
SANTIAGO DE HUARI,consultas odontologicas,primeras consultas,2007-10-01,31,31
SANTIAGO DE MACHACA,consultas odontologicas,primeras consultas,2007-10-01,64,64
SANTUARIO DE QUILLACAS,consultas odontologicas,primeras consultas,2007-10-01,60,60
SENA,consultas odontologicas,primeras consultas,2007-10-01,27,27
SICA SICA (VILLA AROMA),consultas odontologicas,primeras consultas,2007-10-01,162,162
SICAYA,consultas odontologicas,primeras consultas,2007-10-01,54,54
SIPE SIPE,consultas odontologicas,primeras consultas,2007-10-01,194,194
SOPACHUY,consultas odontologicas,primeras consultas,2007-10-01,632,632
SORACACHI,consultas odontologicas,primeras consultas,2007-10-01,431,431
SORATA,consultas odontologicas,primeras consultas,2007-10-01,23,23
SUCRE,consultas odontologicas,primeras consultas,2007-10-01,2023,2023
TACACOMA,consultas odontologicas,primeras consultas,2007-10-01,199,199
TACOPAYA,consultas odontologicas,primeras consultas,2007-10-01,481,481
TAHUA,consultas odontologicas,primeras consultas,2007-10-01,21,21
TAPACARI,consultas odontologicas,primeras consultas,2007-10-01,62,62
TARABUCO,consultas odontologicas,primeras consultas,2007-10-01,141,141
TARATA,consultas odontologicas,primeras consultas,2007-10-01,56,56
TARIJA,consultas odontologicas,primeras consultas,2007-10-01,1536,1536
TARVITA,consultas odontologicas,primeras consultas,2007-10-01,133,133
TEOPONTE,consultas odontologicas,primeras consultas,2007-10-01,474,474
TIAWANACU,consultas odontologicas,primeras consultas,2007-10-01,103,103
TINGUIPAYA,consultas odontologicas,primeras consultas,2007-10-01,4,4
TIPUANI,consultas odontologicas,primeras consultas,2007-10-01,470,470
TIQUIPAYA,consultas odontologicas,primeras consultas,2007-10-01,166,166
TIRAQUE (CBBA),consultas odontologicas,primeras consultas,2007-10-01,119,119
TITO YUPANQUI (PARQUIPUJIO),consultas odontologicas,primeras consultas,2007-10-01,21,21
TOCO,consultas odontologicas,primeras consultas,2007-10-01,130,130
TOLATA,consultas odontologicas,primeras consultas,2007-10-01,13,13
TOLEDO,consultas odontologicas,primeras consultas,2007-10-01,37,37
TOMAVE,consultas odontologicas,primeras consultas,2007-10-01,44,44
TOMINA,consultas odontologicas,primeras consultas,2007-10-01,206,206
TORO TORO,consultas odontologicas,primeras consultas,2007-10-01,276,276
TOTORA(CBBA),consultas odontologicas,primeras consultas,2007-10-01,341,341
TOTORA(ORR),consultas odontologicas,primeras consultas,2007-10-01,26,26
TRIGAL,consultas odontologicas,primeras consultas,2007-10-01,14,14
TRINIDAD,consultas odontologicas,primeras consultas,2007-10-01,577,577
TUPIZA,consultas odontologicas,primeras consultas,2007-10-01,388,388
TURCO,consultas odontologicas,primeras consultas,2007-10-01,19,19
UMALA,consultas odontologicas,primeras consultas,2007-10-01,24,24
UNCIA,consultas odontologicas,primeras consultas,2007-10-01,177,177
URIONDO (A. CONCEPCION),consultas odontologicas,primeras consultas,2007-10-01,434,434
URUBICHA,consultas odontologicas,primeras consultas,2007-10-01,187,187
UYUNI,consultas odontologicas,primeras consultas,2007-10-01,278,278
VACAS,consultas odontologicas,primeras consultas,2007-10-01,24,24
VALLEGRANDE,consultas odontologicas,primeras consultas,2007-10-01,106,106
VIACHA,consultas odontologicas,primeras consultas,2007-10-01,74,74
VILLA MONTES,consultas odontologicas,primeras consultas,2007-10-01,444,444
VILLA NUEVA (LOMA ALTA),consultas odontologicas,primeras consultas,2007-10-01,245,245
VILLA RIVERO,consultas odontologicas,primeras consultas,2007-10-01,63,63
VILLA SERRANO,consultas odontologicas,primeras consultas,2007-10-01,704,704
VILLA TUNARI,consultas odontologicas,primeras consultas,2007-10-01,1067,1067
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,primeras consultas,2007-10-01,606,606
VILLAZON,consultas odontologicas,primeras consultas,2007-10-01,419,419
VINTO,consultas odontologicas,primeras consultas,2007-10-01,216,216
VITICHI,consultas odontologicas,primeras consultas,2007-10-01,66,66
WARNES,consultas odontologicas,primeras consultas,2007-10-01,264,264
YACO,consultas odontologicas,primeras consultas,2007-10-01,135,135
YACUIBA,consultas odontologicas,primeras consultas,2007-10-01,421,421
YAMPARAEZ,consultas odontologicas,primeras consultas,2007-10-01,459,459
YANACACHI,consultas odontologicas,primeras consultas,2007-10-01,9,9
YAPACANI,consultas odontologicas,primeras consultas,2007-10-01,412,412
YOCALLA,consultas odontologicas,primeras consultas,2007-10-01,80,80
YOTALA,consultas odontologicas,primeras consultas,2007-10-01,320,320
YUNCHARA,consultas odontologicas,primeras consultas,2007-10-01,82,82
ZUDAÑEZ,consultas odontologicas,primeras consultas,2007-10-01,133,133
ACHACACHI,consultas odontologicas,primeras consultas,2007-11-01,239,239
ACHOCALLA,consultas odontologicas,primeras consultas,2007-11-01,67,67
AIQUILE,consultas odontologicas,primeras consultas,2007-11-01,258,258
ANDAMARCA,consultas odontologicas,primeras consultas,2007-11-01,41,41
ANTEQUERA,consultas odontologicas,primeras consultas,2007-11-01,83,83
ANZALDO,consultas odontologicas,primeras consultas,2007-11-01,38,38
APOLO,consultas odontologicas,primeras consultas,2007-11-01,107,107
ARANI,consultas odontologicas,primeras consultas,2007-11-01,156,156
ARBIETO,consultas odontologicas,primeras consultas,2007-11-01,106,106
ARQUE,consultas odontologicas,primeras consultas,2007-11-01,34,34
ASCENCION DE GUARAYOS,consultas odontologicas,primeras consultas,2007-11-01,98,98
ATOCHA,consultas odontologicas,primeras consultas,2007-11-01,643,643
AUCAPATA,consultas odontologicas,primeras consultas,2007-11-01,5,5
AYATA,consultas odontologicas,primeras consultas,2007-11-01,29,29
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,primeras consultas,2007-11-01,156,156
AZURDUY,consultas odontologicas,primeras consultas,2007-11-01,27,27
BATALLAS,consultas odontologicas,primeras consultas,2007-11-01,24,24
BELEN DE URMIRI,consultas odontologicas,primeras consultas,2007-11-01,28,28
BERMEJO,consultas odontologicas,primeras consultas,2007-11-01,566,566
BETANZOS,consultas odontologicas,primeras consultas,2007-11-01,68,68
BOLIVAR,consultas odontologicas,primeras consultas,2007-11-01,380,380
BOYUIBE,consultas odontologicas,primeras consultas,2007-11-01,130,130
BUENA VISTA,consultas odontologicas,primeras consultas,2007-11-01,1456,1456
CABEZAS,consultas odontologicas,primeras consultas,2007-11-01,339,339
CAIROMA,consultas odontologicas,primeras consultas,2007-11-01,244,244
"CAIZA ""D""",consultas odontologicas,primeras consultas,2007-11-01,126,126
CAJUATA,consultas odontologicas,primeras consultas,2007-11-01,23,23
CALACOTO,consultas odontologicas,primeras consultas,2007-11-01,178,178
CALAMARCA,consultas odontologicas,primeras consultas,2007-11-01,13,13
CAMARGO,consultas odontologicas,primeras consultas,2007-11-01,322,322
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,primeras consultas,2007-11-01,12,12
CAMIRI,consultas odontologicas,primeras consultas,2007-11-01,590,590
CAPINOTA,consultas odontologicas,primeras consultas,2007-11-01,167,167
CAQUIAVIRI,consultas odontologicas,primeras consultas,2007-11-01,110,110
CARACOLLO,consultas odontologicas,primeras consultas,2007-11-01,226,226
CARANAVI,consultas odontologicas,primeras consultas,2007-11-01,384,384
CARAPARI,consultas odontologicas,primeras consultas,2007-11-01,268,268
CARIPUYO,consultas odontologicas,primeras consultas,2007-11-01,125,125
CARMEN RIVERO TORREZ,consultas odontologicas,primeras consultas,2007-11-01,12,12
CATACORA,consultas odontologicas,primeras consultas,2007-11-01,35,35
CHALLAPATA,consultas odontologicas,primeras consultas,2007-11-01,23,23
CHAQUI,consultas odontologicas,primeras consultas,2007-11-01,2,2
CHARAGUA,consultas odontologicas,primeras consultas,2007-11-01,342,342
CHARAÑA,consultas odontologicas,primeras consultas,2007-11-01,20,20
CHAYANTA,consultas odontologicas,primeras consultas,2007-11-01,98,98
CHIMORE,consultas odontologicas,primeras consultas,2007-11-01,180,180
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,primeras consultas,2007-11-01,50,50
CHUMA,consultas odontologicas,primeras consultas,2007-11-01,514,514
CLIZA,consultas odontologicas,primeras consultas,2007-11-01,47,47
COBIJA,consultas odontologicas,primeras consultas,2007-11-01,203,203
COCHABAMBA,consultas odontologicas,primeras consultas,2007-11-01,7743,7743
COLCAPIRHUA,consultas odontologicas,primeras consultas,2007-11-01,151,151
"COLCHA ""K""",consultas odontologicas,primeras consultas,2007-11-01,76,76
COLLANA,consultas odontologicas,primeras consultas,2007-11-01,18,18
COLOMI,consultas odontologicas,primeras consultas,2007-11-01,142,142
COLPA BELGICA,consultas odontologicas,primeras consultas,2007-11-01,253,253
COLQUECHACA,consultas odontologicas,primeras consultas,2007-11-01,92,92
COLQUENCHA,consultas odontologicas,primeras consultas,2007-11-01,139,139
COLQUIRI,consultas odontologicas,primeras consultas,2007-11-01,31,31
COMANCHE,consultas odontologicas,primeras consultas,2007-11-01,354,354
COMARAPA,consultas odontologicas,primeras consultas,2007-11-01,38,38
CONCEPCION,consultas odontologicas,primeras consultas,2007-11-01,185,185
COPACABANA,consultas odontologicas,primeras consultas,2007-11-01,66,66
CORIPATA,consultas odontologicas,primeras consultas,2007-11-01,132,132
CORO CORO,consultas odontologicas,primeras consultas,2007-11-01,48,48
COROICO,consultas odontologicas,primeras consultas,2007-11-01,15,15
CORQUE,consultas odontologicas,primeras consultas,2007-11-01,42,42
COTAGAITA,consultas odontologicas,primeras consultas,2007-11-01,25,25
COTOCA,consultas odontologicas,primeras consultas,2007-11-01,134,134
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,primeras consultas,2007-11-01,60,60
CUEVO,consultas odontologicas,primeras consultas,2007-11-01,62,62
CULPINA,consultas odontologicas,primeras consultas,2007-11-01,463,463
CURAHUARA DE CARANGAS,consultas odontologicas,primeras consultas,2007-11-01,15,15
CURVA,consultas odontologicas,primeras consultas,2007-11-01,23,23
DESAGUADERO,consultas odontologicas,primeras consultas,2007-11-01,2,2
EL ALTO,consultas odontologicas,primeras consultas,2007-11-01,5178,5178
EL PUENTE(STC),consultas odontologicas,primeras consultas,2007-11-01,13,13
EL PUENTE(TJA),consultas odontologicas,primeras consultas,2007-11-01,282,282
EL TORNO,consultas odontologicas,primeras consultas,2007-11-01,147,147
EL VILLAR,consultas odontologicas,primeras consultas,2007-11-01,224,224
ENTRE RIOS,consultas odontologicas,primeras consultas,2007-11-01,140,140
ENTRE RIOS,consultas odontologicas,primeras consultas,2007-11-01,251,251
EUCALIPTUS,consultas odontologicas,primeras consultas,2007-11-01,31,31
EUREKA (SANTOS MERCADO),consultas odontologicas,primeras consultas,2007-11-01,165,165
FERNANDEZ ALONSO,consultas odontologicas,primeras consultas,2007-11-01,52,52
FILADELFIA,consultas odontologicas,primeras consultas,2007-11-01,58,58
GENERAL SAAVEDRA,consultas odontologicas,primeras consultas,2007-11-01,66,66
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,primeras consultas,2007-11-01,389,389
GUANAY,consultas odontologicas,primeras consultas,2007-11-01,66,66
GUAQUI,consultas odontologicas,primeras consultas,2007-11-01,162,162
GUAYARAMERIN,consultas odontologicas,primeras consultas,2007-11-01,86,86
GUTIERREZ,consultas odontologicas,primeras consultas,2007-11-01,594,594
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,primeras consultas,2007-11-01,36,36
HUACHACALLA,consultas odontologicas,primeras consultas,2007-11-01,27,27
HUANUNI,consultas odontologicas,primeras consultas,2007-11-01,173,173
HUARACAJE,consultas odontologicas,primeras consultas,2007-11-01,3,3
HUAYLLAMARCA,consultas odontologicas,primeras consultas,2007-11-01,99,99
ICHOCA,consultas odontologicas,primeras consultas,2007-11-01,12,12
ICLA,consultas odontologicas,primeras consultas,2007-11-01,1080,1080
INCAHUASI,consultas odontologicas,primeras consultas,2007-11-01,292,292
INQUISIVI,consultas odontologicas,primeras consultas,2007-11-01,75,75
IRUPANA (VILLA DE LANZA),consultas odontologicas,primeras consultas,2007-11-01,66,66
IXIAMAS,consultas odontologicas,primeras consultas,2007-11-01,55,55
JESUS DE MACHACA,consultas odontologicas,primeras consultas,2007-11-01,104,104
LA ASUNTA,consultas odontologicas,primeras consultas,2007-11-01,30,30
LA GUARDIA,consultas odontologicas,primeras consultas,2007-11-01,163,163
LA PAZ,consultas odontologicas,primeras consultas,2007-11-01,7132,7132
LAGUNILLAS,consultas odontologicas,primeras consultas,2007-11-01,294,294
LAJA,consultas odontologicas,primeras consultas,2007-11-01,68,68
LAS CARRERAS,consultas odontologicas,primeras consultas,2007-11-01,20,20
LICOMA PAMPA,consultas odontologicas,primeras consultas,2007-11-01,28,28
LLALLAGUA,consultas odontologicas,primeras consultas,2007-11-01,330,330
LLICA,consultas odontologicas,primeras consultas,2007-11-01,37,37
MACHACAMARCA,consultas odontologicas,primeras consultas,2007-11-01,22,22
MACHARETI,consultas odontologicas,primeras consultas,2007-11-01,363,363
MAGDALENA,consultas odontologicas,primeras consultas,2007-11-01,55,55
MAIRANA,consultas odontologicas,primeras consultas,2007-11-01,48,48
MAPIRI,consultas odontologicas,primeras consultas,2007-11-01,121,121
MECAPACA,consultas odontologicas,primeras consultas,2007-11-01,61,61
MINEROS,consultas odontologicas,primeras consultas,2007-11-01,78,78
MIZQUE,consultas odontologicas,primeras consultas,2007-11-01,123,123
MOCOMOCO,consultas odontologicas,primeras consultas,2007-11-01,578,578
MOJOCOYA,consultas odontologicas,primeras consultas,2007-11-01,71,71
MONTEAGUDO,consultas odontologicas,primeras consultas,2007-11-01,257,257
MONTERO,consultas odontologicas,primeras consultas,2007-11-01,646,646
MORO MORO,consultas odontologicas,primeras consultas,2007-11-01,32,32
MOROCHATA,consultas odontologicas,primeras consultas,2007-11-01,489,489
OCURI,consultas odontologicas,primeras consultas,2007-11-01,181,181
OKINAWA,consultas odontologicas,primeras consultas,2007-11-01,13,13
ORURO,consultas odontologicas,primeras consultas,2007-11-01,1998,1998
PADCAYA,consultas odontologicas,primeras consultas,2007-11-01,195,195
PADILLA,consultas odontologicas,primeras consultas,2007-11-01,121,121
PAILON,consultas odontologicas,primeras consultas,2007-11-01,75,75
PALCA,consultas odontologicas,primeras consultas,2007-11-01,72,72
PALOS BLANCOS,consultas odontologicas,primeras consultas,2007-11-01,207,207
PAMPA AULLAGAS,consultas odontologicas,primeras consultas,2007-11-01,2,2
PAMPA GRANDE,consultas odontologicas,primeras consultas,2007-11-01,21,21
PAPEL PAMPA,consultas odontologicas,primeras consultas,2007-11-01,182,182
PASORAPA,consultas odontologicas,primeras consultas,2007-11-01,13,13
PATACAMAYA,consultas odontologicas,primeras consultas,2007-11-01,54,54
PAZÑA,consultas odontologicas,primeras consultas,2007-11-01,30,30
PELECHUCO,consultas odontologicas,primeras consultas,2007-11-01,114,114
POCOATA,consultas odontologicas,primeras consultas,2007-11-01,220,220
POJO (CBBA),consultas odontologicas,primeras consultas,2007-11-01,47,47
POOPO,consultas odontologicas,primeras consultas,2007-11-01,41,41
PORCO,consultas odontologicas,primeras consultas,2007-11-01,52,52
POROMA,consultas odontologicas,primeras consultas,2007-11-01,2069,2069
PORONGO,consultas odontologicas,primeras consultas,2007-11-01,16,16
PORTACHUELO,consultas odontologicas,primeras consultas,2007-11-01,54,54
PORVENIR,consultas odontologicas,primeras consultas,2007-11-01,46,46
POSTRER VALLE,consultas odontologicas,primeras consultas,2007-11-01,14,14
POTOSI,consultas odontologicas,primeras consultas,2007-11-01,1406,1406
PRESTO,consultas odontologicas,primeras consultas,2007-11-01,8,8
PUCARA,consultas odontologicas,primeras consultas,2007-11-01,16,16
PUCARANI,consultas odontologicas,primeras consultas,2007-11-01,340,340
PUERTO ACOSTA,consultas odontologicas,primeras consultas,2007-11-01,336,336
PUERTO CARABUCO,consultas odontologicas,primeras consultas,2007-11-01,282,282
PUERTO GONZALO MORENO,consultas odontologicas,primeras consultas,2007-11-01,549,549
PUERTO PEREZ,consultas odontologicas,primeras consultas,2007-11-01,45,45
PUERTO QUIJARRO,consultas odontologicas,primeras consultas,2007-11-01,140,140
PUERTO RICO,consultas odontologicas,primeras consultas,2007-11-01,140,140
PUERTO SUAREZ,consultas odontologicas,primeras consultas,2007-11-01,389,389
PUERTO VILLARROEL,consultas odontologicas,primeras consultas,2007-11-01,102,102
PUNA,consultas odontologicas,primeras consultas,2007-11-01,275,275
PUNATA,consultas odontologicas,primeras consultas,2007-11-01,514,514
QUIABAYA,consultas odontologicas,primeras consultas,2007-11-01,19,19
QUILLACOLLO,consultas odontologicas,primeras consultas,2007-11-01,503,503
QUIME,consultas odontologicas,primeras consultas,2007-11-01,345,345
QUIRUSILLAS,consultas odontologicas,primeras consultas,2007-11-01,4,4
REYES,consultas odontologicas,primeras consultas,2007-11-01,44,44
RIBERALTA,consultas odontologicas,primeras consultas,2007-11-01,715,715
RURRENABAQUE,consultas odontologicas,primeras consultas,2007-11-01,95,95
SABAYA,consultas odontologicas,primeras consultas,2007-11-01,12,12
SACABA,consultas odontologicas,primeras consultas,2007-11-01,536,536
SAIPINA,consultas odontologicas,primeras consultas,2007-11-01,551,551
SALINAS DE GARCI MENDOZA,consultas odontologicas,primeras consultas,2007-11-01,222,222
SAMAIPATA,consultas odontologicas,primeras consultas,2007-11-01,15,15
SAN ANDRES,consultas odontologicas,primeras consultas,2007-11-01,122,122
SAN ANDRES DE MACHACA,consultas odontologicas,primeras consultas,2007-11-01,73,73
SAN ANTONIO DE LOMERIO,consultas odontologicas,primeras consultas,2007-11-01,83,83
SAN BENITO,consultas odontologicas,primeras consultas,2007-11-01,142,142
SAN BORJA,consultas odontologicas,primeras consultas,2007-11-01,176,176
SAN BUENA VENTURA,consultas odontologicas,primeras consultas,2007-11-01,47,47
SAN CARLOS,consultas odontologicas,primeras consultas,2007-11-01,97,97
SAN IGNACIO,consultas odontologicas,primeras consultas,2007-11-01,121,121
SAN IGNACIO DE VELASCO,consultas odontologicas,primeras consultas,2007-11-01,2709,2709
SAN JAVIER(STC),consultas odontologicas,primeras consultas,2007-11-01,49,49
SAN JOAQUIN,consultas odontologicas,primeras consultas,2007-11-01,171,171
SAN JOSE DE CHIQUITOS,consultas odontologicas,primeras consultas,2007-11-01,162,162
