,group,variable,month,4. Nº DE MUJERES EMBARAZADAS CON PRUEBA PARA SIFILIS (1RA PRUEBA) CANTIDAD,4. Nº DE MUJERES EMBARAZADAS CON PRUEBA PARA SIFILIS (1RA PRUEBA) CANTIDAD,TOTALES
CONCEPCION,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,14,14
COROICO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,27,27
CORQUE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,4,4
COTOCA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,60,60
CUATRO CAÑADAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,27,27
CULPINA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,15,15
CURAHUARA DE CARANGAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,5,5
EL ALTO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,978,978
EL PUENTE(TJA),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,1,1
EL TORNO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,58,58
EL VILLAR,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,2,2
ENTRE RIOS TRJ,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,10,10
ENTRE RIOS CBBA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,38,38
EUCALIPTUS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,3,3
FERNANDEZ ALONSO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,7,7
GAIOC JATUN AYLLU YURA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,4,4
GRAL. J.J. PEREZ (CHARAZANI),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,9,9
HUACARETA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,3,3
HUACAYA (VILLA DE HUACAYA),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,3,3
HUACHACALLA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,1,1
HUAYLLAMARCA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,2,2
ICLA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,5,5
INCAHUASI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,10,10
JESUS DE MACHACA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,1,1
LA ASUNTA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,74,74
LA GUARDIA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,92,92
LA PAZ,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,186,186
LAJA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,13,13
LAS CARRERAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,2,2
LLICA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,2,2
LURIBAY,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,2,2
MACHACAMARCA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,2,2
MACHARETI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,7,7
MAIRANA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,13,13
MIZQUE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,37,37
MOJOCOYA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,7,7
MONTEAGUDO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,43,43
MONTERO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,92,92
OCURI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,6,6
ORURO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,660,660
PADCAYA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,8,8
PADILLA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,10,10
PAILON,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,16,16
PALOS BLANCOS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,3,3
PAMPA AULLAGAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,2,2
PAMPA GRANDE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,11,11
PASORAPA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,2,2
POCOATA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,32,32
POOPO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,3,3
PORCO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,13,13
POROMA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,6,6
PORONGO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,18,18
POTOSI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,231,231
PRESTO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,9,9
PUERTO CARABUCO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,7,7
PUERTO VILLARROEL,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,250,250
PUNA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,1,1
RAVELO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,6,6
REYES,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,18,18
RIBERALTA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,383,383
ROBORE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,21,21
RURRENABAQUE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,18,18
SABAYA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,3,3
SACABA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,35,35
SAIPINA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,12,12
SALINAS DE GARCI MENDOZA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,2,2
SAMAIPATA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,25,25
SAN BORJA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,6,6
SAN CARLOS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,6,6
SAN IGNACIO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,13,13
SAN IGNACIO DE VELASCO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,245,245
SAN JUAN DE YAPACANI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,12,12
SAN JULIAN,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,110,110
SAN LUCAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,26,26
SAN PEDRO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,17,17
SAN PEDRO DE BUENA VISTA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,18,18
SAN PEDRO DE MACHA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,7,7
SAN PEDRO DE QUEMES,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,3,3
SANTA CRUZ DE LA SIERRA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,1312,1312
SANTA ROSA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,6,6
SANTA ROSA DEL SARA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,20,20
SANTIAGO DE HUARI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,8,8
SANTIAGO DE HUATA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,2,2
SANTUARIO DE QUILLACAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,2,2
SENA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,1,1
SICA SICA (VILLA AROMA),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,5,5
SIPE SIPE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,49,49
SOPACHUY,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,7,7
SORACACHI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,15,15
SORATA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,18,18
SUCRE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,481,481
TACACOMA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,12,12
TACOBAMBA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,2,2
TAPACARI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,9,9
TARABUCO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,3,3
TARIJA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,40,40
TARVITA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,7,7
TINGUIPAYA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,10,10
TOLEDO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,3,3
TOMAVE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,6,6
TOMINA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,6,6
TORO TORO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,11,11
TOTORA(CBBA),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,32,32
TRINIDAD,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,16,16
UNCIA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,37,37
URIONDO (A. CONCEPCION),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,3,3
UYUNI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,100,100
VALLEGRANDE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,4,4
VILA VILA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,2,2
VILLA CHARCAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,17,17
VILLA SERRANO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,10,10
VILLA TUNARI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,31,31
VILLA VACA GUZMAN (MUYUPAMPA),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,15,15
VILLAZON,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,27,27
VINTO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,86,86
YACUIBA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,31,31
YAMPARAEZ,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,3,3
YAPACANI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,9,9
YOCALLA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,3,3
YOTALA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,9,9
ZUDAÑEZ,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-10-01,0,10,10
ACACIO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,2,2
ACHACACHI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,2,2
AIQUILE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,1,1
ALCALA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,3,3
ANDAMARCA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,1,1
ANTEQUERA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,3,3
ATOCHA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,9,9
AYOPAYA (V. DE INDEPENDENCIA),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,11,11
AZURDUY,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,2,2
BERMEJO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,4,4
BETANZOS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,18,18
CABEZAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,9,9
"CAIZA ""D""",vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,10,10
CAMARGO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,12,12
CAMATAQUI (C. VILLA ABECIA),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,1,1
CAPINOTA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,21,21
CARACOLLO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,25,25
CARANAVI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,3,3
CARIPUYO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,1,1
CARMEN RIVERO TORREZ,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,7,7
CHAQUI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,8,8
CHARAGUA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,5,5
CHAYANTA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,16,16
CHIMORE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,48,48
CHUMA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,1,1
CKOCHAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,18,18
COBIJA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,11,11
COCAPATA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,27,27
COCHABAMBA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,316,316
COLCAPIRHUA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,33,33
"COLCHA ""K""",vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,8,8
COLOMI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,29,29
COLPA BELGICA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,14,14
COLQUECHACA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,33,33
COLQUENCHA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,11,11
CONCEPCION,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,16,16
COROICO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,45,45
CORQUE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,2,2
COTOCA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,44,44
CUATRO CAÑADAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,21,21
CULPINA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,9,9
CURAHUARA DE CARANGAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,1,1
EL ALTO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,652,652
EL TORNO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,39,39
EL VILLAR,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,1,1
ENTRE RIOS TRJ,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,8,8
ENTRE RIOS CBBA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,47,47
ESCARA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,1,1
EUCALIPTUS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,6,6
FERNANDEZ ALONSO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,6,6
GAIOC JATUN AYLLU YURA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,1,1
GUAYARAMERIN,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,5,5
HUACARETA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,7,7
HUACAYA (VILLA DE HUACAYA),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,1,1
HUAYLLAMARCA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,4,4
ICLA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,2,2
INCAHUASI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,6,6
LA ASUNTA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,66,66
LA GUARDIA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,70,70
LA PAZ,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,222,222
LAGUNILLAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,1,1
LAJA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,4,4
LURIBAY,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,3,3
MACHACAMARCA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,5,5
MACHARETI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,1,1
MAIRANA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,9,9
MIZQUE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,19,19
MOJOCOYA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,5,5
MONTEAGUDO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,29,29
MONTERO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,92,92
MORO MORO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,1,1
OCURI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,14,14
OMEREQUE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,6,6
ORURO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,820,820
PADCAYA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,7,7
PADILLA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,11,11
PAILON,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,10,10
PALOS BLANCOS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,3,3
PAMPA AULLAGAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,2,2
POCOATA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,21,21
POJO (CBBA),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,24,24
POOPO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,6,6
PORCO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,17,17
POROMA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,4,4
PORONGO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,13,13
POTOSI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,286,286
PRESTO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,1,1
PUERTO VILLARROEL,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,236,236
QUILLACOLLO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,18,18
RAVELO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,9,9
REYES,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,13,13
RIBERALTA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,297,297
ROBORE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,11,11
RURRENABAQUE,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,20,20
SABAYA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,5,5
SACABA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,311,311
SACABAMBA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,1,1
SACACA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,4,4
SAIPINA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,7,7
SALINAS DE GARCI MENDOZA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,4,4
SAMAIPATA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,15,15
SAN BORJA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,5,5
SAN CARLOS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,2,2
SAN IGNACIO DE VELASCO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,158,158
SAN JAVIER(BNI),vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,1,1
SAN JUAN DE YAPACANI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,3,3
SAN JULIAN,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,52,52
SAN LUCAS,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,21,21
SAN PEDRO,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,17,17
SAN PEDRO DE BUENA VISTA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,12,12
SAN PEDRO DE MACHA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,7,7
SANTA CRUZ DE LA SIERRA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,1216,1216
SANTA ROSA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,12,12
SANTA ROSA DEL SARA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,21,21
SANTIAGO DE HUARI,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,4,4
SANTIAGO DE HUATA,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,1,1
SANTIVAÑES,vih - sifilis,no de mujeres embarazadas con prueba para sifilis (1ra prueba),2024-11-01,0,2,2
