,group,variable,month,1. Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA VIH (1RA PRUEBA) CANTIDAD,1. Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA VIH (1RA PRUEBA) CANTIDAD,TOTALES
COLPA BELGICA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,11,11
COLQUECHACA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,33,33
COLQUIRI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,4,4
COMARAPA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,34,34
COMBAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,2,2
CONCEPCION,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,14,14
CORO CORO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,1,1
COROICO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,36,36
CORQUE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,4,4
COTAGAITA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,28,28
COTOCA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,60,60
CUATRO CAÑADAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,31,31
CUEVO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,3,3
CULPINA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,15,15
CURAHUARA DE CARANGAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,5,5
CURVA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,5,5
DESAGUADERO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,10,10
EL ALTO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,2051,2051
EL PUENTE(STC),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,26,26
EL PUENTE(TJA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,4,4
EL TORNO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,178,178
EL VILLAR,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,2,2
ENTRE RIOS TRJ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,11,11
ENTRE RIOS CBBA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,56,56
ESCOMA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,4,4
EUCALIPTUS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,3,3
FERNANDEZ ALONSO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,12,12
FILADELFIA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,10,10
GAIOC JATUN AYLLU YURA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,5,5
GENERAL SAAVEDRA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,45,45
GRAL. J.J. PEREZ (CHARAZANI),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,9,9
GUANAY,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,30,30
GUAQUI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,5,5
GUTIERREZ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,2,2
HUACARAJE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,3,3
HUACARETA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,3,3
HUACAYA (VILLA DE HUACAYA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,3,3
HUACHACALLA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,1,1
HUANUNI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,16,16
HUARINA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,10,10
HUATAJATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,1,1
HUAYLLAMARCA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,2,2
ICLA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,3,3
INCAHUASI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,10,10
INGAVI (HUMAITA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,1,1
INQUISIVI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,2,2
IXIAMAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,20,20
JESUS DE MACHACA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,13,13
LA ASUNTA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,76,76
LA GUARDIA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,212,212
LA PAZ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,1354,1354
LAJA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,13,13
LAS CARRERAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,2,2
LLALLAGUA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,185,185
LLICA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,3,3
LURIBAY,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,4,4
MACHACAMARCA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,2,2
MACHARETI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,7,7
MAGDALENA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,2,2
MAIRANA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,15,15
MAPIRI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,30,30
MINEROS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,49,49
MIZQUE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,37,37
MOCOMOCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,2,2
MOJOCOYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,7,7
MONTEAGUDO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,41,41
MONTERO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,281,281
MORO MORO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,1,1
MOROCHATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,5,5
NACEBE (SANTA ROSA DEL ABUNA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,1,1
OCURI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,13,13
OKINAWA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,34,34
OMEREQUE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,2,2
ORURO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,950,950
PADCAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,17,17
PADILLA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,10,10
PAILON,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,81,81
PALCA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,18,18
PALOS BLANCOS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,37,37
PAMPA AULLAGAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,2,2
PAMPA GRANDE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,12,12
PASORAPA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,2,2
PATACAMAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,57,57
PAZÑA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,4,4
PELECHUCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,11,11
POCOATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,32,32
POCONA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,4,4
POJO (CBBA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,1,1
POOPO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,3,3
PORCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,20,20
POROMA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,6,6
PORONGO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,18,18
PORTACHUELO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,43,43
PORVENIR,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,8,8
POSTRER VALLE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,1,1
POTOSI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,524,524
PRESTO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,9,9
PUCARANI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,43,43
PUERTO CARABUCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,8,8
PUERTO GONZALO MORENO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,7,7
PUERTO QUIJARRO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,40,40
PUERTO RICO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,1,1
PUERTO SUAREZ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,36,36
PUERTO VILLARROEL,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,284,284
PUNA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,13,13
PUNATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,173,173
QUILLACOLLO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,96,96
QUIME,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,8,8
RAQAYPAMPA(ETA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,4,4
RAVELO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,12,12
REYES,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,20,20
RIBERALTA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,564,564
ROBORE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,26,26
RURRENABAQUE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,22,22
SABAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,3,3
SACABA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,499,499
SACABAMBA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,9,9
SACACA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,14,14
SAIPINA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,12,12
SALINAS DE GARCI MENDOZA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,4,4
SAMAIPATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,24,24
SAN ANDRES,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,1,1
SAN BENITO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,13,13
SAN BORJA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,102,102
SAN BUENA VENTURA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,31,31
SAN CARLOS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,61,61
SAN IGNACIO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,33,33
SAN IGNACIO DE VELASCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,232,232
SAN JAVIER(BNI),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,1,1
SAN JAVIER(STC),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,31,31
SAN JOAQUIN,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,14,14
SAN JUAN DE YAPACANI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,12,12
SAN JULIAN,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,159,159
SAN LORENZO(PND),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,14,14
SAN LORENZO(TJA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,30,30
SAN LUCAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,26,26
SAN MATIAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,44,44
SAN MIGUEL DE VELASCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,8,8
SAN PABLO DE LIPEZ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,1,1
SAN PEDRO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,25,25
SAN PEDRO DE BUENA VISTA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,31,31
SAN PEDRO DE MACHA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,11,11
SAN PEDRO DE QUEMES,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,3,3
SAN PEDRO DE TIQUINA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,3,3
SAN PEDRO(PND),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,2,2
SAN RAFAEL,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,10,10
SAN RAMON BENI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,15,15
SAN RAMON SCZ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,24,24
SANTA ANA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,54,54
SANTA CRUZ DE LA SIERRA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,3345,3345
SANTA ROSA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,10,10
SANTA ROSA DEL SARA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,19,19
SANTIAGO DE CALLAPA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,5,5
SANTIAGO DE HUARI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,9,9
SANTIAGO DE HUATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,9,9
SANTIVAÑES,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,9,9
SANTUARIO DE QUILLACAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,2,2
SAPAHAQUI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,3,3
SENA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,30,30
SHINAOTA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,96,96
SICA SICA (VILLA AROMA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,30,30
SICAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,11,11
SIPE SIPE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,140,140
SOPACHUY,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,7,7
SORACACHI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,15,15
SORATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,18,18
SUCRE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,504,504
TACACOMA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,12,12
TACOBAMBA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,4,4
TACOPAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,15,15
TAHUA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,1,1
TAPACARI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,14,14
TARABUCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,3,3
TARACO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,6,6
TARIJA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,266,266
TARVITA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,7,7
TEOPONTE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,3,3
TIAHUANACU,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,8,8
TINGUIPAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,13,13
TIPUANI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,16,16
TIQUIPAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,132,132
TIRAQUE (CBBA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,5,5
TITO YUPANQUI (PARQUIPUJIO),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,1,1
TOCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,11,11
TOLATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,9,9
TOLEDO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,3,3
TOMAVE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,6,6
TOMINA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,6,6
TORO TORO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,16,16
TOTORA(CBBA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,41,41
TRINIDAD,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,142,142
TUPIZA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,33,33
UMALA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,1,1
UNCIA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,39,39
URIONDO (A. CONCEPCION),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,19,19
URUBICHA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,8,8
UYUNI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,156,156
VACAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,6,6
VALLEGRANDE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,43,43
VIACHA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,223,223
VILA VILA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,2,2
VILLA CHARCAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,17,17
VILLA MONTES,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,35,35
VILLA NUEVA (LOMA ALTA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,1,1
VILLA SERRANO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,10,10
VILLA TUNARI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,244,244
VILLA VACA GUZMAN (MUYUPAMPA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,15,15
VILLAZON,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,61,61
VINTO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,89,89
VITICHI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,6,6
WARNES,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,54,54
YACUIBA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,262,262
YAMPARAEZ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,3,3
YANACACHI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,1,1
YAPACANI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,9,9
YOCALLA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,6,6
YOTALA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,9,9
YUNCHARA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,6,6
ZUDAÑEZ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-10-01,0,10,10
ACACIO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,2,2
ACHACACHI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,32,32
AIQUILE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,37,37
ALCALA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,3,3
ALTO BENI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,11,11
ANDAMARCA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1,1
ANTEQUERA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,3,3
ANZALDO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,7,7
ARBIETO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,29,29
ARQUE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,16,16
ASCENCION DE GUARAYOS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,82,82
ATOCHA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,10,10
AYATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,32,32
AZURDUY,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,2,2
BELEN DE ANDAMARCA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,1,1
BELLA FLOR,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-11-01,0,2,2
