,group,variable,month,L 1810 ANTIPOLIOMIELÍTICA 4TA DOSIS,L 1810 ANTIPOLIOMIELÍTICA 4TA DOSIS,TOTALES,TOTALES,TOTALES
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,56,7,56,7,63
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,5,10,5,10,15
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,0,1,0,1,1
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,7,5,7,5,12
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,0,3,0,3,3
HUACARETA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,4,0,4,0,4
LURIBAY,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,2,0,2,0,2
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,7,0,7,0,7
MACHARETI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,10,8,10,8,18
MONTERO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,0,3,0,3,3
ORURO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,111,0,111,0,111
PADCAYA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,1,7,1,7,8
PAILON,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,5,5,5,5,10
PAZÑA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,1,0,1,0,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,0,1,0,1,1
POROMA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,2,0,2,0,2
PORVENIR,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,2,0,2,0,2
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,1,0,1,0,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,0,1,0,1,1
RAVELO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,3,6,3,6,9
REYES,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,6,0,6,0,6
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,1,0,1,0,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,6,7,6,7,13
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,32,4,32,4,36
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,1,9,1,9,10
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,53,0,53,0,53
SUCRE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,19,0,19,0,19
TARATA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,2,1,2,1,3
TARIJA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,44,0,44,0,44
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,1,0,1,0,1
TUPIZA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,2,3,2,3,5
VACAS,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,1,0,1,0,1
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,19,0,19,0,19
VILA VILA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,0,1,0,1,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,3,0,3,0,3
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,0,1,0,1,1
WARNES,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,15,0,15,0,15
YACUIBA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-05-01,28,4,28,4,32
AIQUILE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,14,4,14,4,18
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,0,3,0,3,3
ARBIETO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,0,28,0,28,28
ARQUE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,0,1,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,0,3,0,3,3
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,1,1,1,1,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,1,0,1,0,1
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,3,5,3,5,8
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,0,1,0,1,1
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,1,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,1,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,0,5,0,5,5
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,3,1,3,1,4
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,2,0,2,0,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,41,7,41,7,48
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,81,0,81,0,81
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,0,1,0,1,1
CORO CORO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,0,3,0,3,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,7,0,7,0,7
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,4,2,4,2,6
EL TORNO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,1,0,1,0,1
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,3,17,3,17,20
HUACARETA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,0,1,0,1,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,2,0,2,0,2
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,0,5,0,5,5
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,7,10,7,10,17
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,1,1,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,0,2,0,2,2
ORURO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,117,0,117,0,117
PADCAYA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,0,1,0,1,1
PADILLA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,1,0,1,0,1
PAILON,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,2,2,2,2,4
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,1,0,1,0,1
PAZÑA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,1,2,1,2,3
POCOATA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,0,6,0,6,6
PORCO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,10,0,10,0,10
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,0,4,0,4,4
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,11,3,11,3,14
PUNA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,3,1,3,1,4
PUNATA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,5,0,5,0,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,2,0,2,0,2
RAVELO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,38,43,38,43,81
REYES,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,1,1,1,1,2
SACACA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,0,10,0,10,10
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,1,6,1,6,7
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,0,1,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,13,8,13,8,21
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,4,5,4,5,9
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,0,3,0,3,3
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,6,0,6,0,6
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,15,0,15,0,15
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,25,12,25,12,37
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,0,1,0,1,1
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,0,3,0,3,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,19,0,19,0,19
TAPACARI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,0,1,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,24,2,24,2,26
TIPUANI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,1,3,1,3,4
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,3,0,3,0,3
TOLATA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,2,0,2,0,2
TUPIZA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,1,5,1,5,6
VACAS,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,0,1,0,1,1
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,32,0,32,0,32
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,0,1,0,1,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,1,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-06-01,8,2,8,2,10
ARBIETO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,9,1,9,1,10
BERMEJO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,8,0,8,0,8
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,2,1,2,1,3
CARAPARI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,0,2,0,2,2
CATACORA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,2,0,2,0,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,2,0,2,0,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,5,7,5,7,12
COBIJA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,27,7,27,7,34
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,177,0,177,0,177
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,1,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,1,5,1,5,6
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,0,2,0,2,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,10,19,10,19,29
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,2,3,2,3,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,30,5,30,5,35
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,8,2,8,2,10
EL TORNO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,18,2,18,2,20
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,6,1,6,1,7
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,1,2,1,2,3
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,3,0,3,0,3
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,3,1,3,1,4
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,0,1,0,1,1
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,0,5,0,5,5
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,22,0,22,0,22
LA PAZ,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,4,0,4,0,4
LAJA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,2,4,2,4,6
MACHARETI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,0,3,0,3,3
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,3,0,3,0,3
MONTERO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,7,0,7,0,7
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,0,4,0,4,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,0,2,0,2,2
ORURO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,24,0,24,0,24
PALCA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,0,2,0,2,2
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,0,3,0,3,3
POCOATA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,0,4,0,4,4
PORONGO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,0,1,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,7,0,7,0,7
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,4,0,4,0,4
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,1,0,1,0,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,18,0,18,0,18
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,9,3,9,3,12
RAVELO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,3,3,3,3,6
REYES,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,15,0,15,0,15
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,8,0,8,0,8
SACABA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,0,1,0,1,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,0,4,0,4,4
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,15,0,15,0,15
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,13,24,13,24,37
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,1,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,23,0,23,0,23
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,10,3,10,3,13
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,45,1,45,1,46
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,0,2,0,2,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,15,0,15,0,15
TAPACARI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,2,4,2,4,6
TARATA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,16,0,16,0,16
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,0,4,0,4,4
TOLATA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,5,3,5,3,8
TUPIZA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,7,2,7,2,9
VACAS,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,0,1,0,1,1
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,24,0,24,0,24
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,36,6,36,6,42
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,1,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,1,0,1,0,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,1,1,1,1,2
WARNES,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,2,0,2,0,2
YACUIBA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-07-01,61,0,61,0,61
AIQUILE,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,8,0,8,0,8
ARBIETO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,0,1,0,1,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,0,3,0,3,3
BERMEJO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,12,20,12,20,32
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,0,2,0,2,2
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,1,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,0,1,0,1,1
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,1,1,1,1,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,54,8,54,8,62
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,161,4,161,4,165
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,3,0,3,0,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,12,8,12,8,20
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,0,2,0,2,2
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,7,26,7,26,33
COTOCA,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,29,2,29,2,31
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,2,0,2,0,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,69,3,69,3,72
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,1,0,1,0,1
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,6,2,6,2,8
EL TORNO,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,62,7,62,7,69
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,l 1810       antipoliomielitica 4ta dosis,2012-08-01,0,2,0,2,2
