,group,variable,month,L 18.6 DPT 4TA DOSIS,L 18.6 DPT 4TA DOSIS,TOTALES,TOTALES,TOTALES
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,0,2,0,2,2
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,1,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,0,1,0,1,1
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,1,1,1,1,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,54,8,54,8,62
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,87,0,87,0,87
COLOMI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,12,8,12,8,20
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,7,26,7,26,33
COTOCA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,29,2,29,2,31
EL ALTO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,78,1,78,1,79
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,7,2,7,2,9
EL TORNO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,62,7,62,7,69
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,0,2,0,2,2
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,0,7,0,7,7
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,4,0,4,0,4
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,2,1,2,1,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,2,0,2,0,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,17,15,17,15,32
LA PAZ,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,12,0,12,0,12
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,37,4,37,4,41
MONTERO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,33,0,33,0,33
OKINAWA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,2,0,2,0,2
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,2,4,2,4,6
ORURO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,142,5,142,5,147
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,1,0,1,0,1
POCOATA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,0,10,0,10,10
PORONGO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,1,8,1,8,9
POTOSI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,83,0,83,0,83
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,1,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,4,0,4,0,4
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,1,0,1,0,1
PUNA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,0,3,0,3,3
PUNATA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,21,1,21,1,22
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,4,1,4,1,5
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,13,0,13,0,13
SACABA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,28,14,28,14,42
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,1,0,1,0,1
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,3,0,3,0,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,9,2,9,2,11
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,36,4,36,4,40
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,20,0,20,0,20
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,5,0,5,0,5
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,2,3,2,3,5
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,1,0,1,0,1
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,0,2,0,2,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,28,1,28,1,29
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,26,0,26,0,26
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,3,0,3,0,3
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,1,1,1,1,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,30,1,30,1,31
TARIJA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,4,0,4,0,4
TARVITA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,6,7,6,7,13
TRIGAL,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,8,0,8,0,8
TUPIZA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,6,0,6,0,6
URUBICHA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,2,0,2,0,2
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,27,0,27,0,27
VILLAZON,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,22,1,22,1,23
VINTO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,7,0,7,0,7
WARNES,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,28,8,28,8,36
YACUIBA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-08-01,28,0,28,0,28
AIQUILE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,3,8,3,8,11
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,1,31,1,31,32
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,1,3,1,3,4
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,0,5,0,5,5
BERMEJO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,54,55,54,55,109
BETANZOS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,3,3,3,3,6
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,0,1,0,1,1
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,1,2,1,2,3
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,0,8,0,8,8
CAJUATA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,3,0,3,0,3
CAMARGO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,4,0,4,0,4
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,4,2,4,2,6
CARAPARI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,8,25,8,25,33
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,1,0,1,0,1
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,0,2,0,2,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,25,14,25,14,39
COCAPATA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,129,2,129,2,131
COLOMI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,13,7,13,7,20
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,0,2,0,2,2
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,13,16,13,16,29
COTOCA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,13,3,13,3,16
EL ALTO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,59,3,59,3,62
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,1,1,1,1,2
EL TORNO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,75,0,75,0,75
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,0,1,0,1,1
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,12,17,12,17,29
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,1,1,1,1,2
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,3,9,3,9,12
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,2,1,2,1,3
HUACARETA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,4,4,4,4,8
ICLA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,0,2,0,2,2
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,6,15,6,15,21
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,3,2,3,2,5
LA PAZ,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,110,1,110,1,111
MACHARETI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,17,1,17,1,18
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,1,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,1,5,1,5,6
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,51,9,51,9,60
MONTERO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,31,4,31,4,35
MORO MORO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,1,0,1,0,1
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,3,11,3,11,14
ORURO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,146,2,146,2,148
PADILLA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,24,7,24,7,31
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,1,0,1,0,1
PASORAPA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,1,1,1,1,2
PAZÑA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,5,0,5,0,5
POCONA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,8,11,8,11,19
POROMA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,12,7,12,7,19
POTOSI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,82,1,82,1,83
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,20,0,20,0,20
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,3,0,3,0,3
PUNA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,0,3,0,3,3
PUNATA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,19,7,19,7,26
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,35,2,35,2,37
RAVELO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,0,1,0,1,1
REYES,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,14,4,14,4,18
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,6,4,6,4,10
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,30,1,30,1,31
SACABA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,88,28,88,28,116
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,5,0,5,0,5
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,0,2,0,2,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,20,3,20,3,23
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,9,14,9,14,23
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,8,0,8,0,8
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,9,2,9,2,11
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,28,28,28,28,56
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,24,4,24,4,28
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,18,0,18,0,18
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,174,55,174,55,229
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,6,12,6,12,18
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,2,0,2,0,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,5,0,5,0,5
SUCRE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,84,11,84,11,95
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,1,5,1,5,6
TARABUCO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,22,48,22,48,70
TARIJA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,225,48,225,48,273
TARVITA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,9,5,9,5,14
TOLEDO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,3,4,3,4,7
TOMAVE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,2,6,2,6,8
TOMINA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,7,17,7,17,24
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,15,14,15,14,29
TRIGAL,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,10,1,10,1,11
TUPIZA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,26,3,26,3,29
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,25,13,25,13,38
URUBICHA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,1,0,1,0,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,4,3,4,3,7
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,19,0,19,0,19
VIACHA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,1,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,0,2,0,2,2
VILLAZON,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,65,0,65,0,65
WARNES,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,39,14,39,14,53
YACUIBA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,66,21,66,21,87
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,4,3,4,3,7
YOTALA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,2,1,2,1,3
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-09-01,0,6,0,6,6
AIQUILE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,9,4,9,4,13
ALCALA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,0,4,0,4,4
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,3,0,3,0,3
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,3,1,3,1,4
AZURDUY,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,0,3,0,3,3
BAURES,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,7,0,7,0,7
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,1,3,1,3,4
BERMEJO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,38,40,38,40,78
BETANZOS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,1,0,1,0,1
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,2,1,2,1,3
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,4,4,4,4,8
CAMARGO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,1,8,1,8,9
CAMIRI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,1,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,6,0,6,0,6
CARAPARI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,1,1,1,1,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,8,0,8,0,8
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,1,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,23,30,23,30,53
COCAPATA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,2,3,2,3,5
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,295,0,295,0,295
COLOMI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,12,1,12,1,13
COMARAPA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,24,0,24,0,24
COPACABANA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,13,3,13,3,16
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,5,15,5,15,20
COTOCA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,31,14,31,14,45
CUEVO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,9,2,9,2,11
CULPINA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,0,17,0,17,17
EL ALTO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,84,5,84,5,89
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,4,0,4,0,4
EL TORNO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,61,0,61,0,61
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,4,4,4,4,8
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,57,10,57,10,67
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,8,0,8,0,8
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,2,0,2,0,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,13,0,13,0,13
ICLA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,2,2,2,2,4
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,9,4,9,4,13
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,4,1,4,1,5
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,4,3,4,3,7
LA PAZ,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,79,2,79,2,81
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,1,1,1,1,2
LORETO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,0,4,0,4,4
MACHARETI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,21,2,21,2,23
MAIRANA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,9,0,9,0,9
MIZQUE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,5,15,5,15,20
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,63,8,63,8,71
MONTERO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,86,10,86,10,96
MORO MORO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,2,3,2,3,5
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,0,10,0,10,10
OKINAWA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,0,3,0,3,3
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,4,12,4,12,16
ORURO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,163,2,163,2,165
PADILLA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,23,16,23,16,39
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,0,2,0,2,2
PAZÑA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,4,3,4,3,7
POCONA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,7,6,7,6,13
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,8,0,8,0,8
POROMA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,16,32,16,32,48
PORONGO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-10-01,2,0,2,0,2
