,group,variable,month,L 18.3 DPT 1RA DOSIS,L 18.3 DPT 1RA DOSIS,TOTALES,TOTALES,TOTALES
COLOMI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,3,1,3,1,4
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,0,2,0,2,2
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,0,3,0,3,3
COMARAPA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,7,0,7,0,7
COPACABANA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,2,0,2,0,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,1,0,1,0,1
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,5,0,5,0,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,15,3,15,3,18
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,4,2,4,2,6
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,11,2,11,2,13
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,1,1,1,1,2
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,1,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,1,0,1,0,1
HUACARETA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,3,0,3,0,3
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,65,4,65,4,69
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,5,2,5,2,7
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,1,0,1,0,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,2,0,2,0,2
MIZQUE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,1,0,1,0,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,1,2,1,2,3
MONTERO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,69,3,69,3,72
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,1,4,1,4,5
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,0,5,0,5,5
ORURO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,15,3,15,3,18
PASORAPA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,7,0,7,0,7
POCOATA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,1,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,3,0,3,0,3
PORVENIR,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,7,0,7,0,7
POTOSI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,15,1,15,1,16
PRESTO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,2,0,2,0,2
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,8,1,8,1,9
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,1,1,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,1,3,1,3,4
PUNA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,8,6,8,6,14
PUNATA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,2,6,2,6,8
QUIME,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,0,6,0,6,6
REYES,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,1,0,1,0,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,0,2,0,2,2
ROBORE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,8,0,8,0,8
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,0,1,0,1,1
SACABA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,0,4,0,4,4
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,14,3,14,3,17
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,3,3,3,3,6
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,0,12,0,12,12
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,0,2,0,2,2
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,3,1,3,1,4
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,4,0,4,0,4
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,45,43,45,43,88
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,0,4,0,4,4
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,3,0,3,0,3
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,176,60,176,60,236
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,0,1,0,1,1
SENA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,11,2,11,2,13
SUCRE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,15,8,15,8,23
TAPACARI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,2,5,2,5,7
TARIJA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,14,2,14,2,16
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,0,1,0,1,1
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,0,2,0,2,2
TOMINA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,0,16,0,16,16
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,1,1,1,1,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,7,0,7,0,7
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,7,2,7,2,9
UYUNI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,2,0,2,0,2
VIACHA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,3,0,3,0,3
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,1,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,6,4,6,4,10
VINTO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,25,0,25,0,25
WARNES,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,4,1,4,1,5
YACUIBA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,19,0,19,0,19
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,1,3,1,3,4
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,2,4,2,4,6
AIQUILE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,1,3,1,3,4
ARANI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,10,0,10,0,10
ARBIETO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,1,8,1,8,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,5,10,5,10,15
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,0,2,0,2,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,20,3,20,3,23
CALACOTO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,6,0,6,0,6
CAMIRI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,2,0,2,0,2
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,18,0,18,0,18
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,3,0,3,0,3
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,1,0,1,0,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,7,0,7,0,7
CARAPARI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,3,0,3,0,3
CHIMORE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,3,0,3,0,3
CLIZA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,15,2,15,2,17
COBIJA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,8,0,8,0,8
COCAPATA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,8,8,8,8,16
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,228,0,228,0,228
COLOMI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,2,0,2,0,2
COPACABANA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,0,5,0,5,5
COROICO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,1,1,1,1,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,12,11,12,11,23
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,2,0,2,0,2
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,1,2,1,2,3
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,1,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,1,1,1,1,2
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,13,18,13,18,31
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,5,9,5,9,14
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,9,4,9,4,13
HUACARETA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,2,2,2,2,4
HUANUNI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,0,1,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,4,1,4,1,5
LA PAZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,66,7,66,7,73
LLICA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,1,0,1,0,1
LORETO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,0,1,0,1,1
LURIBAY,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,1,0,1,0,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,16,0,16,0,16
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,5,0,5,0,5
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,3,1,3,1,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,0,3,0,3,3
OKINAWA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,2,0,2,0,2
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,18,1,18,1,19
PASORAPA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,4,3,4,3,7
PAZÑA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,0,1,0,1,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,1,2,1,2,3
PORCO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,26,0,26,0,26
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,2,0,2,0,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,17,1,17,1,18
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,7,3,7,3,10
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,0,4,0,4,4
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,2,0,2,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,7,0,7,0,7
PUNATA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,2,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,8,4,8,4,12
QUIME,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,10,1,10,1,11
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,2,2,2,2,4
ROBORE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,3,0,3,0,3
SACABA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,1,1,1,1,2
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,5,0,5,0,5
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,6,3,6,3,9
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,2,1,2,1,3
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,1,2,1,2,3
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,2,0,2,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,0,25,0,25,25
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,1,0,1,0,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,2,0,2,0,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,13,4,13,4,17
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,10,11,10,11,21
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,4,4,4,4,8
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,1,6,1,6,7
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,7,0,7,0,7
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,249,73,249,73,322
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,6,0,6,0,6
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,3,1,3,1,4
SUCRE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,40,1,40,1,41
TAPACARI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,15,16,15,16,31
TARABUCO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,0,1,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,8,7,8,7,15
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,22,11,22,11,33
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,3,1,3,1,4
TOMINA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,20,6,20,6,26
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,4,0,4,0,4
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,8,2,8,2,10
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,1,1,1,1,2
VINTO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,38,0,38,0,38
VITICHI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,13,7,13,7,20
WARNES,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,5,0,5,0,5
YACUIBA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,27,5,27,5,32
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,0,3,0,3,3
YOCALLA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,6,0,6,0,6
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,2,1,2,1,3
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-10-01,0,16,0,16,16
AIQUILE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,0,1,0,1,1
ARBIETO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,1,5,1,5,6
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,1,0,1,0,1
ATOCHA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,1,4,1,4,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,3,6,3,6,9
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,10,9,10,9,19
CABEZAS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,4,1,4,1,5
CAJUATA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,0,60,0,60,60
CALACOTO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,8,4,8,4,12
CAMIRI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,0,1,0,1,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,15,3,15,3,18
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,1,6,1,6,7
CARANAVI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,2,0,2,0,2
CARAPARI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,3,4,3,4,7
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,0,1,0,1,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,0,4,0,4,4
CHIMORE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,2,0,2,0,2
CLIZA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,16,3,16,3,19
COBIJA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,6,1,6,1,7
COCAPATA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,0,2,0,2,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,113,1,113,1,114
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,1,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,1,1,1,1,2
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,0,3,0,3,3
COTOCA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,0,1,0,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,28,6,28,6,34
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,4,7,4,7,11
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,1,5,1,5,6
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,4,3,4,3,7
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,17,25,17,25,42
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,34,61,34,61,95
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,17,15,17,15,32
HUACARETA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,15,1,15,1,16
ICHOCA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,0,5,0,5,5
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,0,1,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,6,7,6,7,13
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,0,95,0,95,95
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,1,1,1,1,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,65,82,65,82,147
MAIRANA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-11-01,0,2,0,2,2
