,group,variable,month,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS FUERA,PENTAVALENTE 4TA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,6,7,7,4,13,11,24
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,374,399,3,6,377,405,782
COIPASA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,0,1,0,0,0,1,1
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,17,26,7,9,24,35,59
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,9,9,3,2,12,11,23
COLLANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,2,0,0,0,2,0,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,11,10,2,4,13,14,27
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,1,0,0,1,1,2
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,14,11,13,10,27,21,48
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,4,4,0,0,4,4,8
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,5,5,3,3,8,8,16
COMANCHE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,4,0,0,1,4,5
COMARAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,13,12,1,0,14,12,26
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,9,16,1,3,10,19,29
COPACABANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,0,7,1,3,1,10,11
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,5,2,0,0,5,2,7
CORO CORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,2,2,6,3,8,11
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,9,4,0,0,9,4,13
CORQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,0,0,0,1,0,1,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,12,9,3,3,15,12,27
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,58,52,3,5,61,57,118
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,0,0,0,1,0,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,17,16,2,1,19,17,36
CUEVO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,4,5,4,0,8,5,13
CULPINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,10,8,3,6,13,14,27
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,2,6,1,1,3,7,10
CURVA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,0,2,0,1,0,3,3
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,4,0,0,1,4,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,303,323,187,169,490,492,982
EL CHORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,1,0,0,1,1,2
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,11,5,1,0,12,5,17
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,4,3,1,2,5,5,10
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,56,41,4,1,60,42,102
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,6,13,4,3,10,16,26
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,18,15,2,3,20,18,38
ESCARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,1,0,0,1,1,2
ESCOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,4,1,2,1,6,2,8
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,2,4,1,5,3,8
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,0,0,0,1,0,1
EXALTACION,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,0,1,0,0,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,6,2,1,0,7,2,9
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,2,1,1,2,3,5
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,6,8,0,0,6,8,14
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,2,0,2,0,4,0,4
GUANAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,5,6,2,5,7,11,18
GUAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,0,1,1,2,1,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,17,15,20,13,37,28,65
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,10,8,0,1,10,9,19
HUACARETA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,4,3,4,1,8,4,12
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,0,2,0,2,0,4,4
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,0,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,6,5,2,11,8,16,24
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,2,5,0,0,2,5,7
HUARINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,2,0,1,1,3,4
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,2,1,0,0,2,1,3
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,3,1,0,0,3,1,4
ICHOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,0,0,0,1,0,1,1
ICLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,2,1,2,0,4,1,5
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,6,4,1,4,7,8,15
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,3,0,0,0,3,0,3
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,2,1,1,2,3,3,6
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,6,7,0,6,6,13,19
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,3,3,8,3,11,6,17
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,2,5,0,1,2,6,8
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,14,16,2,7,16,23,39
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,87,80,6,1,93,81,174
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,315,321,5,10,320,331,651
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,2,3,8,4,10,7,17
LAJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,13,6,0,2,13,8,21
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,0,2,2,2,2,4,6
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,2,0,0,0,2,0,2
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,20,20,24,13,44,33,77
LLICA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,0,0,1,1,1,2
LURIBAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,3,2,0,0,3,2,5
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,3,1,1,1,4,2,6
MACHARETI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,3,3,3,2,6,5,11
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,7,17,3,4,10,21,31
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,7,10,1,1,8,11,19
MAPIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,11,9,0,0,11,9,20
MECAPACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,2,8,3,1,5,9,14
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,15,16,1,3,16,19,35
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,14,10,4,5,18,15,33
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,0,2,3,3,3,5,8
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,4,3,2,2,6,5,11
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,16,22,0,4,16,26,42
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,79,89,22,18,101,107,208
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,1,3,3,4,4,8
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,0,4,2,1,2,5,7
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,0,1,0,0,0,1,1
OCURI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,5,6,1,4,6,10,16
OKINAWA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,10,9,0,0,10,9,19
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,0,0,3,2,3,2,5
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,160,171,12,15,172,186,358
PADCAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,11,12,4,5,15,17,32
PADILLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,4,8,2,0,6,8,14
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,10,15,9,5,19,20,39
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,6,2,3,2,9,4,13
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,18,8,2,4,20,12,32
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,2,1,0,0,2,1,3
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,9,8,0,0,9,8,17
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,3,2,2,1,5,3,8
PASORAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,2,0,1,0,3,0,3
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,9,12,1,4,10,16,26
PAZÑA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,0,1,1,0,1,1,2
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,5,2,1,0,6,2,8
POCOATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,5,4,5,5,10,9,19
POCONA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,0,1,1,2,1,3
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,2,3,0,0,2,3,5
POOPO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,0,3,2,3,2,6,8
PORCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,4,15,4,5,8,20,28
POROMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,8,3,5,4,13,7,20
PORONGO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,6,5,2,2,8,7,15
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,19,19,0,0,19,19,38
PORVENIR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,1,4,1,5,2,7
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,1,0,3,1,4,5
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,118,131,41,43,159,174,333
PRESTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,3,6,1,3,4,9,13
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,9,7,10,3,19,10,29
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,6,2,2,2,8,4,12
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,5,4,0,3,5,7,12
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,3,0,2,8,5,8,13
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,2,0,6,9,8,9,17
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,9,14,6,1,15,15,30
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,2,2,0,0,2,2,4
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,4,6,12,13,16,19,35
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,23,12,14,11,37,23,60
PUNA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,3,5,7,6,10,16
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,7,5,5,3,12,8,20
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,4,0,0,1,4,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,40,38,59,60,99,98,197
QUIME,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,5,5,1,0,6,5,11
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,0,2,0,0,0,2,2
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,4,1,4,1,8,2,10
RAVELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,4,7,1,8,5,13
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,8,8,0,0,8,8,16
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,36,43,0,0,36,43,79
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,17,17,5,2,22,19,41
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,9,10,5,2,14,12,26
SABAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,2,2,1,0,3,2,5
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,78,66,45,54,123,120,243
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,0,0,1,0,1,0,1
SACACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,8,4,12,3,20,7,27
SAIPINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,5,1,2,1,7,2,9
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,6,5,4,2,10,7,17
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,7,7,0,0,7,7,14
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,5,0,0,1,5,6
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,2,3,0,1,2,4,6
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,1,0,0,1,1,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,7,1,2,2,9,3,12
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,3,8,1,2,4,10,14
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,19,21,0,1,19,22,41
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,7,8,7,11,14,19,33
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,18,9,0,1,18,10,28
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,7,17,5,10,12,27,39
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,50,31,10,8,60,39,99
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,0,1,0,0,0,1,1
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,12,13,1,2,13,15,28
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,2,3,0,0,2,3,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,17,7,0,0,17,7,24
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,5,2,3,3,8,11
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,23,25,12,15,35,40,75
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,8,6,4,4,12,10,22
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,28,13,0,2,28,15,43
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,9,6,6,5,15,11,26
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,13,8,1,1,14,9,23
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,5,8,4,3,9,11,20
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,0,0,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,13,16,0,1,13,17,30
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,8,11,3,4,11,15,26
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,3,3,0,0,3,3,6
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,2,3,1,1,3,4,7
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,0,0,1,1,1,1,2
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,6,5,2,0,8,5,13
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,1,3,3,4,4,8
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,6,4,0,0,6,4,10
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,11,15,0,1,11,16,27
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,998,915,30,28,1028,943,1971
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,7,6,0,0,7,6,13
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,12,12,2,2,14,14,28
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,1,0,0,1,1,2
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,2,1,2,2,4,6
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,6,2,1,1,7,3,10
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,2,0,2,1,4,5
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,3,2,0,0,3,2,5
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,0,2,0,2,0,4,4
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,3,8,4,3,7,11,18
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,0,1,0,2,0,2
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,12,11,3,5,15,16,31
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,8,8,4,0,12,8,20
SICAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,2,3,2,1,4,4,8
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,29,25,16,14,45,39,84
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,3,1,3,2,6,8
SORACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,6,3,1,3,7,6,13
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,4,6,7,2,11,8,19
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,227,206,3,5,230,211,441
TACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,0,1,1,1,1,2,3
TACACOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,12,14,6,7,18,21,39
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,3,0,5,1,8,1,9
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,0,5,3,6,3,9
TAPACARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,9,7,10,5,19,12,31
TARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,4,3,5,6,9,9,18
TARACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,2,0,0,0,2,0,2
TARATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,9,7,2,5,11,12,23
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,137,132,22,18,159,150,309
TARVITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,1,3,2,0,3,3,6
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,5,1,2,0,7,1,8
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,3,7,0,2,3,9,12
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,3,4,6,2,9,6,15
TIPUANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,3,1,2,2,5,3,8
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,34,22,5,10,39,32,71
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-11-01,9,4,11,5,20,9,29
