,group,variable,month,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS FUERA,SRP 1RA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,15,8,7,7,22,15,37
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,2,0,1,2,3,2,5
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,0,0,8,4,8,4,12
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,3,1,6,5,9,6,15
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,0,1,4,1,4,2,6
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,4,5,6,5,10,10,20
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,4,4,5,8,9,12,21
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,11,4,16,15,27,19,46
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,54,47,8,12,62,59,121
PUNA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,4,4,4,6,8,10,18
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,27,27,3,6,30,33,63
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,2,3,1,1,3,4,7
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,64,53,89,100,153,153,306
QUIME,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,2,5,4,2,6,7,13
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,0,0,1,0,1,0,1
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,1,4,1,2,2,6,8
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,3,1,4,4,7,5,12
REYES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,6,5,0,2,6,7,13
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,73,81,17,25,90,106,196
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,4,6,4,4,8,10,18
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,8,8,7,3,15,11,26
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,3,3,1,1,4,4,8
SACABA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,109,115,51,23,160,138,298
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,0,0,2,0,2,0,2
SACACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,9,7,7,8,16,15,31
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,4,2,3,3,7,5,12
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,9,4,1,1,10,5,15
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,11,7,2,3,13,10,23
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,1,1,0,0,1,1,2
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,9,5,5,4,14,9,23
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,2,3,1,1,3,4,7
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,0,2,0,0,0,2,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,5,2,1,1,6,3,9
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,9,5,3,0,12,5,17
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,36,32,14,14,50,46,96
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,3,7,0,0,3,7,10
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,11,13,7,10,18,23,41
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,12,14,7,3,19,17,36
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,57,38,11,7,68,45,113
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,0,0,2,2,2,2,4
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,29,19,2,2,31,21,52
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,4,5,0,0,4,5,9
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,16,11,16,5,32,16,48
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,3,4,0,4,3,8,11
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,35,45,19,26,54,71,125
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,0,1,29,27,29,28,57
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,15,10,3,1,18,11,29
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,14,14,13,14,27,28,55
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,10,4,1,3,11,7,18
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,3,5,4,4,7,9,16
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,0,2,0,0,0,2,2
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,6,9,7,7,13,16,29
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,13,10,12,8,25,18,43
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,1,2,0,0,1,2,3
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,5,4,0,0,5,4,9
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,2,1,1,5,3,6,9
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,2,3,5,2,7,5,12
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,13,0,0,0,13,0,13
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,7,8,0,0,7,8,15
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,816,796,41,52,857,848,1705
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,10,4,8,13,18,17,35
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,8,6,6,1,14,7,21
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,1,4,0,1,1,5,6
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,1,0,4,3,5,3,8
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,0,0,1,5,1,5,6
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,3,2,0,0,3,2,5
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,1,0,3,2,4,2,6
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,0,1,6,3,6,4,10
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,2,5,3,9,5,14,19
SENA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,10,6,9,9,19,15,34
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,28,18,8,5,36,23,59
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,4,9,9,6,13,15,28
SICAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,1,0,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,37,42,9,7,46,49,95
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,0,0,1,3,1,3,4
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,2,6,1,1,3,7,10
SORATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,11,8,4,4,15,12,27
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,212,222,15,7,227,229,456
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,7,6,3,1,10,7,17
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,0,0,1,1,1,1,2
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,2,4,0,0,2,4,6
TAHUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,1,1,0,0,1,1,2
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,10,12,3,7,13,19,32
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,6,6,6,5,12,11,23
TARACO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,1,0,1,0,2,0,2
TARATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,5,2,0,0,5,2,7
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,115,108,25,13,140,121,261
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,10,4,6,1,16,5,21
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,10,5,0,0,10,5,15
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,4,8,0,0,4,8,12
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,4,4,8,5,12,9,21
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,8,8,1,0,9,8,17
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,26,22,23,14,49,36,85
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,11,8,11,12,22,20,42
TOCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,3,2,0,6,3,8,11
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,2,2,2,2,4,4,8
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,2,4,3,1,5,5,10
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,0,1,2,6,2,7,9
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,5,5,4,0,9,5,14
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,5,0,10,8,15,8,23
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,12,14,1,1,13,15,28
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,2,1,1,2,3,3,6
TRIGAL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,0,0,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,101,92,1,0,102,92,194
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,22,29,6,5,28,34,62
TURCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,2,0,1,0,3,0,3
UMALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,1,2,5,3,6,5,11
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,19,20,6,8,25,28,53
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,8,12,3,1,11,13,24
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,2,9,0,0,2,9,11
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,27,17,3,3,30,20,50
VACAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,0,0,6,4,6,4,10
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,13,16,0,1,13,17,30
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,59,49,18,15,77,64,141
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,0,0,5,3,5,3,8
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,15,10,5,5,20,15,35
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,30,33,7,11,37,44,81
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,0,0,0,2,0,2,2
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,2,3,5,6,7,9,16
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,2,1,1,4,3,5,8
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,49,50,17,24,66,74,140
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,2,3,8,5,10,8,18
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,31,29,9,9,40,38,78
VINTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,37,34,31,33,68,67,135
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,0,0,0,1,0,1,1
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,5,0,0,0,5,0,5
WARNES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,110,95,5,13,115,108,223
YACO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,1,2,0,1,1,3,4
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,46,50,21,32,67,82,149
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,2,3,3,2,5,5,10
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,1,0,0,0,1,0,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,25,24,18,28,43,52,95
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,5,3,0,1,5,4,9
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,0,0,1,3,1,3,4
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,0,1,3,2,3,3,6
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-10-01,2,0,7,3,9,3,12
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,2,0,8,2,10,2,12
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,9,12,10,8,19,20,39
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,8,12,1,1,9,13,22
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,17,12,10,9,27,21,48
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,0,0,3,1,3,1,4
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,1,0,0,1,1,1,2
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,4,2,0,0,4,2,6
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,1,1,2,2,3,3,6
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,4,0,1,0,5,0,5
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,2,3,0,2,2,5,7
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,3,3,1,2,4,5,9
APOLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,6,4,11,7,17,11,28
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,0,0,0,3,0,3,3
ARANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,0,1,2,2,2,3,5
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,22,19,10,7,32,26,58
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,2,1,0,1,2,2,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,29,24,0,0,29,24,53
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,1,3,3,5,4,8,12
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,3,2,1,1,4,3,7
AYATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,1,3,3,2,4,5,9
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,3,1,4,0,7,1,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,23,15,7,5,30,20,50
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,8,2,6,8,14,10,24
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,6,7,2,4,8,11,19
BAURES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,4,2,4,2,8,4,12
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,0,0,0,3,0,3,3
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,0,0,1,0,1,0,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,0,1,2,4,2,5,7
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,26,27,5,7,31,34,65
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,16,14,8,18,24,32,56
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,1,2,4,0,5,2,7
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,2,3,2,2,4,5,9
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,14,6,9,3,23,9,32
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,28,21,16,19,44,40,84
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,6,2,2,2,8,4,12
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,1,3,4,5,5,8,13
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,8,8,1,0,9,8,17
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,1,2,0,1,1,3,4
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,4,1,4,1,8,2,10
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,10,8,2,1,12,9,21
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,0,1,1,1,1,2,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,21,26,6,3,27,29,56
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,18,19,6,3,24,22,46
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,4,1,0,0,4,1,5
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,3,7,4,9,7,16,23
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,32,30,5,2,37,32,69
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,6,4,17,9,23,13,36
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,2,0,1,1,3,1,4
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,2,0,5,12,7,12,19
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,3,0,1,0,4,0,4
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,1,0,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,24,22,5,6,29,28,57
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,3,5,1,2,4,7,11
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,7,8,39,39,46,47,93
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,0,0,0,1,0,1,1
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,6,1,5,2,11,3,14
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,17,14,3,2,20,16,36
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,0,1,1,3,1,4,5
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,0,1,0,0,0,1,1
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,2,1,0,0,2,1,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,19,8,1,1,20,9,29
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,5,2,1,0,6,2,8
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,3,3,3,3,6,6,12
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,2,2,1,2,3,4,7
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,18,13,5,5,23,18,41
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,24,23,39,23,63,46,109
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,3,7,10,4,13,11,24
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,590,537,4,7,594,544,1138
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,41,29,8,8,49,37,86
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,14,5,1,1,15,6,21
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,1,0,3,1,4,1,5
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,10,12,4,2,14,14,28
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,3,1,4,5,7,6,13
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,14,8,27,20,41,28,69
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,3,3,0,1,3,4,7
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,5,8,12,15,17,23,40
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,1,1,0,0,1,1,2
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,16,18,4,1,20,19,39
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,0,2,1,0,1,2,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,12,20,3,2,15,22,37
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,2,10,0,2,2,12,14
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,13,10,0,0,13,10,23
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,1,2,4,0,5,2,7
COROICO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,17,13,0,4,17,17,34
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,5,3,1,0,6,3,9
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,5,4,10,9,15,13,28
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-11-01,48,58,7,5,55,63,118
