,group,variable,month,ANTIPOLIOMIELÍTICA 4TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS FUERA,ANTIPOLIOMIELÍTICA 4TA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,33,29,0,0,33,29,62
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,7,4,4,2,11,6,17
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,5,6,0,0,5,6,11
AYATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,1,5,3,1,4,6,10
AYO AYO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,4,3,0,0,4,3,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,13,10,4,4,17,14,31
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,6,7,2,3,8,10,18
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,8,11,1,1,9,12,21
BAURES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,1,0,1,2,2,2,4
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,1,0,1,1,2,1,3
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,3,2,0,0,3,2,5
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,31,19,3,4,34,23,57
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,12,8,6,4,18,12,30
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,0,1,1,1,1,2,3
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,1,1,3,2,4,3,7
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,3,2,2,1,5,3,8
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,11,8,0,2,11,10,21
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,10,21,12,5,22,26,48
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,2,1,0,2,2,3,5
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,4,12,2,0,6,12,18
CAJUATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,9,6,0,1,9,7,16
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,1,2,3,1,4,3,7
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,7,7,0,0,7,7,14
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,6,7,0,0,6,7,13
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,1,1,1,1,2,2,4
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,26,18,2,3,28,21,49
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,15,9,4,2,19,11,30
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,2,2,0,0,2,2,4
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,7,3,8,5,15,8,23
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,18,25,3,1,21,26,47
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,10,10,1,5,11,15,26
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,2,8,0,2,2,10,12
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,3,1,2,4,5,5,10
CATACORA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,0,0,0,1,0,1,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,2,1,0,0,2,1,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,12,14,6,6,18,20,38
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,5,6,0,0,5,6,11
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,8,5,13,17,21,22,43
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,6,4,1,0,7,4,11
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,23,11,8,3,31,14,45
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,1,2,1,0,2,2,4
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,1,0,0,0,1,0,1
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,1,1,2,0,3,1,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,7,8,1,0,8,8,16
CHUMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,3,4,2,2,5,6,11
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,2,0,2,2,4,2,6
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,3,7,2,2,5,9,14
CLIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,11,8,3,7,14,15,29
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,47,43,11,15,58,58,116
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,7,5,6,7,13,12,25
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,394,387,12,18,406,405,811
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,20,21,9,9,29,30,59
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,7,10,0,2,7,12,19
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,8,10,0,1,8,11,19
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,3,4,1,0,4,4,8
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,19,11,13,12,32,23,55
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,6,9,0,0,6,9,15
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,5,4,9,10,14,14,28
COMANCHE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,4,0,0,0,4,0,4
COMARAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,20,8,1,0,21,8,29
COMBAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,1,0,1,0,2,0,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,11,9,8,7,19,16,35
COPACABANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,4,4,0,0,4,4,8
CORIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,6,7,0,1,6,8,14
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,4,3,0,1,4,4,8
COROICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,4,8,0,0,4,8,12
CORQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,3,2,0,0,3,2,5
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,8,6,4,5,12,11,23
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,33,39,5,8,38,47,85
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,5,7,6,21,11,28,39
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,1,1,1,0,2,1,3
CUEVO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,2,1,0,1,2,2,4
CULPINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,9,3,0,3,9,6,15
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,4,1,0,0,4,1,5
CURVA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,2,0,0,0,2,0,2
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,0,3,0,0,0,3,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,336,328,152,170,488,498,986
EL CHORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,1,2,0,0,1,2,3
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,12,10,0,2,12,12,24
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,6,5,2,3,8,8,16
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,46,42,0,2,46,44,90
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,1,1,1,3,2,4,6
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,22,16,5,1,27,17,44
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,12,16,4,4,16,20,36
ESCOMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,3,0,0,1,3,1,4
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,5,2,1,1,6,3,9
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,3,0,2,3,5,3,8
EXALTACION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,2,0,1,1,3,1,4
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,9,4,7,4,16,8,24
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,0,0,4,5,4,5,9
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,15,13,0,1,15,14,29
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,6,1,2,0,8,1,9
GUANAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,8,8,0,1,8,9,17
GUAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,3,1,1,1,4,2,6
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,12,21,8,4,20,25,45
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,4,12,0,2,4,14,18
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,5,6,1,1,6,7,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,0,0,1,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,4,3,3,4,7,7,14
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,4,0,0,0,4,0,4
HUARINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,2,2,0,0,2,2,4
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,1,0,0,0,1,0,1
HUMANATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,0,2,1,2,1,4,5
ICHOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,4,1,4,1,8,2,10
ICLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,2,2,6,4,8,6,14
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,4,1,2,4,6,5,11
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,2,1,1,1,3,2,5
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,3,3,4,4,7,7,14
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,7,4,2,2,9,6,15
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,2,5,0,0,2,5,7
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,3,6,3,0,6,6,12
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,20,26,0,4,20,30,50
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,85,80,3,3,88,83,171
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,316,253,13,10,329,263,592
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,5,1,3,2,8,3,11
LAJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,12,8,0,1,12,9,21
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,2,0,0,0,2,0,2
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,1,1,0,0,1,1,2
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,22,10,12,14,34,24,58
LLICA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,2,2,0,0,2,2,4
LORETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,2,1,1,0,3,1,4
LURIBAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,6,3,0,0,6,3,9
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,3,2,0,0,3,2,5
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,1,7,1,1,2,8,10
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,11,9,0,1,11,10,21
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,11,10,1,0,12,10,22
MALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,0,0,2,1,2,1,3
MAPIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,11,9,0,1,11,10,21
MECAPACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,8,8,0,2,8,10,18
MINEROS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,21,17,2,2,23,19,42
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,16,16,5,1,21,17,38
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,3,3,3,1,6,4,10
MOJINETE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,1,0,0,0,1,0,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,3,3,0,0,3,3,6
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,13,13,0,1,13,14,27
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,92,76,24,15,116,91,207
MORO MORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,2,1,1,0,3,1,4
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,5,1,6,10,11,11,22
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,2,0,2,2,4,2,6
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,2,3,0,0,2,3,5
OCURI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,3,6,2,3,5,9,14
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,4,8,0,1,4,9,13
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,0,1,1,6,1,7,8
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,182,172,14,29,196,201,397
PADCAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,10,12,1,4,11,16,27
PADILLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,10,2,0,0,10,2,12
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,8,18,5,3,13,21,34
PALCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,18,14,7,4,25,18,43
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,21,18,3,3,24,21,45
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,1,1,0,1,1,2,3
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,5,10,2,2,7,12,19
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,0,1,1,0,1,1,2
PASORAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,0,2,0,1,0,3,3
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,11,9,2,3,13,12,25
PAZÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,0,4,1,0,1,4,5
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,8,12,2,0,10,12,22
POCOATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,2,6,5,4,7,10,17
POCONA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,2,3,3,7,5,10,15
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,7,6,6,1,13,7,20
POOPO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,0,0,2,3,2,3,5
PORCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,8,11,1,3,9,14,23
POROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,1,2,5,2,6,4,10
PORONGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,9,13,6,3,15,16,31
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,9,5,0,0,9,5,14
PORVENIR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,4,3,1,0,5,3,8
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,2,1,0,0,2,1,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,121,108,41,34,162,142,304
PRESTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,4,3,1,0,5,3,8
PUCARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,0,0,1,0,1,0,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,17,18,3,3,20,21,41
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,4,0,1,1,5,1,6
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,9,2,2,3,11,5,16
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,1,6,1,0,2,6,8
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,2,3,0,0,2,3,5
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,11,7,5,3,16,10,26
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,4,4,2,4,6,8,14
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,8,3,13,13,21,16,37
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,45,42,7,8,52,50,102
PUNA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,4,5,3,8,7,13,20
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,13,19,8,4,21,23,44
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,1,1,0,1,1,2,3
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,45,51,52,57,97,108,205
QUIME,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,6,4,0,0,6,4,10
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,1,1,0,1,1,2,3
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,3,5,0,0,3,5,8
RAVELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,5,7,1,7,6,14,20
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,11,9,1,1,12,10,22
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,53,67,2,5,55,72,127
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,8,3,0,0,8,3,11
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,13,20,1,1,14,21,35
SABAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,1,2,0,0,1,2,3
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,66,76,34,38,100,114,214
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,3,1,2,1,5,2,7
SACACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,8,6,4,10,12,16,28
SAIPINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,4,2,2,0,6,2,8
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,2,1,2,2,4,3,7
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,3,4,4,2,7,6,13
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,5,3,0,0,5,3,8
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,1,1,0,0,1,1,2
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,0,1,1,1,1,2,3
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,3,8,3,5,6,13,19
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,4,7,1,0,5,7,12
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-10-01,27,28,9,3,36,31,67
