municipality,group,variable,month,Neumonías en menores de 5 años,TOTAL
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,12,12
ENTRE RIOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,1,1
GUANAY,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,1,1
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,2,2
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,2,2
HUARACAJE,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,1,1
LA ASUNTA,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,3,3
LA GUARDIA,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,4,4
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,61,61
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,35,35
MAIRANA,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,1,1
MIZQUE,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,3,3
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,2,2
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,25,25
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,13,13
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,2,2
PAILON,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,1,1
PALOS BLANCOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,1,1
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,3,3
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,49,49
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,8,8
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,10,10
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,7,7
REYES,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,10,10
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,7,7
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,2,2
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,4,4
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,6,6
SAMAIPATA,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,1,1
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,1,1
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,10,10
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,18,18
SAN JOSE DE CHIQUITOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,1,1
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,17,17
SAN LUCAS,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,2,2
SAN MATIAS,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,3,3
SAN MIGUEL DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,184,184
SANTA ROSA,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,1,1
SOPACHUY,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,4,4
SORATA,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,1,1
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,70,70
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,1,1
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,15,15
TIPUANI,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,4,4
TIQUIPAYA,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,2,2
TIRAQUE (CBBA),diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,16,16
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,19,19
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,18,18
URIONDO (A. CONCEPCION),diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,1,1
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,1,1
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,4,4
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,9,9
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,3,3
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,3,3
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,1,1
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,6,6
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,20,20
ZUDAÑEZ,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,1,1
