municipality,group,variable,month,Otros en menores de 5 años,TOTAL
ORURO,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,53,53
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,8,8
PALOS BLANCOS,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,3,3
PASORAPA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,2,2
PATACAMAYA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,1,1
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,12,12
PUERTO QUIJARRO,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,1,1
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,15,15
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,52,52
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,18,18
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,130,130
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,3,3
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,5,5
SACABA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,23,23
SACACA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,1,1
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,6,6
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,4,4
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,2,2
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,54,54
SAN JAVIER(STC),diagnostico de egreso,otros en menores de 5 anos,2008-12-01,1,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,6,6
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,69,69
SAN LUCAS,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,2,2
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,2,2
SAN MIGUEL DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,1,1
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,3,3
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,1252,1252
SANTA ROSA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,2,2
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,2,2
SORATA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,4,4
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,208,208
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,1,1
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,124,124
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,4,4
TIRAQUE (CBBA),diagnostico de egreso,otros en menores de 5 anos,2008-12-01,15,15
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,336,336
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,31,31
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,15,15
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,15,15
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,99,99
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,16,16
VINTO,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,1,1
WARNES,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,5,5
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,71,71
YAMPARAEZ,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,1,1
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,17,17
