municipality,group,variable,month,Diarreas en menores de 5 años,TOTAL
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,3,3
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,2,2
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,22,22
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,11,11
AIQUILE,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,3,3
APOLO,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,12,12
ATOCHA,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,3,3
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,25,25
BETANZOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,1,1
BOYUIBE,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,3,3
CAMARGO,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,3,3
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,15,15
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,5,5
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,18,18
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,3,3
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,3,3
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,1,1
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,1,1
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,16,16
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,82,82
COLCAPIRHUA,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,4,4
COMARAPA,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,3,3
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,7,7
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,4,4
COTAGAITA,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,1,1
COTOCA,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,1,1
CUATRO CAÑADAS,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,4,4
CULPINA,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,2,2
CURVA,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,8,8
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,40,40
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,6,6
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,70,70
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,9,9
GUTIERREZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,1,1
HUACARETA,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,1,1
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,2,2
IRUPANA (VILLA DE LANZA),diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,1,1
LA ASUNTA,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,9,9
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,26,26
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,57,57
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,8,8
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,2,2
MIZQUE,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,1,1
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,45,45
OMEREQUE,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,2,2
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,66,66
PALOS BLANCOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,6,6
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,5,5
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,35,35
PUERTO ACOSTA,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,1,1
PUERTO QUIJARRO,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,1,1
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,2,2
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,2,2
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,7,7
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,11,11
REYES,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,2,2
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,38,38
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,6,6
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,7,7
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,10,10
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,7,7
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,9,9
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,25,25
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,4,4
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,47,47
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,6,6
SAN RAMON,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,1,1
SAN RAMON,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,1,1
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,471,471
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,47,47
TARABUCO,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,2,2
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,13,13
TIRAQUE (CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,17,17
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,42,42
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,20,20
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,4,4
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,29,29
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,7,7
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,3,3
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,3,3
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,27,27
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,26,26
ZUDAÑEZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-11-01,1,1
ACHACACHI,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,2,2
AIQUILE,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,3,3
APOLO,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,3,3
ATOCHA,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,1,1
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,30,30
BOYUIBE,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,3,3
CABEZAS,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,1,1
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,14,14
CAPINOTA,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,17,17
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,4,4
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,7,7
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,2,2
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,2,2
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,2,2
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,12,12
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,60,60
COLCAPIRHUA,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,2,2
COLOMI,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,1,1
COLQUIRI,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,1,1
COMARAPA,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,6,6
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,8,8
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,1,1
COTAGAITA,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,1,1
COTOCA,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,3,3
CUATRO CAÑADAS,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,15,15
CUEVO,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,1,1
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,29,29
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,6,6
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,51,51
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,14,14
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,4,4
LA ASUNTA,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,4,4
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,23,23
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,80,80
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,11,11
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,6,6
MAIRANA,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,2,2
MOJOCOYA,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,4,4
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,7,7
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,66,66
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,75,75
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,2,2
PALOS BLANCOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,4,4
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,6,6
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,31,31
PUERTO ACOSTA,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,1,1
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,11,11
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,12,12
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,9,9
REYES,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,2,2
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,82,82
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,1,1
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,3,3
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,6,6
SACACA,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,1,1
SAN ANTONIO DE LOMERIO,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,4,4
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,13,13
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,33,33
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,19,19
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,7,7
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,50,50
SAN LUCAS,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,3,3
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,2,2
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,8,8
SAN RAMON,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,1,1
SAN RAMON,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,326,326
SOPACHUY,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,1,1
SORATA,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,1,1
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,74,74
TARABUCO,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,1,1
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,26,26
TIPUANI,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,2,2
TIQUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,4,4
TIRAQUE (CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,17,17
TOLEDO,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,2,2
TOMINA,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,1,1
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,41,41
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,14,14
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,2,2
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,1,1
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,21,21
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,2,2
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,4,4
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,11,11
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,27,27
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2008-12-01,27,27
