,group,variable,month,L 19.9 SRP DOSIS ÚNICA CANTIDAD,L 19.9 SRP DOSIS ÚNICA CANTIDAD,TOTALES
TORO TORO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,8,5,13
TUPIZA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,4,0,4
UMALA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,1,1
URUBICHA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
VACAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,2,1,3
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,10,10
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,6,4,10
VILLAZON,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,4,4
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,4,1,5
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,6,1,7
YANACACHI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
YAPACANI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,1,1
ACACIO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,13,13
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,10,0,10
AIQUILE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,0,1
ANZALDO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,9,9
APOLO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,0,1
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,3,1,4
ARBIETO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,2,0,2
ATOCHA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,3,3
AYATA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,15,15
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,1,1
BATALLAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,4,5,9
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,0,1
BETANZOS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,3,4,7
CABEZAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,3,18,21
CAIROMA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,0,1
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,1,1
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,2,2
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,10,12,22
CAMIRI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,2,0,2
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,2,2
CARAPARI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,1,1
CARIPUYO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,5,5
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,9,10
CHIMORE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,2,2,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,4,1,5
CHUMA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,9,16,25
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,13,4,17
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,30,6,36
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,13,1,14
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,2,4,6
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,2,3,5
COMANCHE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,4,4
COMARAPA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,0,1
COPACABANA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,3,1,4
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,12,2,14
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,22,23
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,82,60,142
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,5,2,7
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,2,12,14
EL TORNO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,3,0,3
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,4,2,6
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,1,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,2,2
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,20,20
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,4,4
HUACARETA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,8,8
HUANUNI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,5,6
HUARINA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,6,5,11
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,25,25
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,49,50
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,12,11,23
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,239,756,995
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,3,11,14
LICOMA PAMPA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,1,1
LURIBAY,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,1,1
MACHARETI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,1,1
MAIRANA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,2,3
MAPIRI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,2,0,2
MINEROS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,1,1
MIZQUE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,18,18
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,23,3,26
OCURI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,5,36,41
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,73,15,88
PAILON,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,3,4
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,0,1
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,10,11
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,209,209
POROMA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,13,46,59
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,22,92,114
PUCARANI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,0,1
PUERTO CARABUCO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,2,2
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,4,5
PUNA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,2,3,5
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,2,1,3
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,9,9,18
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,1,2
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,3,3
SACABA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,8,19,27
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,1,2
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,7,7
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,3,1,4
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,3,0,3
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,2,0,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,2,0,2
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,2,3
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,22,22
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,4,4
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,3,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,207,111,318
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,3,3
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,2,1,3
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,3,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,2,0,2
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,8,0,8
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,17,6,23
TACACOMA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,3,0,3
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,10,10
TAPACARI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,1,1
TARACO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,4,28,32
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,4,0,4
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,6,11,17
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,0,1
TOMAVE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,0,1
TOMINA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,12,0,12
TORO TORO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,13,13
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,29,47,76
TUPIZA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,0,1
UMALA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,2,2,4
VACAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,2,8,10
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,0,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,4,1,5
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,13,13
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,2,0,2
VINTO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,3,0,3
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,5,5,10
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,3,4,7
YANACACHI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,9,9
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-08-01,0,1,1
ACACIO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,2,3,5
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,1,2,3
AIQUILE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,2,9,11
APOLO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,1,0,1
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,1,0,1
ARANI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,71,22,93
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,1,11,12
ATOCHA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,3,3,6
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,4,15,19
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,6,6
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,2,1,3
BOLIVAR,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,4,4
CABEZAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,1,7,8
CAMIRI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,11,52,63
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,11,3,14
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,1,11,12
CHIMORE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,37,37
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,23,90,113
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,2,1,3
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,3,0,3
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,3,1,4
COLQUENCHA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,1,0,1
COMANCHE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,1,0,1
COPACABANA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,1,1
CORQUE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,1,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,7,0,7
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,83,269,352
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,9,2,11
EL TORNO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,5,0,5
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,1,11,12
ESMERALDA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,10,10
EXALTACION,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,2,2
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,9,9
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,1,3,4
HUACHACALLA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,1,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,3,3
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,1,1
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,2,2
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,8,8
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,10,0,10
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,174,987,1161
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,1,1
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,1,1
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,1,1,2
MINEROS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,1,1,2
MIZQUE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,4,40,44
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,3,2,5
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,5,17,22
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,98,198,296
PAILON,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,3,3
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,9,2,11
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,3,3
PAZÑA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,2,1,3
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,2,2
POCONA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,2,2,4
POOPO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,30,30
PORONGO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,1,0,1
PORVENIR,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,39,0,39
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,3,3
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,3,110,113
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,7,12,19
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,17,39,56
REYES,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,23,2,25
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,2,9,11
ROBORE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,3,1,4
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,1,2,3
SABAYA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,4,4
SACABA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,11,42,53
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,2,2
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,1,1
SAN ANDRES DE MACHACA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,1,0,1
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,1,15,16
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,7,24,31
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,1,3,4
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,4,2,6
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,2,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,1,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,12,12
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,9,9
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,154,112,266
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,4,4
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,2,2
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,1,1,2
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,5,3,8
SICAYA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,8,40,48
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,9,11,20
TACACOMA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,1,1,2
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,1,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,2,5,7
TARATA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,0,8,8
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-09-01,5,4,9
