,group,variable,month,L 19.4 DPT 4TA DOSIS CANTIDAD,L 19.4 DPT 4TA DOSIS CANTIDAD,TOTALES
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-06-01,1,1,2
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-06-01,0,7,7
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-06-01,0,3,3
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-06-01,1,3,4
HUACARETA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-06-01,1,2,3
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-06-01,0,2,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-06-01,8,0,8
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-06-01,0,1,1
MORO MORO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-06-01,3,0,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-06-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-06-01,53,0,53
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-06-01,5,0,5
PAZÑA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-06-01,0,4,4
POOPO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-06-01,1,1,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-06-01,4,0,4
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-06-01,14,0,14
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-06-01,2,0,2
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-06-01,6,13,19
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-06-01,12,4,16
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-06-01,9,1,10
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-06-01,0,1,1
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-06-01,2,0,2
SORACACHI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-06-01,0,13,13
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-06-01,6,2,8
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-06-01,4,0,4
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-06-01,20,0,20
TOLEDO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-06-01,0,1,1
AIQUILE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,2,2,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,5,0,5
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,3,0,3
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,1,2,3
COCAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,48,0,48
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,3,4,7
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,6,36,42
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,6,0,6
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,1,2,3
EL TORNO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,5,3,8
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,1,10,11
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,0,1,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,4,0,4
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,1,0,1
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,2,0,2
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,2,0,2
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,0,2,2
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,8,0,8
PORONGO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,0,2,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,4,0,4
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,7,3,10
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,3,24,27
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,4,0,4
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,2,5,7
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,3,0,3
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,1,7,8
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,15,65,80
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,0,3,3
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,1,1,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,29,0,29
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,3,1,4
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,2,0,2
TORO TORO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,1,2,3
TUPIZA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,7,0,7
VACAS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,0,2,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,0,1,1
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-07-01,8,2,10
AIQUILE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,1,1,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,127,0,127
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,0,13,13
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,11,32,43
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,10,0,10
CHOQUE COTA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,2,0,2
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,16,13,29
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,40,0,40
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,3,8,11
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,3,26,29
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,15,2,17
CULPINA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,2,1,3
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,26,6,32
EL TORNO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,58,7,65
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,0,15,15
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,1,0,1
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,1,3,4
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,37,6,43
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,2,0,2
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,0,4,4
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,2,0,2
OKINAWA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,5,3,8
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,2,0,2
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,69,16,85
PAZÑA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,0,1,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,0,101,101
PORONGO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,11,25,36
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,4,0,4
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,1,0,1
PUNA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,0,3,3
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,4,2,6
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,8,6,14
ROBORE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,0,3,3
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,0,1,1
SACABA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,10,16,26
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,3,2,5
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,4,1,5
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,2,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,3,0,3
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,1,11,12
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,3,6,9
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,0,2,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,32,0,32
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,28,1,29
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,4,0,4
TOLEDO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,2,2,4
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,2,0,2
TUPIZA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,8,17,25
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,3,0,3
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,5,0,5
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,2,0,2
VILLAZON,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,2,0,2
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,14,13,27
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-08-01,2,0,2
AIQUILE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,5,11,16
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,0,3,3
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,0,1,1
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,4,12,16
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,23,9,32
BAURES,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,6,0,6
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,0,7,7
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,38,105,143
BETANZOS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,2,3,5
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,0,5,5
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,0,17,17
CAMARGO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,1,0,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,1,2,3
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,17,1,18
CARAPARI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,3,29,32
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,0,2,2
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,16,24,40
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,122,77,199
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,2,11,13
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,0,6,6
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,13,23,36
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,4,12,16
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,0,10,10
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,25,6,31
EL TORNO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,55,4,59
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,4,22,26
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,1,9,10
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,0,1,1
HUACARETA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,1,0,1
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,16,18,34
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,5,0,5
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,40,0,40
MACHARETI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,13,0,13
MIZQUE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,2,2,4
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,7,5,12
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,2,0,2
MORO MORO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,1,0,1
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,3,41,44
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,54,30,84
PADILLA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,4,5,9
POCOATA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,9,91,100
POCONA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,9,30,39
POROMA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,17,13,30
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,9,0,9
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,49,25,74
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,13,0,13
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,21,3,24
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,2,0,2
PUNA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,1,8,9
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,13,2,15
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,27,7,34
RAVELO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,1,0,1
REYES,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,0,2,2
ROBORE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,5,0,5
SACABA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,42,21,63
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,0,5,5
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,9,1,10
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,8,8,16
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,7,0,7
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,5,0,5
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,4,4,8
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,44,26,70
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,3,0,3
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,10,0,10
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,126,239,365
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,1,0,1
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,2,5,7
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,25,47,72
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,0,11,11
TARABUCO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,46,62,108
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,59,39,98
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,1,0,1
TOLEDO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,2,6,8
TOMINA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,2,15,17
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,4,8,12
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,22,8,30
TUPIZA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,17,3,20
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,18,13,31
UYUNI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,0,3,3
VACAS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,1,2,3
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,12,0,12
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,0,3,3
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,2,0,2
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,0,3,3
VILLAZON,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,11,1,12
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,83,20,103
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,24,41,65
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,3,12,15
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-09-01,0,3,3
AIQUILE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,0,2,2
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,3,0,3
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,8,4,12
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,4,8,12
ARQUE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,41,0,41
ATOCHA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,0,7,7
BAURES,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,12,0,12
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,0,3,3
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,30,61,91
BETANZOS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,2,0,2
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,0,1,1
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,1,0,1
CAJUATA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-10-01,2,0,2
