,group,variable,month,L 1910 ANTI AMARÍLICA CANTIDAD,L 1910 ANTI AMARÍLICA CANTIDAD,TOTALES
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,4,1,5
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,3,0,3
AIQUILE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,3,2,5
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,4,0,4
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,1,1
ANZALDO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,0,1
APOLO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,1,2
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,1,1
ARANI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,0,1
ARBIETO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,4,5
ARQUE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,9,1,10
ATOCHA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,3,12,15
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,2,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,6,3,9
BETANZOS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,2,13,15
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,0,1
CABEZAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,14,14
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,5,1,6
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,3,4
CARANAVI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,7,11,18
CARAPARI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,3,3
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,2,3
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,2,2
CHIMORE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,3,2,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,3,0,3
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,0,1
CLIZA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,4,2,6
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,10,12,22
COCAPATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,113,10,123
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,14,9,23
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,3,2,5
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,3,1,4
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,3,3
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,0,1
COMBAYA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,1,1
COPACABANA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,1,1
CORIPATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,0,1
COROICO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,1,2
CORQUE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,0,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,1,2
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,17,2,19
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,2,1,3
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,263,8,271
EL CHORO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,0,1
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,1,2
EL TORNO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,9,0,9
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,2,3
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,2,2,4
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,2,3
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,24,24
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,1,1
GUANAY,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,7,1,8
HUANUNI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,3,0,3
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,2,2
ICHOCA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,1,1
ICLA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,2,2
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,3,3
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,169,169
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,2,3,5
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,15,5,20
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,139,3930,4069
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,10,11
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,11,11
MALLA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,81,81
MAPIRI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,1,1
MIZQUE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,101,101
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,1,2
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,1,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,6,0,6
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,7,805,812
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,1,2
OCURI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,16,16
OKINAWA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,2,0,2
ORURO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,32,0,32
PADCAYA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,2,2
PAILON,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,4,4
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,2,2,4
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,2,0,2
POCOATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,10,11
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,2,0,2
POROMA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,2,2
PORONGO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,38,34,72
PUCARANI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,3,0,3
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,2,0,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,4,0,4
PUNA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,8,9
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,3,0,3
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,31,2,33
RAVELO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,15,15
REYES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,3,0,3
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,7,0,7
ROBORE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,4,0,4
SACABA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,20,11,31
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,7,7
SACACA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,2,2,4
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,2,2,4
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,2,5,7
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,11,8,19
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,0,1
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,0,1
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,720,0,720
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,3,26,29
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,2,2,4
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,2,2,4
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,222,222
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,7,3,10
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,1,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,5,5
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,2,2
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,9,3,12
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,196,23,219
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,4,10,14
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,2,1,3
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,2,2
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,1,1
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,1,1
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,0,1
SENA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,3,4
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,2,0,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,194,67,261
SICAYA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,13,17,30
SORACACHI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,5,5
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,23,35,58
TACACOMA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,4,5,9
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,3,0,3
TAPACARI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,4,10,14
TARACO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,1,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,18,12,30
TARVITA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,2,2
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,4,4
TIPUANI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,2,2
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,7,1520,1527
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,0,1
TOLATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,1,1
TOLEDO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,0,1
TOMAVE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,1,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,2,1,3
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,34,2,36
TUPIZA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,10,11
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,172,172
UYUNI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,16,0,16
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,2,0,2
VIACHA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,3,0,3
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,2,15,17
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,7,22,29
VILLAZON,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,6,1,7
VINTO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,1,2,3
VITICHI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,0,8,8
WARNES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,8,1,9
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,6,13,19
YANACACHI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-06-01,3,1,4
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,2,3
AIQUILE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,3,4
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,3,4,7
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,0,1
ANZALDO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,6,6
APOLO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,3,1,4
ARANI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,0,1
ARBIETO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,5,5
ARQUE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,8,0,8
ATOCHA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,3,6,9
AYO AYO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,148,148
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,3,4,7
BETANZOS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,12,12
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,1,1
CABEZAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,0,1
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,1,1
CAJUATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,5,1,6
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,2,2
CAMARGO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,0,1
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,3,0,3
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,3,1,4
CARANAVI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,3,3,6
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,1,1
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,2,2
CHIMORE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,3,53,56
CHUMA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,1,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,4,7,11
COCAPATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,2,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,86,9,95
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,16,1,17
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,3,0,3
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,2,0,2
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,2,2
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,4,5
COMARAPA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,3,0,3
COPACABANA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,3,0,3
CORQUE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,1,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,7,8
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,13,23,36
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,188,30,218
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,6,6
EL TORNO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,14,1,15
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,1,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,15,2,17
ESCOMA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,1,1
EUCALIPTUS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,0,1
EXALTACION,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,3,3
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,4,4,8
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,2,2
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,3,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,24,25
HUACARETA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,1,1
HUACHACALLA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,0,1
HUARINA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,2,5,7
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,7,10,17
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,6,7
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,27,9,36
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,111,27,138
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,1,1
LAJA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,2,2
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,5,6
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,2,2
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,30,11,41
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,5,5
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,1,2
OCURI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,24,24
OKINAWA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,1,2
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,2,2
ORURO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,42,2,44
PADCAYA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,2,0,2
PADILLA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,0,1
PAILON,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,6,6
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,2,0,2
PAPEL PAMPA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,1,1
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,0,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,9,9
POCONA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,2,2,4
POOPO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,1,1
PORCO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,1,1
POROMA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,1,1,2
PORVENIR,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,0,2,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,33,7,40
PUCARANI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-07-01,4,4,8
