,group,variable,month,L 19.1 DPT 1RA DOSIS CANTIDAD,L 19.1 DPT 1RA DOSIS CANTIDAD,TOTALES
TORO TORO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,0,16,16
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,2,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,2,5,7
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,2,0,2
YOCALLA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,3,0,3
ANZALDO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,5,0,5
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,0,6,6
ATOCHA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,1,1,2
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,0,3,3
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,4,0,4
BETANZOS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,0,20,20
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,0,5,5
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,18,0,18
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,10,0,10
COMARAPA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,1,0,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,2,0,2
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,4,6,10
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,2,0,2
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,0,1,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,11,0,11
MOJINETE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,4,0,4
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,2,1,3
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,0,2,2
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,8,2,10
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,7,4,11
PAPEL PAMPA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,0,13,13
PAZÑA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,1,0,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,8,20,28
POOPO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,0,2,2
PORVENIR,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,3,1,4
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,61,0,61
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,17,0,17
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,6,0,6
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,0,1,1
SACABA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,0,6,6
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,5,6,11
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,2,0,2
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,3,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,0,1,1
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,19,16,35
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,10,87,97
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,4,6,10
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,112,1,113
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,7,6,13
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,0,1,1
TARACO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,0,1,1
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,0,4,4
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,1,9,10
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,1,6,7
TOLEDO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,3,2,5
TORO TORO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,6,92,98
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,0,220,220
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,1,34,35
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,8,0,8
VINTO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-08-01,6,0,6
ARANI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,5,0,5
ARQUE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,1,20,21
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,6,0,6
ATOCHA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,3,1,4
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,4,25,29
BETANZOS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,1,13,14
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,0,1,1
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,7,0,7
CAMIRI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,0,1,1
CARAPARI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,5,4,9
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,1,0,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,2,0,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,34,7,41
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,2,0,2
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,2,0,2
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,0,90,90
COMARAPA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,1,0,1
COROICO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,0,1,1
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,8,0,8
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,12,3,15
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,5,2,7
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,0,3,3
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,1,0,1
HUACARETA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,0,9,9
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,16,0,16
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,60,2,62
MECAPACA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,3,1,4
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,2,0,2
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,0,9,9
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,0,4,4
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,22,2,24
PAZÑA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,0,1,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,0,20,20
PORCO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,21,0,21
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,9,0,9
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,0,5,5
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,2,1,3
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,23,3,26
SACABA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,3,14,17
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,6,2,8
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,2,2,4
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,3,6,9
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,0,2,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,0,6,6
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,14,5,19
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,35,296,331
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,71,2,73
SENA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,4,1,5
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,5,1,6
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,39,10,49
TAPACARI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,1,2,3
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,7,2,9
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,1,0,1
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,0,3,3
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,0,3,3
TOLEDO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,0,4,4
TOMAVE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,2,17,19
TOMINA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,0,6,6
TORO TORO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,0,10,10
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,3,4,7
TUPIZA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,10,0,10
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,2,1,3
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,2,5,7
VINTO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,7,0,7
VITICHI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,3,0,3
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,4,0,4
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-09-01,5,2,7
ANZALDO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,1,0,1
ARANI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,18,4,22
ATOCHA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,0,6,6
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,2,9,11
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,10,1,11
CABEZAS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,3,0,3
CALACOTO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,0,6,6
CAMIRI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,1,0,1
CARANAVI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,1,0,1
CARAPARI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,1,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,1,2,3
CLIZA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,1,0,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,2,0,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,84,11,95
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,0,1,1
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,3,0,3
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,31,5,36
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,1,0,1
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,1,0,1
EL VILLAR,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,6,1,7
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,9,0,9
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,14,4,18
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,0,4,4
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,0,3,3
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,21,15,36
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,11,27,38
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,3,0,3
MIZQUE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,10,0,10
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,0,2,2
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,6,1,7
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,9,0,9
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,3,2,5
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,24,0,24
PASORAPA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,0,1,1
PAZÑA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,2,0,2
POCONA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,0,1,1
POROMA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,3,2,5
PORVENIR,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,2,0,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,3,0,3
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,4,0,4
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,3,1,4
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,7,12,19
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,9,1,10
SACABA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,7,2,9
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,3,0,3
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,3,0,3
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,2,4,6
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,1,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,19,5,24
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,8,1,9
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,3,29,32
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,14,0,14
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,357,84,441
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,5,0,5
SENA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,6,7,13
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,3,6,9
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,6,0,6
TAPACARI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,9,21,30
TARACO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,0,1,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,1,5,6
TEOPONTE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,1,0,1
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,0,7,7
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,1,1,2
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,3,1,4
TOLEDO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,0,1,1
TOMAVE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,4,6,10
TOMINA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,0,2,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,26,4,30
TUPIZA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,0,2,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,1,0,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,7,0,7
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,0,7,7
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,0,6,6
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,4,4,8
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,0,1,1
VINTO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,21,0,21
VITICHI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,14,0,14
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,6,0,6
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,6,2,8
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,0,18,18
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,0,5,5
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-10-01,0,6,6
ANZALDO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,0,2,2
ARANI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,8,0,8
ARBIETO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,3,12,15
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,0,1,1
ATOCHA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-11-01,1,13,14
