,group,variable,month,VAGINALES < A 10,VAGINALES < A 10,VAGINALES 10 A 14,VAGINALES 10 A 14,VAGINALES 15 A 19,VAGINALES 15 A 19,VAGINALES 20 A 34,VAGINALES 20 A 34,VAGINALES 35 A 49,VAGINALES 35 A 49,VAGINALES 50 Y +,VAGINALES 50 Y +,TOTALES,TOTALES,TOTALES
SHINAOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,2,0,8,2,2,0,0,0,12,2,14
SICA SICA (VILLA AROMA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,0,1,5,3,1,0,0,0,6,4,10
SICAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,0,0,3,1,0,1,0,0,3,2,5
SIPE SIPE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,4,1,24,2,4,2,0,0,32,5,37
SOPACHUY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SORACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,0,2,2,0,0,1,0,0,2,3,5
SORATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,1,2,8,5,1,2,0,0,10,9,19
SUCRE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,23,0,116,0,24,0,0,0,163,0,163
TACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TACACOMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
TACOBAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,0,1,0,1,0,2,0,0,0,4,4
TACOPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
TAPACARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,1,7,1,11,0,6,0,0,2,24,26
TARABUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,3,2,3,3,0,1,0,0,6,6,12
TARACO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,1,0,2,1,0,0,0,0,3,1,4
TARATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,0,0,5,0,1,0,0,0,6,0,6
TARIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,17,1,88,1,17,0,0,0,122,2,124
TARVITA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,1,0,8,1,0,0,0,0,9,1,10
TEOPONTE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,0,0,11,0,0,0,0,0,11,0,11
TIAHUANACU,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
TINGUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,0,2,1,6,0,3,0,0,1,11,12
TIPUANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
TIQUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,2,0,10,2,4,0,0,0,16,2,18
TIRAQUE (CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,1,0,11,0,0,0,0,0,12,0,12
TOCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TOLATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
TOLEDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
TOMAVE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,0,0,1,1,1,0,0,0,2,1,3
TOMINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,1,0,4,0,1,0,0,0,6,0,6
TORO TORO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,1,2,2,2,1,4,0,0,4,8,12
TOTORA(CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,0,1,11,1,1,0,0,0,12,2,14
TOTORA(ORR),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TRINIDAD,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,1,0,19,0,47,0,4,0,0,0,71,0,71
TUPIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,10,0,30,1,3,0,0,0,43,1,44
TURCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
UMALA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
UNCIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,4,0,11,2,0,0,0,0,15,2,17
URIONDO (A. CONCEPCION),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
URUBICHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,2,0,3,0,1,0,0,0,6,0,6
UYUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,3,0,17,0,2,1,0,0,22,1,23
VACAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,1,0,2,1,1,1,0,0,4,2,6
VALLEGRANDE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
VIACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,7,0,28,7,6,1,0,0,41,8,49
VILA VILA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,1,0,1,1,0,1,0,0,2,2,4
VILLA CHARCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,1,0,2,0,4,2,0,2,0,0,7,4,11
VILLA MONTES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,10,0,13,0,3,0,0,0,26,0,26
VILLA NUEVA (LOMA ALTA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,1,0,0,1,1,0,0,0,2,1,3
VILLA RIVERO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
VILLA SERRANO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,1,0,1,0,2,0,0,0,4,0,4
VILLA TUNARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,1,0,13,1,34,10,7,0,0,0,55,11,66
VILLA VACA GUZMAN (MUYUPAMPA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,0,0,2,1,1,1,0,0,3,2,5
VILLAZON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,1,0,21,1,3,1,0,0,25,2,27
VINTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,6,0,22,0,7,0,0,0,35,0,35
VITICHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,0,1,3,3,1,0,0,0,4,4,8
WALDO BALLIVIAN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
WARNES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,4,0,50,1,4,0,0,0,58,1,59
YACUIBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,4,0,24,0,2,0,0,0,30,0,30
YAMPARAEZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,1,0,3,0,0,0,0,0,4,0,4
YANACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
YAPACANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,3,0,23,0,3,0,0,0,29,0,29
YOCALLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
YOTALA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
YUNCHARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,0,0,1,1,1,0,0,0,2,1,3
ZUDAÑEZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-11-01,0,0,0,0,1,0,2,1,0,0,0,0,3,1,4
ACACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
ACHACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,2,0,8,8,4,2,0,0,14,10,24
ACHOCALLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,1,0,5,0,0,0,0,0,6,0,6
AIQUILE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,1,0,6,2,1,0,0,0,8,2,10
ALALAY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ALCALA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ALTO BENI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,8,1,0,0,0,0,8,1,9
ANCORAIMES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,3,2,0,2,0,0,3,4,7
ANDAMARCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
APOLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,3,2,12,2,2,1,0,0,17,5,22
ARAMPAMPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,1,1,0,1,0,0,0,2,1,3
ARANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ARBIETO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,1,0,8,0,0,0,0,0,9,0,9
ARQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,1,1,1,2,0,2,0,0,2,5,7
ASCENCION DE GUARAYOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,2,0,9,1,0,0,0,0,11,1,12
ATOCHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,2,0,1,0,0,0,3,0,3
AUCAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
AYATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,1,1,1,0,0,0,0,0,2,1,3
AYO AYO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,1,0,2,1,0,0,0,0,3,1,4
AYOPAYA (V. DE INDEPENDENCIA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,4,1,7,5,0,1,0,1,11,8,19
AZURDUY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,2,1,1,3,0,0,0,0,3,4,7
BATALLAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,1,1,4,2,1,1,0,0,6,4,10
BAURES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
BELEN DE URMIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
BELLA FLOR,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
BERMEJO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,6,0,1,0,0,0,7,0,7
BETANZOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,2,12,3,1,2,0,0,13,7,20
BOLIVAR,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
BUENA VISTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
CAIROMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,3,3,0,0,0,0,3,3,6
CAJUATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,3,0,4,1,0,1,0,0,7,2,9
CALAMARCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,4,1,0,0,0,0,4,1,5
CAMARGO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,7,1,2,1,0,0,9,2,11
CAMATAQUI (C. VILLA ABECIA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,2,2,0,0,0,0,2,2,4
CAPINOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,1,0,3,2,2,0,0,0,6,2,8
CAQUIAVIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
CARACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,4,3,3,1,0,0,7,4,11
CARANAVI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,6,0,22,0,1,2,0,0,29,2,31
CARAPARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,4,2,1,0,0,0,5,2,7
CARIPUYO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,1,2,1,1,1,0,0,3,3,6
CARMEN RIVERO TORREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
CATACORA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
CHACARILLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHALLAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,1,0,12,3,1,0,0,0,14,3,17
CHAQUI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
CHARAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,1,0,5,5,2,0,0,0,8,5,13
CHAYANTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,1,2,2,2,0,0,0,0,3,4,7
CHIMORE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,1,0,4,1,6,2,3,0,0,0,14,3,17
CHULUMANI (V. DE LA LIBERTAD),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,2,0,9,0,2,0,0,0,13,0,13
CHUMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,1,5,0,0,0,0,1,5,6
CHUQUIHUTA AYLLU JUCUMANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,1,0,3,1,1,0,0,0,5,1,6
CKOCHAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,1,2,2,2,2,2,0,0,5,6,11
CLIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,3,0,2,0,0,0,5,0,5
COBIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,5,0,25,0,0,0,0,0,30,0,30
COCAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,1,3,2,7,9,3,0,0,0,13,12,25
COCHABAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,2,0,37,1,251,4,59,0,0,0,349,5,354
COLCAPIRHUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,5,0,11,0,1,0,0,0,17,0,17
"COLCHA ""K""","atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,3,0,1,0,0,0,4,0,4
COLLANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COLOMI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,2,1,11,0,3,0,0,0,16,1,17
COLPA BELGICA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5
COLQUECHACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,4,0,10,8,0,0,0,0,14,8,22
COLQUENCHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,1,0,3,0,0,0,0,0,4,0,4
COLQUIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,2,3,2,2,0,0,0,0,4,5,9
COMANCHE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
CONCEPCION,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,2,0,4,0,3,0,0,0,9,0,9
COPACABANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,2,0,2,2,0,0,0,0,4,2,6
CORIPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,4,0,1,0,0,0,5,0,5
CORO CORO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,4,4,0,0,0,0,4,4,8
COROICO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,7,4,0,0,0,0,7,4,11
COTAGAITA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,11,1,0,0,0,0,11,1,12
COTOCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,3,0,30,4,3,0,0,0,36,4,40
CUATRO CAÑADAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,2,0,4,0,0,0,0,0,6,0,6
CUEVO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CULPINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,4,0,14,2,1,0,0,0,19,2,21
CURAHUARA DE CARANGAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,3,1,0,0,0,0,3,1,4
CURVA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
DESAGUADERO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,5,1,0,0,0,0,5,1,6
EL ALTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,2,0,59,4,489,16,85,3,0,0,635,23,658
EL CHORO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EL PUENTE(STC),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
EL PUENTE(TJA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,1,0,2,0,3,0,0,0,6,0,6
EL TORNO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,5,0,13,0,4,0,0,0,22,0,22
EL VILLAR,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ENTRE RIOS TRJ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,0,0,3,1,0,0,0,0,3,1,4
ENTRE RIOS CBBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,1,0,13,0,4,0,0,0,18,0,18
ESCOMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,4,0,1,0,0,0,0,0,5,0,5
EUCALIPTUS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-12-01,0,0,0,0,1,0,1,1,0,0,0,0,2,1,3
