,group,variable,month,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO < A 10,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO < A 10,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 10 A 14,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 10 A 14,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 15 A 19,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 15 A 19,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 20 A 34,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 20 A 34,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 35 A 49,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 35 A 49,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 50 Y +,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 50 Y +,TOTALES,TOTALES,TOTALES
CAIROMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
"CAIZA ""D""","atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CAMARGO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CAMIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,9,0,7,0,0,0,0,0,16,0,16
CAPINOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CAQUIAVIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CARANAVI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,9,0,39,0,10,0,0,0,58,0,58
CARAPARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
CARMEN RIVERO TORREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
CHALLAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,1,0,3,3,0,2,0,0,4,5,9
CHAQUI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
CHARAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,2,1,3,9,0,1,0,0,5,11,16
CHARAÑA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHAYANTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,3,0,1,0,0,0,0,0,4,4
CHIMORE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,2,1,7,2,1,0,0,0,10,3,13
CHULUMANI (V. DE LA LIBERTAD),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,2,0,10,0,4,0,0,0,16,0,16
CHUMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
CKOCHAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,1,2,0,1,0,0,0,0,1,3,4
CLIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,7,0,22,0,1,0,0,0,30,0,30
COBIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
COCAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,4,1,0,0,0,2,4,6
COCHABAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,44,0,274,0,49,0,1,0,368,0,368
COLCAPIRHUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,2,0,3,0,0,0,0,0,5,0,5
"COLCHA ""K""","atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,1,1,1,1,0,0,0,0,2,2,4
COLOMI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
COLQUECHACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COLQUIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
COMANCHE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,1,2,0,0,0,0,0,2,1,3
COMARAPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,2,0,11,1,3,0,0,0,16,1,17
COPACABANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,3,2,0,0,0,0,3,2,5
CORO CORO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
COROICO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CORQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COTAGAITA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,4,0,1,2,0,0,5,2,7
CUEVO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
EL ALTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,5,0,102,3,17,0,0,0,124,3,127
EL PUENTE(TJA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ESCOMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,3,2,1,0,0,0,4,2,6
FERNANDEZ ALONSO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,1,0,4,0,0,0,0,0,5,0,5
FILADELFIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
GENERAL SAAVEDRA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
GRAL. J.J. PEREZ (CHARAZANI),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,5,0,0,0,0,1,5,6
GUAYARAMERIN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,12,0,57,0,2,0,0,0,71,0,71
GUTIERREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,4,1,8,0,0,0,0,0,12,1,13
HUACARETA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
HUAYLLAMARCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
HUMANATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ICHOCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ICLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,1,0,1,2,0,0,0,0,2,2,4
INCAHUASI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,1,0,4,0,0,0,0,0,5,5
INQUISIVI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,1,1,3,0,1,0,0,1,5,6
IRUPANA (VILLA DE LANZA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,2,0,1,3,0,0,0,0,3,3,6
JESUS DE MACHACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
LA ASUNTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,2,0,3,0,5,0,0,0,10,0,10
LA GUARDIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,1,0,13,0,1,0,0,0,15,0,15
LA PAZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,7,0,76,0,22,0,0,0,105,0,105
LAJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,1,1,2,1,0,0,0,2,3,5
LAS CARRERAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
LLALLAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LLICA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
LURIBAY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MAGDALENA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MALLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
MECAPACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
MINEROS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,3,0,5,0,2,0,0,0,10,0,10
MIZQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
MOCOMOCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,1,1,0,2,0,0,0,0,1,3,4
MOJINETE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,1,0,0,1,1,0,0,0,2,1,3
MONTERO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,46,0,0,0,0,0,46,0,46
MOROCHATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
NACEBE (SANTA ROSA DEL ABUNA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
OCURI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,0,2,1,1,0,0,1,3,4
OKINAWA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5
ORURO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,1,2,1,0,1,0,0,2,3,5
PADCAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PALCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5
PALOS BLANCOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,2,2,0,0,0,0,2,2,4
PAMPA AULLAGAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
PAMPA GRANDE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,2,0,1,0,0,0,0,0,3,0,3
PASORAPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PATACAMAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2
PAZÑA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PELECHUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
POCOATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,1,2,4,2,1,0,0,0,6,4,10
POCONA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,2,0,3,1,2,0,0,0,7,1,8
POJO (CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
POOPO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
POROMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,0,2,0,1,0,0,0,3,3
PORONGO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
POTOSI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,1,0,32,0,156,1,22,0,0,0,211,1,212
PRESTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUCARANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,1,2,2,7,0,1,0,0,3,10,13
PUERTO ACOSTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUERTO CARABUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PUERTO PEREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,1,0,0,0,2,0,0,0,3,3
PUERTO QUIJARRO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,4,0,11,0,2,0,0,0,17,0,17
PUERTO SUAREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,20,0,1,0,0,0,21,0,21
PUERTO VILLARROEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
PUNA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUNATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
QUILLACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
RAQAYPAMPA(ETA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
RAVELO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,1,0,0,2,0,0,0,0,1,2,3
REYES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,1,0,2,0,1,0,0,0,4,0,4
RIBERALTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6
ROBORE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,3,0,9,0,0,0,0,0,12,0,12
RURRENABAQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SABAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SACABAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SACACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,1,5,2,2,1,2,0,0,4,9,13
SAIPINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN ANDRES DE MACHACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
SAN BENITO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
SAN BORJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,1,0,2,1,0,0,0,0,3,1,4
SAN BUENA VENTURA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN CARLOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,3,0,11,0,2,0,0,0,16,0,16
SAN IGNACIO DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,2,2,9,4,1,0,0,0,12,6,18
SAN JOAQUIN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
SAN JOSE DE CHIQUITOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,5,0,20,0,3,0,0,0,28,0,28
SAN JUAN DE YAPACANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
SAN LORENZO(TJA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN LUCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,3,4,0,1,0,0,3,5,8
SAN MATIAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,3,0,5,1,0,0,0,0,8,1,9
SAN MIGUEL DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,1,0,1,0,1,0,0,0,3,3
SAN PABLO DE LIPEZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
SAN PEDRO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,3,0,1,0,0,0,4,0,4
SAN PEDRO DE BUENA VISTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,3,1,2,9,0,2,0,0,5,12,17
SAN PEDRO DE MACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,3,1,0,0,0,0,3,1,4
SAN PEDRO DE TIQUINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
SAN RAFAEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SANTA ANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-10-01,0,0,2,0,5,0,17,0,1,0,0,0,25,0,25
